time	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
168.0.	3.398719232880044e-06	1.3975524682250398e-06	2.3901398530736243e-12	5.664550971364374e-12	8.999865828747819e-08	1.128251903826756e-12	2.0959035365652233e-13	4.544286397620918e-16	8.845309717549478e-16	3.7086770875438034e-13	2.497939398815539e-09	4.130966393072492e-12	1.181636448763869e-14	2.7171675673368233e-15	2.5313047507752383e-15	6.702648575574742e-15	2.0337354136706272e-15	4.723646773781369e-13	1.9906347475087212e-08	9.902073793912591e-09	6.967221616280533e-10	2.3834778098373462e-12	8.930216024969422e-13	8.930216024969422e-13	1.932970737961699e-10	9.214582405851964e-11	1.599878806425748e-07	4.846977146698259e-12	3.69545732475175e-12	1.588236507084429e-12	8.191612897870958e-13	6.875395644304719e-13	1.1675947404334823e-09	1.271194804140354e-09
175.0.	3.398512194917608e-06	1.39723585166648e-06	2.445343824559589e-12	6.0728540265682765e-12	8.999862622238655e-08	1.146864011795788e-12	2.2285108689724204e-13	5.114907963489185e-16	9.957122576484074e-16	3.6724040488350373e-13	2.497856351029138e-09	4.1232383045546264e-12	1.1929128582535271e-14	2.7821233073497213e-15	2.5553117539823743e-15	6.766364792233399e-15	2.0530821326746363e-15	4.834352799930985e-13	1.989961197038133e-08	9.897722080219672e-09	6.964864189633477e-10	2.51614930399461e-12	9.959245296029954e-13	9.959245296029954e-13	1.9764516018521298e-10	9.877609736644584e-11	1.599875437279761e-07	4.82290197332109e-12	3.867973668291297e-12	1.660213690870469e-12	8.764630922774483e-13	7.354691598938034e-13	1.2772560450222001e-09	1.477638621488865e-09
182.0.	3.398286399185045e-06	1.396897596414478e-06	2.5071647358871593e-12	6.490996500109185e-12	8.999859382438533e-08	1.165577694381236e-12	2.363284740712592e-13	5.721664751954182e-16	1.113939593872801e-15	3.640784914428281e-13	2.4977736998541504e-09	4.114898645317605e-12	1.206049190082775e-14	2.8477449136842793e-15	2.583340199378552e-15	6.840688811186302e-15	2.0756504010413122e-15	4.946149470134549e-13	1.9892716074310833e-08	9.893391222668617e-09	6.962450626008802e-10	2.648851941666551e-12	1.104399351383373e-12	1.104399351383373e-12	2.0197285582283021e-10	1.0556331741837821e-10	1.5998719730398751e-07	4.806008586345845e-12	4.039748730756598e-12	1.7316851988392412e-12	9.356566075642506e-13	7.849516631714566e-13	1.3897895791172442e-09	1.7028308935079922e-09
189.0.	3.398041342512655e-06	1.3965369411491019e-06	2.576871471774598e-12	6.920199777181213e-12	8.999856104989979e-08	1.1844359280074969e-12	2.50023856826175e-13	6.365228673953423e-16	1.2393432283760061e-15	3.612714022314058e-13	2.4976913174484133e-09	4.106050670916973e-12	1.220610004978024e-14	2.9141213178697043e-15	2.6144493154886633e-15	6.923138039225415e-15	2.1006866613181334e-15	5.059194314679446e-13	1.988563976151069e-08	9.889074736277385e-09	6.959973916528751e-10	2.782270960002265e-12	1.2184615210261911e-12	1.2184615210261911e-12	2.062865351248541e-10	1.1252680881462971e-10	1.599868405735863e-07	4.796017814810914e-12	4.211033204720029e-12	1.8027631201211961e-12	9.971250770398718e-13	8.363045975939365e-13	1.5054521586657082e-09	1.94727331638799e-09
196.0.	3.39777647069351e-06	1.396152981365205e-06	2.6557246124953303e-12	7.361897816486808e-12	8.999852786568255e-08	1.2034706618630139e-12	2.639390048073139e-13	7.046506126899124e-16	1.3720990340079732e-15	3.5873418819997213e-13	2.4976090851113463e-09	4.096773959781235e-12	1.236253793605629e-14	2.9813202497815266e-15	2.6479011528884813e-15	7.0117652254843085e-15	2.1275998294165105e-15	5.173607276251707e-13	1.9878359528451703e-08	9.884766460217103e-09	6.957425834958108e-10	2.9171825551832908e-12	1.3381571993586469e-12	1.3381571993586469e-12	2.105922739711033e-10	1.196893535146582e-10	1.599864728230356e-07	4.792566413740097e-12	4.3820661642561185e-12	1.8735541610308002e-12	1.061263442890666e-12	8.898545906976887e-13	1.6245927355899642e-09	2.211518422187187e-09
203.0.	3.3974911639027172e-06	1.395744665438222e-06	2.7450135409314714e-12	7.817738751857063e-12	8.999849424656642e-08	1.22270521126026e-12	2.780760010315042e-13	7.766670083995739e-16	1.5124347641474143e-15	3.564015871025045e-13	2.497526893557173e-09	4.087129894656471e-12	1.252713940353001e-14	3.0493928399922813e-15	2.6831195052509684e-15	7.105050005976708e-15	2.155928383760001e-15	5.2894788810252e-13	1.9870848373523412e-08	9.880460614791822e-09	6.954796930733203e-10	3.0544508259783958e-12	1.4635669989281721e-12	1.4635669989281721e-12	2.148957867952888e-10	1.270772111120461e-10	1.599860933990573e-07	4.7952331730673945e-12	4.553072549117745e-12	1.944158554727379e-12	1.1284782128458702e-12	9.459371516538893e-13	1.7476417117457621e-09	2.496184160590286e-09
210.0.	3.397184723772639e-06	1.395310790469832e-06	2.846094009576279e-12	8.289592771716154e-12	8.999846017367767e-08	1.242156157780297e-12	2.924371521259319e-13	8.527193695412999e-16	1.6606365985557163e-15	3.542234623317036e-13	2.497444643005489e-09	4.077165873821755e-12	1.269783217608961e-14	3.1183772796168413e-15	2.7196564494124844e-15	7.201810563408918e-15	2.185313558319209e-15	5.406876738197019e-13	1.986307567434752e-08	9.87615183966787e-09	6.952076486021641e-10	3.1950283650679457e-12	1.5948096767992478e-12	1.5948096767992478e-12	2.192023837944702e-10	1.3472023892595861e-10	1.5998570168973608e-07	4.8035573449459045e-12	4.724261437192449e-12	2.0146693206942017e-12	1.199188939610162e-12	1.004897786867907e-12	1.875102127978277e-09	2.8019668176243674e-09
217.0.	3.39685636179128e-06	1.3948499973973552e-06	2.960426517764365e-12	8.779566383678164e-12	8.999842563302327e-08	1.261834848392414e-12	3.0702491823360994e-13	9.329886546973551e-16	1.8170562039555863e-15	3.521612968456497e-13	2.4973622431645533e-09	4.0669185461743835e-12	1.287301230191335e-14	3.1883017136199212e-15	2.7571652423399964e-15	7.301132080331961e-15	2.21547762994864e-15	5.525850680118233e-13	1.985500696093554e-08	9.871835219151181e-09	6.949252436327451e-10	3.339960395412374e-12	1.7320459269834021e-12	1.7320459269834021e-12	2.235169421456778e-10	1.426521139257261e-10	1.599852971083665e-07	4.8170511281809834e-12	4.89582486523123e-12	2.0851717674375617e-12	1.2738309707015971e-12	1.067094167984298e-12	2.007542911326783e-09	3.1296526042521553e-09
224.0.	3.396505188670955e-06	1.39436076495531e-06	3.089616239453167e-12	9.29002324270305e-12	8.999839061438051e-08	1.281748570675591e-12	3.21841858371472e-13	1.017693478465255e-15	1.982118543737678e-15	3.5018549978992553e-13	2.4972796131634782e-09	4.056416296499971e-12	1.3051442846053871e-14	3.259186515171149e-15	2.7953784530244923e-15	7.402309010974555e-15	2.2462063993226222e-15	5.646436804855666e-13	1.984660358220217e-08	9.867506298987174e-09	6.946311253770771e-10	3.490392391002287e-12	1.8754824198981097e-12	1.8754824198981097e-12	2.2784388651262623e-10	1.509106595961788e-10	1.59984879079563e-07	4.8352077526161185e-12	5.067937012243204e-12	2.155743156039936e-12	1.35285913955729e-12	1.132899062052274e-12	2.1455942384035283e-09	3.480128267745423e-09
231.0.	3.396130204335542e-06	1.393841402191179e-06	3.235455372808694e-12	9.8236118795505e-12	8.999835511042963e-08	1.301901466811833e-12	3.368905878385911e-13	1.1070946322926972e-15	2.1563306752896113e-15	3.4827333857980563e-13	2.4971966814723212e-09	4.045681155136123e-12	1.3232172552190759e-14	3.3310460611463694e-15	2.834090399676546e-15	7.504798723959796e-15	2.2773351216922322e-15	5.768660634254145e-13	1.983782226080704e-08	9.8631610979466e-09	6.943237791282475e-10	3.6475812109137414e-12	2.025376235530675e-12	2.025376235530675e-12	2.321871753919857e-10	1.5953828302964581e-10	1.599844470270622e-07	4.857506172747843e-12	5.24075360954784e-12	2.226452464256678e-12	1.436752254845665e-12	1.202703908422545e-12	2.289944960327289e-09	3.854391077335791e-09
238.0.	3.39573028818586e-06	1.3932900392731148e-06	3.399969107540072e-12	1.038330081316335e-11	8.999831911608196e-08	1.322295237979051e-12	3.5217374493559846e-13	1.2015002500017572e-15	2.3402917990738474e-15	3.4640735216626235e-13	2.4971133858391503e-09	4.034730265928425e-12	1.341447071893675e-14	3.4038901080204764e-15	2.873143088601796e-15	7.608184387145364e-15	2.3087372425919873e-15	5.892539563600273e-13	1.982861452900719e-08	9.858796116716971e-09	6.940015085152528e-10	3.812909852929681e-12	2.1820398397681e-12	2.1820398397681e-12	2.36550290635201e-10	1.6858252989207498e-10	1.5998400036272e-07	4.883413332758641e-12	5.414411472139732e-12	2.297360204494658e-12	1.5260182183860769e-12	1.2769228823059651e-12	2.441342009864527e-09	4.253558524220496e-09
245.0.	3.39530418932111e-06	1.392704616388942e-06	3.585466471377669e-12	1.097242176475101e-11	8.999828262796304e-08	1.342929680592843e-12	3.676939647960711e-13	1.3012717627405351e-15	2.5347048425741974e-15	3.44574134200923e-13	2.4970296732626853e-09	4.023577015434215e-12	1.3597775271557519e-14	3.4777248480359394e-15	2.9124149992455924e-15	7.712145368172198e-15	2.3403154139708073e-15	6.018084744638897e-13	1.981892603448099e-08	9.854408345857778e-09	6.936624112068359e-10	3.987906056190131e-12	2.345846760368572e-12	2.345846760368572e-12	2.409362282764277e-10	1.780967683242638e-10	1.599835384762773e-07	4.9123845477729954e-12	5.589028077196077e-12	2.36851826285481e-12	1.6211997564652021e-12	1.355997438242532e-12	2.6005916680255404e-09	4.678878057360602e-09
252.0.	3.394850516412827e-06	1.392082870530554e-06	3.7945976853642785e-12	1.1594721899384818e-11	8.999824564402051e-08	1.3638030880674318e-12	3.8345385856593224e-13	1.4068308131085854e-15	2.740389907836335e-15	3.4276340047101685e-13	2.4969455000146444e-09	4.012231902424016e-12	1.378165143848394e-14	3.5525537108653235e-15	2.9518121601039503e-15	7.816433680627583e-15	2.371994345264045e-15	6.145302517696334e-13	1.9808695701890362e-08	9.84999527418867e-09	6.93304349566164e-10	4.174265082371751e-12	2.517238130742916e-12	2.517238130742916e-12	2.453474892118048e-10	1.8814101616865822e-10	1.59983060725511e-07	4.943862612930082e-12	5.764701131682757e-12	2.439969733590311e-12	1.722880691851465e-12	1.440401249078763e-12	2.7685625908831323e-09	5.1317371577318e-09
259.0.	3.394367727453828e-06	1.3914223207948038e-06	4.030418669824472e-12	1.2254424904024529e-11	8.999820816323038e-08	1.3849125460179429e-12	3.994559957990231e-13	1.5186671449381582e-15	2.9582996162179906e-15	3.409672762030563e-13	2.496860831725385e-09	4.00070320666441e-12	1.396575904416089e-14	3.628377963060152e-15	2.991261083814627e-15	7.920855338873388e-15	2.4037151439849423e-15	6.274195485586468e-13	1.979785475429796e-08	9.845554898858793e-09	6.929249164004299e-10	4.373876527321092e-12	2.6967301054876398e-12	2.6967301054876398e-12	2.497860684174137e-10	1.987829076609405e-10	1.599825664266464e-07	4.9772760906477794e-12	5.9415080770562005e-12	2.5117487260603528e-12	1.831692611033406e-12	1.53064543002237e-12	2.946190187375855e-09	5.613673528818981e-09
266.0.	3.3938541188114716e-06	1.39072025146556e-06	4.2964663128922e-12	1.295630309989757e-11	8.999817018538023e-08	1.406254142060921e-12	4.1570288987145067e-13	1.6373477847701451e-15	3.1895369621747455e-15	3.391797486221442e-13	2.4967756435174223e-09	3.988997507486044e-12	1.4149826522361661e-14	3.705197149038749e-15	3.030703154363638e-15	8.025255544560683e-15	2.4354308193536903e-15	6.404763307021427e-13	1.97863255601135e-08	9.841085736580633e-09	6.925213946039743e-10	4.588856100634069e-12	2.8849224106447223e-12	2.8849224106447223e-12	2.542534431679953e-10	2.100988335108832e-10	1.599820548445551e-07	5.012036814803648e-12	6.1195055485324074e-12	2.583880151879075e-12	1.948322172202428e-12	1.627284203363473e-12	3.134482509033012e-09	6.1263859717933904e-09
273.0.	3.3933078083816037e-06	1.389973685003731e-06	4.5968534311066505e-12	1.370577686888246e-11	8.999813171091681e-08	1.427823093269125e-12	4.3219699111295017e-13	1.763529406934346e-15	3.4353793642319224e-15	3.373962400732687e-13	2.496689920175208e-09	3.977120095661803e-12	1.433362996019949e-14	3.7830093978782845e-15	3.0700901001665113e-15	8.129506739668583e-15	2.4671026557998416e-15	6.537003254112241e-13	1.977402004205573e-08	9.83658683537767e-09	6.920907014719516e-10	4.821589452644272e-12	3.0825101666325108e-12	3.0825101666325108e-12	2.5875056086240845e-10	2.2217551539002833e-10	1.5998152518038758e-07	5.04753643886767e-12	6.2987288057285245e-12	2.6563794993841953e-12	2.073520384850064e-12	1.730922169348253e-12	3.334530311081125e-09	6.671751132720774e-09
280.0.	3.392726724654413e-06	1.389179363765459e-06	4.936368200573282e-12	1.450900982012408e-11	8.999809274084201e-08	1.4496138347034059e-12	4.489406703463425e-13	1.8979703459229352e-15	3.6973020195687944e-15	3.3561330190959507e-13	2.4966036564781532e-09	3.965075271344538e-12	1.4516977446864853e-14	3.861811634091187e-15	3.1093806132870883e-15	8.23349968388799e-15	2.4986975044951233e-15	6.670910598632492e-13	1.9760838165253622e-08	9.832057794853895e-09	6.916293357838781e-10	5.074774019825121e-12	3.290294923931099e-12	3.290294923931099e-12	2.632778184480217e-10	2.351115040803724e-10	1.599809765614067e-07	5.0831440759384736e-12	6.479190830196465e-12	2.729252461987456e-12	2.208110447782413e-12	1.8422202181794313e-12	3.5475142938507232e-09	7.251834342453788e-09
287.0.	3.392108589105382e-06	1.388333720566846e-06	5.3206021680532365e-12	1.537303743784752e-11	8.999805327664675e-08	1.471620049925912e-12	4.659362102623419e-13	2.0415465812580198e-15	3.9770089902553406e-15	3.338283659521407e-13	2.496516857521785e-09	3.9528665935507615e-12	1.469969600833377e-14	3.9415997076168654e-15	3.1485375270091034e-15	8.337136005735215e-15	2.530185522111943e-15	6.806478857262998e-13	1.9746665892899292e-08	9.82749878465151e-09	6.911333062514765e-10	5.351475592554452e-12	3.509199600397108e-12	3.509199600397108e-12	2.678350437144506e-10	2.490192058666135e-10	1.599804080273893e-07	5.118203086248854e-12	6.660881481555289e-12	2.802494592493424e-12	2.3529979175698548e-12	1.961903316475358e-12	3.774716792347239e-09	7.868907097887129e-09
294.0.	3.391450904052505e-06	1.387432857405437e-06	5.756082449286268e-12	1.630589458167282e-11	8.999801332027027e-08	1.493834682468869e-12	4.831857902134753e-13	2.1952675090589054e-15	4.276463863221905e-15	3.320395616609972e-13	2.496429539051019e-09	3.940497066533838e-12	1.488162181973376e-14	4.0223684743460085e-15	3.1875257013396782e-15	8.440322621907215e-15	2.5615384766761386e-15	6.943699947111699e-13	1.973137317519052e-08	9.822910563173783e-09	6.905980611316695e-10	5.655184343549932e-12	3.740282793407746e-12	3.740282793407746e-12	2.7242147638788513e-10	2.6402687960108587e-10	1.5997981851857142e-07	5.15203029931724e-12	6.843766646817773e-12	2.876090954274299e-12	2.509178802702021e-12	2.0907664056389067e-12	4.017530773021772e-09	8.52545907810711e-09
301.0.	3.390750927697919e-06	1.386472503900568e-06	6.250457023465835e-12	1.73168026711871e-11	8.999797287409163e-08	1.5162498836003362e-12	5.006914808321783e-13	2.3602990525700543e-15	4.597934692245106e-15	3.302455687007741e-13	2.496341727876457e-09	3.92796930006217e-12	1.5062591876231212e-14	4.10411180550251e-15	3.2263102235375202e-15	8.542966987973646e-15	2.5927283056740554e-15	7.082564220381448e-13	1.9714810990987752e-08	9.818294499720969e-09	6.900183846845725e-10	5.989896719722199e-12	3.984760361960022e-12	3.984760361960022e-12	2.770357458477386e-10	2.8028157200530573e-10	1.5997920685714598e-07	5.183912865169147e-12	7.0277872283331084e-12	2.9500157015082462e-12	2.677752686804697e-12	2.229684320090053e-12	4.277476238831973e-09	9.224222916588578e-09
308.0.	3.3900056493461237e-06	1.38544797594022e-06	6.812713198216839e-12	1.841638378563067e-11	8.999793194093991e-08	1.538856936434821e-12	5.184552329606352e-13	2.5379901555883013e-15	4.9440455120330984e-15	3.284455113660961e-13	2.496253462378034e-09	3.915285630645641e-12	1.524243765184327e-14	4.186822558924573e-15	3.2648550383497342e-15	8.64497348227186e-15	2.6237260181767642e-15	7.223060432387056e-13	1.9696807983426523e-08	9.813652601003945e-09	6.89388279419929e-10	6.360208724209828e-12	4.244029820192654e-12	4.244029820192654e-12	2.816758445074253e-10	2.979524591598985e-10	1.5997857172728931e-07	5.213106982923987e-12	7.212857947094223e-12	3.024231578730638e-12	2.859935895589957e-12	2.379621517942666e-12	4.556216571194268e-09	9.968198770086362e-09
315.0.	3.389211767897513e-06	1.3843541393542559e-06	7.453419370943672e-12	1.9616892871879028e-11	8.999789052411362e-08	1.5616461696196299e-12	5.364788616966231e-13	2.7299013162157362e-15	5.3178318155151344e-15	3.2663887909646554e-13	2.4961647929290704e-09	3.90244821648336e-12	1.542098042611587e-14	4.27049253393479e-15	3.3031219374546002e-15	8.746240739140843e-15	2.6545008850231175e-15	7.365175678985152e-13	1.96771668390716e-08	9.808987532806813e-09	6.887008393675068e-10	6.7714167546294455e-12	4.519696144731076e-12	4.519696144731076e-12	2.863391060722909e-10	3.172344472422127e-10	1.599779116547435e-07	5.23883959073866e-12	7.398866335132063e-12	3.09868950303531e-12	3.0570732314879732e-12	2.541640454649011e-12	4.855573099125924e-09	1.0760675593923869e-08
322.0.	3.3883656659770096e-06	1.3831853668195819e-06	8.185017222612442e-12	2.0932498660502798e-11	8.999784862741189e-08	1.5846068406129521e-12	5.547640312782862e-13	2.937839000485798e-15	5.722807454007351e-15	3.2482546413009354e-13	2.496075782281856e-09	3.889459117761818e-12	1.559802764060201e-14	4.3551123999292315e-15	3.341069771309056e-15	8.846659568651599e-15	2.6850198070233715e-15	7.508895289205831e-13	1.9655659928495932e-08	9.804302638728353e-09	6.879480974973583e-10	7.229638997607939e-12	4.813602858578248e-12	4.813602858578248e-12	2.9102218673578253e-10	3.3835250930168853e-10	1.599772249822821e-07	5.260311483445814e-12	7.585671826924778e-12	3.173328189226474e-12	3.270651325600746e-12	2.716910876729939e-12	5.177542020303824e-09	1.160525673335709e-08
329.0.	3.3874633844072936e-06	1.381935495522143e-06	9.022155782295526e-12	2.2379600425625348e-11	8.999780625516998e-08	1.607727003846451e-12	5.733122382879493e-13	3.163894251589618e-15	6.163039696580024e-15	3.230053132951654e-13	2.495986505804842e-09	3.8763203620879255e-12	1.577337040860512e-14	4.4406716167386874e-15	3.3786539084395963e-15	8.94611153121186e-15	2.7152468817497813e-15	7.65420270270173e-13	1.963202443034938e-08	9.799601950054288e-09	6.871208550622292e-10	7.741951511208326e-12	5.127866492613397e-12	5.127866492613397e-12	2.957210552590147e-10	3.61566539363222e-10	1.599765098428276e-07	5.276703095772789e-12	7.773105195716904e-12	3.2480739248909513e-12	3.502311628660912e-12	2.906718658685201e-12	5.524310868818666e-09	1.250588513417483e-08
336.0.	3.3865005713657477e-06	1.3805977456846298e-06	9.982183727345721e-12	2.397730609821837e-11	8.999776341232637e-08	1.630993284315092e-12	5.921247989206949e-13	3.410501373267589e-15	6.643263337903748e-15	3.211786931544974e-13	2.495897052086722e-09	3.863034008984387e-12	1.594678074276318e-14	4.5271582805805435e-15	3.4158256356201083e-15	9.044467353017147e-15	2.745142922200705e-15	7.801079229269423e-13	1.960595495761281e-08	9.794890214299985e-09	6.862084235164492e-10	8.316592600510585e-12	5.464930118328276e-12	5.464930118328276e-12	3.0043096439317883e-10	3.871786859846305e-10	1.59975764116833e-07	5.287178803888592e-12	7.960967173360078e-12	3.322839990354101e-12	3.753873771332151e-12	3.1124826311807497e-12	5.8982886338949096e-09	1.3466893709022201e-08
343.0.	3.385472458077035e-06	1.37916468075547e-06	1.108561758903521e-11	2.574786454101241e-11	8.999772010446044e-08	1.6543907126546e-12	6.112028224930719e-13	3.6804901304871405e-15	7.168982167322274e-15	3.193460624028024e-13	2.495807522809658e-09	3.849602191222373e-12	1.6118011173129728e-14	4.614559041143622e-15	3.45253207006161e-15	9.141586697937461e-15	2.774665386808704e-15	7.949503920057493e-13	1.9577097038730653e-08	9.790172883328399e-09	6.851983963555735e-10	8.963145341065269e-12	5.827608831062488e-12	5.827608831062488e-12	3.051464627340116e-10	4.155398511862455e-10	1.599749853977417e-07	5.290901028848126e-12	8.149028721486101e-12	3.3975267983388837e-12	4.027348007362095e-12	3.33576207569387e-12	6.3021207880078155e-09	1.449302921232039e-08
350.0.	3.3843738185646528e-06	1.377628143134293e-06	1.235675016394897e-11	2.7717234991034848e-11	8.999767633784453e-08	1.677902493507641e-12	6.305471883519924e-13	3.977154619437416e-15	7.746602841443475e-15	3.175080492423089e-13	2.4957180326277752e-09	3.836027156419743e-12	1.628679452288196e-14	4.7028589830684065e-15	3.4887161055153517e-15	9.237318028038371e-15	2.803768336333577e-15	8.09945338362116e-13	1.9545038560612392e-08	9.785456100182768e-09	6.840763496214345e-10	9.692776146440064e-12	6.219150474663735e-12	6.219150474663735e-12	3.098614078664844e-10	4.4705821685305287e-10	1.599741709449192e-07	5.287046181237784e-12	8.337031303222062e-12	3.4720220338650218e-12	4.32495393607708e-12	3.5782685984319934e-12	6.7387126929537896e-09	1.5589491919003228e-08
