time	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
70.0.	3.399976751501301e-06	1.399906761545623e-06	1.370023475818944e-12	9.254025184305434e-13	8.999916291714712e-08	7.834494562855233e-13	4.9291222894274985e-14	2.0503476140662464e-17	3.9705642239186904e-17	7.343368589351482e-13	2.499216781856298e-09	3.929099702499941e-12	1.9905604984182493e-14	1.6921537927577073e-15	4.281964608173873e-15	1.1319420999088829e-14	3.4347380207713445e-15	2.9592955615994023e-13	1.998467201089432e-08	9.967694453907981e-09	6.994635203813017e-10	4.800664908199363e-13	5.6352918759845364e-14	5.6352918759845364e-14	1.2803988295095622e-10	1.512258188196847e-11	1.5999262778902082e-07	5.2543074191664806e-12	1.1144843279529451e-12	4.872885875424244e-13	1.1160086331785762e-13	9.380636037542855e-14	6.969159354558826e-11	2.115762847761856e-11
77.0.	3.399961431868912e-06	1.3998568173232838e-06	1.5160964240208301e-12	1.170723878560014e-12	8.999911249996021e-08	8.248632964005373e-13	5.869902619531527e-14	3.04861153916229e-17	5.908929846944171e-17	6.528462358544431e-13	2.499116650642489e-09	3.996531915196808e-12	1.7895746228006143e-14	1.7948726117391632e-15	3.8481418307690115e-15	1.017415441325519e-14	3.0872436103442713e-15	3.13821690254639e-13	1.99806105660064e-08	9.962810087659475e-09	6.993213698102244e-10	5.993017565156134e-13	7.923885784577007e-14	7.923885784577007e-14	1.328427585763861e-10	1.911258050843128e-11	1.5999217792815681e-07	5.3445446555896035e-12	1.304003857481721e-12	5.695276672566912e-13	1.5041820439835232e-13	1.26435280748774e-13	1.043365116780369e-10	3.603290945496177e-11
84.0.	3.399939659964632e-06	1.399791922308251e-06	1.645212673329536e-12	1.438494197051801e-12	8.999906674226491e-08	8.6109071571838e-13	6.854266933915165e-14	4.3147201540329453e-17	8.368880959535217e-17	5.890953065210276e-13	2.4990174733225674e-09	4.0471788586498485e-12	1.627216727507854e-14	1.88804790761494e-15	3.497514064697747e-15	9.248715963164745e-15	2.8064269319268124e-15	3.300129626866445e-13	1.997617835761001e-08	9.957889810006161e-09	6.991662425163507e-10	7.264674492479477e-13	1.071631983897412e-13	1.071631983897412e-13	1.376992853003674e-10	2.3465364539155522e-11	1.599917683389154e-07	5.385035533628228e-12	1.49568219090984e-12	6.525137147459297e-13	1.935715903377111e-13	1.6270626047318082e-13	1.47495850354232e-10	5.733542826430935e-11
91.0.	3.399909990997424e-06	1.399710554857898e-06	1.7574607105997701e-12	1.726206858245628e-12	8.999902477468375e-08	8.930590172172914e-13	7.8774516904994e-14	5.873664669616311e-17	1.1399333302461081e-16	5.393780866294561e-13	2.498919581838735e-09	4.0845306695579886e-12	1.498343899374829e-14	1.9734549360376393e-15	3.2190521994040642e-15	8.51390967702673e-15	2.5834413103943924e-15	3.4481794669594833e-13	1.997141709850861e-08	9.952967256024555e-09	6.989995984478016e-10	8.597714723071578e-13	1.404573499109411e-13	1.404573499109411e-13	1.425721220620849e-10	2.814091837174644e-11	1.59991390983966e-07	5.387343528690925e-12	1.6880598799281449e-12	7.356002145695549e-13	2.401399674128002e-13	2.018431522070224e-13	1.992456435136885e-10	8.651398786729098e-11
98.0.	3.399870841948809e-06	1.39961129633574e-06	1.8536071087728213e-12	2.0315031816427747e-12	8.999898585104657e-08	9.215602280182838e-13	8.935808106171373e-14	7.749207900989918e-17	1.504680495360417e-16	5.007655095918733e-13	2.498823216373739e-09	4.1113364996075134e-12	1.398269115460685e-14	2.0526180206553353e-15	3.002684288487878e-15	7.943097296072791e-15	2.4102114113109424e-15	3.585066886294855e-13	1.996636604325679e-08	9.948068878856138e-09	6.988228115139882e-10	9.97510814143737e-13	1.7944971173888412e-13	1.7944971173888412e-13	1.4743188665346182e-10	3.3101675521242666e-11	1.599910388613051e-07	5.3615820378193214e-12	1.879988031945706e-12	8.182769376309881e-13	2.8920740251089913e-13	2.430738194226202e-13	2.59420330870427e-10	1.25155149280902e-10
105.0.	3.3998208416625777e-06	1.399493383965781e-06	1.935406304015066e-12	2.351802543269768e-12	8.999894926822251e-08	9.473437280995033e-13	1.0025739360446292e-13	9.954804983800128e-17	1.933768975403294e-16	4.707082129733225e-13	2.498728487658342e-09	4.129986440235049e-12	1.32202888559893e-14	2.126974917772832e-15	2.8377308813969262e-15	7.508048474506922e-15	2.2781765814231714e-15	3.7133412708054705e-13	1.9961068070080592e-08	9.943213391343509e-09	6.986373824528213e-10	1.138033496375235e-12	2.2429112585545583e-13	2.2429112585545583e-13	1.522573168694732e-10	3.830633177331273e-11	1.599907053532978e-07	5.316923334406085e-12	2.070633278010672e-12	9.001782145766087e-13	3.399199619892251e-13	2.85678184071417e-13	3.2740962995444785e-10	1.746335172337445e-10
112.0.	3.39975873701845e-06	1.399356338633763e-06	2.0049997331529533e-12	2.684856358888309e-12	8.999891444782108e-08	9.71024980243824e-13	1.114444209627344e-13	1.249982895358584e-16	2.429039434031694e-16	4.472387518799934e-13	2.4986354210478962e-09	4.142321567288893e-12	1.2652978840391739e-14	2.1977088800049124e-15	2.7148755304641784e-15	7.184146992435755e-15	2.1798702695329845e-15	3.835101003182926e-13	1.9955560529538194e-08	9.938412562867904e-09	6.984446185338369e-10	1.279945189922363e-12	2.7506837400711344e-13	2.7506837400711344e-13	1.57034675883991e-10	4.371875314325904e-11	1.599903849368657e-07	5.260703626020103e-12	2.2594563162928623e-12	9.810688517858649e-13	3.9161788453145395e-13	3.2909943399280293e-13	4.024373839659193e-10	2.362050267463782e-10
119.0.	3.399683412825071e-06	1.399199890129664e-06	2.064714938363678e-12	3.0287958262838657e-12	8.999888091861509e-08	9.931045052969228e-13	1.228976131808652e-13	1.53903207328691e-16	2.9916799157363857e-16	4.28839412024165e-13	2.498543977776707e-09	4.1497595608272554e-12	1.224400289824637e-14	2.2657842534599612e-15	2.626195282261458e-15	6.950464641491987e-15	2.1089435458987114e-15	3.95205636527231e-13	1.994987445860778e-08	9.93367267536205e-09	6.982456060512727e-10	1.422125469516113e-12	3.31815408011453e-13	3.31815408011453e-13	1.617561640499884e-10	4.93087465454068e-11	1.599900730326495e-07	5.198641541849086e-12	2.446150162303272e-12	1.060816586765252e-12	4.438438406249434e-13	3.729510061530422e-13	4.836563430215777e-10	3.1098706554541894e-10
126.0.	3.399593896975547e-06	1.399023903321723e-06	2.116914790323309e-12	3.382149989043472e-12	8.999884829960707e-08	1.01398612246466e-12	1.3460067140986828e-13	1.8629763372699243e-16	3.6223768787653393e-16	4.143399525967722e-13	2.498454072687681e-09	4.1533917301726396e-12	1.196263276251111e-14	2.3319809195668782e-15	2.5650638027810743e-15	6.7895016107271626e-15	2.060086964119701e-15	4.0655905117089015e-13	1.994403428798113e-08	9.928995794042582e-09	6.980412000793399e-10	1.5637265101321152e-12	3.945248752053892e-13	3.945248752053892e-13	1.66418545910028e-10	5.5052374016352366e-11	1.5998976585839818e-07	5.135077792389752e-12	2.630586668245493e-12	1.1393682611474e-12	4.963312457663671e-13	4.170067567128864e-13	5.702272515967286e-10	3.999533551456152e-10
133.0.	3.399489353806954e-06	1.398828311209909e-06	2.163892826291359e-12	3.7438422795915144e-12	8.99988162847416e-08	1.0339933915518e-12	1.4654151819911553e-13	2.221983007774192e-16	4.321461257813023e-16	4.0283849074872905e-13	2.4983655887010724e-09	4.154057922259479e-12	1.1783479727043371e-14	2.3969254583756002e-15	2.5260042838011342e-15	6.6867960456596775e-15	2.028912433959242e-15	4.1768146904296025e-13	1.9938057906516363e-08	9.924380839607587e-09	6.978320267280729e-10	1.704159610821494e-12	4.63159316678071e-13	4.63159316678071e-13	1.7102199888317471e-10	6.093193282432966e-11	1.599894602958013e-07	5.073212781333409e-12	2.812771604434139e-12	1.2167298298861511e-12	5.489800727312086e-13	4.611805865426699e-13	6.613792336808628e-10	5.039406407193763e-10
140.0.	3.399369068870166e-06	1.3986130582394609e-06	2.207808346709547e-12	4.113172827013673e-12	8.99987846295814e-08	1.053383926004166e-12	1.587114472072063e-13	2.616107704126009e-16	5.089043822255553e-16	3.93640300065912e-13	2.498278388316592e-09	4.152404325558565e-12	1.1685751644506259e-14	2.461118345892977e-15	2.504530279606688e-15	6.6305025324132315e-15	2.0118255313037333e-15	4.2866164604180714e-13	1.993195696151105e-08	9.919824466735078e-09	6.976184936528873e-10	1.843074204294369e-12	5.37661627664716e-13	5.37661627664716e-13	1.755691735650014e-10	6.693570948811675e-11	1.599891537737864e-07	5.015326354014668e-12	2.992807942917634e-12	1.292950037367369e-12	6.01827391103359e-13	5.055016096862472e-13	7.564513012575828e-10	6.236639765001143e-10
147.0.	3.3992324281377516e-06	1.398378054809122e-06	2.250653749572415e-12	4.489792612073554e-12	8.999875313995553e-08	1.0723615747186219e-12	1.711044272442797e-13	3.045356716755389e-16	5.925137087220709e-16	3.862104803178243e-13	2.498192322525323e-09	4.148928052248914e-12	1.165254317656155e-14	2.5249571456940552e-15	2.496993184394878e-15	6.6109887032858644e-15	2.005903209197544e-15	4.3957008201413334e-13	1.99257372936305e-08	9.915321766260519e-09	6.974008052770681e-10	1.980333126776183e-12	6.179645467743651e-13	6.179645467743651e-13	1.800644442198145e-10	7.305759993649934e-11	1.59988844168517e-07	4.962971638061802e-12	3.170866531623932e-12	1.3681073926636819e-12	6.550174815267226e-13	5.500889514295116e-13	8.549170818458674e-10	7.597375737214619e-10
154.0.	3.3990788942360347e-06	1.398123142511178e-06	2.294246517570389e-12	4.873674275242086e-12	8.999872166242632e-08	1.091086642393289e-12	1.8371653667867371e-13	3.509742231684219e-16	6.829763268813658e-16	3.801373721402986e-13	2.4981072375243153e-09	4.144011503462705e-12	1.1670193701521062e-14	2.588755996792119e-15	2.5004441072059936e-15	6.6204700814733445e-15	2.008783073188742e-15	4.504624774368211e-13	1.991939942670837e-08	9.91086681374115e-09	6.971789799347937e-10	2.1159870341298982e-12	7.039990805255801e-13	7.039990805255801e-13	1.8451332363099912e-10	7.929666938191761e-11	1.5998852971885339e-07	4.917139363713601e-12	3.347163167995136e-12	1.442299998250326e-12	7.08774894398077e-13	5.951290152707563e-13	9.563958177852342e-10	9.12698621231499e-10
161.0.	3.3989079817249978e-06	1.397848068643161e-06	2.340238944128306e-12	5.26508314353463e-12	8.999869007637418e-08	1.109684368302607e-12	1.9654550657509323e-13	4.0093308592107313e-16	7.803049159863739e-16	3.7510429195577764e-13	2.4980229796381995e-09	4.137948844926173e-12	1.1727725976203301e-14	2.6527618021949903e-15	2.512512971453253e-15	6.652690623911188e-15	2.0185664866716442e-15	4.613826052576207e-13	1.991293905334418e-08	9.90645308947672e-09	6.969528668670476e-10	2.250250021857892e-12	7.957018730919278e-13	7.957018730919278e-13	1.889220148152432e-10	8.565670821024534e-11	1.599882089555884e-07	4.878393032027241e-12	3.5219410101072492e-12	1.515637756544561e-12	7.633819564218664e-13	6.408564890963549e-13	1.060653125682793e-09	1.083032052581588e-09
