time	IKK	IKKIkBa	IKKIkBaNFkB	IKKIkBb	IKKIkBbNFkB	IKKIkBe	IKKIkBeNFkB	IkBa	IkBaNFkB	IkBan	IkBanNFkBn	IkBat	IkBb	IkBbNFkB	IkBbn	IkBbnNFkBn	IkBbt	IkBe	IkBeNFkB	IkBen	IkBenNFkBn	IkBet	NFkB	NFkBn
15250.0.	0.017570215286393	0.020558617564184003	0.007010449778998001	0.000176680709396	0.00017721903521900002	0.000122557686589	8.442885689776036e-05	0.287714484882502	0.045915903012483	0.004559886909924001	0.005855901557034001	0.08567233293657	0.004935060916024	0.0019372508779810001	4.186535491367381e-05	0.000136072633025	0.0006357317030210001	0.0029544503229860003	0.0008660396820030001	2.5049827129339433e-05	8.132629368792776e-05	0.00045359140254700006	0.000714221523921	0.037220896748746006
15500.0.	0.016677794458035	0.020608969967766	0.0073586627246850006	0.00016966352414700002	0.00017099063264500001	0.00011803368638600001	8.271412454660246e-05	0.30209644748450104	0.050857963355533005	0.005565259076509	0.006095744818925001	0.08497769192953401	0.005002412848698	0.0019813426075430004	4.928811597895511e-05	0.00013657698624900002	0.0006357305255030001	0.0030013675668070002	0.0008983240215770001	2.9551733414393214e-05	8.177512080946399e-05	0.000453590052183	0.0007305009184160001	0.031605114689066
15750.0.	0.015946877035467003	0.020501174077029	0.007722849807418001	0.00016318982552600002	0.00016757208754600002	0.000113916738382	8.229955074245719e-05	0.31271773798691505	0.05585482518731601	0.006891254384613001	0.0062365882735470005	0.082905793471819	0.0050564067882920005	0.002043010522447	5.951630989802343e-05	0.00013622163700600001	0.0006357294275930001	0.003040790015413	0.0009390168950480001	3.5762155607744044e-05	8.173039224810824e-05	0.00045358879311100005	0.000753137668564	0.025982457978113
16000.0.	0.015384157128582002	0.020258333436784	0.008068220312643001	0.00015764407704700002	0.00016657806530600002	0.00011044089617800001	8.295596268221962e-05	0.31904245379296203	0.060476144494760006	0.008592840692108	0.0062675564765760005	0.079848632767564	0.0050971579281670005	0.002116648914334	7.318402731799804e-05	0.000134961189794	0.000635728403908	0.003072253026449	0.000984861413668	4.4069595059139266e-05	8.114772767018943e-05	0.000453587619161	0.000779512416515	0.020841123026045003
16250.0.	0.014982046807828001	0.019910859966691	0.008367306442621	0.00015322813755700002	0.000167596422458	0.00010772172699500001	8.446093589060746e-05	0.32103972938304604	0.064356720531428	0.010666429368388	0.006205623267242001	0.076205913655393	0.005125656792271001	0.0021967474096060004	9.053873096083932e-05	0.000133037274219	0.000635727449431	0.0030958928309740004	0.0010327202252130002	5.4629625412476996e-05	8.015781730413394e-05	0.000453586524577	0.000807340000054	0.016567999673959
16500.0.	0.014723342144687	0.019487964432099002	0.008604054661462001	0.000149995152133	0.000170226375216	0.00010577878537700001	8.660940673729513e-05	0.319069747334539	0.067280123056736	0.012985236838207001	0.006096663946596001	0.07230817278024901	0.005143464695251	0.00227859709145	0.000110897584975	0.00013109947138900002	0.000635726559483	0.0031122888044670003	0.001079965724106	6.703289945914748e-05	7.914228821195493e-05	0.000453585503994	0.000834997771858	0.013358230206234
16750.0.	0.014584856545645002	0.019011362169066	0.008776621396576001	0.00014787950028900002	0.000174113049943	0.00010455428674	8.923028583642419e-05	0.313720667368227	0.06922460625679701	0.015275661047897002	0.005996375315438	0.068383948136554	0.005152259563583001	0.002359095661392	0.000132355792278	0.000130061872926	0.0006357257297	0.0031222004199100003	0.001124939408695	8.012389525246315e-05	7.864891680696686e-05	0.000453584552408	0.0008618722730290001	0.011184145562556001
17000.0.	0.014542003159086	0.018493576772699003	0.00889448821155	0.000146731038209	0.000178984346676	0.00010393574990500001	9.220517546108479e-05	0.30565369232329404	0.07031970908912001	0.017183899439827	0.005940077446777	0.06456883067181901	0.005153394815378001	0.002437082509642	0.000152163503169	0.00013067112977800002	0.000635724956016	0.0031262961407110003	0.0011671275231890002	9.222614811514106e-05	7.912955290052813e-05	0.000453583665156	0.0008882641824780001	0.009871970832423001
17250.0.	0.01457347341422	0.017941160306115003	0.008970430867503001	0.00014636205087100002	0.00018466839160000001	0.00010378876864300001	9.547197744996424e-05	0.295500915796002	0.070740459100585	0.018388479571689	0.005931144129102	0.060934925733586005	0.0051477354080120006	0.0025128312688400003	0.00016749909036800002	0.00013318906745200001	0.0006357242346370001	0.0031250354448990004	0.0012068331695180002	0.00010161239378700001	8.074471002011633e-05	0.000453582837887	0.0009147814780580001	0.009229155839867
17500.0.	0.014663529209466002	0.017359422841371	0.009013317569843	0.000146594903581	0.00019107246121000002	0.00010398996400900001	9.900505671347289e-05	0.28382468168061104	0.07062265842151201	0.018675666676705	0.005952237668614	0.057519683684845	0.005135837792469	0.002587069369551	0.000176033722671	0.000137439293827	0.0006357235620290001	0.003118752343765	0.001244579942183	0.000106851971756	8.338851068084979e-05	0.000453582066547	0.0009416985498280001	0.009127243156033001
17750.0.	0.014801806508105001	0.016755471288767	0.009025125850836	0.000147292843932	0.000198135599898	0.00010444722302100001	0.000102783952314	0.27111834985821603	0.07003243857735801	0.017963783249826	0.005977535965054	0.054346424972246	0.005118300149373	0.002660103433791	0.00017618138643300002	0.000142985880636	0.0006357229348920001	0.0031078444429070004	0.001280601036956	0.000106968208494	8.679528689264606e-05	0.00045358134735400005	0.00096860747349	0.00952459694277
18000.0.	0.014982369767916	0.016139462430743	0.009000546309107	0.000148372711333	0.000205778734054	0.00010510739780300001	0.000106764644525	0.257825942203375	0.068965133750193	0.016310087906129003	0.005975975681049001	0.051438919238858	0.0050961156703140005	0.0027312038244950002	0.00016730414648200001	0.000149195193644	0.0006357223501550001	0.0030929702459050004	0.001314501424398	0.000101567685311	9.057670296777135e-05	0.00045358067678300006	0.0009942455859350001	0.010465788149627
18250.0.	0.015202995390124001	0.015525352407486	0.008926892608150001	0.00014980951043200001	0.00021385823696500002	0.00010595924437	0.00011085404553700001	0.244370313979094	0.067349557128765	0.013921011248855001	0.005910540686503001	0.04883542496573701	0.005070995138785	0.0027980861585370003	0.000150065818489	0.00015516791702	0.000635721804949	0.0030752337819990004	0.001344990668513	9.105790476840289e-05	9.418104238516742e-05	0.00045358005154700004	0.001016299173061	0.012079282334558001
18500.0.	0.015464152861625	0.014931800691904001	0.008784197206904001	0.00015163892423400002	0.000222111669923	0.000107035558976	0.000114880006304	0.23118962744194302	0.06506068798713101	0.011154938721844001	0.005743048063068	0.04660750903783201	0.005045683700676	0.0028563922661140003	0.000126866154097	0.000159691463093	0.000635721296602	0.0030563704691520003	0.001369629674291	7.691068764305359e-05	9.686616780931021e-05	0.00045357946858	0.0010311851534570001	0.014561020341901001
18750.0.	0.015765470814422002	0.014382693653957002	0.008548308641249001	0.00015395000985000002	0.00023008351859000003	0.00010840794474300001	0.000118552998487	0.21878382046137002	0.061972257794465004	0.008470384464777	0.0054553787666460005	0.04488551052713	0.005024214387288	0.0028994842617340003	0.00010184135160400001	0.000161519881962	0.000635720822622	0.0030389008197620002	0.0013847842756810002	6.165667453044137e-05	9.787321317094615e-05	0.000453578925026	0.00103417851328	0.018097288134729002
19000.0.	0.016096611426575	0.013905612291107	0.008201880659879	0.00015684129645700002	0.00023704551463900003	0.00011015404060900001	0.00012143731129100001	0.20776210209301102	0.058084029332822	0.006270108949566	0.005082710783657	0.043878178383558	0.005011815475839	0.0029194993692950003	7.957932288416033e-05	0.000160220761522	0.000635720380687	0.0030260871343530003	0.001386341098176	4.8094479142284724e-05	9.694460076238436e-05	0.000453578418219	0.0010206406513020001	0.022688959916649
19250.0.	0.016424690656258	0.013527231363989001	0.007752189190328	0.000160315225025	0.00024199612796900003	0.000112280357819	0.00012298913138700002	0.19885807426309401	0.053664720574125004	0.004719116823127	0.004712217747146001	0.043849603959082	0.005014044912673	0.002910413108783	6.284719147488897e-05	0.00015688092583200002	0.000635719968629	0.0030214426254310004	0.0013715691267780002	3.790434211868583e-05	9.475110662978114e-05	0.00045357794567600006	0.000988539686276	0.027983443274742004
19500.0.	0.016691149627326003	0.013268460931287002	0.007239733865064	0.000164152574812	0.000243865346922	0.00011463522764600001	0.000122715849449	0.192867753969641	0.049233010827729004	0.0037388736877380004	0.0044235463234850005	0.045025376145186	0.005035218568692001	0.0028715654455280003	5.170385609606018e-05	0.00015337013560700003	0.0006357195844290001	0.003027825399878	0.001341101385257	3.111488432360153e-05	9.243859615476535e-05	0.00045357750507900004	0.0009403921084130001	0.033337970116386
19750.0.	0.016826723850403	0.013142530520435002	0.0067252214512450005	0.00016787727798700002	0.00024189815104700002	0.000116892199664	0.00012039284542400001	0.19050624166183602	0.045354181665887006	0.003167423089848	0.004249222369243	0.047469827302022004	0.005077067038576	0.0028086298800680002	4.482562183494457e-05	0.000150937985857	0.0006357192262030001	0.0030466511920020003	0.001299224817959	2.6916592343581274e-05	9.077429433391675e-05	0.00045357709427000005	0.000882560625789	0.038076665913142
20000.0.	0.016774571371441	0.013152859917368	0.006267918765775001	0.00017085745624900001	0.00023597796584300001	0.00011862841166000001	0.00011618413767900001	0.192235908025533	0.04246224761618601	0.002875253923215	0.004190947278735	0.051014231002183004	0.00513838845322	0.0027316716848570003	4.0912711887170554e-05	0.00014987910671700002	0.000635718892195	0.0030776631576630003	0.0012524235288790002	2.451789077784361e-05	8.994670771655205e-05	0.00045357671123300003	0.000822853378817	0.041679659828788004
20250.0.	0.016508877984899	0.013287825677451001	0.005911267400875	0.000172482344806	0.00022670643094300003	0.000119447991582	0.000110603167741	0.198128659842218	0.040810695712616	0.002784480698727	0.004239992035801	0.055269916218	0.005215548997734	0.002652296797143	3.9109540776513875e-05	0.000149979203222	0.000635718580769	0.0031191716416470003	0.001207537229577	2.3398844058374503e-05	8.983798811792735e-05	0.00045357635409300006	0.0007683096070020001	0.043832484426958
20500.0.	0.016042879059738002	0.013516878118162	0.0056776948405330005	0.00017233839684700002	0.00021523332237900002	0.00011909783916100001	0.00010435859430500001	0.20780114368961403	0.040496273135366	0.002854681134698	0.004381741387106001	0.059708196887342004	0.005303396344001001	0.002581215196069	3.8946407653467314e-05	0.000150882470574	0.000635718290397	0.00316852073961	0.0011703696750980002	2.327446462217175e-05	9.024556966318524e-05	0.00045357602109700004	0.0007238168868880001	0.044407878922015004
20750.0.	0.015423793935767002	0.013793573713017001	0.00556985473997	0.000170323218466	0.00020293023554700002	0.000117537271062	9.816234353311283e-05	0.220435914490264	0.041497636879519004	0.003070009782898	0.004594805461666	0.063770045843655	0.005396272247592	0.0025266167906140002	4.022843643540658e-05	0.00015223136841500002	0.000635718019655	0.003222618083262	0.0011449224991810002	2.402662106643756e-05	9.096446000878086e-05	0.00045357571061400005	0.0006916945597970001	0.043429890661744006
21000.0.	0.014717594043486002	0.014065506258869001	0.005575596016656001	0.00016665656910500002	0.000191055026598	0.00011493714193600001	9.257878140499493e-05	0.234880399629172	0.043704478653639	0.003432647052139	0.004851075249546	0.06697119009449	0.005488867867266	0.00249347851507	4.2971096305860224e-05	0.00015369843787600002	0.000635717767218	0.003278398575927	0.001133217334267	2.5664574509250483e-05	9.180423347630055e-05	0.00045357542112100006	0.000672114676758	0.041040613074703004
21250.0.	0.013991384675967002	0.014286156765313002	0.005673868349200001	0.00016179366960600002	0.00018053637490100002	0.00011161533516300001	8.796052463616367e-05	0.24980171526581002	0.046932034653666	0.003960917415530001	0.005117590601289	0.068980193048954	0.0055767632715110005	0.0024836806349620003	4.738004006681008e-05	0.00015498557144300002	0.0006357175318470001	0.0033331399063930003	0.001135542299436	2.8312645173549164e-05	9.258721465943882e-05	0.0004535751512	0.000663899791578	0.037477023984225005
21500.0.	0.013300591092798	0.014423341991500001	0.00583953301198	0.000156290955316	0.000171916560614	0.00010794467277800001	8.446238474028005e-05	0.263868243914245	0.050926697775238006	0.004690141587330001	0.005359681619655001	0.069658551155311	0.005656654021958	0.0024965877996080002	5.3860432878806425e-05	0.00015581546119600002	0.0006357173123880001	0.00338462710413	0.0011508826653310001	3.221598566010387e-05	9.314306342135368e-05	0.000453574899527	0.0006652334118710001	0.033055756246341
21750.0.	0.012683573598832001	0.014462080110667	0.006046427046536001	0.000150683218785	0.00016540625635700002	0.00010427279695900001	8.209381300645162e-05	0.275925208484813	0.055372606026463	0.005673901259324	0.005544926205357	0.06905960154395001	0.005726374900756	0.002529730032863	6.303573580376997e-05	0.000155927319592	0.0006357171077660001	0.0034312163168080004	0.001177334544377	3.775233516915808e-05	9.330685618630107e-05	0.000453574664869	0.0006740801657690001	0.028157871733489003
22000.0.	0.012162128277630002	0.014402841428802	0.006269100164803001	0.000145406468854	0.000160980894219	0.00010087507711700001	8.07737933574429e-05	0.285131424059733	0.059908390665534	0.006981058089899001	0.005648093242713001	0.06738959389971301	0.005784837448772001	0.0025793749777420004	7.573223257379072e-05	0.00015509794197	0.0006357169169780001	0.0034718513316380002	0.001212413514502	4.5423339701336344e-05	9.293296254814412e-05	0.000453574446076	0.0006883543171670001	0.023204197525440003
22250.0.	0.011744763616476	0.014257273036221001	0.006484178280567	0.00014076911211500002	0.000158469819557	9.793988852879213e-05	8.037135548491313e-05	0.29103079192568404	0.064161682634552	0.008679271120974	0.005657958067226	0.064941893122824	0.005831939037697	0.002640992095305	9.283652460573241e-05	0.00015322517118200002	0.000635716739088	0.003506057035909	0.0012532892187340002	5.5769250459571364e-05	9.194679793752205e-05	0.00045357424207400005	0.000705990432773	0.018611606126678
22500.0.	0.011430151629778	0.014042955878407001	0.0066724018091420005	0.000136954576655	0.00015762157974500001	9.557329599737086e-05	8.073156193161078e-05	0.29354629108304403	0.067806685863724	0.01079395007881	0.005585673497915	0.062022847096585	0.005868423179277001	0.0027097805626160004	0.000114904090337	0.000150497230193	0.0006357165732250001	0.0035338937215810004	0.0012970641784350002	6.913271266555157e-05	9.044872420716124e-05	0.00045357405186300005	0.000725089021539	0.014723715970549
22750.0.	0.011209611960897	0.013778028735361	0.006821682192061001	0.000134035248044	0.00015815110207900002	9.380916810602687e-05	8.169508631261883e-05	0.292904262845385	0.07063721146442001	0.0132483697515	0.005468081438425001	0.058891564318160006	0.005895619356153001	0.0027814493299	0.00014154538595800002	0.000147554332972	0.000635716418575	0.003555828737421	0.001341211803702	8.528629890731719e-05	8.881394564938264e-05	0.000453573874513	0.000744226663589	0.011729632640886
23000.0.	0.011069228833066	0.013476731738251	0.006929543267946	0.000131987657112	0.00015978193485400002	9.261881528112592e-05	8.311902987571396e-05	0.289517625452329	0.072616243159336	0.01583056988118	0.005354275519389	0.05573066403653101	0.0059150340063580005	0.0028531326417180003	0.000171011332243	0.00014538503366800002	0.0006357162743800001	0.0035725078134370004	0.001384098413856	0.00010317789947	8.76324505856373e-05	0.000453573709152	0.00076278393508	0.009623714613687
23250.0.	0.01099286935581	0.013147579362213	0.007001947423287001	0.000130713815247	0.00016228736622600002	9.192516434941546e-05	8.489753292227648e-05	0.28386918949641105	0.07385161862631401	0.018237457451142	0.005279469991810001	0.052649444112932	0.005927924709706001	0.0029238734653250003	0.000200494386359	0.000144873338586	0.0006357161399340001	0.0035845033015500004	0.0014252444243400002	0.000121108082804	8.743635383833866e-05	0.000453573554971	0.0007809449257720001	0.008257116551573001
23500.0.	0.010965666166682	0.012794797986679	0.007048296194813001	0.000130075338519	0.00016551579644100001	9.16266559315912e-05	8.697060011526078e-05	0.276429437274522	0.074508432951554	0.020169137096191003	0.0052520429720360005	0.049704889948140006	0.005935090914596	0.002994247549756	0.000226943704378	0.00014641064375700002	0.000635716014577	0.0035921795266840003	0.0014650718616180001	0.000137221502033	8.846358644807899e-05	0.00045357341121300004	0.000799274582138	0.007444983261318001
23750.0.	0.010976045859237001	0.012421128617068001	0.007076476977865001	0.000129931275715	0.000169385072119	9.162346337981041e-05	8.931411179841901e-05	0.267618327593022	0.074730612764579	0.021396968680711	0.005262351278578	0.046923626836897006	0.005936961234683001	0.0030654712296960002	0.00024768342047	0.000149923713972	0.000635715897696	0.0035957289103	0.0015043535385960002	0.00014988329336400002	9.067188369151517e-05	0.00045357327717400004	0.000818236043438	0.007042913385662
24000.0.	0.011015819248249	0.012029712973398	0.0070907889399260005	0.00013016355220900002	0.000173854248624	9.183412684069982e-05	9.191984174129286e-05	0.25779841307087703	0.074611323244599	0.021781647861774	0.005295276272134	0.044317201711247006	0.005933832816026	0.0031386333343560004	0.000260598479367	0.000155116421355	0.0006357157887160001	0.003595299588155	0.0015437527517510002	0.000157795576546	9.388301016372779e-05	0.00045357315219700004	0.0008379557984140001	0.0069672061369320006
24250.0.	0.011079467020164002	0.011624677306369001	0.007092014577223001	0.00013068612483600002	0.00017889413152200002	9.220061482132291e-05	9.477838026216905e-05	0.24728221583966803	0.074194591986495	0.021267949109804	0.0053351614936080006	0.041891195737613005	0.0059260984271110005	0.0032142743098520004	0.000264136362664	0.00016162524224000002	0.0006357156871030001	0.003591119742181	0.0015835829343780001	0.000160002343768	9.787609994580102e-05	0.000453573035669	0.0008581874373240001	0.007188723407146
24500.0.	0.011163546997461	0.011211170083944	0.007077936225883001	0.000131445041653	0.000184466630282	9.268765224879903e-05	9.786855883477977e-05	0.236344013466416	0.07348247732868701	0.019879901216687	0.005365210791697	0.03965108700494	0.005914411285275	0.003292166775526	0.000257357578761	0.000169029076574	0.000635715592361	0.0035835887902160002	0.001623692999194	0.000155923290109	0.00010239343699600001	0.00045357292701900004	0.000878308945399	0.007726159230923001
24750.0.	0.011266458532055	0.010795448166518002	0.007043452929498001	0.000132416978993	0.00019050966637700002	9.328169088548596e-05	0.00010114967657600001	0.22523335605691103	0.072437264159093	0.017724577257581	0.0053651443327970005	0.037607534096623006	0.0058998164164590005	0.0033710989851110005	0.000240136141785	0.00017676556117000001	0.000635715504023	0.003573351572064	0.0016633563131620002	0.00014547802622600001	0.000107089798097	0.000453572825715	0.0008972620531280001	0.008646616524985001
25000.0.	0.01138845872282	0.010385218059916	0.006980193348179	0.000133609936205	0.00019692002078500003	9.399180422564551e-05	0.00010455151624	0.214191480397309	0.07097883230931801	0.015003693795330002	0.0053094637244510004	0.035783496113983	0.005883893260522	0.0034485338746340004	0.000213542967295	0.000184004472882	0.0006357154216580001	0.0035613813385770004	0.0017010888067330002	0.00012932038996400002	0.00011145608837500001	0.00045357273125900004	0.0009134129485210001	0.010071252889877001
