time	IKK	IKKIkBa	IKKIkBaNFkB	IKKIkBb	IKKIkBbNFkB	IKKIkBe	IKKIkBeNFkB	IkBa	IkBaNFkB	IkBan	IkBanNFkBn	IkBat	IkBb	IkBbNFkB	IkBbn	IkBbnNFkBn	IkBbt	IkBe	IkBeNFkB	IkBen	IkBenNFkBn	IkBet	NFkB	NFkBn
9250.0.	0.023098118699478	0.028886174969792	0.007634671407562001	0.00020876817956000002	0.000175395401395	0.000141785080339	7.778820479152304e-05	0.31134037255428004	0.037803041370911006	0.004076235393466	0.006289600465451001	0.10963316023703701	0.004438883828236	0.0014382389149050002	3.116326776519308e-05	0.000122242123173	0.0006358077392490001	0.002606633371577	0.0006013907409360001	1.8275223754162643e-05	7.14299410460816e-05	0.000453678600057	0.0007057349380390001	0.04508017649178701
9500.0.	0.021512150265194003	0.029144991972586003	0.008321260136462	0.00019679245386700002	0.000167731813169	0.000134664506211	7.681715703483458e-05	0.33464417027229404	0.044322400147485	0.0052159100477700004	0.006710830427934001	0.109374955613888	0.004512525580461	0.00149375540012	3.768174722601975e-05	0.000123148367017	0.0006358014212130001	0.0026649198628710003	0.0006430058722980001	2.221898231548733e-05	7.234202978726275e-05	0.00045367135460200005	0.0007373746245400001	0.037331044024149
9750.0.	0.02027442718445	0.029074319208361003	0.009022845300883	0.00018611928300100002	0.000164772394152	0.000128343342388	7.765075208600735e-05	0.35204409462782804	0.05100710054753901	0.006797724979256001	0.006970015025907001	0.106804169860731	0.004567055570933	0.0015724339037550001	4.7180086571458795e-05	0.000122852716663	0.000635795530315	0.0027118806158010003	0.0006942610871900001	2.7966710234857593e-05	7.255426361401596e-05	0.00045366459898500005	0.000776559045097	0.029518664963108003
10000.0.	0.019372630824627	0.028740339495811004	0.009675913532861001	0.00017731116838100002	0.00016539505843900002	0.00012317632209500002	7.981080198135338e-05	0.362653788144689	0.057195947178072006	0.008966919279427001	0.007036617327862001	0.102631632082542	0.004603370277117	0.001665114925497	6.0765975786812854e-05	0.000121163702122	0.000635790037678	0.0027471858899350003	0.000750542242851	3.6194637208345624e-05	7.192075469651858e-05	0.00045365830008900005	0.00081939818138	0.022417886294234003
10250.0.	0.018774248928037002	0.028219225044378002	0.010228099777755	0.000170577914624	0.000168711187405	0.00011929692057200001	8.292191741029218e-05	0.366501240159786	0.062287968979321005	0.011805091249266	0.006931184311461	0.09757244822456701	0.004623492186231	0.0017632926971470001	7.925678692142666e-05	0.000118259049389	0.000635784916377	0.002771378044479	0.0008074755996080001	4.7409734136157023e-05	7.052113202785104e-05	0.000453652427037	0.0008623732597400001	0.016678902088731
10500.0.	0.01843480875632	0.027578453861992	0.010649037399769001	0.000165889033242	0.00017398936586	0.00011668451083200001	8.666692682235332e-05	0.36430958702787203	0.06592663436554	0.015167942964764002	0.006742287915752001	0.09218882291260601	0.004630219716810001	0.0018598141800010002	0.00010215066918	0.000115044330224	0.000635780141307	0.0027856794328440003	0.000861366631663	6.132508835397199e-05	6.888182696846695e-05	0.00045364695104100006	0.000902970403145	0.012613016654252001
10750.0.	0.018301811110917002	0.026861504851464	0.010941949763678	0.000163031572899	0.00018064039812400003	0.00011519552495400001	9.079575051118105e-05	0.357163376324576	0.06813107633653101	0.018590832775894	0.006587083029635001	0.08683191055505701	0.004626340521313	0.0019502885270860002	0.000126906677269	0.00011299421433900001	0.000635775689062	0.0027915189501540004	0.0009100654581450001	7.641313380785926e-05	6.788662370201612e-05	0.000453641845255	0.000940768803471	0.010086161094773
11000.0.	0.018323851907687	0.026085061397264003	0.011137267162346	0.000161662220861	0.00018826921353200002	0.00011459652367800001	9.516677863024087e-05	0.34619352287411	0.06919884746586301	0.021444521780903003	0.006529260620013	0.081679250935452	0.0046137397461090005	0.0020337776377670003	0.000149702412064	0.00011323704264700001	0.000635771537816	0.0027899684144310002	0.0009533736337090001	9.035167675721365e-05	6.822419834191691e-05	0.00045363708465200004	0.000977344954067	0.00870494129308
11250.0.	0.018461348713267	0.025251765690863	0.011268747463898	0.000161399375671	0.000196702416647	0.00011463028353900001	9.97543737619626e-05	0.332397340677546	0.06945764845291201	0.023194545567626002	0.006560579243008	0.07680694269018201	0.004593153518322001	0.002111677227759	0.000166883359305	0.00011599551320700001	0.00063576766722	0.002781540011888	0.0009923557093990001	0.00010090188885700001	7.004126336102918e-05	0.000453632645895	0.0010146620685580001	0.008111546267484001
11500.0.	0.018689024548296	0.024364671425062	0.011356090632794	0.00016191605742700002	0.000205918346872	0.00011508096010600001	0.00010459404944300001	0.31660318994506903	0.069117354762272	0.023517804162531002	0.006643168850106001	0.072245325463553	0.004564690520889	0.002185837682316	0.000175636620762	0.00012089762217000001	0.000635764058301	0.0027664421873010003	0.001028222989895	0.000106327892518	7.31216369009983e-05	0.00045362850722600005	0.001053680670321	0.008110822756905
11750.0.	0.018992389514604	0.023433362033803	0.011402073516400001	0.00016298359504300002	0.00021593004648400003	0.00011580202358600002	0.000109711731055	0.299508003684719	0.06825726983748001	0.022305022902458	0.006734203517394	0.06801027989505501	0.004528570459682	0.002257243121633	0.00017406638742700002	0.000127360317721	0.000635760693366	0.002744983105004	0.0010615905127420002	0.00010545424200400001	7.711517770850657e-05	0.00045362464835600004	0.0010939321176720001	0.008663280103703
12000.0.	0.019364796447434003	0.022475176845035003	0.011394130950967	0.000164478521655	0.000226688871548	0.00011671964375700001	0.00011507331030800001	0.281730440087402	0.06684517335760501	0.019662500098075002	0.006782973106344001	0.064122664798373	0.004485735584928	0.002325259258932	0.00016139416901	0.00013460576071300001	0.0006357575559220001	0.0027179156730200004	0.001092097027895	9.77956493837241e-05	8.15477299539569e-05	0.000453621050369	0.001133333845181	0.009868826780549001
12250.0.	0.019806780617555003	0.021516784161754003	0.011303336879300001	0.00016638706819200002	0.00023800342041200003	0.000117837113311	0.00012054207972100001	0.263867196309302	0.06473906823131301	0.015951303949217	0.006721075740271001	0.060629511528959006	0.004438398756593001	0.002386896930556	0.000138605226683	0.000141413751687	0.0006357546305890001	0.0026867550146620002	0.001118048051699	8.395422609041362e-05	8.567225751767147e-05	0.00045361769562900006	0.001167644251573	0.011978008405943001
12500.0.	0.020325432969422002	0.020597570445507002	0.011081574832816	0.00016882219481700002	0.000249426784311	0.000119249351974	0.000125814725401	0.24656367942980603	0.061692135253033006	0.011829436172611	0.0064678529870270006	0.057640508396616004	0.004390688554172	0.0024357994823430004	0.000109429581543	0.00014589547883100002	0.000635751903026	0.0026541598410910004	0.001135921277587	6.621439486763785e-05	8.833490963009766e-05	0.00045361456769	0.001189580458929	0.015387373810086001
12750.0.	0.020925599701555	0.019772115441647	0.010668042488272	0.00017202735404	0.000260067570508	0.000121146234961	0.00013032137655900002	0.230609466426964	0.057459141388629	0.008147476576729	0.0059895624397480005	0.055387936397874	0.004349288865397	0.002461674795205	8.044747924021149e-05	0.00014605246959900002	0.0006357493598630001	0.0026243187669730004	0.001140187107357	4.85953693492971e-05	8.832164383653673e-05	0.00045361165121900003	0.00118883481074	0.020467503909541003
13000.0.	0.021579539211501002	0.019103451396940002	0.010027264487956001	0.000176268327754	0.000268379716436	0.00012373104484800001	0.00013315761254400002	0.217026963486761	0.05211981056555701	0.005526133334376001	0.005396945698013	0.054270956398538	0.00432318850126	0.002452834811474	5.802290966140655e-05	0.000141826880371	0.000635746988634	0.002602828173093	0.001124992709683	3.497021596726057e-05	8.560890510050101e-05	0.000453608931919	0.001156081960376	0.027092806652484
13250.0.	0.022190095977290002	0.018643300480114002	0.009207466054162	0.00018152648984400002	0.000272292483211	0.000126997530708	0.00013328223927100002	0.207037573521121	0.046355606309153	0.003976119954173	0.004890654070927001	0.054760704262847	0.004321188599282	0.002403487403432	4.3914825337349794e-05	0.00013606764685600002	0.000635744777714	0.002595268428402	0.0010884566881350002	2.6398849223233652e-05	8.19424307323304e-05	0.00045360639646100005	0.00109105636166	0.034339398312454
13500.0.	0.022607035698633003	0.018418198090625	0.008339166798807	0.000187213459046	0.00027008018872700003	0.000130539808493	0.000130094354254	0.201815487147112	0.041145556676633006	0.003149059629892	0.0045729149804220005	0.057134664308604005	0.0043480842941210004	0.002319573977363	3.599212040135072e-05	0.000131664043132	0.000635742716267	0.002604987601343	0.001035611167563	2.1579473570639583e-05	7.908731783085175e-05	0.00045360403241600004	0.0010053222859380002	0.040970638209325005
13750.0.	0.022695514810039	0.018431859934445002	0.007563245060443001	0.00019226820647700002	0.000261417979539	0.00013364330025600002	0.00012389966215400002	0.20214921604476702	0.037230056205205	0.0027487857222610003	0.004440788223912	0.061261029226244004	0.004402897254595001	0.002216446780195	3.1837501793588635e-05	0.00012947054785300002	0.0006357407941850001	0.0026320319156450003	0.0009762717704540001	1.9043360236762482e-05	7.757354390023431e-05	0.000453601828194	0.0009155260584610001	0.046065014167877005
14000.0.	0.02239171724093	0.018662825916905	0.006975457972500001	0.00019555972063800003	0.000247628885428	0.000135568946337	0.00011579270742900002	0.20820193727670003	0.034955309955164	0.0026154345726070003	0.0044682625876510005	0.066599688241292	0.004480007976600001	0.0021122268198420003	2.9999445497107773e-05	0.00012911883299300002	0.000635739002049	0.002673716734355	0.000920748860115	1.791107006499662e-05	7.719392326617016e-05	0.00045359977299200006	0.0008358491372840001	0.049162120318322004
14250.0.	0.02172076014375	0.019056131962509	0.006614810187686001	0.00019629471895400003	0.00023107107185100001	0.000135818722444	0.00010715551772000001	0.21943783740226303	0.034380643885547	0.0026735243264300003	0.004628188665453	0.072364675876917	0.004571431595656	0.0020224417532930003	2.974987895507983e-05	0.000129987978436	0.000635737331072	0.002725839607754	0.000876919226877	1.7742694189836274e-05	7.759034620172104e-05	0.000453597856734	0.0007745429044870001	0.050156358462443006
14500.0.	0.020779369419806	0.019527430987059002	0.006475287656767001	0.000194254543793	0.00021422763426700003	0.000134279986659	9.9170671679867e-05	0.23469624316560103	0.035406049510852	0.002891969935549	0.0048883131053880004	0.07772960255671	0.004668922049691	0.0019573799154600003	3.077419437324965e-05	0.00013152304689	0.000635735773063	0.002783809939993	0.0008492213636840001	1.8348866747518804e-05	7.844212689961116e-05	0.00045359607002700005	0.000733970301411	0.049166124666698
14750.0.	0.019696796295129	0.019983059208111	0.006524235485081	0.000189794426055	0.000199016204357	0.00013121335944600002	9.257417333112416e-05	0.252369104109686	0.037846102726932	0.0032660207501000005	0.005209317023355	0.08199727635956	0.00476535483228	0.00192178378176	3.301415952967297e-05	0.000133276741572	0.0006357343203860001	0.0028434139251880004	0.000838979418106	1.9695215968354623e-05	7.948738269099259e-05	0.00045359440411200003	0.0007125934162350001	0.046442343646576005
15000.0.	0.018595948967724003	0.020343616055097002	0.006717846119134001	0.00018365017794600002	0.000186544364737	0.00012711755185000002	8.766204204098072e-05	0.270635602497216	0.041453205676487005	0.003810767265443	0.005546882725526001	0.084705953380404	0.004855304257081	0.001915953934445	3.660590521233621e-05	0.000134891050986	0.0006357329659180001	0.002901177469857	0.0008453116968060001	2.186484072176017e-05	8.0510217850807e-05	0.000453592850824	0.0007071793471080001	0.042323722824875
