time	Akt	AktPIP	AktPIP3	AktPIPP	E	ERK	ERKP	ERKPP	GS	HRG	MEK	MEKP	MEKPP	MKP3	PI3K	PI3Kstar	PIP3	PP2A	P_I	R	RHRG	RHRG2	RP	RPI3K	RPI3Kstar	RShGS	RShP	RShc	Raf	Rafstar	RasGDP	RasGTP	ShGS	ShP	Shc	internalization
666.0.	5.447460546526145	1.092874998603234	0.5643983192571991	2.895266135613224	7	79.84286823462656	169.35980810590559	750.7973236594682	9.973027560186678	250.0283016002174	2.839859211179716	84.04431348143048	33.11582730738981	2.4	3.875562218858729	5.564861098811505	0.047816872424951	11.4	795.399643674108	0.028301600218452003	11.165560241520188	12.455867931077007	12.284455638304232	0.403072473378418	0.156504208951305	0.026690189526394	0.024372983354612	0.0066677716538750004	99.97814097624402	0.021859023756064	119.99998763582249	1.236417770904686e-05	0.000282250287459	999.9272077486593	0.014779056514719	9.045437882884626
684.0.	5.547222239010895	1.081812174114565	0.5727837582505311	2.798181828623803	7	77.84364364030843	170.68387106547792	751.4724852942139	9.973264031894692	250.02820072144397	3.054249359926308	86.17755843029296	30.768192209780732	2.4	3.896885175620313	5.54605119118383	0.04765464115875501	11.4	795.499567597859	0.028200721445045002	11.125759822954906	12.367191374269268	12.175960817848711	0.40170555619736203	0.155358076998453	0.026453726232545	0.024156646677512	0.006613684227944	99.98085396753049	0.019146032469599002	119.99998763619121	1.236380899179153e-05	0.00028224187328000004	999.927627402198	0.014866298786982	9.265579845348027
702.0.	5.645342350618925	1.070315684273728	0.580929263953851	2.703412701153256	7	76.12828126051262	172.3997014865922	751.4720172528956	9.973497911994798	250.02810024084474	3.280165540103816	88.20501717605629	28.514817283839886	2.4	3.918203580866088	5.527235430319358	0.047492345997484	11.4	795.5978500046283	0.028100240845832004	11.086116558960759	12.279179945389785	12.068648361891306	0.40033831410859505	0.15422267470591702	0.026219854447048004	0.023942691022585002	0.0065601920704780005	99.98317187036265	0.016828129637459003	119.9999876365556	1.236344463980462e-05	0.00028223355871000004	999.9280408911823	0.014954137715309	9.48377956646079
720.0.	5.741410106855214	1.05846285989353	0.5887944829432991	2.611332550307729	7	74.67231046002158	174.4892441523861	750.8384453875929	9.973729235788314	250.0280001572259	3.517580041317552	90.12282723108073	26.359592727601687	2.4	3.939516774780006	5.508414559947688	0.047329992933622	11.4	795.6940801139284	0.028000157226971002	11.04662997711007	12.191828861592658	11.962502311549832	0.39897079931837803	0.15309786595388702	0.025988538870239	0.02373108376418	0.0065072870246390005	99.98515482904936	0.014845170950745001	119.99998763691573	1.236308457563245e-05	0.000282225341982	999.9284482884357	0.015042576559791002	9.700058184757461
738.0.	5.835040253171025	1.046336667968264	0.5963422588941171	2.522280819966379	7	73.4541466276698	176.93525636382842	749.6105970085023	9.973958037989837	250.02790046938432	3.766419441681321	91.92793964777276	24.305640910545883	2.4	3.960824100649199	5.489589318822125	0.047167588199585005	11.4	795.7878726649783	0.027900469385396	11.007299601367466	12.105133361817149	11.857506969718584	0.39760306369839205	0.15198351683024602	0.025759744789337003	0.023521792823154003	0.0064549610702230005	99.98685347719517	0.013146522804950002	119.9999876372716	1.236272872334731e-05	0.000282217221364	999.9288496654931	0.015131618599496001	9.9144365538763
756.0.	5.925879513970514	1.03402383480625	0.6035392459554431	2.436557405267609	7	72.4547169524884	179.7211176358135	747.8241654116986	9.974184352738497	250.0278011761081	4.0265612949691	93.61812815115836	22.355310553872506	2.4	3.98212490490414	5.4707604407209995	0.047005138276040005	11.4	795.8788743757013	0.027801176109224	10.96812495224758	12.019088707125988	11.753646896050807	0.39623515878541005	0.15087949558941302	0.025533438066878	0.023314786656009	0.006403206320944	99.98831047898395	0.011689521016171002	119.9999876376233	1.236237700846238e-05	0.00028220919515600004	999.9292450926254	0.015221267132466002	10.12693524722594
774.0.	6.013612616597584	1.021612771632421	0.6103564639550251	2.354418147814771	7	71.65713580270607	182.83064886586936	745.512215331425	9.974408213609253	250.02770227617708	4.297831715713219	95.19199578172677	20.510172502559968	2.4	4.003418537158518	5.451928654448494	0.046842649889113006	11.4	795.9667699667153	0.027702276178145004	10.929105546968676	11.9336901810262	11.650906902048698	0.394867135780937	0.14978567261201	0.025309585129595	0.023110034244437003	0.006352015021823001	99.98956181884338	0.010438181156694001	119.99998763797096	1.23620293579418e-05	0.00028220126169	999.9296346388634	0.015311525475746001	10.337574562562715
792.0.	6.097967561745425	1.009191391135875	0.616769764260743	2.276071282857838	7	71.04642369639694	186.2479485771695	742.7056277264338	9.974629653623824	250.0276037683627	4.580004041472913	96.64897607588304	18.771019882643998	2.4	4.024704350248871	5.43309468383493	0.046680129995815	11.4	796.0512874317564	0.027603768363801	10.890240899602297	11.848933089772895	11.549272046258231	0.39349904555081605	0.14870192036534302	0.025088152957400002	0.022907505084975	0.006301379546596	99.9906378800467	0.009362119953364001	119.99998763831462	1.2361685700142292e-05	0.000282193419334	999.9300183720231	0.015402396965395	10.546374526480497
810.0.	6.178719841482997	0.996844919231005	0.6227601780419081	2.201675061243965	7	70.60926451817826	189.95725201566185	739.4334834661603	9.974848705261389	250.027505651429	4.872798723389254	97.98932587890978	17.13787539770094	2.4	4.04598170027382	5.414259247736642	0.046517585757949	11.4	796.1322022557316	0.027505651430155	10.851530521219079	11.764812762656877	11.44872762956693	0.392130938624824	0.14762811336467102	0.02486910907268	0.022707169178953	0.006251292395205	99.99156434654566	0.008435653454396001	119.99998763865436	1.2361345964792222e-05	0.000282185666482	999.9303963587271	0.015493884956507002	10.75335489881506
828.0.	6.255695354724386	0.98465381371147	0.6283141244304461	2.131336707133527	7	70.33379621791636	193.94281719046472	735.723386591619	9.975065400469179	250.02740792413272	5.17588454824003	99.2141072406136	15.61000821114634	2.4	4.067249946633088	5.395423060035383	0.046355024505747	11.4	796.2093403302255	0.027407924133861002	10.812973920030702	11.681324552276083	11.349259190601543	0.39076286519622805	0.14656412813525602	0.024652421529821	0.022508997022652	0.006201746191338	99.99236295693191	0.007637043068141	119.99998763899023	1.2361010082965972e-05	0.000282178001563	999.9307686644283	0.015585992823231	10.958535176964617
846.0.	6.328771844866794	0.9726918986617781	0.633423464313008	2.06511279215824	7	70.20943073126345	198.18884032347833	731.6017289452586	9.9752797706726	250.02731058522346	5.48888123064802	100.32515647890884	14.185962290443124	2.4	4.088508452066092	5.376586829637361	0.046192453693438	11.4	796.2825793911802	0.027310585224606002	10.774570601528225	11.59846383479187	11.250852501223987	0.38939487512132703	0.14550984317517301	0.024438058904923003	0.022312959597657	0.006152733680012	99.99305213480686	0.0069478651931770006	119.99998763932233	1.236067798704047e-05	0.000282170423033	999.9311353534324	0.015678723958785	11.161934600128477
864.0.	6.397878778712822	0.96102481003072	0.638085395416917	2.00301101583941	7	70.22669929934058	202.6794016045983	727.0938990960615	9.975491846785381	250.02721363344435	5.8113633384765375	101.32503936555906	12.863597295964363	2.4	4.109756582690275	5.357751260471847	0.046029880849633005	11.4	796.3518488978701	0.027213633445458	10.736320068616735	11.51622601017016	11.153493562122792	0.38802701791897504	0.144465138918859	0.024225990285798003	0.022119028361467	0.006104247725231	99.99364751591847	0.006352484081542001	119.99998763965071	1.236034961068462e-05	0.000282162929379	999.9314964889194	0.015772081775485003	11.363572153465437
882.0.	6.462995689530759	0.949708824865733	0.642302194905586	1.944993290697731	7	70.37711974992445	207.39844065980546	722.2244395902707	9.975701659219316	250.02711706753212	6.142865435339144	102.21699240882614	11.640142155834692	2.4	4.130993708038991	5.33891705148948	0.045867313525816	11.4	796.4171283760115	0.027117067533201002	10.698221821746529	11.434606502408375	11.057168598498333	0.386659342770084	0.14342989770140102	0.024016185262115002	0.021927175238250003	0.006056281307672001	99.99416238910639	0.005837610893609	119.99998763997544	1.2360024888812101e-05	0.00028215551911500003	999.9318521329648	0.015866069704755	11.563466572173706
