time	TFPI	VIIa_TF	VIIa_TF_X	VIIa_TF_Xa	X	Xa	Xa_TFPI	Xa_TFPI_VIIa_TF
6.0.72.0	0.003856254702969	0.09996674406271101	0.005399839163994001	0.103339413960848	12.853036388354122	154.64198061322395	1.604850042484579	0.791293702812452
6.0.88.0	0.003839907832782	0.09860842995907101	0.005179256857089001	0.102082730328462	12.49788567745048	154.9985922431967	1.602030809311836	0.7941292828553831
7.0.04.0	0.003824511023537	0.09734384163456601	0.004973369296315	0.10091326436722901	12.157041697194483	155.34079618016543	1.599406264274569	0.796769224701894
7.0.2.0	0.0038099923988330004	0.096166301544591	0.004780833138451001	0.099825101372898	11.829564304073513	155.66953975381386	1.596962543657105	0.7992274639440641
7.0.36.0	0.0037962866425340002	0.095069635247276	0.004600449679336	0.098812728484628	11.514598517259792	155.9856845912187	1.594686826768703	0.8015168865887651
7.0.5200000000000005.0	0.003783334292666	0.094048129966163	0.004431147331742	0.09787100724207701	11.211365419503357	156.29001576021545	1.592567250247314	0.8036494154600221
7.0.68.0	0.0037710811244540004	0.09309649701198901	0.004271966471376	0.09699514795647901	10.91915415140599	156.58324981529057	1.5905928303153871	0.8056360885601601
7.0.84.0	0.003759477609474	0.092209837649838	0.004122046296542	0.096180685802461	10.637314852560408	156.86604189295	1.588753392139363	0.807487130251164
8.0.	0.0037484784400520004	0.09138361204866201	0.003980613405103001	0.095423458534097	10.365252424785265	157.13899198171558	1.587039505547807	0.8092120160121421
8.0.16.0	0.003738042109791	0.09061361099393901	0.0038469718401450003	0.094719585728169	10.102421010897327	157.40265047364412	1.5854424264524591	0.8108195314377521
8.0.32.0	0.0037281305425710004	0.08989593008203901	0.0037204943952180002	0.094065449459084	9.848319097760132	157.65752308892817	1.583954043393767	0.8123178260636631
8.0.48.0	0.0037187087635490003	0.089226946147735	0.0036006150026860004	0.09345767631271701	9.602485165237848	157.9040752522103	1.5825668286995862	0.8137144625368661
8.0.64.0	0.0037097446066520004	0.08860329570476301	0.0034868220558460002	0.092893120650126	9.364493813574816	158.1427359883259	1.5812737938040802	0.8150164615892701
8.0.8.0	0.0037012084539080003	0.088021855204192	0.0033786525380990005	0.092368849036357	9.1339523109514	158.37390139592807	1.580068448324735	0.816230343221358
8.0.96.0	0.003693073002623	0.087479722937036	0.0032756868513360003	0.091882125754109	8.910497510809941	158.59793774958726	1.5789447625398552	0.8173621644575241
9.0.120000000000001.0	0.003685313056956	0.08697420242648701	0.003177544251546	0.09143039932669701	8.6937930952278	158.81518427425095	1.577897132947772	0.818417553995275
9.0.28.0	0.0036779053409880004	0.086502787171779	0.003083878812949	0.091011289979447	8.483527106323228	159.02595563022544	1.5769203506231841	0.8194017440358301
9.0.44.0	0.0036708283307170003	0.08606314662028901	0.0029943758531740003	0.09062257797324001	8.279409732569654	159.23054414193473	1.576009572115984	0.820319599553302
9.0.6.0	0.00366406210279	0.085653113257334	0.002908748761473	0.09026219274836901	8.081171321091833	159.42922179950128	1.575160292664382	0.82117564523283
9.0.76.0	0.0036575881980780004	0.08527067071444401	0.0028267361799930004	0.08992820282109	7.888560590630501	159.62224205856668	1.574368321517446	0.8219740902844781
