time	ADP	ATP	BPG	P3G	pep	phos	pyr
12.0.	0.00043803526447200005	9.999561964735546	0.09607981695070801	4.9039201830492996	3.229856148595559	1.269502069718213	1.380143851404448
12.0.5.0	0.00044286873198	9.999557131268034	0.09607693687188801	4.903923063128119	3.194487030689084	1.304878901171016	1.415512969310923
13.0.	0.00044780997688100005	9.999552190023133	0.09607392789767001	4.9039260721023386	3.159119234570509	1.340254647508712	1.450880765429498
13.0.5.0	0.00045286259009500005	9.99954713740992	0.09607081300926901	4.903929186990737	3.123752783682204	1.37562926589863	1.486247216317803
14.0.	0.00045803034428200005	9.999541969655732	0.09606760500370501	4.903932394996302	3.088387705403278	1.411002719937309	1.521612294596729
14.0.5.0	0.000463317196763	9.999536682803251	0.09606431053203801	4.903935689467971	3.053024029957395	1.44637497670734	1.556975970042612
15.0.	0.00046872729568900003	9.999531272704326	0.09606093251625801	4.903939067483752	3.017661789782166	1.4817460049972722	1.592338210217839
15.0.5.0	0.00047426498848700006	9.999525735011527	0.096057471594578	4.903942528405429	2.982301019176572	1.517115774217345	1.6276989808234341
16.0.	0.00047993483203900004	9.999520065167978	0.096053926984418	4.9039460730155895	2.946941754116539	1.5524842537310901	1.663058245883467
16.0.5.0	0.000485741604259	9.999514258395758	0.096050296996309	4.903949703003698	2.911584032172997	1.587851412434961	1.698415967827009
17.0.	0.000491690316944	9.99950830968307	0.096046579338421	4.903953420661587	2.876227892493147	1.623217218485383	1.73377210750686
17.0.5.0	0.000497786229807	9.999502213770207	0.09604277129540101	4.903957228704606	2.84087337582159	1.658581639112823	1.769126624178417
18.0.	0.000504034865725	9.999495965134289	0.096038869831642	4.903961130168363	2.8055205245474593	1.693944640486631	1.8044794754525482
18.0.5.0	0.000510442027229	9.999489557972787	0.09603487164899001	4.903965128351015	2.770169382769431	1.729306187608815	1.839830617230577
19.0.	0.0005170138143090001	9.999482986185706	0.096030773216824	4.90396922678318	2.734819996373931	1.764666244223561	1.875180003626077
19.0.5.0	0.000523756643645	9.999476243356371	0.09602657078525301	4.903973429214751	2.699472413123932	1.800024772734468	1.910527586876076
20.0.	0.000530677269369	9.999469322730649	0.09602226038781501	4.9039777396121895	2.6641266827570043	1.8353817341245562	1.945873317243004
20.0.5.0	0.0005377828054910001	9.999462217194528	0.09601783783747601	4.903982162162528	2.6287828570920633	1.870737087875959	1.9812171429079442
21.0.	0.000545080750151	9.999454919249866	0.096013298718159	4.9039867012818465	2.593440990144747	1.906090791887253	2.016559009855261
21.0.5.0	0.000552579011861	9.999447420988155	0.096008638373115	4.903991361626889	2.558101138251682	1.9414428023870711	2.051898861748326
22.0.	0.000560285937922	9.999439714062094	0.096003851890854	4.903996148109151	2.522763360204115	1.97679307384296	2.087236639795892
22.0.5.0	0.000568210345245	9.999431789654768	0.09599893408901501	4.90400106591099	2.487427717391567	2.012141558864669	2.12257228260844
23.0.	0.000576361553798	9.999423638446215	0.095993879496372	4.9040061205036345	2.45209427395627	2.047488208101163	2.157905726043737
23.0.5.0	0.000584749422952	9.99941525057706	0.09598868233297901	4.9040113176670275	2.416763096959323	2.082832970130657	2.193236903040684
24.0.	0.000593384391024	9.999406615608988	0.09598333648844001	4.904016663511566	2.381434256559586	2.118175791343005	2.228565743440421
24.0.5.0	0.0006022775183370001	9.999397722481675	0.09597783549816101	4.9040221645018445	2.346107826206469	2.153516615813715	2.263892173793539
25.0.	0.0006114405341870001	9.999388559465823	0.095972172517454	4.904027827482551	2.310783882847908	2.188855385168831	2.299216117152099
25.0.5.0	0.00062088588812	9.999379114111887	0.09596634029327701	4.90403365970673	2.275462507154992	2.224192038439858	2.334537492845016
26.0.	0.000630626805993	9.999369373194018	0.095960331133388	4.904039668866621	2.240143783764815	2.259526511907798	2.369856216235193
26.0.5.0	0.0006406773513440001	9.999359322648665	0.09595413687264001	4.9040458631273705	2.204827801543383	2.294858738935328	2.405172198456624
