time	species_10	species_11	species_13	species_14	species_15	species_17	species_18	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_27	species_28	species_29	species_30	species_31	species_33	species_34	species_4	species_5	species_6	species_7	species_8
469.0.	3.666666666666666	68996.1067213387	9625.666701916842	100	100	22.903012174754807	104.03757331125482	3027.5163193521157	485.7344329076078	25.87978765209159	100	129.4500244462965	100	83.77489568774901	418.4787214923146	11231.893854612259	15754.241359522815	62.20960005726613	100	100	100	392.26638594269707	457.36446089761085	183185.17418658518	57734.74920936471	340692.2941586858
476.0.	3.666666666666666	68996.2550310478	9625.887831073644	100	100	22.903508438119943	104.02978158840902	3027.594010604797	493.0167881222263	25.880348626687994	100	129.46500219145005	100	83.74692214966689	424.34197376800734	11231.91823476747	15995.728024233124	62.209736078645506	100	100	100	392.2709533904042	457.3698005297017	185925.71828916023	57736.07551175971	345815.9782365695
483.0.	3.666666666666666	68996.30255512049	9626.088678157153	100	100	22.903957355969318	104.02236283883053	3027.664580851498	500.298611033173	25.880856083611473	100	129.47906958144813	100	83.7208319489718	430.20333453211356	11231.926174884356	16237.215027224176	62.20978090620715	100	100	100	392.2751022508965	457.3746508950046	188666.29289914636	57737.28016486927	350939.84471745073
490.0.	3.666666666666666	68996.26363971664	9626.27098244325	100	100	22.904363107967985	104.01530600518531	3027.7286408816976	507.5799273647309	25.88131474729794	100	129.49227629057228	100	83.69650538876881	436.0629313870617	11231.92001397958	16478.70204133371	62.209747509973596	100	100	100	392.27886839959353	457.37905392011055	191406.8952122225	57738.37360066182	356063.8768335356
497.0.	3.666666666666667	68996.15106031054	9626.436342938812	100	100	22.904729528026216	104.00859955912843	3027.786752142876	514.8607620498714	25.881728951372438	100	129.504669827382	100	83.67382975857437	441.9208838030998	11231.901835029517	16720.188786815754	62.20964744039792	100	100	100	392.28228481972707	457.38304815217185	194147.52266503617	57739.36540978795	361188.0592582762
504.0.	3.666666666666666	68995.97617402881	9626.586228907829	100	100	22.905060130968423	104.00223163190955	3027.839430461368	522.1411392019554	25.88210266879237	100	129.5162955708626	100	83.65269898393792	447.77730359501265	11231.873489800588	16961.675026114055	62.20949096602058	100	100	100	392.2853818193494	457.38666901240686	196888.1729157216	57740.264404714886	366312.3779897593
511.0.	3.666666666666666	68995.74905827967	9626.721989698035	100	100	22.905358137354565	103.99619012867122	3027.887149511939	529.4210820949949	25.882439539902666	100	129.52719681381672	100	83.63301328786284	453.63229537472466	11231.836621445365	17203.160559144224	62.209287198740505	100	100	100	392.28818723388684	457.3899490327199	199628.84382588684	57741.07867866576	371436.8202428987
518.0.	3.666666666666666	68995.47863684164	9626.844863893097	100	100	22.905626496534758	103.99046282805064	3027.9303440480467	536.7006131513937	25.88274289849427	100	129.53741481208928	100	83.6146788643053	459.48595698062286	11231.792685054694	17444.645219038925	62.209044207755184	100	100	100	392.2907266148606	457.39291807618815	202369.5334439687	57741.81566051337	376561.37434983486
525.0.	3.666666666666666	68995.17279448427	9626.955987831889	100	100	22.90586790805162	103.98503746856613	3027.9694129047907	543.9797539361874	25.883015795994737	100	129.5469888385293	100	83.59760756391972	465.3383798844528	11231.742966340746	17686.128868313892	62.20876912313932	100	100	100	392.2930234054748	457.3956035421916	205110.23998986383	57742.482165878006	381686.02966797526
532.0.	3.666666666666666	68994.83848110575	9627.056403533355	100	100	22.906084841497538	103.9799018231339	3028.0047217912306	551.2585251569107	25.883261023912986	100	129.5559562407576	100	83.58171659212046	471.18964957664787	11231.688598611434	17927.611395416636	62.20846822995129	100	100	100	392.2950991039992	457.398030557301	207850.96184074474	57743.08444465999	386810.77649513946
539.0.	3.666666666666667	68994.48180629201	9627.147066057007	100	100	22.906279554912388	103.97504376294664	3028.0366058820055	558.5369466682964	25.883481134634195	100	129.5643525017861	100	83.5669282194489	477.03984593095356	11231.630578183685	18169.09271162249	62.20814705368508	100	100	100	392.2969734154965	457.4002221525486	210591.69751797864	57743.62822518697	391935.6059913093
546.0.	3.666666666666666	68994.1081251269	9627.228850331889	100	100	22.906454111812277	103.97045131183772	3028.065372220803	565.8150374811133	25.883678460667404	100	129.5722113027112	100	83.55316950416318	482.8890435492062	11231.569778370706	18410.57274824613	62.2078104378168	100	100	100	392.298664392612	457.4021994279273	213332.44567507046	57744.11875517358	397060.5101065088
553.0.	3.666666666666665	68993.72211601502	9627.30255749369	100	100	22.906610396954058	103.96611269215104	3028.091301948831	573.0928157745025	25.883855132464106	100	129.57956458689773	100	83.54037202690797	488.73731208711655	11231.506962167416	18652.051454139233	62.20746261413445	100	100	100	392.3001885661849	457.4039817049945	216073.2050865548	57744.56083973057	402185.48151436856
