time	AcCoA	AcP	Acs	HOAc	LacI	OAc	Pta
295.0.	0.039080716405998	2.303478539337024	0.8722077290272671	0.00016072851384400002	0.043610386451363004	1.605979005593904	0.024204891401294
300.0.	0.053571766006140005	2.4588300344323333	1.12312568218351	0.00019050944141400003	0.056156284109175	1.641142419477172	0.021409402557005002
305.0.	0.06811281699249301	2.192538072855315	1.285984626840744	0.00020601277559700003	0.06429923134203701	1.326635791015006	0.018184022995284002
310.0.	0.07197478704115001	1.627089458470632	1.257913989896374	0.00019872045940800003	0.062895699494818	0.8271734833363811	0.015555931728527001
315.0.	0.063323687035505	1.100119715568839	1.084522131969485	0.000173352638742	0.054226106598474	0.442739704144671	0.014045007471889002
320.0.	0.051853413907737005	0.861627223357146	0.88074271384566	0.000143954918537	0.04403713569228301	0.323818690197886	0.014069610643818
325.0.	0.042954294186409	0.9147717138253211	0.717150447985875	0.00012204388660200001	0.035857522399293004	0.41548120491935303	0.016015494751711
330.0.	0.035260056187397006	1.199777533973982	0.625520261676574	0.000113968772663	0.031276013083828005	0.690818520775572	0.019783280833404002
335.0.	0.031606231801382	1.650270206037821	0.6371640408598761	0.00012324973405	0.031858202042993	1.09764121789266	0.023591895793392003
340.0.	0.035211050614714	2.125490180006874	0.7760588313180381	0.00014786879807	0.038802941565901	1.482110085746445	0.024604921574226002
345.0.	0.046758354959065	2.421352754923982	1.011281030064104	0.000178566664707	0.050564051503205004	1.65552416079542	0.022614892606402003
350.0.	0.062267999878622006	2.342970814365009	1.2257343642218221	0.000201336483895	0.061286718211091	1.490942637414171	0.019474073878234
355.0.	0.07154804262389701	1.883581262094018	1.282710619467169	0.000204115104396	0.064135530973358	1.047577287885359	0.016562895518159003
360.0.	0.067838325919209	1.309249572751677	1.1618386002272851	0.000185554039436	0.05809193001136401	0.588542726960361	0.014556848322011002
365.0.	0.05647899790931701	0.9376966681375941	0.9628399016952041	0.000156628554254	0.048141995084760004	0.356121679782517	0.013891744559252002
370.0.	0.046661255698994	0.8732083881628291	0.7797361154265161	0.000130857968562	0.038986805771325	0.36328544976020505	0.014980216218186002
375.0.	0.038391281427091	1.06254522696804	0.655756682963143	0.00011642637911000001	0.032787834148157	0.559827075887072	0.018026953877325003
380.0.	0.032590871279837	1.451267667606445	0.6203936649473061	0.000118160923468	0.031019683247365003	0.9207703432019241	0.022104226458289
385.0.	0.032924976725464	1.93237519230019	0.7044539117241521	0.0001367823348	0.035222695586207005	1.33261532122692	0.024488403545017003
390.0.	0.041188802529238004	2.325123852750749	0.906100503216791	0.00016605129452100002	0.045305025160839	1.612130615703451	0.023591283864843
395.0.	0.055812381433997006	2.417823661922869	1.1442466674254281	0.00019352535856800003	0.057212333371271004	1.595172265191693	0.020753721515322003
400.0.	0.068849971006572	2.103027345800598	1.27664516997983	0.00020542159402200003	0.063832258498991	1.249909152480897	0.017672665090821
405.0.	0.07064754832721601	1.5410275076806	1.223208037304199	0.000195153726368	0.061160401865210004	0.7659817149912541	0.015258143979419
410.0.	0.061318646795523006	1.061717648474524	1.044793031931171	0.000169055831882	0.052239651596558	0.426259680557561	0.014002302364717
415.0.	0.05044584090634201	0.873284748752371	0.8494285612059831	0.000140914854925	0.042471428060299	0.342323580286148	0.014322702560234001
420.0.	0.041739186467376004	0.9631221936878801	0.6987467931173801	0.00012120934147700001	0.034937339655869	0.46131907886357904	0.016564793683199002
425.0.	0.034522763104321	1.276053526461735	0.623661906361849	0.00011590759450100001	0.031183095318092	0.76018648622676	0.020425496396315003
430.0.	0.032006768692259005	1.734312532997879	0.6559043880035551	0.000127823235289	0.032795219400177	1.168389806033478	0.023826688281035003
435.0.	0.036951433495484	2.185158931277454	0.8129292264379391	0.00015373217046000002	0.040646461321896005	1.522264169222657	0.024235021927905002
440.0.	0.049437521595064	2.421739805224636	1.049649821412999	0.000183436505325	0.05248249107064901	1.6397729244911061	0.021971703977913003
445.0.	0.064341647266245	2.2717676303118273	1.24011841368144	0.00020293684613400002	0.062005920684072006	1.420041864896578	0.018863262222830003
450.0.	0.071392387208653	1.778292841287381	1.26253043332663	0.000201699645344	0.06312652166633101	0.9616018944072441	0.016123366046326002
455.0.	0.065836432399759	1.231082345318677	1.122626184265509	0.00018070912152200002	0.056131309213275006	0.537600607226371	0.014357716072742001
460.0.	0.054548089015292005	0.9172604855611981	0.924856805523604	0.00015195996005200002	0.04624284027618	0.352704892677596	0.013993513832979
465.0.	0.045168521185973004	0.9013483470236031	0.7525122138774011	0.000128051235491	0.03762561069387	0.393996153693742	0.015430288058385002
470.0.	0.037152564925553	1.12896417695412	0.6438133325130511	0.00011639994061300001	0.032190666625652	0.622000824987682	0.018749526798187
475.0.	0.032300448788833	1.5409305658491501	0.629063780631961	0.00012130813520600001	0.031453189031598	1.000071155237417	0.022678058329050003
480.0.	0.034060289989311	2.015425003898233	0.736165595561167	0.000142328019645	0.036808279778058006	1.3968917967364711	0.024434653577614002
485.0.	0.043702193370523	2.362581099022426	0.9508896391914311	0.000171937890767	0.047544481959571006	1.6277846525863109	0.023047478503061002
490.0.	0.058646999618589005	2.378943036606065	1.176880517391783	0.000197084993737	0.058844025869589006	1.545682057845613	0.020099656977056003
495.0.	0.06996844724749801	2.001217653842215	1.2745015222352571	0.00020480312065500003	0.06372507611176201	1.1584298857599191	0.017128673179178003
500.0.	0.06929178742526	1.436510009096148	1.1904985877539391	0.00019083938022500002	0.059524929387696005	0.6876729293461961	0.014926011607248001
