time	AcCoA	AcP	Acs	HOAc	LacI	OAc	Pta
0.0.	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.0.	7.421797636926297e-05	1.3863767106734342	0.062916249595082	2.3023585453234912e-05	0.0031458124797540004	1.101351069782465	5.5182413286726035
10.0.	0.000144876187385	2.755880954580307	0.41939004869482305	9.070319638838152e-05	0.020969502434741	2.22660975710553	4.253272515120587
15.0.	0.000357204691469	4.315102708489129	1.2879520227806411	0.000185289689051	0.064397601139032	3.155377057575163	3.157797559851308
20.0.	0.0008740124908430001	6.120948309530096	2.818184525222296	0.000289664904192	0.14090922626111402	3.8198603424657893	2.340326485058882
25.0.	0.0019672749078830003	8.17243261503532	5.021701222499676	0.00038918734352900005	0.251085061124983	4.199272317221146	1.7340003546079612
30.0.	0.004053821900985	10.388854678234845	7.731037593865465	0.00047353867816500003	0.38655187969327304	4.335395159504323	1.284667056309825
35.0.	0.0077988279296490005	12.626365587972694	10.663539641878081	0.0005378826070790001	0.5331769820939041	4.306568364791714	0.9517460730811581
40.0.	0.014427044774603002	14.714922864501085	13.54221031917837	0.000581784689784	0.677110515958918	4.171564683177172	0.705094423885539
45.0.	0.026621578678460003	16.4622354747476	16.168163942687066	0.0006060195321300001	0.8084081971343541	3.918315749484819	0.522362384509372
50.0.	0.051453296014052005	17.57509894298002	18.417731820421373	0.000608047466133	0.9208865910210681	3.408401984914427	0.386987055093486
55.0.	0.109958335768308	17.35936698922435	20.179795858716023	0.00057486580033	1.0089897929358	2.246590921367233	0.286696272120922
60.0.	0.170095615363854	14.02160166978518	21.138602141481414	0.00047879057760000004	1.05693010707407	0.43586486311036404	0.212397830049075
65.0.	0.127751299681891	9.447747458781917	20.541144880094077	0.00036438301563500005	1.027057244004702	0.13154880284231202	0.157356042606303
70.0.	0.10006690943270401	6.395694182496867	18.439852918103185	0.000274117553481	0.9219926459051581	0.075097679523296	0.11658130477599801
75.0.	0.08301785425069201	4.38936105528554	15.542782406135768	0.00020576754020500002	0.7771391203067881	0.053593057660491	0.086377667218376
80.0.	0.07204688696344401	3.054019547822884	12.532195834821392	0.000154486679213	0.626609791741069	0.042956814183325004	0.06400811458253901
85.0.	0.06489839567567901	2.156214269323192	9.816744606352616	0.00011615525152300001	0.49083723031763005	0.036979919235263004	0.047446985837613004
90.0.	0.060219167294122	1.544717275915473	7.550444492484745	8.755961594560181e-05	0.377522224624237	0.033386485181583006	0.035197256670816
95.0.	0.057112697230469	1.121898477761143	5.740426414980771	6.62537108084819e-05	0.287021320749038	0.031162645378089004	0.026156480397048
100.0.	0.05499040411923901	0.825971636698211	4.331750302483137	5.0395219612249265e-05	0.21658751512415603	0.029835414097277003	0.019519847757412
105.0.	0.053474334983847	0.6183784090148461	3.252768404844005	3.860674946655164e-05	0.16263842024220002	0.029266018518350003	0.014712664466853001
110.0.	0.05230828736601	0.47559298244713205	2.434852448635568	2.98694965965246e-05	0.12174262243177801	0.029670555888954002	0.011348045750921
115.0.	0.051281054570010004	0.38477769585189503	1.819336285559586	2.3450920134764593e-05	0.09096681427797901	0.031912997153794004	0.009209294896648
120.0.	0.050144096330643005	0.342593595699866	1.358896406242003	1.8876481315326652e-05	0.0679448203121	0.038471954648533	0.008260601676135
125.0.	0.04844369323817	0.357382819439232	1.016958620107729	1.5992770976919404e-05	0.050847931005386	0.05677998855404601	0.008692881423545
130.0.	0.044960524511831	0.457559885291665	0.7673105907056931	1.5338501281166033e-05	0.038365529535284	0.112861437876868	0.010998645918256
135.0.	0.037142720947522	0.7097285272879851	0.59719458895517	1.964008756942319e-05	0.029859729447758002	0.294426913210369	0.015928500030792003
140.0.	0.027652678856567	1.189329158393368	0.520005744703812	3.597183461987155e-05	0.026000287235190003	0.7172572779517381	0.023377162404832
145.0.	0.024852911493736002	1.841520698291395	0.584014095604915	7.055590872207216e-05	0.029200704780245	1.2931563040732081	0.029224072421125003
150.0.	0.031966782409729	2.474784206908604	0.8288162657711091	0.00011989936016900001	0.041440813288555006	1.7767509953106142	0.028968602590118003
155.0.	0.049996436619824	2.808805452788483	1.197007356468077	0.000170418666713	0.05985036782340301	1.918419898436936	0.02490702392984
160.0.	0.072521615677092	2.5639862169427943	1.487903179285067	0.00020283114606000003	0.074395158964253	1.562633147403508	0.020323163917428
165.0.	0.081515749170303	1.805725019047865	1.501379234884004	0.00020249818958800001	0.07506896174420001	0.8701745841375731	0.016549944528657
170.0.	0.068523545727319	1.038794677717804	1.277235951853424	0.000173772197333	0.06386179759267101	0.32334375400276705	0.014047135364717002
175.0.	0.053002187364751006	0.7024959378047131	1.005195624678401	0.000138444944703	0.050259781233920005	0.184126241485593	0.013140589479275001
180.0.	0.045399790149944004	0.706025048158822	0.784991380825613	0.00011128025400300001	0.039249569041280005	0.238856562754707	0.014222107268528001
185.0.	0.037532430891746	0.9255310836671041	0.637303727737358	9.683372620818648e-05	0.031865186386867	0.44781832167386504	0.017642023015515002
190.0.	0.030544784895060004	1.352128852439071	0.5830350662003361	9.943480253019042e-05	0.029151753310016	0.8420969823627611	0.022691556753244
195.0.	0.029743345606545003	1.9011721588633752	0.659190177787354	0.000120918209638	0.032959508889367	1.320028667047236	0.026103318690481003
200.0.	0.037712404092435	2.387098274568704	0.8785942830195791	0.000155548314401	0.043929714150978	1.678314819696214	0.025382268584112
205.0.	0.053946226877463005	2.565866937916233	1.165663895366046	0.00019004480249600002	0.058283194768302	1.717594567050797	0.022126760580663003
210.0.	0.070535246308822	2.266367467701178	1.352692224812746	0.00020817643625300003	0.06763461124063701	1.361226738777644	0.018513926811038
215.0.	0.074652795547268	1.626383852716733	1.318953929457301	0.000200352977714	0.06594769647286501	0.797908929166488	0.015601741016505001
220.0.	0.064088560473676	1.042061008649735	1.122552188652209	0.00017238357775400002	0.056127609432610005	0.38174006294452906	0.01388212364568
225.0.	0.05167015731155	0.7938432625468681	0.898686039603636	0.000140708088628	0.044934301980181	0.268990122067292	0.013760622647865001
230.0.	0.043030912143532	0.8487598710260381	0.720977619045241	0.00011731555993200001	0.036048880952262004	0.36097124311192	0.015653288744750003
235.0.	0.03502932148355	1.135336822329864	0.6170804703752041	0.00010806262003000001	0.03085402351876	0.63575160531782	0.019589539574472
240.0.	0.030613577694968003	1.600631904080271	0.6174886516976921	0.00011678569094600001	0.030874432584884003	1.05860005162196	0.023880804256592003
245.0.	0.033546615229258	2.110033407130598	0.751555793915851	0.000142114551553	0.037577789695792	1.477101718745838	0.025313644067662
250.0.	0.044947259892329006	2.455287091939556	0.9968094336310711	0.000175026980095	0.049840471681553006	1.6917267320384801	0.02336169105566
255.0.	0.06149312957529301	2.419119544701224	1.236891572332389	0.00020099241038200002	0.061844578616619	1.55418226868997	0.020042934124467
260.0.	0.07258539935847201	1.9611765508648462	1.318659672377196	0.00020651293356500002	0.065932983618859	1.100786170290384	0.016903137857780002
265.0.	0.069737421036592	1.345486314132923	1.204112989384269	0.00018877101841600002	0.060205649469213	0.601812891241245	0.014663093277735002
270.0.	0.057708881687155	0.9261445218225631	0.996243062983831	0.000158750520401	0.049812153149191005	0.33613794356131504	0.013757727187328001
275.0.	0.047504248376837005	0.83198567007997	0.8003378304788451	0.00013114253887	0.040016891523942	0.325138920053962	0.014607188247221
280.0.	0.039116266099312	0.9993626779265291	0.6625977989303731	0.000114562331744	0.033129889946518006	0.502962527449762	0.017503145137298
285.0.	0.032577727831004	1.376677325663419	0.6109806086920441	0.00011406202056500001	0.030549030434602	0.855609730633882	0.021764587305239003
290.0.	0.031809904534639	1.86961473798269	0.6782934631236821	0.000131217434451	0.033914673156184	1.284492662196842	0.024703220620498
