time	s1	s10	s11	s12	s13	s14	s15	s16	s17	s2	s3	s4	s5	s6	s7	s8	s9
13.0.799999999999999.0	0.18711905255702202	11.89385406395921	0.5338167744994781	0.40419382728857	0.5911069274025821	0.21566778099725903	0.14673269451968002	0.129999891745915	0.22422870783568102	1.035233865110477	67.96153861455485	0.179305133454383	2.3122143726809	6.424217965039502	0.035231602817157	6.959569462126128	0.7659692634111701
14.0.1.0	0.186065819007101	12.032642189935782	0.530396306762504	0.39902144726849703	0.579501599596231	0.21467923918304102	0.143923414959946	0.12836358876450302	0.22456162467472401	1.029029823214099	67.92287534165186	0.178986676180958	2.267555981312084	6.42015547886635	0.034571274754934	6.95516843543855	0.7525017584288031
14.0.399999999999999.0	0.18506209664970402	12.170068572831696	0.527003231670918	0.39421851743614805	0.568446399251593	0.21369316912645903	0.141234793730284	0.126763492021043	0.224883324025895	1.023124323413872	67.88121417647257	0.178673587700607	2.225450054745515	6.415834605584804	0.033937765724298005	6.950487489383538	0.7399044002310221
14.0.7.0	0.184104785901221	12.306212664680746	0.523638628398931	0.389752963508173	0.557915150775187	0.21271010501079402	0.138661747855466	0.12519909814624	0.225194303178709	1.017498546239494	67.83674165924067	0.17836552378523501	2.185743603305347	6.411271405370827	0.033330022619329006	6.945544022485064	0.728115769498567
15.0.	0.183190993663141	12.441148474604617	0.520303458926914	0.38559575592315604	0.547882836768883	0.21173053739699402	0.136199382864093	0.123669883246802	0.22549502957400702	1.012134937238448	67.78963261530163	0.17806216510779901	2.14829272763928	6.406480935845631	0.032747027181283	6.940354347166102	0.7170788915511961
15.0.299999999999999.0	0.182318018512608	12.574944954548585	0.5169985766388471	0.38172060179599204	0.5383255549068441	0.21075491624283502	0.13384298810755801	0.122175305863866	0.22578594276789601	1.00701711516819	67.7400509332666	0.177763215280546	2.112962092370787	6.401477318103861	0.032187795429517004	6.934933761279187	0.70674090971625
15.0.6.0	0.181483337054917	12.707666357083697	0.5137247343014141	0.37810366935592904	0.529220475585487	0.20978365370778201	0.13158803195145902	0.12071480967592602	0.22606745625635202	1.002129787490073	67.68815028751017	0.17746839906269402	2.079624428458775	6.396273798073579	0.031651377037564	6.92929661457971	0.69705278281446
15.0.899999999999999.0	0.18068459133775303	12.839372567316031	0.5104825914720971	0.37472334135627405	0.5205458004372371	0.20881712675999	0.12943015687536802	0.119287825966932	0.22633995917128602	0.9974586725267061	67.63407480937619	0.177177460721636	2.048160062918887	6.390882803568306	0.031136854663565004	6.923456370532331	0.687969004999419
16.0.2.0	0.179919577236338	12.970119410795748	0.5072727213796501	0.371559994328969	0.5122807217819391	0.20785567960046	0.12736517451245802	0.11789377587851702	0.22660381785795902	0.9929904277051611	67.57795971107004	0.176890162533365	2.018456474595321	6.385315997360963	0.030643343243292	6.9174256638077125	0.679447346312107
16.0.5.0	0.17918623372716103	13.099958939181215	0.504095617316771	0.368595800899836	0.504405383074866	0.206899625918152	0.125389060656554	0.11653207246371201	0.22685937734278502	0.988712583362895	67.51993186587663	0.17660628340921702	1.990407874710087	6.379584326581652	0.030169989253029002	6.911216353796786	0.6714486124285981
16.0.8.0	0.178482632975553	13.228939695285641	0.500951698581475	0.36581455268504603	0.49690084039728905	0.2059492509887	0.12349795026067201	0.11520212255806	0.22710696269982403	0.984613481642262	67.46011034803577	0.176325617637343	1.9639148109571112	6.373698068716063	0.029715969948800002	6.904839574442397	0.6639364221880081
17.0.099999999999998.0	0.177806971169252	13.357106959014883	0.49784131600069903	0.363201501560495	0.48974902502415	0.20500481362834003	0.12168813244797601	0.11390332848274101	0.22734688032353803	0.9806822200435511	67.39860693532619	0.176047973728423	1.938883793951003	6.367666874458459	0.029280492587671004	6.8983057806633274	0.656877001589353
17.0.4.0	0.17715756003628802	13.484502975594937	0.49476475706698103	0.36074321733686404	0.482932707093489	0.20406654801370502	0.119956045553257	0.11263508959313001	0.22757941911481802	0.9769085992461891	67.33552657715795	0.175773173356211	1.915226944883841	6.361499807652267	0.028862793636196003	6.89162479162329	0.650238993040652
