time	A	I1	I2	S
60.0.	2531.67421530516	8288.888890957132	487.5817139325393	399.99999989546944
61.0.	2531.6742132301906	8288.888890307482	487.58170975728535	399.9999999283033
62.0.	2531.674211756788	8288.888889861895	487.58170677638503	399.99999995082356
63.0.	2531.6742107104656	8288.888889556269	487.5817046484415	399.9999999662702
64.0.	2531.6742099673693	8288.88888934664	487.5817031295636	399.99999997686496
65.0.	2531.674209439585	8288.888889202857	487.5817020455419	399.9999999841318
66.0.	2531.6742090646967	8288.888889104237	487.58170127195814	399.99999998911625
67.0.	2531.674208798394	8288.888889036592	487.58170071996614	399.99999999253487
68.0.	2531.6742086092127	8288.8888889902	487.5817003261293	399.99999999487966
69.0.	2531.674208474809	8288.888888958378	487.58170004516063	399.9999999964879
70.0.	2531.674208379316	8288.88888893655	487.5816998447314	399.9999999975912
71.0.	2531.674208311464	8288.888888921576	487.58169970176635	399.9999999983479
72.0.	2531.6742082632495	8288.88888891131	487.58169959979836	399.9999999988669
73.0.	2531.674208228986	8288.888888904266	487.5816995270769	399.99999999922284
74.0.	2531.674208204637	8288.888888899437	487.5816994752173	399.9999999994669
75.0.	2531.674208187332	8288.888888896125	487.58169943823765	399.9999999996344
76.0.	2531.674208175033	8288.888888893853	487.58169941187026	399.99999999974915
77.0.	2531.67420816629	8288.888888892296	487.5816993930676	399.99999999982793
78.0.	2531.6742081601633	8288.888888891242	487.58169937985014	399.99999999988114
79.0.	2531.6742081557845	8288.888888890513	487.5816993703773	399.9999999999179
80.0.	2531.6742081526527	8288.888888890007	487.5816993635866	399.9999999999435
81.0.	2531.6742081504144	8288.888888889667	487.58169935871905	399.9999999999608
82.0.	2531.674208148814	8288.888888889425	487.5816993552301	399.9999999999728
83.0.	2531.674208147669	8288.888888889256	487.58169935272946	399.9999999999814
84.0.	2531.674208146849	8288.888888889138	487.58169935093713	399.9999999999874
85.0.	2531.6742081462635	8288.888888889058	487.5816993496525	399.9999999999914
86.0.	2531.674208145845	8288.888888889003	487.5816993487319	399.9999999999942
87.0.	2531.6742081455454	8288.888888888967	487.5816993480722	399.99999999999596
88.0.	2531.674208145332	8288.888888888943	487.5816993475995	399.99999999999727
89.0.	2531.674208145179	8288.888888888925	487.5816993472608	399.9999999999982
90.0.	2531.6742081450698	8288.888888888912	487.5816993470182	399.9999999999988
91.0.	2531.6742081449934	8288.888888888912	487.58169934684435	399.99999999999886
92.0.	2531.674208144938	8288.888888888912	487.5816993467199	399.99999999999886
93.0.	2531.6742081448992	8288.888888888912	487.581699346631	399.99999999999886
94.0.	2531.6742081448715	8288.888888888912	487.5816993465672	399.99999999999886
95.0.	2531.674208144852	8288.888888888912	487.5816993465216	399.99999999999886
96.0.	2531.6742081448383	8288.888888888912	487.58169934648896	399.99999999999886
97.0.	2531.6742081448288	8288.888888888912	487.58169934646554	399.99999999999886
98.0.	2531.6742081448215	8288.888888888912	487.5816993464487	399.99999999999886
99.0.	2531.674208144817	8288.888888888912	487.5816993464369	399.99999999999886
100.0.	2531.6742081448124	8288.888888888912	487.5816993464283	399.99999999999886
