time	ADP	AMP	ATP	NADH	Pyr
384.0.	0.060228433750328006	16.048016598640718	0.191754967608937	222.258794028381	0.0030147789540910003
390.0.	0.057849116068141006	16.058074650048948	0.1840762338829	222.17014957558618	0.0028956977653810004
396.0.	0.055568968324179006	16.067705284038727	0.17672574763707802	222.08500254703776	0.0027815785405860003
402.0.	0.053383459572294005	16.07692868619575	0.169687854231929	222.00320751348718	0.0026721946775660004
408.0.	0.051288296334209005	16.085763931085463	0.162947772580283	221.9246256638129	0.002567331442511
414.0.	0.049279407857013006	16.09422905556993	0.156491536573026	221.8491244601553	0.002466785233735
420.0.	0.047352932455516	16.10234112635622	0.150305941188241	221.77657731431333	0.0023703628995920003
426.0.	0.045505204847073	16.11011630230378	0.14437849284912702	221.70686328385037	0.0022778811059240003
432.0.	0.043732744395269	16.117569891963075	0.138697363641635	221.63986678648567	0.0021891657488520002
438.0.	0.042032244186889	16.124716406769966	0.13325134904312302	221.57547733147	0.002104051409165
444.0.	0.040400560873622	16.1315696102774	0.128029828848958	221.5135892667488	0.0020223808448710003
450.0.	0.038834705216344	16.138142563767953	0.12302273101567	221.45410154081557	0.0019440045188130002
456.0.	0.037331833275556	16.144447668557135	0.11822049816726701	221.3969174782455	0.0018687801585500002
462.0.	0.035889238196625005	16.150496705266995	0.11361405653632901	221.34194456798207	0.0017965723459180002
468.0.	0.034504342543156	16.156300870323097	0.10919478713368001	221.2890942635203	0.0017272521339640001
474.0.	0.033174691135920004	16.16187080990373	0.10495449896026501	221.23828179419834	0.0016606966891210002
480.0.	0.031897944358553004	16.167216651548785	0.10088540409256001	221.1894259868699	0.001596788956687
486.0.	0.030671871894580004	16.172348033616657	0.096980094488659	221.14244909728467	0.0015354173478370002
492.0.	0.029494346863403003	16.177274132760154	0.09323152037635901	221.09727665055576	0.00147647544657
498.0.	0.028363340325633	16.182003689577034	0.08963297009726201	221.05383729013874	0.001419861735087
504.0.	0.027276916130651002	16.186545032576934	0.086178051292356	221.01206263478946	0.00136547933627
510.0.	0.02623322608155	16.190906100593654	0.08286067332475401	220.97188714300688	0.001313235772011
516.0.	0.025230505394667	16.195094463760764	0.079675030844538	220.93324798450269	0.0012630427362520001
522.0.	0.024267068432755	16.199117343158253	0.07661558840897201	220.89608491827187	0.001214815881697
528.0.	0.023341304692595002	16.202981629228546	0.07367706607885001	220.86034017686924	0.001168474619231
534.0.	0.022451675029318	16.206693899052144	0.070854425918545	220.82595835652404	0.0011239419291680002
540.0.	0.021596708101181	16.210260432565388	0.068142859333447	220.79288631274935	0.0010811441835120001
546.0.	0.020774997019773003	16.21368722779619	0.06553777518406101	220.7610730611288	0.0010400109784730002
552.0.	0.019985196191817	16.216980015187183	0.063034788621032	220.73046968298158	0.001000474976572
558.0.	0.019226018339802	16.220144271070254	0.060629710589985	220.70102923562965	0.0009624717576670001
564.0.	0.018496231689637002	16.223185230351234	0.058318537959172	220.67270666700682	0.0009259396783300001
570.0.	0.017794657314437003	16.22610789845888	0.056097444226731005	220.6454587343686	0.000890819739029
576.0.	0.017120166624338	16.22891706260795	0.053962770767768	220.61924392687587	0.0008570554586030001
582.0.	0.016471678993009	16.231617302422432	0.051911018584625004	220.59402239184064	0.000824592755569
588.0.	0.015848159512203003	16.234212999961326	0.049938840526541003	220.56975586443548	0.000793379835833
594.0.	0.015248616866324002	16.236708349186234	0.048043033947513004	220.54640760068088	0.0007633670863930001
600.0.	0.014672101319562002	16.23910736490694	0.046220533773579	220.5239423135363	0.000734506974669
