time	T	TStar	V
490.0.	210.15328941628226	82.03135440109666	259.55196011387545
500.0.	15.163220998410317	4.097419142388549	20.294306182387867
510.0.	255.20184172259064	15.334399471817433	47.16523506422446
520.0.	8.964415895930221	8.794769662910909	44.605969300837046
530.0.	172.29520709908925	3.599925567732361	12.422870041534011
540.0.	6.46764861763213	20.530720125176323	105.16735901903043
550.0.	100.15890528303089	1.695922412773991	6.657668276078622
560.0.	7.891746567351095	49.45309170733966	250.28637781500402
570.0.	54.85133958176482	1.4901733257518701	6.513740518357035
580.0.	29.644474592114783	108.20640264949354	484.7077329443261
590.0.	29.385037012030644	2.0549127780736822	9.688068760923144
600.0.	189.61998094005546	93.72060078809722	303.23038970912006
610.0.	15.915262843513208	3.777198866505657	18.65686635169043
620.0.	261.1349390079919	17.657082042118297	53.890310554319925
630.0.	9.203564186897516	8.200067745646534	41.55100723318834
640.0.	178.2223589812206	3.8225373197180152	13.072368115522917
650.0.	6.460796192883426	19.433959575730494	99.56089770456772
660.0.	103.07106479809674	1.708075909985701	6.665096092634732
670.0.	7.602563133915815	47.568807734960885	241.23098881741487
680.0.	56.015099061955894	1.4670571539418291	6.392631526680799
690.0.	27.76189827055759	106.43022256761014	480.59506488569866
700.0.	29.777309984924084	2.013942409609137	9.482854608458277
710.0.	185.7282973080455	95.9453799516668	311.80083212684224
720.0.	16.01342274683449	3.716905417381297	18.352579160287814
730.0.	262.1372805726045	17.946882866015837	54.706126278854974
740.0.	9.203909193515091	8.12508326912434	41.17128628528029
750.0.	178.63776451156093	3.816613333804682	13.04407348205875
760.0.	6.43611576493129	19.393596955956276	99.36575611282481
770.0.	102.9044671468868	1.696690805946382	6.62297674445299
780.0.	7.596987054071567	47.766015062817345	242.2272681804194
790.0.	55.71265540969871	1.461977233097311	6.375709408114783
800.0.	28.257716303962827	107.14648966855151	482.7404422098109
810.0.	29.524149585564228	2.019705686467712	9.51786551717762
820.0.	188.9738725721344	94.52390964325984	305.9998308417841
830.0.	15.84490305145748	3.751449941045155	18.53465747252006
840.0.	261.36535400109324	17.357918156503313	52.9696066242466
850.0.	9.10774571343169	8.244179777332418	41.79083836127751
860.0.	176.87841847277195	3.718072211931423	12.741322764199191
870.0.	6.402824599595855	19.756694667986444	101.2390340127463
880.0.	101.53248961954226	1.6762019097736651	6.561597296379917
890.0.	7.700508258021273	48.77557415819419	247.15107012274797
900.0.	54.84445319743388	1.464026820414352	6.399659883900495
910.0.	29.72393566656772	108.82559993992392	487.1916289499228
920.0.	29.02598982948567	2.043998742502622	9.64804728701894
930.0.	194.9188774401565	91.64055369884005	294.6444458397112
940.0.	15.57707417080374	3.824217182566888	18.91281718958675
950.0.	259.80984640081857	16.470928327594002	50.369873238148905
960.0.	8.976890161736318	8.443044877320203	42.82123956410952
970.0.	174.28851066915058	3.589710792241597	12.350262513686056
980.0.	6.368769570752701	20.2889320742763	103.978685900863
990.0.	99.7164555872255	1.653331511842028	6.496614087480219
1000.0.	7.856367623569469	50.12943295562784	253.7155603301955
