time	Active_R2	Active_Rec	Active_Rec_endo	Inactive_Rec	S2_c	S2_n	S4_c	S4_n	S7	Smad7mRNA	Smad7mRNA1	TGFb	TGFb_In	TGFb_R1_endo	TGFb_R1_surface	TGFb_R2_endo	TGFb_R2_surface	pS2_c	pS2_n	pS2_pS2_S4_c	pS2_pS2_S4_n	pS2_pS2_pS2_c	pS2_pS2_pS2_n
93.0.	1.7826342145371948e-51	7.632853206501999e-51	-4.923227402618563e-52	4.15286830864281e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	4.6137375620054504e-51	-2.5164415560307768e-52	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-5.132463323955559e-30	-1.8014483738434553e-30	3.4067270276837685e-56	6.442769035580286e-57	-2.7399133188496852e-86	-4.2872639483540375e-84
96.0.	1.736342512924809e-51	7.434642176889134e-51	2.589241114674584e-51	4.0450260272529973e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	4.493927361574813e-51	2.4691043255746973e-53	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-4.8153262879810695e-30	-1.690136132200105e-30	2.9987443256859744e-56	5.671193806979904e-57	-2.2628116262428502e-86	-3.977022549739881e-84
99.0.	1.6912529208762882e-51	7.2415783197945e-51	2.424319338822214e-51	3.939984209733216e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	4.3772284096567553e-51	1.6472269960316002e-52	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-4.5177852808992294e-30	-1.585701920102076e-30	2.639591973416769e-56	4.9919706788067443e-57	-1.8687652744177735e-86	-3.687121691936061e-84
102.0.	1.647334221837625e-51	7.053527972702015e-51	2.259397562969844e-51	3.8376701332350063e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	4.2635599129025275e-51	1.889748220466323e-52	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-4.2386294559630394e-30	-1.4877207412531141e-30	2.323479805715897e-56	4.394140631447331e-57	-1.5433390906024952e-86	-3.4166196186159324e-84
105.0.	1.604556009890774e-51	6.870360944063046e-51	-2.679767787571952e-51	3.73801296338729e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	4.1528431760166844e-51	-7.885727696977552e-53	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-3.976722785147847e-30	-1.3957938600542523e-30	2.045202251165804e-56	3.8678666145637766e-57	-1.2745710662520122e-86	-3.164537843043434e-84
108.0.	1.5628886687029412e-51	6.691950423161801e-51	-2.779785313440942e-51	3.640943705256125e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	4.045001547274521e-51	-7.69345970073631e-53	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-3.730999436071478e-30	-1.3095471789444412e-30	1.8002729880396331e-56	3.404657387157561e-57	-1.0526111651015391e-86	-2.9298830787856745e-84
111.0.	1.522303351022522e-51	6.518172892321402e-51	1.797708194898181e-51	3.546395155577935e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	3.939960365454342e-51	1.5568777891754691e-52	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-3.5004594345763896e-30	-1.2286297160059781e-30	1.5846586481164591e-56	2.996891029743212e-57	-8.692980395053532e-87	-2.7116640529602823e-84
114.0.	1.482771958707489e-51	6.348908041389757e-51	3.191748818950596e-51	3.454301856233151e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	3.8376469081477953e-51	2.35682704305446e-52	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-3.284164595322688e-30	-1.152712176639323e-30	1.3948831504763423e-56	2.637988379563655e-57	-7.1791192846637585e-87	-2.5089043863800732e-84
117.0.	1.444267123272407e-51	6.184038684446105e-51	-1.24797550690554e-52	3.364600048928071e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	3.737990341412483e-51	3.5108943917078996e-52	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-3.0812347038314643e-30	-1.0814856134947171e-30	1.227821370536281e-56	2.322043839448238e-57	-5.9288550698920335e-87	-2.320652139005173e-84
120.0.	1.4067621869406072e-51	6.023450678670532e-51	-3.215476170408551e-52	3.277227631053529e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	3.640921670732012e-51	7.3315897434888125e-53	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-2.8908439344412733e-30	-1.01466016920719e-30	1.080779979708262e-56	2.0439597584656562e-57	-4.896350769829602e-87	-2.145986818351611e-84
123.0.	1.370231184188396e-51	5.867032845320275e-51	1.1055689664970081e-51	3.192124112689844e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	3.546373693249511e-51	1.187740754159875e-52	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-2.7122174896005593e-30	-9.519638968184889e-31	9.513375765420997e-57	1.799160376138708e-57	-4.043631900901927e-87	-1.9840242489079322e-84
126.0.	1.3346488237685362e-51	5.714676892758152e-51	9.075712311591894e-52	3.109230574728266e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	3.454280951241557e-51	9.577027652727556e-53	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-2.5446284468196014e-30	-8.93141653085617e-31	8.374073227132312e-57	1.5836959429358898e-57	-3.339434130304304e-87	-1.833919836823017e-84
129.0.	1.2999904712005321e-51	5.566277341479797e-51	-8.163129445979658e-52	3.0284896280799394e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	3.364579686800305e-51	4.5911692008656835e-53	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-2.387394800450593e-30	-8.379540601723124e-31	7.371130738225344e-57	1.394021079221632e-57	-2.757856493527471e-87	-1.6948704920723273e-84
132.0.	1.2662321317156231e-51	5.421731451087772e-51	-2.572649245346811e-51	2.949845373944112e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	3.277207797692424e-51	-7.419556839085586e-53	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-2.23987668625737e-30	-7.861765314980256e-31	6.48837910860481e-57	1.2270754496430749e-57	-2.27757508858493e-87	-1.566115563758925e-84
135.0.	1.233350433644651e-51	5.280939149162046e-51	-2.754109000941906e-51	2.8732433651081306e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	3.192104794364312e-51	-9.602092717285448e-53	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-2.1014737774801172e-30	-7.3759835778010135e-31	5.711281641738672e-57	1.0801120317494279e-57	-1.8809243094022313e-87	-1.446936959229745e-84
138.0.	1.201322612237325e-51	5.143802961977593e-51	1.0763554324365141e-51	2.79863056825239e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	3.10921175806379e-51	3.9686550675065376e-53	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-1.971622841798315e-30	-6.9202184954979005e-31	5.0273101649716636e-57	9.507596239246727e-58	-1.5533604277158631e-87	-1.336658681990178e-84
141.0.	1.170126493901662e-51	5.0102279470210905e-51	1.1510255964214751e-52	2.725955327234153e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	3.02847130004931e-51	9.770759670217903e-53	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-1.8497954492499713e-30	-6.492615326525497e-31	4.425201390351999e-57	8.368897848957095e-58	-1.282834888398292e-87	-1.234645897790486e-84
144.0.	1.139740480852706e-51	4.8801216272600554e-51	-8.452145614115807e-52	2.655167327324828e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	2.949827521858419e-51	2.6567570012110616e-53	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-1.7354958217794512e-30	-6.091433934587187e-31	3.895248269526908e-57	7.366652659771804e-58	-1.059428408601464e-87	-1.1403036826339622e-84
147.0.	1.110143536159883e-51	4.753393927118875e-51	1.344533325089071e-51	2.5862175603759262e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	2.873225976607966e-51	1.1225523906111822e-53	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-1.6282588156626573e-30	-5.715041707129332e-31	3.428723809041901e-57	6.484369134638695e-58	-8.74923519513662e-88	-1.053075521277388e-84
150.0.	1.0813151691826591e-51	4.6299571101174425e-51	1.1958376117325452e-51	2.519058290889606e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	2.798613631299299e-51	7.345806939761902e-53	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-1.5276480285989883e-30	-5.361906911404628e-31	3.018106817234322e-57	5.707811947851774e-58	-7.225549946160794e-88	-9.72441655516859e-85
153.0.	1.0532354213843999e-51	4.509725718129182e-51	3.4342636857207326e-51	2.4536430229703e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	2.725938830102296e-51	2.3059496859327887e-52	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-1.4332540237668662e-30	-5.030592461067077e-31	2.65663546620093e-57	5.024203166668439e-58	-5.967183017840627e-88	-8.979173238825852e-85
156.0.	1.025884852514622e-51	4.3926165122164365e-51	8.620094282853238e-53	2.389926468134544e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	2.6551512585928632e-51	1.2985140300056482e-52	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-1.344692663615612e-30	-4.7197500679316e-31	2.33848220445846e-57	4.422513010549442e-58	-4.927993826182863e-88	-8.290509557137515e-85
159.0.	9.992445271500583e-52	4.278548415002248e-51	2.3090247888146332e-51	2.327864513956719e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	2.586201908919102e-51	1.581016517502902e-52	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-1.2616035466130122e-30	-4.428114755098885e-31	2.0584078489100566e-57	3.89284091263686e-58	-4.069758057886357e-88	-7.654223436173477e-85
162.0.	9.732960015852384e-52	4.167442454538646e-51	2.143791095715383e-51	2.267414193529023e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	2.5190430458720644e-51	1.539572385884056e-52	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-1.1836485405869012e-30	-4.154499709116511e-31	1.811897110248742e-57	3.426640805123278e-58	-3.361006700268149e-88	-7.066408332117394e-85
165.0.	9.48021311063487e-52	4.059221709632557e-51	1.962643257367168e-51	2.2085336557144907e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	2.4536281738375658e-51	1.259821144167711e-52	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-1.1105104066921702e-30	-3.897791450227158e-31	1.594890577333752e-57	3.0162415548072203e-58	-2.775669845327162e-88	-6.523435427909512e-85
168.0.	9.234029573395133e-52	3.9538112565915134e-51	1.026509271433768e-51	2.151182136172501e-50	638.6434569983305	237.39868237466953	460.47553390939777	169.41748794160216	12.04336522068238	0.05642005114558601	0.36708251187032304	2.3899120046062243e-51	1.4612721924815738e-52	18.76309651441353	16.10971602608647	28.05808131865988	6.941118732440118	-1.0418915084034332e-30	-3.656945301049211e-31	1.403889724654972e-57	2.6550215181565113e-58	-2.2922848717556146e-88	-6.021936359935853e-85
