time	Active_R2	Active_Rec	Active_Rec_endo	Inactive_Rec	S2_c	S2_n	S4_c	S4_n	S7	Smad7mRNA	Smad7mRNA1	TGFb	TGFb_In	TGFb_R1_endo	TGFb_R1_surface	TGFb_R2_endo	TGFb_R2_surface	pS2_c	pS2_n	pS2_pS2_S4_c	pS2_pS2_S4_n	pS2_pS2_pS2_c	pS2_pS2_pS2_n
855.0.5.0	18.90086054875491	2.569185548029271	0.24471374351302402	2.5658245170278553	267.84507927337347	70.757939367059	240.4751592337428	51.95073933599266	2.219809667547454	0.030735678860101003	0.199938625002471	73.37192608860423	0.024202998627903	26.490148863786683	0.274644422745956	33.726458129049284	2.256798510263078	0.161786468497773	0.363956849791154	17.24827995859385	17.948835384528397	0.536318700671735	45.12141553467185
870.0.	18.928962610675114	2.552958725562296	0.24316534056356	2.566603667527316	268.5997910824833	70.94135038835698	240.5758593619177	51.92739145950657	2.234596678546972	0.030728231754609002	0.199891329643751	72.98787792125552	0.02407324441868	26.49111582561589	0.272857733285297	33.78043712112466	2.272025742484984	0.16149080412427902	0.36335254470979605	17.192451400119115	17.88244012161404	0.533361231402926	44.88241509664542
884.0.5.0	18.956013566923005	2.537160564471665	0.24165787434020403	2.567362178716087	269.33920667136374	71.12105898615276	240.67439134932366	51.904539875893	2.24917473540722	0.030721034418961003	0.199845609299785	72.60583976446769	0.023946923591910002	26.492062723976726	0.27112774377930904	33.83427556162744	2.287224698491249	0.161201168222387	0.36276011703549205	17.13781390546212	17.817502719729724	0.5304747363786031	44.64901484695333
899.0.	18.982027954128906	2.521776014170716	0.24018990616673103	2.568100753023863	270.0637245233727	71.29716139831112	240.77081264524367	51.882171670830125	2.263546604440049	0.030714076104105002	0.199801396668761	72.22580109840686	0.023823915329149	26.492990022526726	0.26945244245144	33.887976060966146	2.302395748763005	0.16091741163213402	0.362179289018337	17.084336312225084	17.753983519426633	0.5276570583739361	44.42105011534455
913.0.5.0	19.007019805709426	2.506790705616018	0.23876006257791602	2.568820061694833	270.7737298512535	71.46975065943367	240.8651788182134	51.86027434366718	2.277715025701089	0.030707346624204	0.199758627952055	71.84775145829539	0.023704104294939	26.493898175517206	0.26782991665280304	33.94154103256188	2.317539222418329	0.160639389750759	0.36160979076639904	17.031988463331555	17.691844198437057	0.524906122064502	44.198362225689756
928.0.	19.031002681107555	2.492190913465842	0.23736703169543902	2.569520746483095	271.4695951335076	71.63891673042482	240.95754362895735	51.83883579177775	2.291682712551382	0.030700836322302003	0.19971724264200302	71.47168043412387	0.023587380331728	26.49478762765841	0.26625834692258205	33.994972703394964	2.332655409493891	0.160366962366662	0.361051359988221	16.980741168646436	17.631047718208745	0.5222199303155051	43.98079823888225
942.0.5.0	19.053989693112843	2.477963520709728	0.23600955984065602	2.5702034212395573	272.15168062612435	71.80474662209464	241.04795910018447	51.81784429556468	2.305452351281127	0.030694536038358002	0.199677183324166	71.09757767036459	0.023473638174761002	26.495658814037395	0.26473600146854503	34.04827312389798	2.347744563082378	0.16009999350008	0.36050374174409505	16.93056616821855	17.57155827282321	0.519596560662227	43.7682107080517
957.0.	19.075993533402965	2.464095985584683	0.23468644836655603	2.570868673398241	272.82033485089124	71.96732451309556	241.13647558338016	51.79728850409069	2.319026600790357	0.030688437079457002	0.199638395492995	70.72543286568633	0.023362777185433004	26.49651216008121	0.263261231033633	34.10144417724459	2.362806901336229	0.159838351250217	0.35996668820584404	16.8814360970775	17.51334124018794	0.517034161971054	43.56045744545615
971.0.5.0	19.097026496434008	2.450576310609148	0.233396550692669	2.571517065369287	273.475895061431	72.12673186247149	241.22314182272623	51.77715742130847	2.332408092321695	0.030682531192029003	0.199600827379895	70.35523577267095	0.023254701101742003	26.49734808155899	0.26183246411772304	34.154487588074446	2.3778426093470673	0.159581907648562	0.359439958424905	16.833324451518244	17.456363135396504	0.514530951270969	43.35740130045471
986.0.	19.117100501804764	2.437393013579695	0.232138769528095	2.572149135845389	274.11868768806397	72.28304751708524	241.30800501627635	51.75744039286532	2.345599429240849	0.030676810535942	0.19956442979277703	69.98697619753113	0.023149317804602002	26.49816698461748	0.260448202526317	34.20740493069625	2.392851840910451	0.15933053851815202	0.358923318108451	16.78620555680981	17.400591566156294	0.5120852107460271	43.158909947996904
1000.0.5.0	19.136227115204825	2.424535100388084	0.23091205426896502	2.57276540102777	274.7490287625338	72.43634781417668	241.3911108745107	51.738127093457514	2.358603186860885	0.030671267660318004	0.199529155966226	69.62064399982981	0.023046539098841003	26.49896926584474	0.259107017220507	34.260197636805046	2.407834720184206	0.15908412333851601	0.35841653940331303	16.740054536264584	17.345995190185892	0.509695284879775	42.96485568709366
1015.0.	19.154417568046384	2.411992039528405	0.22971539855786702	2.5733663557775213	275.36722432355975	72.58670667928455	241.4725036763832	51.71920751471162	2.371421912306401	0.030665895480944002	0.19949496142155101	69.25622909220108	0.022946280507845	26.499755312358875	0.257807544444915	34.312867002748064	2.4227913432467822	0.158842545116074	0.35791940068758105	16.69484728161141	17.2925436744931	0.5073595777433291	42.77511524877543
1029.0.5.0	19.171682775869154	2.399753738173134	0.228547837993568	2.573952474697199	275.97357080419596	72.73419571976976	241.55222632298393	51.70067195356794	2.384058124414687	0.030660687259174	0.19946180383595002	68.89372144007228	0.022848461080868	26.50052550191608	0.25654848211198	34.36541419636957	2.43772177956908	0.15860569025985802	0.357431686368955	16.650560424608987	17.240207656440138	0.505076550418848	42.58956961304188
1044.0.	19.188033355624142	2.387810519708292	0.227408447980591	2.5745242131479102	276.5683554018453	72.87888431414554	241.63032038891473	51.682511001146594	2.3965143136702682	0.030655636582201003	0.19942964292016602	68.53311106138801	0.022753003212112002	26.501280203036234	0.255328586423612	34.41784026346402	2.452626073387704	0.15837344846193302	0.35695318669158904	16.60717130985091	17.18895870651608	0.5028447185511811	42.40810383436281
1058.0.5.0	19.203479641880392	2.376153102625608	0.22629634170873303	2.575082008205889	277.1518564318111	73.0208396974283	241.70682617149083	51.664715532072165	2.408792942170589	0.030650737344604002	0.19939844030400503	68.17438802633508	0.022659832470758003	26.502019775142053	0.254146668711632	34.47014613386365	2.4675042450164852	0.15814571258302101	0.35648369754791104	16.564657968703372	17.13876929273335	0.5006626500204261	42.23060687528793
