time	RasGTP_Golgi_GM	CAPRI_cyt	serca	PIP_PM	PI_PM	Shc_PM	CaCAPRI_PM_PM	RactCa	Shc_star_PM	EGFR_PM	PLC_act_PM	RasGTP_pal_cyt	PLC_PM	PIP2_PM	Activated_EGFR_PM	Ca	Ract	Rinh	RinhCa	IP3	RasGDP_Golgi_GM	Ca_RasGRP_GM_GM	DAG_GM_GM	RasGRP_DAG_GM	CaCAPRI_cyt	DAG_PM	RasGTP_depal_cyt	RasGDP_depal_cyt	RasGDP_pal_cyt	Ca_PLCe_cyt	Ras_CaPLCe_GM	Ca_ER	Sos_cyt	Grb2_cyt	PLCe_cyt	buffer_cyt	ca_buffer_cyt	SosGrb2_cyt	SGS_PM	RasGTP_PM	RasGDP_PM	RasGRP_cyt	CaRasGRP1_cyt	alues[Rate_PIP2Synbasal_PIP2_synthesis	alues[Rate_PIP2SynStim_PIP2_synthesis	alues[Vmax_Shc_phosphorylation	alues[Vmax_RasGRP_DAG_GEF	alues[Vmax_CAPRI_GAP	alues[Vmax_CaRasGRP_act_RasGM	alues[Ratebasal_PIPsyn_PIP_synthesis	alues[Ratestim_PIPsyn_PIP_synthesis	alues[Koff_reaction2	alues[Vmax_EGF_act_PLCgamma	alues[Kr_Ca_binds_IP3R	alues[Vmax_Sos_act_RasPM	nnamed: 5
18000	657.209	24.5975	45	8.58869e-08	2.4900900000000002e-06	186.0	4.92866	8.097710000000001	9.67552e-07	2.0659299999999997e-05	3.6198e-06	0.05187719999999999	100.0	0.165523	1.2261500000000001e-05	302.569	3.22229	2.0326299999999997	9.28737	2317.49	14.5007	0.000253865	94243.6	595.023	2.4725599999999996	148786.0	32.6164	2.71823	13.3513	4.877330000000001	79.8689	87572.1	80.5931	501.99300000000005	3.2347	34.2724	86.1276	100.007	0.000145746	0.20171	264.392	0.760167	0.07641339999999999	0.0449135	0.0	2.45229e-06	29.7511	49.2866	2.5386500000000002e-06	0.00149748	0.0	0.231	3.67844e-06	200	2.9149200000000004e-06	
18600	659.6339999999999	24.5949	45	3.49718e-08	1.01393e-06	186.0	4.930969999999999	8.09903	6.18826e-07	1.3213199999999999e-05	2.3151499999999998e-06	0.052064099999999995	100.0	0.16518	7.842180000000001e-06	302.742	3.22097	2.0316799999999997	9.28832	2323.6	14.5111	0.00025336	94492.3	595.065	2.47372	148786.0	32.7393	2.7176	13.3322	4.87221	80.0796	87556.2	80.5931	501.99300000000005	3.22945	34.2584	86.1416	100.007	9.321629999999999e-05	0.20235699999999998	264.01099999999997	0.75822	0.0762612	0.0449135	0.0	1.56844e-06	29.7533	49.3097	2.5336e-06	0.00149748	0.0	0.231	2.35265e-06	200	1.8643299999999999e-06	
19200	661.788	24.5927	45	1.4239899999999998e-08	4.1285400000000005e-07	186.0	4.933	8.10019	3.95789e-07	8.45091e-06	1.48072e-06	0.052230200000000004	100.0	0.164961	5.01569e-06	302.894	3.21981	2.03084	9.28916	2329.02	14.5202	0.000252913	94712.8	595.1030000000001	2.47474	148786.0	32.8484	2.7170400000000003	13.3153	4.86766	80.2662	87542.3	80.5931	501.99300000000005	3.2248200000000002	34.246	86.154	100.007	5.96192e-05	0.202934	263.673	0.7565029999999999	0.07612680000000001	0.0449135	0.0	1.00314e-06	29.7551	49.33	2.5291299999999996e-06	0.00149748	0.0	0.231	1.50471e-06	200	1.19238e-06	
19800	663.702	24.5907	45	5.79828e-09	1.68108e-07	186.0	4.9348	8.10121	2.53138e-07	5.40503e-06	9.47037e-07	0.0523778	100.0	0.164821	3.2079300000000002e-06	303.029	3.2187900000000003	2.03009	9.28991	2333.82	14.5283	0.00025251900000000004	94908.2	595.136	2.4756400000000003	148786.0	32.9454	2.71654	13.3002	4.863630000000001	80.4317	87529.9	80.5931	501.99300000000005	3.22071	34.2351	86.1649	100.007	3.81312e-05	0.203447	263.373	0.754987	0.0760081	0.0449136	0.0	6.415860000000001e-07	29.7568	49.348	2.52519e-06	0.00149748	0.0	0.231	9.6238e-07	200	7.62624e-07	
20400	665.403	24.5889	45	2.3609699999999996e-09	6.84508e-08	186.0	4.93639	8.10212	1.6190200000000002e-07	3.45694e-06	6.05705e-07	0.052509	100.0	0.164731	2.05173e-06	303.14799999999997	3.21788	2.02944	9.290560000000001	2338.08	14.5354	0.00025217	95081.5	595.1659999999999	2.47643	148786.0	33.0316	2.7161	13.2869	4.86005	80.5785	87519.0	80.5931	501.99300000000005	3.2170799999999997	34.2255	86.1745	100.007	2.43879e-05	0.203905	263.106	0.753648	0.0759031	0.0449136	0.0	4.1034500000000004e-07	29.7583	49.3639	2.5217e-06	0.00149748	0.0	0.231	6.15518e-07	200	4.87759e-07	
21000	666.914	24.5873	45	9.613489999999999e-10	2.78721e-08	186.0	4.9378	8.10292	1.0354900000000001e-07	2.2109900000000002e-06	3.8739600000000004e-07	0.052625599999999995	100.0	0.164674	1.31224e-06	303.254	3.2170799999999997	2.02886	9.291139999999999	2341.86	14.5417	0.000251861	95235.2	595.191	2.4771400000000003	148786.0	33.1081	2.71571	13.275	4.85687	80.7086	87509.4	80.5931	501.99300000000005	3.21385	34.217	86.18299999999999	100.007	1.5598e-05	0.204311	262.869	0.752464	0.0758101	0.0449136	0.0	2.62448e-07	29.7596	49.378	2.5186099999999998e-06	0.00149748	0.0	0.231	3.9367199999999995e-07	200	3.1196e-07	
21600	668.2560000000001	24.5859	45	3.9144599999999994e-10	1.13491e-08	186.0	4.93904	8.10363	6.62278e-08	1.4141e-06	2.4777e-07	0.05272919999999999	100.0	0.16463699999999998	8.392820000000001e-07	303.347	3.21637	2.02835	9.29165	2345.21	14.5473	0.000251588	95371.6	595.214	2.47776	148786.0	33.1762	2.71535	13.2645	4.85405	80.8241	87500.8	80.5931	501.99300000000005	3.2110000000000003	34.2095	86.1905	100.007	9.976160000000002e-06	0.204673	262.659	0.751417	0.0757279	0.0449136	0.0	1.67856e-07	29.7607	49.3904	2.5158799999999998e-06	0.00149748	0.0	0.231	2.51785e-07	200	1.99523e-07	
22200	669.449	24.5847	45	1.59391e-10	4.62117e-09	186.0	4.94014	8.10425	4.2357899999999996e-08	9.0443e-07	1.58469e-07	0.05282130000000001	100.0	0.164614	5.36787e-07	303.43	3.21575	2.0279	9.2921	2348.19	14.5523	0.000251346	95492.6	595.235	2.47831	148786.0	33.2366	2.71504	13.2551	4.85154	80.9266	87493.3	80.5931	501.99300000000005	3.20847	34.2028	86.1972	100.007	6.3805399999999996e-06	0.20499499999999998	262.472	0.750491	0.0756551	0.0449136	0.0	1.07357e-07	29.7617	49.4014	2.51346e-06	0.00149748	0.0	0.231	1.6103600000000001e-07	200	1.2761100000000002e-07	
22800	670.5089999999999	24.5836	45	6.49014e-11	1.88167e-09	186.0	4.94111	8.10481	2.70912e-08	5.784539999999999e-07	1.0135300000000001e-07	0.052903099999999995	100.0	0.164599	3.4331800000000003e-07	303.503	3.21519	2.0274900000000002	9.29251	2350.83	14.5567	0.000251131	95600.0	595.253	2.4788	148786.0	33.2903	2.71476	13.2468	4.84931	81.0175	87486.6	80.5931	501.99300000000005	3.20622	34.1969	86.2031	100.007	4.08086e-06	0.205281	262.306	0.74967	0.07559049999999999	0.0449136	0.0	6.86636e-08	29.7626	49.4111	2.51131e-06	0.00149748	0.0	0.231	1.02995e-07	200	8.16173e-08	
23400	671.451	24.5827	45	2.64268e-11	7.661849999999999e-10	186.0	4.94198	8.1053	1.7327e-08	3.69967e-07	6.48235e-08	0.0529759	100.0	0.164589	2.1957899999999998e-07	303.567	3.2147	2.02714	9.292860000000001	2353.17	14.5606	0.00025094099999999997	95695.3	595.269	2.47923	148786.0	33.338	2.7145099999999998	13.2394	4.84733	81.0983	87480.6	80.5931	501.99300000000005	3.20423	34.1917	86.2083	100.007	2.61003e-06	0.205535	262.158	0.748943	0.07553330000000001	0.0449136	0.0	4.3915800000000003e-08	29.7634	49.4198	2.50941e-06	0.00149748	0.0	0.231	6.58737e-08	200	5.2200699999999996e-08	
24000	672.288	24.5818	45	1.07606e-11	3.1197800000000003e-10	186.0	4.942740000000001	8.105739999999999	1.1082000000000001e-08	2.36623e-07	4.145969999999999e-08	0.0530405	100.0	0.16458299999999998	1.40438e-07	303.625	3.21426	2.0268200000000003	9.29318	2355.25	14.5641	0.000250773	95780.0	595.283	2.47962	148786.0	33.3805	2.71429	13.2328	4.84558	81.1699	87475.4	80.5931	501.99300000000005	3.20246	34.187	86.213	100.007	1.6693200000000002e-06	0.205761	262.027	0.7482989999999999	0.0754826	0.0449136	0.0	2.8087599999999998e-08	29.7641	49.4274	2.50773e-06	0.00149748	0.0	0.231	4.2131400000000004e-08	200	3.33865e-08	
24600	673.0319999999999	24.5811	45	4.38154e-12	1.27033e-10	186.0	4.94342	8.106119999999999	7.0877999999999995e-09	1.51339e-07	2.6516799999999998e-08	0.0530979	100.0	0.164579	8.98213e-08	303.676	3.21388	2.02655	9.29345	2357.1	14.5671	0.000250624	95855.1	595.295	2.4799599999999997	148786.0	33.4181	2.71409	13.227	4.8440199999999995	81.2336	87470.7	80.5931	501.99300000000005	3.2008900000000002	34.1829	86.2171	100.007	1.0676600000000001e-06	0.20596199999999998	261.91	0.747728	0.0754377	0.0449136	0.0	1.79643e-08	29.7648	49.4342	2.50624e-06	0.00149748	0.0	0.231	2.69464e-08	200	2.1353299999999996e-08	
25200	673.693	24.5804	45	1.7840900000000001e-12	5.17258e-11	186.0	4.94402	8.10646	4.53321e-09	9.67934e-08	1.69596e-08	0.053149	100.0	0.164577	5.74478e-08	303.721	3.21354	2.0263	9.2937	2358.74	14.5699	0.000250491	95921.9	595.306	2.48026	148786.0	33.4516	2.71392	13.2218	4.842630000000001	81.2901	87466.6	80.5931	501.99300000000005	3.1995	34.1793	86.2207	100.007	6.82856e-07	0.206141	261.806	0.747222	0.0753978	0.0449136	0.0	1.14896e-08	29.7653	49.4402	2.50491e-06	0.00149748	0.0	0.231	1.72343e-08	200	1.36571e-08	
25800	674.2810000000001	24.5798	45	7.26456e-13	2.10619e-11	186.0	4.94456	8.10677	2.89935e-09	6.19071e-08	1.0847e-08	0.053194399999999996	100.0	0.164575	3.67424e-08	303.76099999999997	3.21323	2.02608	9.29392	2360.2	14.5723	0.00025037299999999997	95981.2	595.316	2.4805200000000003	148786.0	33.4814	2.7137599999999997	13.2172	4.8414	81.3403	87462.9	80.5931	501.99300000000005	3.19826	34.1761	86.2239	100.007	4.3674e-07	0.20629899999999998	261.714	0.7467729999999999	0.0753624	0.0449136	0.0	7.34848e-09	29.7658	49.4456	2.50373e-06	0.00149748	0.0	0.231	1.10227e-08	200	8.734809999999999e-09	
26400	674.803	24.5793	45	2.95802e-13	8.57609e-12	186.0	4.94503	8.10704	1.85436e-09	3.95945e-08	6.93751e-09	0.053234699999999996	100.0	0.164574	2.34997e-08	303.797	3.21296	2.02588	9.29412	2361.49	14.5744	0.000250269	96033.8	595.325	2.48076	148786.0	33.5079	2.7136299999999998	13.2131	4.8403	81.3849	87459.7	80.5931	501.99300000000005	3.19716	34.1732	86.2268	100.007	2.7933000000000005e-07	0.20644	261.632	0.746374	0.075331	0.0449136	0.0	4.69994e-09	29.7663	49.4503	2.50269e-06	0.00149748	0.0	0.231	7.0499e-09	200	5.5866000000000005e-09	
27000	675.2669999999999	24.5788	45	1.20446e-13	3.49205e-12	186.0	4.94545	8.107280000000001	1.18601e-09	2.5323799999999998e-08	4.43709e-09	0.053270500000000005	100.0	0.164574	1.50299e-08	303.828	3.21272	2.0257099999999997	9.29429	2362.64	14.5763	0.000250176	96080.6	595.3330000000001	2.48097	148786.0	33.5314	2.7135	13.2094	4.83933	81.4245	87456.8	80.5931	501.99300000000005	3.19619	34.1707	86.2293	100.007	1.78654e-07	0.20656599999999997	261.56	0.746021	0.07530310000000001	0.0449136	0.0	3.0059799999999996e-09	29.7666	49.4545	2.50176e-06	0.00149748	0.0	0.231	4.50897e-09	200	3.5730700000000004e-09	
27600	675.679	24.5784	45	4.9043699999999995e-14	1.42191e-12	186.0	4.945819999999999	8.107489999999999	7.58548e-10	1.61966e-08	2.8378700000000003e-09	0.053302300000000004	100.0	0.164573	9.612809999999999e-09	303.856	3.21251	2.02556	9.29444	2363.66	14.578	0.000250094	96122.1	595.34	2.48116	148786.0	33.5523	2.71339	13.2062	4.8384599999999995	81.4596	87454.2	80.5931	501.99300000000005	3.19532	34.1684	86.2316	100.007	1.14263e-07	0.206677	261.495	0.745707	0.0752784	0.0449136	0.0	1.92256e-09	29.767	49.4582	2.5009400000000003e-06	0.00149748	0.0	0.231	2.8838400000000002e-09	200	2.2852600000000004e-09	
28200	676.046	24.578000000000003	45	1.9969799999999997e-14	5.7898e-13	186.0	4.94616	8.10768	4.85151e-10	1.0359e-08	1.81504e-09	0.053330600000000006	100.0	0.164573	6.14815e-09	303.881	3.21232	2.02542	9.29458	2364.57	14.5795	0.000250021	96159.0	595.346	2.48132	148786.0	33.5708	2.7133	13.2033	4.8377	81.4909	87451.9	80.5931	501.99300000000005	3.19456	34.1664	86.2336	100.007	7.30803e-08	0.20677600000000002	261.438	0.745428	0.0752564	0.0449136	0.0	1.2296300000000002e-09	29.7673	49.4616	2.50021e-06	0.00149748	0.0	0.231	1.84445e-09	200	1.4616099999999999e-09	
28800	676.3710000000001	24.5777	45	8.13142e-15	2.3575199999999997e-13	186.0	4.94645	8.10784	3.10293e-10	6.62539e-09	1.1608599999999999e-09	0.0533558	100.0	0.164573	3.93223e-09	303.903	3.21216	2.0253	9.2947	2365.37	14.5809	0.00024995599999999996	96191.8	595.351	2.4814700000000003	148786.0	33.5873	2.7132099999999997	13.2007	4.83701	81.5187	87449.9	80.5931	501.99300000000005	3.19387	34.1646	86.2354	100.007	4.67406e-08	0.206864	261.387	0.7451810000000001	0.0752369	0.0449136	0.0	7.864460000000001e-10	29.7676	49.4645	2.49956e-06	0.00149748	0.0	0.231	1.1796700000000001e-09	200	9.34812e-10	
29400	676.6610000000001	24.5774	45	3.31099e-15	9.599460000000001e-14	186.0	4.9467099999999995	8.10799	1.98457e-10	4.23746e-09	7.42463e-10	0.0533781	100.0	0.164573	2.5149699999999996e-09	303.923	3.21201	2.0251900000000003	9.29481	2366.09	14.5821	0.00024989900000000004	96220.9	595.356	2.4816	148786.0	33.602	2.71313	13.1985	4.83641	81.5433	87448.1	80.5931	501.99300000000005	3.19327	34.1631	86.2369	100.007	2.98943e-08	0.20694200000000001	261.341	0.744961	0.07521950000000001	0.0449136	0.0	5.02994e-10	29.7678	49.4671	2.49899e-06	0.00149748	0.0	0.231	7.54492e-10	200	5.97886e-10	
30000	676.918	24.5771	45	1.34819e-15	3.90875e-14	186.0	4.946940000000001	8.10812	1.26929e-10	2.71019e-09	4.748640000000001e-10	0.053398	100.0	0.164572	1.60852e-09	303.94	3.21188	2.0251	9.2949	2366.73	14.5831	0.000249848	96246.8	595.36	2.48172	148786.0	33.615	2.71306	13.1965	4.83587	81.5652	87446.5	80.5931	501.99300000000005	3.19273	34.1617	86.2383	100.007	1.91198e-08	0.207012	261.301	0.744766	0.07520419999999998	0.0449136	0.0	3.21705e-10	29.768	49.4694	2.4984799999999998e-06	0.00149748	0.0	0.231	4.82557e-10	200	3.82396e-10	
