# Time	[Cdiff]	[Commensal_Beneficial]	[Commensal_Dead]	[tDC_LP]	[tDC_MLN]	[Commensal_Harmful]	[N_Lum]	[E]	[E_d]	[E_i]	[M_LP]	[eDC_LP]	[Th17_LP]	[Th1_LP]	[iTreg_LP]	[eDC_MLN]	[iTreg_MLN]	[Th17_MLN]	[Th1_MLN]	
42	-5.24374e-65	2.6714e+10	2.4646e+06	1.60206e-38	1.16336e-39	2.55157e+08	-5.42779e-07	1.0525e+06	-1.67627e-06	3.63701e-31	-6.36369e-05	1.23647e-52	3.90109e-32	1.8532e-14	0.000696803	6.16529e-55	3.37239e-38	1.27143e-33	6.41092e-23	
43.4	-7.55458e-81	2.67144e+10	1.73771e+06	9.67016e-41	7.02214e-42	2.2824e+08	-2.66907e-07	1.0525e+06	-8.24306e-07	1.09828e-32	-3.12935e-05	4.29673e-61	1.16909e-33	4.60168e-15	0.000342653	2.14244e-63	2.04559e-40	3.81504e-35	8.31439e-24	
44.8	6.96683e-99	2.67147e+10	1.22521e+06	5.837e-43	4.23863e-44	2.04162e+08	-1.3125e-07	1.0525e+06	-4.05353e-07	3.31653e-34	-1.53886e-05	-2.6633e-69	3.48464e-35	1.14264e-15	0.0001685	-1.32798e-71	1.23519e-42	1.14474e-36	1.0783e-24	
46.2	-8.79472e-117	2.6715e+10	863853	3.52327e-45	2.55848e-46	1.82625e+08	-6.45417e-08	1.0525e+06	-1.99332e-07	1.0015e-35	-7.56733e-06	-5.30324e-77	2.09697e-36	2.83728e-16	8.28598e-05	-2.64431e-79	7.45594e-45	3.43489e-38	1.39846e-25	
47.6	4.52186e-136	2.67151e+10	609075	2.12668e-47	1.54432e-48	1.63359e+08	-3.17382e-08	1.0525e+06	-9.80217e-08	3.02428e-37	-3.72124e-06	-4.13632e-85	3.37715e-37	7.04524e-17	4.07463e-05	-2.06246e-87	4.50049e-47	1.03067e-39	1.81368e-26	
49	-1.0042e-155	2.67152e+10	429439	1.28368e-49	9.32166e-51	1.46126e+08	-1.56072e-08	1.0525e+06	-4.82022e-08	9.13254e-39	-1.82992e-06	-1.62626e-93	2.11895e-37	1.7494e-17	2.0037e-05	-8.10889e-96	2.71654e-49	3.09261e-41	2.35218e-27	
50.4	7.16315e-177	2.67153e+10	302784	7.74843e-52	5.62664e-53	1.30711e+08	-7.67483e-09	1.0525e+06	-2.37034e-08	2.75779e-40	-8.99864e-07	1.35242e-102	-6.2161e-39	4.34392e-18	9.85321e-06	6.74348e-105	1.63973e-51	9.27965e-43	3.05057e-28	
51.8	-3.34956e-197	2.67154e+10	213483	4.67702e-54	3.3963e-55	1.16922e+08	-3.77409e-09	1.0525e+06	-1.16562e-08	8.3278e-42	-4.42508e-07	1.05792e-109	-3.50365e-39	1.07864e-18	4.84532e-06	5.27503e-112	9.89755e-54	2.78444e-44	3.95631e-29	
53.2	-9.05579e-218	2.67154e+10	150520	2.8231e-56	2.05004e-57	1.04588e+08	-1.85591e-09	1.0525e+06	-5.73193e-09	2.51478e-43	-2.17604e-07	9.77999e-118	-1.89718e-39	2.67836e-19	2.38269e-06	4.87652e-120	5.97425e-56	8.35496e-46	5.13099e-30	
54.6	-2.55826e-239	2.67154e+10	106127	1.70405e-58	1.23742e-59	9.35546e+07	-9.12642e-10	1.0525e+06	-2.81868e-09	7.59398e-45	-1.07007e-07	3.97765e-126	-8.51983e-39	6.65061e-20	1.17169e-06	1.98334e-128	3.60612e-58	2.50698e-47	6.65443e-31	
56	2.55635e-259	2.67154e+10	74826.7	1.02858e-60	7.46919e-62	8.36853e+07	-4.48792e-10	1.0525e+06	-1.38609e-09	2.29318e-46	-5.26205e-08	-1.26282e-134	2.1984e-40	1.65141e-20	5.76178e-07	-6.29669e-137	2.17669e-60	7.52242e-49	8.63021e-32	
57.4	5.23316e-282	2.67155e+10	52757.9	6.2086e-63	4.50847e-64	7.48572e+07	-2.20693e-10	1.0525e+06	-6.81608e-10	6.92481e-48	-2.58762e-08	-3.04045e-142	-6.75357e-39	4.10061e-21	2.83336e-07	-1.51603e-144	1.31387e-62	2.25717e-50	1.11926e-32	
58.8	-2.60695e-303	2.67155e+10	37197.9	3.74757e-65	2.72136e-66	6.69603e+07	-1.08526e-10	1.0525e+06	-3.35181e-10	2.09111e-49	-1.27246e-08	-2.48604e-150	-4.28807e-40	1.01822e-21	1.3933e-07	-1.2396e-152	7.93063e-65	6.77283e-52	1.45158e-33	
60.2	-6.04242e-321	2.67155e+10	26227	2.26207e-67	1.64264e-68	5.98965e+07	-5.33677e-11	1.0525e+06	-1.64825e-10	6.31461e-51	-6.25733e-09	-1.22827e-158	-4.69487e-40	2.52833e-22	6.85157e-08	-6.1244e-161	4.787e-67	2.03225e-53	1.88257e-34	
61.6	1.44366e-320	2.67155e+10	18491.8	1.36541e-69	9.91511e-71	5.35779e+07	-2.62436e-11	1.0525e+06	-8.10529e-11	1.90685e-52	-3.07705e-09	1.91189e-167	-1.45538e-40	6.27809e-23	3.36926e-08	9.5331e-170	2.88948e-69	6.09794e-55	2.44153e-35	
63	5.63729e-321	2.67155e+10	13038	8.24172e-72	5.98485e-73	4.79259e+07	-1.29053e-11	1.0525e+06	-3.98578e-11	5.75819e-54	-1.51314e-09	9.28846e-175	-2.62821e-41	1.55891e-23	1.65684e-08	4.63143e-177	1.74412e-71	1.82974e-56	3.16644e-36	
64.4	-3.6462e-321	2.67155e+10	9192.68	4.97478e-74	3.61251e-75	4.28701e+07	-6.34618e-12	1.0525e+06	-1.96001e-11	1.73882e-55	-7.44086e-10	8.79827e-183	5.34343e-41	3.87092e-24	8.1475e-09	4.38701e-185	1.05277e-73	5.4903e-58	4.10659e-37	
65.8	-8.57698e-321	2.67155e+10	6481.46	3.00282e-76	2.18055e-77	3.83476e+07	-3.12073e-12	1.0525e+06	-9.63835e-12	5.25079e-57	-3.65905e-10	4.42159e-191	1.36919e-41	9.61185e-25	4.00654e-09	2.2047e-193	6.35459e-76	1.64741e-59	5.32589e-38	
67.2	5.08888e-321	2.67155e+10	4569.87	1.81253e-78	1.3162e-79	3.43022e+07	-1.53462e-12	1.0525e+06	-4.73966e-12	1.5856e-58	-1.79934e-10	5.87139e-200	-2.77937e-42	2.38671e-25	1.97021e-09	2.9276e-202	3.83569e-78	4.94321e-61	6.9072e-39	
68.6	-7.79636e-321	2.67155e+10	3222.07	1.09406e-80	7.9447e-82	3.06836e+07	-7.54651e-13	1.0525e+06	-2.33073e-12	4.7881e-60	-8.84825e-11	-1.73085e-207	3.67152e-43	5.92643e-26	9.68854e-10	-8.63041e-210	2.31526e-80	1.48325e-62	8.95802e-40	
70	-2.70254e-321	2.67155e+10	2271.78	6.60386e-83	4.7955e-84	2.74468e+07	-3.711e-13	1.0525e+06	-1.14614e-12	1.44588e-61	-4.35113e-11	-2.09721e-215	-5.5574e-43	1.47159e-26	4.76434e-10	-1.04572e-217	1.39751e-82	4.45063e-64	1.16178e-40	
