time	Wnt{default}	Complex_br_(Wnt/Frizzled)	Frizzled	Complex_br_(Frizzled/Wnt/_br_LRP5/6)	LRP5/6	Casein Kinase 1	Casein Kinase 2	ATP	ADP	Glycogen Synthase Kinase-3_Beta_	Diversin	Complex_br_(Ebi/Siah-1)	Complex_br_(Siah-1/Ebi)	FRAT	Complex_br_(Dishevelled/Beta-Arrestin/_br_Frodo)	Complex_br_(Axin/PP2A/_br_Adenomatous Polyposis Coli)	Complex_br_(Adenomatous Polyposis Coli/Axin/_br_Diversin/Casein Kinase 1/_br_Glycogen Synthase Kinase-3_Beta_/PP2A)	Complex_br_(Adenomatous Polyposis Coli/Axin/_br_PP2A)	Pygo	CBP	SWI/SNF	Bcl9	Wnt Target Genes	Complex_br_(TCF/Smad4)	"Wnt{""Cell Membrane""}"	"_Beta_-Catenin{""Plasma Membrane""}"	Complex_br_(Adenomatous Polyposis Coli/Axin/_br__Beta_-Catenin/PP2A)	Complex_br_(Adenomatous Polyposis Coli/Axin/_br_Diversin/_Beta_-Catenin/_br_PP2A)	Complex_br_(Adenomatous Polyposis Coli/Axin/_br_PP2A/_Beta_-Catenin/_br_Siah-1/Ebi)	_Beta_-Catenin{Nucleus}	Complex_br_(TCF/Smad4/_br__Beta_-Catenin)	Complex_br_(TCF/_Beta_-Catenin/_br_Smad4/Bcl9)	Complex_br_(Bcl9/_Beta_-Catenin/_br_TCF/Smad4/_br_Pygo)	Complex_br_(_Beta_-Catenin/TCF/_br_Smad4/Bcl9/_br_Pygo/SWI/_br_SNF)	Complex_br_(Adenomatous Polyposis Coli/_Beta_-Catenin/_br_Axin/PP2A/_br_Diversin/Casein Kinase 1)	Complex_br_(Adenomatous Polyposis Coli/_Beta_-Catenin/_br_Glycogen Synthase Kinase-3_Beta_/Axin/_br_PP2A/Diversin/_br_Casein Kinase 1)	Ubiquitin	_Beta_-Catenin_2	_Beta_-Catenin_3	Complex_br_(Adenomatous Polyposis Coli/_Beta_-Catenin/_br_Siah-1/Ebi/_br_Axin/PP2A)	Complex_br_(Adenomatous Polyposis Coli/_Beta_-Catenin/_br_Axin/PP2A)	Complex_br_(Dishevelled/Beta-Arrestin/_br_Frodo)_2	Complex_br_(Dishevelled/Beta-Arrestin/_br_Frodo/Casein Kinase 2)	Complex_br_(Dishevelled/Casein Kinase 2/_br_Beta-Arrestin/Frodo/_br_FRAT)	_beta_TrCP	Complex_br_(Adenomatous Polyposis Coli/Axin/_br_PP2A/Diversin/_br_Casein Kinase 1/_Beta_-Catenin/_br__beta_TrCP/Glycogen Synthase Kinase-3_Beta_)	Complex_br_(Adenomatous Polyposis Coli/Axin/_br_PP2A/Diversin/_br_Casein Kinase 1/_Beta_-Catenin/_br__beta_TrCP/Glycogen Synthase Kinase-3_Beta_)_2	Complex_br_(_beta_TrCP/_Beta_-Catenin)	6 bromoindirubin 3'oxime	Complex_br_(Bcl9/Pygo/../Smad4)	nnamed: 5
800	1.24138	0.809357	0.681921	1.50872	1.49128	0.060737400000000004	2.3109599999999997	0.705512	0.294488	0.0858671	0.731111	1.7779599999999998	0.9254629999999999	2.62433	1.87756	2.1546	0.07453739999999999	0.9254629999999999	0.00349386	0.00817214	0.00696326	0.00102437	1.9918200000000001	0.655133	1.44054	0.101725	0.354471	0.161973	0.29658	0.708006	1.34589	0.00246948	0.0034694	0.00120888	0.41853900000000005	3.7931	4.29369e-47	2.2058299999999997e-48	4.57661e-47	7.58096e-47	1.3366499999999998e-46	1.37266	0.313372	0.289802	1.17926	0.820742	8.25746e-48	1.0017799999999999e-47	0.5	3.14927e-06	
840	1.24138	0.809357	0.681921	1.50872	1.49128	0.060737400000000004	2.3109599999999997	0.705512	0.294488	0.0858671	0.731112	1.7779599999999998	0.9254629999999999	2.62433	1.87756	2.1546	0.07453739999999999	0.9254629999999999	0.00343011	0.00793108	0.00678807	0.00100568	1.99207	0.655129	1.44054	0.101725	0.35447	0.161973	0.29658	0.708004	1.34588	0.00242443	0.00335796	0.00114301	0.418538	3.7931	2.2510799999999997e-49	1.1564099999999998e-50	2.39937e-49	3.9744600000000004e-49	7.00762e-49	1.37266	0.313372	0.289802	1.17926	0.820742	4.3292e-50	5.25187e-50	0.5	2.8897199999999998e-06	
880	1.24138	0.809357	0.681921	1.50872	1.49128	0.060737400000000004	2.3109599999999997	0.7055130000000001	0.294487	0.0858671	0.731113	1.7779599999999998	0.9254629999999999	2.62433	1.87756	2.1546	0.07453739999999999	0.9254629999999999	0.00337071	0.007709399999999999	0.00662578	0.000988262	1.9922900000000001	0.6551239999999999	1.44054	0.101724	0.354469	0.161973	0.296579	0.708001	1.34586	0.00238245	0.00325507	0.00108362	0.418538	3.7931	1.2237499999999999e-51	6.28743e-53	1.3043599999999998e-51	2.1606199999999997e-51	3.8095299999999997e-51	1.37267	0.313372	0.289802	1.17926	0.820742	2.3535e-52	2.8554299999999992e-52	0.5	2.6628899999999997e-06	
920	1.24138	0.809357	0.681921	1.50872	1.49128	0.060737400000000004	2.3109599999999997	0.7055130000000001	0.294487	0.0858671	0.731113	1.7779599999999998	0.9254629999999999	2.62433	1.87756	2.1546	0.07453739999999999	0.9254629999999999	0.00331518	0.00750472	0.00647491	0.0009719780000000001	1.99249	0.65512	1.44054	0.101724	0.354468	0.161973	0.296579	0.7079989999999999	1.34585	0.0023431999999999997	0.00315973	0.00102981	0.418538	3.7931	5.10216e-53	2.62117e-54	5.4383299999999995e-53	9.00837e-53	1.5883199999999998e-52	1.37267	0.313372	0.289802	1.17926	0.820742	9.812289999999998e-54	1.19041e-53	0.5	2.46338e-06	
960	1.24138	0.809357	0.681921	1.50872	1.49128	0.060737400000000004	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731114	1.7779599999999998	0.9254629999999999	2.62433	1.87756	2.15461	0.07453739999999999	0.9254629999999999	0.00326309	0.00731502	0.00633418	0.000956704	1.99268	0.655116	1.44054	0.101724	0.354468	0.161973	0.296578	0.7079979999999999	1.34584	0.00230638	0.00307109	0.000980845	0.418537	3.7931	3.2279400000000005e-54	1.6590599999999996e-55	3.441780000000001e-54	5.700850000000001e-54	1.0051799999999999e-53	1.37267	0.313372	0.289802	1.17926	0.820742	6.20759e-55	7.534229999999999e-55	0.5	2.28688e-06	
1000	1.24138	0.809357	0.681921	1.50872	1.49128	0.060737400000000004	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731114	1.7779599999999998	0.9254629999999999	2.62433	1.87756	2.15461	0.07453739999999999	0.9254629999999999	0.00321408	0.00713863	0.00620252	0.0009423360000000001	1.9928599999999999	0.6551130000000001	1.44054	0.101724	0.35446700000000003	0.161972	0.296578	0.707996	1.3458299999999999	0.00227175	0.00298843	0.000936113	0.418537	3.7931	2.91752e-55	1.4948700000000001e-56	3.10633e-55	5.1464e-55	9.07307e-55	1.37267	0.313372	0.289802	1.17926	0.820742	5.61109e-56	6.790939999999998e-56	0.5	2.12989e-06	
1040	1.24138	0.809357	0.681921	1.50872	1.49128	0.060737400000000004	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731115	1.7779599999999998	0.9254629999999999	2.62433	1.87756	2.15461	0.07453739999999999	0.9254629999999999	0.00316786	0.0069741	0.006079	0.0009287830000000001	1.99302	0.655109	1.44054	0.10172300000000001	0.354466	0.161972	0.296577	0.707994	1.34582	0.00223908	0.00291114	0.000895097	0.41853599999999996	3.7931	2.5043799999999997e-56	1.28834e-57	2.66958e-56	4.42199e-56	7.7967499999999995e-56	1.37267	0.313372	0.289802	1.17926	0.820742	4.81674e-57	5.85025e-57	0.5	1.98958e-06	
1080	1.24138	0.809357	0.681921	1.50872	1.49128	0.060737400000000004	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731115	1.7779599999999998	0.9254629999999999	2.62433	1.87756	2.15461	0.07453739999999999	0.9254629999999999	0.00312416	0.00682018	0.00596282	0.000915969	1.99318	0.6551060000000001	1.44054	0.10172300000000001	0.354466	0.161972	0.296577	0.707993	1.34581	0.00220819	0.00283866	0.0008573610000000001	0.41853599999999996	3.7931	2.24336e-57	1.1586799999999999e-58	2.3946100000000003e-57	3.96564e-57	6.992979999999999e-57	1.37267	0.313372	0.289802	1.17926	0.820742	4.3147299999999996e-58	5.2592699999999995e-58	0.5	1.8636e-06	
1120	1.24138	0.809357	0.681921	1.50872	1.49128	0.060737400000000004	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731116	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15461	0.07453739999999999	0.9254629999999999	0.00308274	0.00667583	0.00585329	0.000903826	1.99332	0.655103	1.44054	0.10172300000000001	0.35446500000000003	0.161972	0.296577	0.707991	1.3458	0.00217892	0.00277055	0.000822534	0.41853599999999996	3.7931	-1.7938499999999998e-59	-8.311629999999997e-61	-1.8651499999999998e-59	-3.1021699999999994e-59	-5.457369999999999e-59	1.37267	0.313372	0.289802	1.17926	0.820742	-3.4426999999999996e-60	-3.8169999999999993e-60	0.5	1.75002e-06	
1160	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731116	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15461	0.07453739999999999	0.9254629999999999	0.00304342	0.00654011	0.00574981	0.000892295	1.9934599999999998	0.6551	1.44054	0.10172300000000001	0.35446500000000003	0.161972	0.296576	0.70799	1.34579	0.00215112	0.00270639	0.000790299	0.41853599999999996	3.7931	-3.3018799999999995e-59	-1.6855299999999997e-60	-3.5143199999999993e-59	-5.8227e-59	-1.0265e-58	1.37267	0.313372	0.289802	1.17926	0.820742	-6.34898e-60	-7.659879999999999e-60	0.5	1.6472099999999997e-06	
1200	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731116	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15461	0.07453739999999999	0.9254629999999999	0.003006	0.00641222	0.00565184	0.000881325	1.9935900000000002	0.655097	1.44054	0.101722	0.354464	0.161972	0.296576	0.7079880000000001	1.34578	0.00212468	0.00264584	0.0007603810000000001	0.41853500000000005	3.7931	3.2320199999999997e-60	1.6810499999999997e-61	3.45793e-60	5.724449999999999e-60	1.0096499999999998e-59	1.37267	0.313372	0.289802	1.17926	0.820742	6.216389999999999e-61	7.624689999999998e-61	0.5	1.5538399999999999e-06	
1240	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731117	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15461	0.07453739999999999	0.9254629999999999	0.00297034	0.00629145	0.00555891	0.00087087	1.9937099999999999	0.655095	1.44054	0.101722	0.354464	0.161972	0.296576	0.707987	1.34578	0.00209947	0.00258857	0.0007325439999999999	0.41853500000000005	3.7931	2.0843999999999997e-61	1.1018999999999999e-62	2.25159e-61	3.721759999999999e-61	6.569789999999998e-61	1.37267	0.313373	0.289802	1.17926	0.820742	4.00553e-62	4.988739999999999e-62	0.5	1.46873e-06	
1280	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731117	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15462	0.07453739999999999	0.9254629999999999	0.0029363	0.00617719	0.00547061	0.0008608880000000001	1.9938200000000001	0.655092	1.44054	0.101722	0.354464	0.161971	0.296575	0.707986	1.3457700000000001	0.00207541	0.00253431	0.000706583	0.41853500000000005	3.7931	-8.43866e-62	-4.321329999999999e-63	-8.969349999999998e-62	-1.4863899999999998e-61	-2.62011e-61	1.37267	0.313373	0.289802	1.17926	0.820742	-1.6234999999999996e-62	-1.9633199999999997e-62	0.5	1.3909299999999999e-06	
1320	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731118	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15462	0.07453739999999999	0.9254629999999999	0.00290374	0.00606888	0.00538657	0.000851344	1.99393	0.65509	1.44054	0.101722	0.35446300000000003	0.161971	0.296575	0.7079850000000001	1.34576	0.0020524000000000002	0.00248282	0.0006823160000000001	0.41853500000000005	3.7931	1.6046599999999997e-62	8.163379999999999e-64	1.7003099999999996e-62	2.8191399999999993e-62	4.968009999999999e-62	1.37267	0.313373	0.289802	1.17926	0.820742	3.08776e-63	3.7116099999999997e-63	0.5	1.31959e-06	
1360	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731118	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15462	0.07453739999999999	0.9254629999999999	0.00287258	0.00596604	0.00530645	0.0008422060000000001	1.99403	0.655088	1.44054	0.101722	0.35446300000000003	0.161971	0.296575	0.7079840000000001	1.34575	0.00203037	0.00243388	0.000659588	0.418534	3.7931	-1.95818e-63	-1.0193999999999999e-64	-2.0948199999999995e-63	-3.46792e-63	-6.116509999999999e-63	1.37267	0.313373	0.289802	1.17926	0.820742	-3.76668e-64	-4.6232999999999995e-64	0.5	1.25399e-06	
1400	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731118	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15462	0.07453739999999999	0.9254629999999999	0.00284269	0.00586823	0.00522998	0.0008334439999999999	1.99413	0.655085	1.44054	0.101722	0.354462	0.161971	0.296575	0.707982	1.34575	0.00200925	0.00238729	0.0006382569999999999	0.418534	3.7931	2.7540999999999995e-65	1.7978199999999998e-66	3.2661899999999996e-65	5.322689999999999e-65	9.470399999999998e-65	1.37267	0.313373	0.289802	1.17926	0.820742	5.27351e-66	7.976029999999999e-66	0.5	1.1935299999999999e-06	
1440	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731119	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15462	0.07453739999999999	0.9254629999999999	0.002814	0.00577507	0.00515687	0.000825032	1.99422	0.655083	1.44054	0.101721	0.354462	0.161971	0.296574	0.7079810000000001	1.34574	0.00198897	0.00234287	0.000618202	0.418534	3.7931	1.4731999999999998e-64	7.543419999999998e-66	1.5652899999999997e-64	2.5941299999999993e-64	4.5726e-64	1.37267	0.313373	0.289802	1.17926	0.820742	2.8344699999999997e-65	3.4272999999999997e-65	0.5	1.13766e-06	
1480	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731119	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15462	0.07453739999999999	0.9254629999999999	0.00278642	0.0056862	0.00508689	0.0008169469999999999	1.9943099999999998	0.655081	1.44054	0.101721	0.354462	0.161971	0.296574	0.70798	1.34574	0.00196947	0.00230047	0.000599314	0.418534	3.7931	-4.050049999999999e-65	-2.0840299999999995e-66	-4.312859999999999e-65	-7.145079999999999e-65	-1.2596899999999997e-64	1.37267	0.313373	0.289802	1.17926	0.820742	-7.791459999999999e-66	-9.463529999999999e-66	0.5	1.0859200000000002e-06	
1520	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858672	0.731119	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15462	0.07453739999999999	0.9254629999999999	0.00275988	0.00560132	0.00501983	0.000809167	1.9944	0.655079	1.44054	0.101721	0.354461	0.161971	0.296574	0.707979	1.3457299999999999	0.00195072	0.00225994	0.000581496	0.418533	3.7931	1.11677e-66	6.00153e-68	1.1974799999999997e-66	1.9815799999999993e-66	3.495749999999999e-66	1.37267	0.313373	0.289802	1.17926	0.820742	2.1524799999999996e-67	2.7137399999999995e-67	0.5	1.03789e-06	
1560	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858673	0.731119	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15462	0.07453739999999999	0.9254629999999999	0.00273432	0.00552015	0.00495549	0.000801673	1.99448	0.655077	1.44054	0.101721	0.354461	0.161971	0.296574	0.707979	1.34572	0.00193265	0.00222116	0.000564659	0.418533	3.7931	1.7582699999999996e-66	8.976069999999998e-68	1.8711999999999997e-66	3.1003399999999993e-66	5.465659999999999e-66	1.37267	0.313373	0.289802	1.17926	0.820742	3.3809499999999996e-67	4.0791499999999995e-67	0.5	9.93222e-07	
1600	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858673	0.73112	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15462	0.07453739999999999	0.9254629999999999	0.00270967	0.00544241	0.00489369	0.0007944460000000001	1.9945599999999999	0.655076	1.44054	0.101721	0.354461	0.161971	0.296573	0.707978	1.34572	0.00191523	0.00218401	0.000548729	0.418533	3.7931	-1.0371399999999998e-67	-5.427709999999999e-69	-1.0989299999999997e-67	-1.82196e-67	-3.210779999999999e-67	1.37267	0.313373	0.289802	1.17926	0.820742	-2.0000999999999996e-68	-2.4612199999999995e-68	0.5	9.515980000000001e-07	
1640	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858673	0.73112	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15462	0.07453739999999999	0.9254629999999999	0.00268588	0.005367899999999999	0.00483426	0.0007874710000000001	1.99463	0.6550739999999999	1.44054	0.101721	0.35446	0.161971	0.296573	0.7079770000000001	1.34571	0.00189841	0.00214838	0.000533633	0.418533	3.7931	-1.6580399999999995e-67	-8.438969999999997e-69	-1.7661799999999998e-67	-2.9259199999999994e-67	-5.15858e-67	1.37267	0.313373	0.289802	1.17926	0.820742	-3.1868399999999996e-68	-3.8360499999999996e-68	0.5	9.1274e-07	
1680	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858673	0.73112	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15462	0.07453739999999999	0.9254629999999999	0.0026629	0.00529638	0.00477707	0.000780733	1.9947	0.655072	1.44054	0.101721	0.35446	0.161971	0.296573	0.707976	1.34571	0.00188216	0.00211418	0.00051931	0.418533	3.7931	-3.0462599999999997e-68	-1.5854199999999998e-69	-3.254609999999999e-68	-5.389019999999999e-68	-9.50375e-68	1.37267	0.313373	0.289802	1.17926	0.820742	-5.861239999999999e-69	-7.190889999999998e-69	0.5	8.76399e-07	
1720	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858673	0.73112	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15463	0.07453739999999999	0.9254629999999999	0.00264067	0.00522768	0.00472198	0.000774217	1.9947700000000002	0.6550699999999999	1.44054	0.101721	0.35446	0.16197	0.296573	0.707975	1.3457	0.00186646	0.00208131	0.000505702	0.418533	3.7931	6.714599999999999e-69	3.48123e-70	7.197539999999999e-69	1.19117e-68	2.1012799999999996e-68	1.37267	0.313373	0.289802	1.17926	0.820742	1.2905999999999998e-69	1.57935e-69	0.5	8.42357e-07	
1760	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858673	0.731121	1.7779599999999998	0.9254629999999999	2.62433	1.87755	2.15463	0.07453739999999999	0.9254629999999999	0.00261917	0.00516162	0.00466886	0.0007679130000000001	1.9948400000000002	0.655069	1.44054	0.10172	0.354459	0.16197	0.296572	0.707974	1.3457	0.00185126	0.00204969	0.0004927590000000001	0.41853199999999996	3.7931	3.5053499999999993e-69	1.80604e-70	3.7263599999999996e-69	6.175069999999999e-69	1.0885199999999999e-68	1.37267	0.313373	0.289802	1.17926	0.820742	6.746839999999998e-70	8.200669999999999e-70	0.5	8.10417e-07	
1800	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055130000000001	0.294487	0.0858673	0.731121	1.77797	0.9254629999999999	2.62433	1.87755	2.15463	0.07453739999999999	0.9254629999999999	0.00259834	0.00509803	0.00461759	0.000761807	1.9949	0.655067	1.44054	0.10172	0.354459	0.16197	0.296572	0.707974	1.34569	0.00183653	0.00201925	0.000480434	0.41853199999999996	3.7931	1.29339e-69	6.649349999999999e-71	1.37592e-69	2.27984e-69	4.0190499999999993e-69	1.37267	0.313373	0.289802	1.17926	0.820742	2.4885999999999997e-70	3.01981e-70	0.5	7.804049999999999e-07	
1840	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055140000000001	0.294486	0.0858673	0.731121	1.77797	0.9254629999999999	2.62433	1.87755	2.15463	0.07453739999999999	0.9254629999999999	0.00257816	0.00503676	0.00456808	0.0007558889999999999	1.9949599999999998	0.655066	1.44054	0.10172	0.354459	0.16197	0.296572	0.707973	1.34569	0.00182227	0.00198992	0.000468683	0.41853199999999996	3.7931	4.131989999999999e-70	2.1241599999999996e-71	4.4118299999999996e-70	7.306009999999999e-70	1.2883699999999997e-69	1.37267	0.313373	0.289802	1.17926	0.820742	7.943769999999999e-71	9.645759999999999e-71	0.5	7.52163e-07	
1880	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055140000000001	0.294486	0.0858673	0.731121	1.77797	0.9254629999999999	2.62433	1.87755	2.15463	0.07453739999999999	0.9254629999999999	0.00255858	0.00497769	0.00452022	0.00075015	1.99502	0.655064	1.44054	0.10172	0.354459	0.16197	0.296572	0.707972	1.34569	0.00180843	0.00196164	0.00045747	0.41853199999999996	3.7931	9.948009999999998e-71	5.080289999999999e-72	1.0622099999999998e-70	1.75904e-70	3.101949999999999e-70	1.37267	0.313373	0.289802	1.17926	0.820742	1.9115199999999997e-71	2.3083899999999996e-71	0.5	7.25551e-07	
1920	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055140000000001	0.294486	0.0858673	0.731121	1.77797	0.9254629999999999	2.62433	1.87755	2.15463	0.07453739999999999	0.9254629999999999	0.00253958	0.00492069	0.00447393	0.00074458	1.99508	0.6550630000000001	1.44054	0.10172	0.354458	0.16197	0.296572	0.707972	1.34568	0.001795	0.00193435	0.000446757	0.41853199999999996	3.7931	4.21595e-71	2.1551899999999999e-72	4.4866299999999995e-71	7.433779999999999e-71	1.3105199999999999e-70	1.37267	0.313373	0.289802	1.17926	0.820742	8.107669999999997e-72	9.792949999999998e-72	0.5	7.00442e-07	
1960	1.24138	0.809357	0.681921	1.50872	1.49128	0.0607375	2.3109599999999997	0.7055140000000001	0.294486	0.0858673	0.731122	1.77797	0.9254629999999999	2.62433	1.87755	2.15463	0.07453739999999999	0.9254629999999999	0.00252113	0.00486563	0.00442912	0.0007391710000000001	1.9951299999999998	0.655062	1.44054	0.10172	0.354458	0.16197	0.296572	0.707971	1.34568	0.00178196	0.00190799	0.000436514	0.41853199999999996	3.7931	1.4722299999999996e-71	7.574419999999999e-73	1.56574e-71	2.59447e-71	4.5736099999999994e-71	1.37267	0.313373	0.289802	1.17926	0.820742	2.8330399999999996e-72	3.4397199999999994e-72	0.5	6.767199999999999e-07	
2000	1.24138	0.809357	0.681921	1.50872	1.49128	0.060737599999999996	2.3109599999999997	0.7055140000000001	0.294486	0.0858673	0.731122	1.77797	0.9254629999999999	2.62433	1.87755	2.15463	0.07453739999999999	0.9254629999999999	0.0025031999999999997	0.00481242	0.00438571	0.0007339139999999999	1.9951900000000002	0.6550600000000001	1.44054	0.10172	0.354458	0.16197	0.29657100000000003	0.70797	1.3456700000000001	0.00176929	0.00188251	0.00042671	0.41853199999999996	3.7931	6.264849999999999e-72	3.2383099999999995e-73	6.67391e-72	1.1055799999999998e-71	1.9492399999999998e-71	1.37267	0.313373	0.289802	1.17926	0.820742	1.2055399999999999e-72	1.4698599999999998e-72	0.5	6.542829999999999e-07	
