# Time	[CRP]	[PC]	[PC/CRP]	[C4]	[C4a]	[C4b]	[C2]	[C1]	[PC/CRP/C1]	[C2a]	[C2b]	[C4b/C2a]	[C3]	[C3a]	[C3b]	[dC3b]	[MASP]	[dC4b/C2a]	[GlcNac]	[GlcNac/LF]	[LF]	[GlcNac/LF/MASP]	[PC/CRP/LF]	[PC/CRP/LF/MASP]	[GlcNac/LF/CRP]	[GlcNac/LF/CRP/C1]	[C4BP]	[C4BP/PC/CRP]	[C4BP/GlcNac/LF/CRP]	[iC4b/C2a]	[C4BP/C4b]	[C4b/C2a/C4BP]	[dC4b/C2a/C4BP]	[PC/CRP/LF/C1]	[C4BP/PC/CRP/LF]	[GlcNac/LF/CRP/MASP]	[PC/CRP/LF/C1/MASP]	[GlcNac/LF/C1/MASP]	[GlcNac/HF]	[HF]	[GlcNac/HF/MASP]	[X]	Values[mC3]	
0	2	0.0327796	0	770	0	0	310	2470	0	0	0	0	4650	0	0	0	6.8	0	0	0	20	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	
20	1.97817	0.0109465	8.26347e-06	769.997	0.00335912	2.28733e-05	309.997	2470	0.000281637	0.00319754	0.00319758	1.58093e-10	4650	1.71539e-09	5.47031e-10	1.84185e-10	6.8	4.70353e-12	4.06628e-32	1.45704e-30	20	3.65776e-30	5.69246e-09	8.10704e-10	1.65478e-36	3.46628e-35	258.202	0.0215429	3.09859e-33	9.89709e-09	0.00333622	2.0923e-08	6.02284e-10	8.06852e-08	0	2.61528e-36	1.33027e-07	0	6.25688e-31	5.50903e-31	1.80416e-30	0.0005	1.84185e-10	
40	1.9709	0.00368308	8.65385e-06	769.986	0.0138802	9.07194e-05	309.987	2470	0.000582666	0.0132051	0.0132059	2.72606e-09	4650	5.86065e-08	1.16436e-08	4.3502e-09	6.8	1.44913e-10	4.0729e-32	1.45875e-30	20	3.65193e-30	6.00898e-09	9.49782e-10	2.7633e-36	1.13861e-34	256.423	0.0285047	7.0873e-33	3.36182e-07	0.0137887	3.93805e-07	2.05098e-08	1.50307e-07	0	5.50955e-36	3.03164e-07	0	4.82222e-31	1.11023e-30	1.38829e-30	0.0005	4.3502e-09	
60	1.96846	0.00124302	8.77385e-06	769.968	0.0317868	0.00020571	309.97	2470	0.000885508	0.0302305	0.0302355	1.44974e-08	4650	4.66997e-07	6.72516e-08	2.60408e-08	6.8	1.11394e-09	4.06969e-32	1.4576e-30	20	3.64903e-30	6.13627e-09	1.06693e-09	3.87385e-36	2.31435e-34	254.654	0.0306416	1.10266e-32	2.66335e-06	0.0315761	2.15039e-06	1.62802e-07	2.21056e-07	0	8.30187e-36	4.78941e-07	0	3.71388e-31	1.54036e-30	1.06898e-30	0.0005	2.60408e-08	
80	1.96764	0.000420633	8.80127e-06	769.943	0.0570371	0.000368464	309.946	2470	0.00118412	0.0542256	0.0542451	4.73346e-08	4650	2.03561e-06	2.2945e-07	9.04561e-08	6.8	4.77216e-09	4.06647e-32	1.45644e-30	20	3.64614e-30	6.19865e-09	1.17637e-09	4.98827e-36	3.86674e-34	252.891	0.0311651	1.49219e-32	1.15423e-05	0.0566492	7.09241e-06	7.06786e-07	2.92082e-07	0	1.10882e-35	6.56364e-07	0	2.86165e-31	1.87109e-30	8.23432e-31	0.0005	9.04561e-08	
100	1.96736	0.000143155	8.79803e-06	769.91	0.0895002	0.00057905	309.915	2470	0.00147657	0.0850522	0.0851083	1.18158e-07	4650	6.36475e-06	5.88578e-07	2.34544e-07	6.8	1.47792e-08	4.06325e-32	1.45529e-30	20	3.64326e-30	6.23945e-09	1.28312e-09	6.10687e-36	5.78904e-34	251.133	0.0311499	1.8776e-32	3.58802e-05	0.0888651	1.77639e-05	2.20077e-06	3.63099e-07	0	1.38826e-35	8.34082e-07	0	2.20634e-31	2.12536e-30	6.3467e-31	0.0005	2.34544e-07	
120	1.96727	4.94953e-05	8.78533e-06	769.871	0.129019	0.000837324	309.877	2470	0.00176233	0.122539	0.122673	2.4885e-07	4650	1.61218e-05	1.26272e-06	5.06792e-07	6.8	3.72273e-08	4.06002e-32	1.45413e-30	20	3.64039e-30	6.27352e-09	1.38888e-09	7.22991e-36	8.07476e-34	249.381	0.0309575	2.25902e-32	9.03566e-05	0.128047	3.74088e-05	5.55101e-06	4.34018e-07	0	1.66875e-35	1.01165e-06	0	1.70267e-31	2.32088e-30	4.89554e-31	0.0005	5.06792e-07	
140	1.96724	1.78763e-05	8.77039e-06	769.825	0.175428	0.00114304	309.833	2470	0.00204137	0.166502	0.166782	4.66127e-07	4650	3.53108e-05	2.39705e-06	9.66957e-07	6.8	8.12706e-08	4.05685e-32	1.453e-30	20	3.63751e-30	6.30592e-09	1.49425e-09	8.35761e-36	1.07176e-33	247.635	0.0307099	2.63653e-32	0.000196752	0.174006	6.99262e-05	1.2106e-05	5.04815e-07	0	1.95037e-35	1.18895e-06	0	1.31529e-31	2.47121e-30	3.7793e-31	0.0005	9.66957e-07	
160	1.96723	7.20007e-06	8.75564e-06	769.771	0.228567	0.0014959	309.783	2470	0.00231378	0.216745	0.217276	8.01399e-07	4650	6.95341e-05	4.16301e-06	1.68573e-06	6.8	1.59746e-07	4.05372e-32	1.45188e-30	20	3.63476e-30	6.33834e-09	1.59946e-09	9.49018e-36	1.37116e-33	245.893	0.0304479	3.01021e-32	0.000385183	0.226541	0.000119821	2.37356e-05	5.75492e-07	0	2.23318e-35	1.36594e-06	0	1.01752e-31	2.5868e-30	2.92154e-31	0.0005	1.68573e-06	
180	1.96722	3.59396e-06	8.74188e-06	769.712	0.288276	0.00189552	309.726	2470	0.00257976	0.27307	0.274004	1.29058e-06	4650	0.000126246	6.75735e-06	2.74434e-06	6.8	2.89784e-07	4.05053e-32	1.45073e-30	20	3.63193e-30	6.37137e-09	1.70457e-09	1.06278e-35	1.70509e-33	244.157	0.0301853	3.38012e-32	0.000695246	0.285447	0.000192155	4.29045e-05	6.46056e-07	0	2.51723e-35	1.54264e-06	0	7.88486e-32	2.67567e-30	2.2617e-31	0.0005	2.74434e-06	
