time	II_f	II_l	mIIa_f	mIIa_l	V_f	V_l	Va_f	Va_l	VII_f	VII_l	VIIa_f	VIIa_l	VIII_f	VIII_l	VIIIa_f	VIIIa_l	IX_f	IX_l	IXa_f	IXa_l	X_f	X_l	Xa_f	Xa_l	APC_f	APC_l	PS_f	PS_l	VIIIai_f	VIIIai_l	Vai_f	Vai_l	PC_f	PC_l	TF_l	TF_VIIa_l	TF_VII_l	TF_VIIa_IX_l	TF_VIIa_IXa_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VII_Xa_l	IXa_VIIIa_l	Xa_Va_l	IXa_VIIIa_X_l	V_Xa_l	VIII_Xa_l	IIa_f	V_IIa_l	VIII_IIa_l	Xa_Va_II_l	Xa_Va_mIIa_l	XI_f	XI_IIa_l	XIa_l	APC_PS_l	APC_PS_VIIIa_l	TFPI_f	AT_f	IIa_AT_f	TFPI_Xa_l	TFPI_Xa_TF_VIIa_l	APC_PS_Va_l	IXa_AT_f	Xa_AT_f	VII_Xa_l	V_mIIa_l	VIII_mIIa_l	TM_l	IIa_TM_l	IIa_TM_PC_l	mIIa_AT_l	XIa_IX_l	LIPID	nnamed: 7
0.084	146.004	1254.0	2.99227e-29	3.10184e-26	0.00877997	19.9912	3.8819100000000003e-17	1.0259300000000001e-13	0.0199509	9.980030000000001	6.86955e-05	0.099911	0.000211959	0.699788	1.57508e-18	1.89587e-15	0.0313383	89.9687	1.69676e-12	5.395870000000001e-09	5.108969999999999	164.891	6.8458e-11	4.94792e-09	1.21574e-34	1.8453099999999997e-32	0.181624	299.818	1.1431400000000001e-57	2.1965099999999998e-54	2.9281200000000003e-56	1.1877299999999998e-52	2.0197	57.9803	0.00495946	1.46568e-05	2.02588e-05	5.45253e-07	0	4.848219999999999e-06	2.31855e-07	4.05617e-17	7.78361e-27	2.5637599999999998e-24	8.69856e-28	1.6909599999999998e-10	5.83117e-12	6.89461e-27	7.74491e-29	2.60817e-30	1.29845e-24	7.510569999999999e-26	30	1.13689e-28	8.77998e-31	2.63286e-33	1.68776e-51	2.5	3400	9.345980000000001e-30	4.453080000000001e-14	7.64227e-23	9.12829e-50	5.76464e-17	8.70581e-15	2.22805e-11	3.4644099999999997e-28	1.17164e-29	1	3.89759e-29	1.16476e-30	3.92987e-33	3.96035e-33	659336	
0.08800000000000001	135.126	1264.87	5.63405e-29	5.728809999999999e-26	0.00879601	19.9912	5.16737e-17	1.35208e-13	0.0199873	9.979989999999999	6.88203e-05	0.0999099	0.00021234599999999998	0.699788	2.0973800000000002e-18	2.49692e-15	0.0313955	89.9686	1.9527e-12	6.16981e-09	5.02747	164.97299999999998	8.225299999999997e-11	5.8703e-09	2.66402e-34	3.9576699999999993e-32	0.181956	299.818	3.88428e-57	7.26929e-54	9.93877e-56	3.93316e-52	2.02326	57.9767	0.00495748	1.52632e-05	2.12481e-05	5.93557e-07	0	5.154969999999999e-06	2.6088e-07	5.19355e-17	1.2275500000000001e-26	4.16588e-24	1.4356e-27	2.11488e-10	7.28726e-12	1.27185e-26	1.50555e-28	5.0597699999999996e-30	2.19212e-24	1.3136600000000002e-25	30	2.20745e-28	1.7990400000000003e-30	5.9561400000000006e-33	5.29969e-51	2.5	3400	1.82055e-29	5.656459999999999e-14	1.06585e-22	2.868159999999999e-49	6.979370000000001e-17	1.10584e-14	2.71422e-11	6.7405e-28	2.2754699999999996e-29	1	7.579689999999999e-29	2.38419e-30	7.81911e-33	8.557389999999999e-33	658241	
0.092	125.475	1274.52	1.02566e-28	1.02455e-25	0.00881027	19.9912	6.77849e-17	1.75753e-13	0.0200196	9.97996	6.89311e-05	0.0999088	0.000212691	0.6997869999999999	2.75205e-18	3.2435200000000003e-15	0.0314464	89.9686	2.2318400000000003e-12	7.01058e-09	4.9671199999999995	165.033	9.78274e-11	6.9018599999999996e-09	5.6035900000000005e-34	8.160999999999999e-32	0.182251	299.818	1.24076e-56	2.2657199999999996e-53	3.1715799999999998e-55	1.2266600000000002e-51	2.02642	57.9736	0.0049555	1.58671e-05	2.2236999999999997e-05	6.43562e-07	0	5.4604499999999995e-06	2.91623e-07	6.562399999999999e-17	1.89332e-26	6.60605e-24	2.31146e-27	2.61496e-10	9.00323e-12	2.2718700000000003e-26	2.82714e-28	9.482e-30	3.6005599999999994e-24	2.23039e-25	30	4.14034e-28	3.5525199999999996e-30	1.2925e-32	1.5708599999999998e-50	2.5	3400	3.4258e-29	7.09465e-14	1.46179e-22	8.50679e-49	8.37235e-17	1.38701e-14	3.27032e-11	1.2668699999999999e-27	4.26901e-29	1	1.42392e-28	4.703219999999999e-30	1.50053e-32	1.77778e-32	657270	
0.096	116.90899999999999	1283.09	1.8109599999999997e-28	1.7795999999999998e-25	0.00882295	19.9912	8.77442e-17	2.2561199999999998e-13	0.0200484	9.97993	6.90296e-05	0.0999077	0.000212997	0.6997869999999999	3.5631e-18	4.1608999999999994e-15	0.031491700000000004	89.9685	2.5349900000000003e-12	7.92048e-09	4.92266	165.077	1.1528499999999999e-10	8.04839e-09	1.13566e-33	1.6237899999999998e-31	0.182513	299.817	3.7466599999999996e-56	6.68668e-53	9.568089999999999e-55	3.62237e-51	2.02923	57.9708	0.00495352	1.64685e-05	2.3225500000000003e-05	6.95241e-07	0	5.764580000000001e-06	3.2406799999999996e-07	8.1931e-17	2.86158e-26	1.0245999999999999e-23	3.63897e-27	3.1998200000000003e-10	1.10081e-11	3.9413800000000006e-26	5.144659999999999e-28	1.7219599999999998e-29	5.76842e-24	3.6861100000000004e-25	30	7.5255100000000005e-28	6.78329e-30	2.70059e-32	4.418e-50	2.5	3400	6.24714e-29	8.79696e-14	1.9744900000000002e-22	2.39403e-48	9.9593e-17	1.71982e-14	3.90133e-11	2.30742e-27	7.761339999999999e-29	1	2.59227e-28	8.971460000000001e-30	2.7867e-32	3.56363e-32	656409	
0.1	109.303	1290.7	3.10979e-28	3.00993e-25	0.00883423	19.9912	1.12211e-16	2.8632e-13	0.020074	9.9799	6.91172e-05	0.0999066	0.000213269	0.6997869999999999	4.55724e-18	5.277e-15	0.0315319	89.9685	2.86295e-12	8.90175e-09	4.89013	165.11	1.3472999999999998e-10	9.3156e-09	2.2248499999999998e-33	3.12717e-31	0.182746	299.817	1.07469e-55	1.87735e-52	2.7421299999999993e-54	1.0176399999999999e-50	2.03173	57.9683	0.00495154	1.70675e-05	2.4213499999999998e-05	7.4857e-07	0	6.067330000000001e-06	3.582e-07	1.01179e-16	4.2456199999999996e-26	1.5573800000000002e-23	5.6124299999999996e-27	3.87852e-10	1.33324e-11	6.65823e-26	9.097549999999999e-28	3.0388e-29	9.034399999999999e-24	5.94429e-25	30	1.32921e-27	1.25613e-29	5.450909999999999e-32	1.1843499999999998e-49	2.5	3400	1.10704e-28	1.07944e-13	2.6301599999999996e-22	6.421869999999999e-48	1.1756500000000002e-16	2.1103099999999997e-14	4.61221e-11	4.08396e-27	1.37121e-28	1	4.58604e-28	1.65967e-29	5.02291e-32	6.91409e-32	655646	
0.10400000000000001	102.54799999999999	1297.45	5.2060499999999995e-28	4.9685e-25	0.00884426	19.9912	1.4191400000000002e-16	3.59571e-13	0.020096700000000002	9.97988	6.9195e-05	0.0999056	0.000213511	0.699786	5.7640599999999995e-18	6.62262e-15	0.031567700000000004	89.9684	3.21651e-12	9.95664e-09	4.8665199999999995	165.13299999999998	1.56261e-10	1.07091e-08	4.22535e-33	5.84513e-31	0.182954	299.817	2.94074e-55	5.03503e-52	7.497469999999999e-54	2.73098e-50	2.03395	57.9661	0.00494957	1.76643e-05	2.5201100000000002e-05	8.03524e-07	0	6.368680000000001e-06	3.94005e-07	1.2370700000000002e-16	6.192869999999999e-26	2.32382e-23	8.49463e-27	4.66052e-10	1.60076e-11	1.09775e-25	1.56714e-27	5.22392e-29	1.38595e-23	9.373370000000002e-25	30	2.2869899999999997e-27	2.2616999999999998e-29	1.0659e-31	3.0383399999999996e-49	2.5	3400	1.91102e-28	1.31194e-13	3.4591900000000005e-22	1.6485199999999996e-47	1.3780700000000001e-16	2.56486e-14	5.40784e-11	7.04128e-27	2.3598599999999997e-28	1	7.9034e-28	2.98532e-29	8.8095e-32	1.3019399999999998e-31	654968	
0.10800000000000001	96.54700000000001	1303.45	8.51451e-28	8.020500000000001e-25	0.00885318	19.9911	1.7765900000000002e-16	4.47225e-13	0.020117	9.97986	6.92641e-05	0.0999045	0.000213727	0.699786	7.216110000000001e-18	8.231520000000001e-15	0.0315996	89.9684	3.59644e-12	1.10873e-08	4.84957	165.15	1.79979e-10	1.22343e-08	7.79888e-33	1.0629399999999998e-30	0.183139	299.817	7.705549999999999e-55	1.2947000000000001e-51	1.9630999999999997e-53	7.026730000000001e-50	2.03593	57.9641	0.00494759	1.82587e-05	2.61884e-05	8.600799999999999e-07	0	6.66862e-06	4.31467e-07	1.49874e-16	8.892960000000001e-26	3.4090000000000005e-23	1.26361e-26	5.55568e-10	1.90669e-11	1.76993e-25	2.63533e-27	8.76668e-29	2.08618e-23	1.4480000000000001e-24	30	3.84131e-27	3.96859e-29	2.02444e-31	7.48544e-49	2.5	3400	3.2204499999999998e-28	1.58063e-13	4.496549999999999e-22	4.06398e-47	1.60493e-16	3.0901599999999996e-14	6.29305e-11	1.1851299999999999e-26	3.9647499999999996e-28	1	1.32966e-27	5.233159999999999e-29	1.5068e-31	2.38514e-31	654367	
0.11199999999999999	91.2155	1308.78	1.36301e-27	1.2683999999999999e-24	0.00886112	19.9911	2.20328e-16	5.51316e-13	0.020135	9.97984	6.93255e-05	0.09990349999999999	0.00021391799999999998	0.699786	8.949030000000001e-18	1.01406e-14	0.0316279	89.9684	4.0035e-12	1.2296e-08	4.8375900000000005	165.162	2.05978e-10	1.3896600000000002e-08	1.4021e-32	1.8846099999999996e-30	0.183303	299.817	1.9399000000000002e-54	3.20222e-51	4.93878e-53	1.7390199999999996e-49	2.03768	57.9623	0.00494562	1.88509e-05	2.7175100000000003e-05	9.182129999999999e-07	0	6.96716e-06	4.70572e-07	1.8005400000000003e-16	1.2587e-25	4.92324e-23	1.8498400000000003e-26	6.574259999999999e-10	2.25445e-11	2.79566e-25	4.33445e-27	1.43895e-28	3.08585e-23	2.1949799999999996e-24	30	6.3105299999999994e-27	6.800109999999999e-29	3.74298e-31	1.77657e-48	2.5	3400	5.30813e-28	1.88909e-13	5.78217e-22	9.651479999999998e-47	1.85801e-16	3.69319e-14	7.27261e-11	1.95099e-26	6.515009999999999e-28	1	2.18797e-27	8.9581e-29	2.51844e-31	4.26017e-31	653833	
0.11599999999999999	86.4776	1313.52	2.13917e-27	1.96821e-24	0.00886818	19.9911	2.70881e-16	6.74055e-13	0.020151	9.97982	6.938e-05	0.09990239999999999	0.00021408900000000002	0.699786	1.10017e-17	1.23898e-14	0.0316531	89.9683	4.43846e-12	1.3584700000000001e-08	4.82929	165.171	2.34356e-10	1.5701399999999998e-08	2.46022e-32	3.2641e-30	0.183449	299.817	4.7062499999999996e-54	7.64021e-51	1.19741e-52	4.15171e-49	2.03925	57.9608	0.00494364	1.94409e-05	2.81615e-05	9.77901e-07	0	7.26433e-06	5.11304e-07	2.1463900000000003e-16	1.75788e-25	7.007859999999999e-23	2.6682199999999997e-26	7.726910000000001e-10	2.64758e-11	4.332899999999999e-25	6.98456e-27	2.31398e-28	4.4916200000000005e-23	3.2698400000000002e-24	30	1.01568e-26	1.13987e-28	6.750379999999999e-31	4.07322e-48	2.5	3400	8.571889999999999e-28	2.2410300000000001e-13	7.36145e-22	2.21426e-46	2.1391400000000003e-16	4.38124e-14	8.3512e-11	3.14664e-26	1.0488699999999999e-27	1	3.52738e-27	1.5001299999999998e-28	4.120539999999999e-31	7.43294e-31	653358	
0.12	82.2665	1317.73	3.29646e-27	3.001e-24	0.00887447	19.9911	3.3036599999999996e-16	8.17843e-13	0.0201652	9.97981	6.942850000000001e-05	0.09990139999999999	0.000214241	0.699786	1.34163e-17	1.5022700000000002e-14	0.0316756	89.9683	4.90204e-12	1.4955700000000002e-08	4.82371	165.176	2.65204e-10	1.7653900000000002e-08	4.2207300000000004e-32	5.5319299999999995e-30	0.183579	299.816	1.1032e-53	1.7630099999999997e-50	2.8052599999999995e-52	9.586129999999998e-49	2.0406400000000002	57.9594	0.00494167	2.00287e-05	2.91475e-05	1.03912e-06	0	7.56013e-06	5.53648e-07	2.5403700000000003e-16	2.42468e-25	9.84213e-23	3.7961e-26	9.024639999999999e-10	3.08973e-11	6.598559999999999e-25	1.10435e-26	3.6512099999999997e-28	6.441110000000001e-23	4.79314e-24	30	1.60402e-26	1.8721900000000001e-28	1.18965e-30	9.044180000000002e-48	2.5	3400	1.35824e-27	2.64034e-13	9.28563e-22	4.9197e-46	2.4502000000000004e-16	5.1618899999999995e-14	9.53347e-11	4.9796699999999995e-26	1.65686e-27	1	5.57992e-27	2.46152e-28	6.61008e-31	1.2689799999999998e-30	652937	
0.124	78.5231	1321.48	4.9943799999999994e-27	4.50179e-24	0.00888006	19.9911	3.9991199999999996e-16	9.852709999999999e-13	0.020177900000000002	9.97979	6.94715e-05	0.09990039999999999	0.00021437599999999998	0.699786	1.62384e-17	1.80859e-14	0.0316955	89.9683	5.39497e-12	1.6410900000000002e-08	4.82011	165.18	2.9861400000000005e-10	1.9759099999999997e-08	7.091139999999999e-32	9.18807e-30	0.183694	299.816	2.50472e-53	3.9437099999999994e-50	6.365709999999999e-52	2.14567e-48	2.04188	57.9581	0.0049397	2.0614299999999997e-05	3.0133e-05	1.10185e-06	0	7.854600000000001e-06	5.97591e-07	2.98672e-16	3.3059499999999997e-25	1.36513e-22	5.33205e-26	1.0478800000000001e-09	3.58469e-11	9.88657e-25	1.7156199999999998e-26	5.660619999999999e-28	9.10998e-23	6.92184e-24	30	2.48892e-26	3.01738e-28	2.05208e-30	1.9491599999999998e-47	2.5	3400	2.1146e-27	3.09104e-13	1.1612300000000001e-21	1.06095e-45	2.79313e-16	6.04302e-14	1.08239e-10	7.7429e-26	2.5715999999999997e-27	1	8.67276e-27	3.9633699999999993e-28	1.0411399999999998e-30	2.1231400000000002e-30	652562	
0.128	75.1949	1324.81	7.44845e-27	6.65157e-24	0.00888503	19.9911	4.8074300000000005e-16	1.1791299999999998e-12	0.0201892	9.97978	6.950979999999999e-05	0.09989930000000001	0.00021449599999999997	0.699786	1.9517200000000003e-17	2.16298e-14	0.0317133	89.9683	5.91798e-12	1.7952400000000003e-08	4.81795	165.18200000000002	3.3467500000000004e-10	2.20221e-08	1.16838e-31	1.49764e-29	0.18379700000000002	299.816	5.5198399999999995e-53	8.56978e-50	1.40218e-51	4.66549e-48	2.04298	57.957	0.00493773	2.1197800000000002e-05	3.11182e-05	1.1660600000000001e-06	0	8.14775e-06	6.43118e-07	3.48984e-16	4.459109999999999e-25	1.87157e-22	7.400570000000001e-26	1.21012e-09	4.13634e-11	1.45902e-24	2.6219e-26	8.633189999999999e-28	1.2720200000000003e-22	9.857999999999999e-24	30	3.79921e-26	4.77816e-28	3.4696399999999996e-30	4.08551e-47	2.5	3400	3.23863e-27	3.59731e-13	1.44057e-21	2.22523e-45	3.1699099999999997e-16	7.03279e-14	1.22271e-10	1.18436e-25	3.92645e-27	1	1.32608e-26	6.27013e-28	1.6121799999999997e-30	3.48598e-30	652229	
0.132	72.2357	1327.76	1.0946299999999999e-26	9.69006e-24	0.00888946	19.9911	5.741709999999999e-16	1.40241e-12	0.0201993	9.97977	6.95437e-05	0.09989830000000001	0.000214603	0.699785	2.3305599999999997e-17	2.57083e-14	0.0317291	89.9683	6.4717800000000005e-12	1.95821e-08	4.81683	165.183	3.7347699999999996e-10	2.4447799999999997e-08	1.8904399999999997e-31	2.39865e-29	0.183889	299.816	1.18306e-52	1.81247e-49	3.0039599999999996e-51	9.87341e-48	2.0439599999999998	57.956	0.00493576	2.17791e-05	3.21029e-05	1.2317399999999998e-06	0	8.43961e-06	6.90214e-07	4.05429e-16	5.9540899999999995e-25	2.5381900000000005e-22	1.0157499999999999e-25	1.3903900000000002e-09	4.74865e-11	2.12297e-24	3.9461000000000005e-26	1.29669e-27	1.7549700000000002e-22	1.38591e-23	30	5.711260000000001e-26	7.44301e-28	5.757909999999999e-30	8.34375e-47	2.5	3400	4.88488e-27	4.16345e-13	1.7737700000000002e-21	4.54746e-45	3.58257e-16	8.139610000000001e-14	1.3747399999999997e-10	1.7841199999999999e-25	5.9041099999999994e-27	1	1.9968400000000005e-26	9.757749999999999e-28	2.4571099999999996e-30	5.6239199999999994e-30	651933	
0.136	69.6042	1330.4	1.5867700000000002e-26	1.39315e-23	0.0088934	19.9911	6.81605e-16	1.6583299999999999e-12	0.0202082	9.97976	6.95738e-05	0.09989730000000001	0.00021469799999999998	0.699785	2.7660100000000003e-17	3.0379e-14	0.0317432	89.9683	7.05705e-12	2.13022e-08	4.81645	165.18400000000003	4.1510400000000003e-10	2.7041e-08	3.00717e-31	3.77915e-29	0.18397	299.816	2.47043e-52	3.737269999999999e-49	6.270269999999999e-51	2.0371400000000002e-47	2.04483	57.9552	0.00493379	2.2358200000000002e-05	3.30872e-05	1.29887e-06	0	8.73021e-06	7.388670000000001e-07	4.68475e-16	7.875389999999999e-25	3.4074199999999996e-22	1.37962e-25	1.58993e-09	5.42572e-11	3.0485499999999998e-24	5.85478e-26	1.91996e-27	2.3943599999999996e-22	1.9249900000000002e-23	30	8.463710000000001e-26	1.1417199999999999e-27	9.38975e-30	1.66307e-46	2.5	3400	7.26339e-27	4.793930000000001e-13	2.1687499999999998e-21	9.069809999999998e-45	4.03317e-16	9.3722e-14	1.5389099999999998e-10	2.64942e-25	8.75185e-27	1	2.96423e-26	1.49536e-27	3.6897e-30	8.925049999999999e-30	651670	
0.14	67.2639	1332.74	2.27083e-26	1.97833e-23	0.00889691	19.9911	8.045489999999999e-16	1.9503e-12	0.020216099999999997	9.97975	6.96006e-05	0.09989630000000001	0.000214783	0.699785	3.26411e-17	3.57034e-14	0.031755700000000005	89.9682	7.67448e-12	2.3114499999999998e-08	4.81657	165.183	4.59643e-10	2.9806499999999996e-08	4.7080199999999995e-31	5.8632e-29	0.184043	299.816	5.034130000000001e-52	7.52489e-49	1.27726e-50	4.1042700000000005e-47	2.04561	57.9544	0.00493182	2.29352e-05	3.40711e-05	1.36741e-06	0	9.01957e-06	7.89062e-07	5.386090000000001e-16	1.03245e-24	4.5309099999999995e-22	1.8555299999999999e-25	1.81002e-09	6.17174e-11	4.32391e-24	8.57109e-26	2.8050099999999997e-27	3.23268e-22	2.64371e-23	30	1.23758e-25	1.72627e-27	1.5063399999999997e-29	3.2400099999999997e-46	2.5	3400	1.06564e-26	5.49333e-13	2.6342800000000002e-21	1.7681299999999997e-44	4.523839999999999e-16	1.07395e-13	1.71565e-10	3.8820599999999997e-25	1.28006e-26	1	4.3417699999999996e-26	2.25884e-27	5.46422e-30	1.39471e-29	651436	
0.14400000000000002	65.1825	1334.82	3.2109399999999995e-26	2.77696e-23	0.00890003	19.9911	9.44609e-16	2.2819599999999997e-12	0.0202232	9.97974	6.96243e-05	0.09989529999999999	0.00021485799999999998	0.699785	3.8313e-17	4.17468e-14	0.0317668	89.9682	8.324769999999999e-12	2.50209e-08	4.81704	165.183	5.07175e-10	3.27489e-08	7.26153e-31	8.965969999999998e-29	0.184107	299.816	1.0025399999999999e-51	1.48159e-48	2.5428299999999993e-50	8.08601e-47	2.0463	57.9537	0.00492985	2.3510100000000004e-05	3.50546e-05	1.43735e-06	0	9.307710000000001e-06	8.407850000000001e-07	6.163280000000001e-16	1.34226e-24	5.97111e-22	2.47264e-25	2.05196e-09	6.99099e-11	6.062169999999999e-24	1.23909e-25	4.04686e-27	4.32188e-22	3.59247e-23	30	1.78701e-25	2.57504e-27	2.37961e-29	6.17827e-46	2.5	3400	1.5439200000000002e-26	6.26637e-13	3.1800200000000002e-21	3.37378e-44	5.05675e-16	1.2250799999999998e-13	1.90538e-10	5.61711e-25	1.84884e-26	1	6.28011e-26	3.36629e-27	7.987460000000001e-30	2.1481799999999997e-29	651228	
0.14800000000000002	63.3311	1336.67	4.48925e-26	3.85575e-23	0.008902799999999999	19.9911	1.1034900000000001e-15	2.6572e-12	0.020229499999999997	9.97973	6.96453e-05	0.09989429999999999	0.000214925	0.699785	4.4744099999999996e-17	4.85786e-14	0.0317767	89.9682	9.00856e-12	2.7023399999999998e-08	4.81772	165.18200000000002	5.57783e-10	3.58729e-08	1.10437e-30	1.35255e-28	0.184165	299.816	1.95383e-51	2.85633e-48	4.954269999999999e-50	1.5598500000000002e-46	2.04692	57.9531	0.00492788	2.4082800000000003e-05	3.60376e-05	1.5086700000000003e-06	0	9.59465e-06	8.940229999999999e-07	7.02145e-16	1.73135e-24	7.802999999999999e-22	3.2664099999999997e-25	2.3171e-09	7.88786e-11	8.40719e-24	1.7702699999999999e-25	5.7699599999999995e-27	5.72503e-22	4.8333799999999996e-23	30	2.5500700000000003e-25	3.79255e-27	3.7050599999999996e-29	1.1545599999999998e-45	2.5	3400	2.21059e-26	7.11791e-13	3.81652e-21	6.308819999999999e-44	5.634109999999999e-16	1.39156e-13	2.1085099999999998e-10	8.03215e-25	2.63901e-26	1	8.97717e-26	4.95328e-27	1.1533900000000001e-29	3.2639099999999995e-29	651043	
0.152	61.6843	1338.32	6.21014e-26	5.29903e-23	0.00890528	19.9911	1.2830199999999999e-15	3.08012e-12	0.0202351	9.97973	6.9664e-05	0.0998933	0.000214985	0.699785	5.2007000000000004e-17	5.6272e-14	0.0317855	89.9682	9.72653e-12	2.91237e-08	4.81855	165.18099999999998	6.11547e-10	3.91829e-08	1.6575099999999996e-30	2.0143900000000001e-28	0.18421600000000002	299.816	3.73098e-51	5.398299999999999e-48	9.458079999999999e-50	2.94986e-46	2.04746	57.9525	0.00492592	2.46535e-05	3.70203e-05	1.58135e-06	0	9.88041e-06	9.487640000000001e-07	7.96586e-16	2.21668e-24	1.01161e-21	4.27967e-25	2.6068e-09	8.8668e-11	1.1540499999999999e-23	2.5011600000000002e-25	8.13573e-27	7.5182e-22	6.4423e-23	30	3.59869e-25	5.51916e-27	5.6905e-29	2.1168899999999997e-45	2.5	3400	3.1301299999999994e-26	8.05294e-13	4.55536e-21	1.15747e-43	6.25817e-16	1.57436e-13	2.3254400000000001e-10	1.13584e-24	3.7252099999999996e-26	1	1.26906e-25	7.20162e-27	1.64642e-29	4.8958599999999995e-29	650879	
0.156	60.2193	1339.78	8.50515e-26	7.21252e-23	0.00890747	19.9911	1.4850999999999998e-15	3.55505e-12	0.020240099999999997	9.97972	6.96805e-05	0.0998923	0.000215038	0.699785	6.01783e-17	6.49046e-14	0.0317934	89.9682	1.04793e-11	3.13238e-08	4.8194300000000005	165.18099999999998	6.68546e-10	4.26834e-08	2.4568299999999997e-30	2.96402e-28	0.18426099999999998	299.816	6.988719999999999e-51	1.0012799999999999e-47	1.77126e-49	5.47479e-46	2.04795	57.952	0.00492395	2.52221e-05	3.80025e-05	1.65537e-06	0	1.0165e-05	1.00499e-06	9.00191e-16	2.8181899999999998e-24	1.30168e-21	5.563850000000001e-25	2.9224699999999997e-09	9.93237e-11	1.56891e-23	3.49694e-25	1.1351799999999999e-26	9.792560000000001e-22	8.51137e-23	30	5.02551e-25	7.94148e-27	8.627899999999999e-29	3.81215e-45	2.5	3400	4.3859099999999996e-26	9.076559999999999e-13	5.40912e-21	2.08575e-43	6.93124e-16	1.77448e-13	2.55657e-10	1.5894399999999998e-24	5.20359e-26	1	1.77531e-25	1.0352799999999999e-26	2.32482e-29	7.25531e-29	650732	
0.16	58.916000000000004	1341.08	1.1538799999999998e-25	9.727799999999999e-23	0.00890943	19.9911	1.71178e-15	4.08659e-12	0.0202445	9.97972	6.96951e-05	0.0998913	0.000215085	0.699785	6.93391e-17	7.45582e-14	0.0318004	89.9682	1.12676e-11	3.36254e-08	4.82035	165.18	7.288560000000001e-10	4.637869999999999e-08	3.59894e-30	4.31176e-28	0.184302	299.816	1.2854799999999998e-50	1.82448e-47	3.2573699999999996e-49	9.98213e-46	2.04838	57.9516	0.00492199	2.5788600000000002e-05	3.89843e-05	1.7307e-06	0	1.0448499999999998e-05	1.0627e-06	1.01351e-15	3.5591499999999996e-24	1.66305e-21	7.18032e-25	3.2655300000000004e-09	1.1089200000000001e-10	2.11356e-23	4.84094e-25	1.5683100000000001e-26	1.2656800000000001e-21	1.1151700000000003e-22	30	6.94882e-25	1.1305500000000002e-26	1.2923e-28	6.749239999999999e-45	2.5	3400	6.08491e-26	1.0194e-12	6.3915e-21	3.69512e-43	7.655649999999999e-16	1.99295e-13	2.80229e-10	2.2022499999999997e-24	7.197010000000001e-26	1	2.45902e-25	1.47246e-26	3.2493e-29	1.0629299999999998e-28	650602	
0.16399999999999998	57.7565	1342.24	1.5515399999999998e-25	1.3007499999999998e-22	0.00891117	19.9911	1.9651900000000003e-15	4.67956e-12	0.020248500000000003	9.97971	6.9708e-05	0.0998903	0.00021512700000000002	0.699785	7.95748e-17	8.53188e-14	0.0318066	89.9682	1.20919e-11	3.60303e-08	4.82125	165.179	7.92555e-10	5.0273e-08	5.21349e-30	6.204819999999999e-28	0.184338	299.816	2.3240699999999995e-50	3.26903e-47	5.88814e-49	1.78967e-45	2.04877	57.9512	0.00492002	2.6353000000000003e-05	3.9965799999999996e-05	1.80733e-06	0	1.0730799999999999e-05	1.12187e-06	1.13711e-15	4.46666e-24	2.1105e-21	9.20202e-25	3.6374400000000002e-09	1.2342e-10	2.8228299999999996e-23	6.638930000000001e-25	2.14648e-26	1.62398e-21	1.44966e-22	30	9.51856e-25	1.5932499999999999e-26	1.91342e-28	1.1758299999999997e-44	2.5	3400	8.363289999999999e-26	1.1410700000000001e-12	7.517319999999999e-21	6.441659999999999e-43	8.433780000000001e-16	2.23081e-13	3.06298e-10	3.0228300000000002e-24	9.86121e-26	1	3.37429e-25	2.07319e-26	4.4976000000000003e-29	1.5404499999999998e-28	650486	
0.168	56.7249	1343.28	2.06871e-25	1.72515e-22	0.00891272	19.9911	2.24759e-15	5.33907e-12	0.020252000000000003	9.97971	6.97195e-05	0.0998893	0.000215164	0.699785	9.097499999999999e-17	9.72768e-14	0.031812099999999996	89.9682	1.2953e-11	3.85402e-08	4.8221300000000005	165.178	8.59717e-10	5.4370500000000004e-08	7.472989999999999e-30	8.83794e-28	0.18437	299.816	4.13364e-50	5.76462e-47	1.0471299999999999e-48	3.1578699999999996e-45	2.0491099999999998	57.9509	0.00491806	2.6915500000000003e-05	4.09468e-05	1.88523e-06	0	1.10121e-05	1.18249e-06	1.27157e-15	5.5721099999999995e-24	2.66129e-21	1.17151e-24	4.0396900000000006e-09	1.3695600000000003e-10	3.73945e-23	9.02422e-25	2.91183e-26	2.06934e-21	1.8704900000000002e-22	30	1.29233e-24	2.22389e-26	2.80222e-28	2.01742e-44	2.5	3400	1.13932e-25	1.2732e-12	8.80263e-21	1.1059399999999997e-42	9.26807e-16	2.48913e-13	3.33902e-10	4.112480000000001e-24	1.33922e-25	1	4.589319999999999e-25	2.8911900000000005e-26	6.16864e-29	2.20964e-28	650383	
