# Time	[IkBat]	[IkBa]	[IkBan]	[IkBaIKK]	[IkBaNFkB]	[IkBaNFkBn]	[IkBaIKKNFkB]	[NFkB]	[IKK]	[NFkBn]	[IkBbIKK]	[IkBbIKKNFkB]	[IkBbNFkBn]	[IkBbNFkB]	[IkBbn]	[IkBb]	[IkBbt]	[IkBet]	[IkBe]	[IkBen]	[IkBeNFkB]	[IkBeNFkBn]	[IkBeIKKNFkB]	[IkBeIKK]	Values[Total_IkBalpha]	Values[Total_IkBbeta]	Values[Total_IkBeps]	
0	0	0	0	0	0.06	0	0	0	0.001	0	0	0	0	0.03	0	0	0	0	0	0	0.01	0	0	0	0.06	0.03	0.01	
80	0.0112722	0.0187556	0.00101234	5.24878e-05	0.0535931	0.000227734	0.000446718	3.7072e-05	0.000326425	0.00625424	1.9822e-06	0.00012308	4.66405e-05	0.0293514	0.000103733	0.0022502	0.00187968	0.00134112	0.00160192	7.38447e-05	0.00983942	3.32006e-05	4.73953e-05	1.91235e-06	0.074088	0.0318771	0.0115977	
160	0.0124118	0.0220901	0.00181534	6.36155e-05	0.0564065	0.00018788	0.0004515	3.38846e-05	0.000313692	0.00284647	2.5589e-06	0.000118812	3.87457e-05	0.0295881	0.000187115	0.00291516	0.0023699	0.00169088	0.00207638	0.000133275	0.0102532	2.7597e-05	4.73501e-05	2.47175e-06	0.0810149	0.0328505	0.0125402	
240	0.0119677	0.0212674	0.00182691	6.12206e-05	0.0563044	0.000171896	0.000451394	3.38231e-05	0.000314084	0.00259669	2.73215e-06	0.000119225	3.8655e-05	0.0296712	0.000205733	0.00308828	0.00249775	0.0017821	0.00219995	0.000146554	0.0105364	2.75359e-05	4.87037e-05	2.64023e-06	0.0800832	0.0331259	0.0129618	
320	0.0118498	0.0210237	0.00179552	6.05711e-05	0.0558644	0.00017099	0.00044896	3.37906e-05	0.00031484	0.00262867	2.78427e-06	0.000119987	3.96293e-05	0.0297889	0.000208178	0.00313329	0.00253109	0.00180589	0.00223212	0.000148304	0.0108263	2.82315e-05	5.01674e-05	2.69107e-06	0.0793641	0.0332927	0.0132878	
400	0.0118247	0.0209725	0.00179006	6.05024e-05	0.0554556	0.000170559	0.000446389	3.37014e-05	0.000315346	0.00263002	2.80101e-06	0.0001207	3.9812e-05	0.0299169	0.00020896	0.0031451	0.00253979	0.0018121	0.00224061	0.000148866	0.0111064	2.83625e-05	5.15538e-05	2.70763e-06	0.0788956	0.0334343	0.0135785	
480	0.0118155	0.0209555	0.00179059	6.05319e-05	0.0550842	0.000170075	0.000443988	3.36074e-05	0.000315768	0.0026218	2.80825e-06	0.000121356	3.97681e-05	0.0300385	0.00020937	0.00314825	0.00254206	0.00181371	0.00224291	0.000149162	0.0113656	2.83319e-05	5.28335e-05	2.71498e-06	0.0785049	0.03356	0.0138415	
560	0.011809	0.0209443	0.00179189	6.05722e-05	0.0547454	0.000169621	0.000441784	3.35198e-05	0.000316148	0.00261289	2.81282e-06	0.000121956	3.96844e-05	0.0301501	0.00020964	0.00314914	0.00254265	0.00181414	0.00224359	0.000149357	0.0116028	2.82729e-05	5.40068e-05	2.71971e-06	0.0781535	0.0336733	0.0140807	
640	0.0118035	0.0209347	0.00179319	6.06113e-05	0.0544364	0.000169207	0.000439768	3.34397e-05	0.000316496	0.00260465	2.81646e-06	0.000122505	3.95992e-05	0.0302518	0.000209853	0.00314943	0.0025428	0.00181425	0.00224384	0.000149512	0.0118194	2.82128e-05	5.50803e-05	2.72353e-06	0.0778339	0.033776	0.0142988	
720	0.0117985	0.0209261	0.00179438	6.06474e-05	0.0541549	0.00016883	0.000437927	3.33665e-05	0.000316812	0.00259712	2.81965e-06	0.000123005	3.95195e-05	0.0303442	0.000210038	0.00314956	0.00254284	0.00181428	0.00224397	0.000149646	0.0120169	2.81565e-05	5.60615e-05	2.72688e-06	0.0775428	0.0338691	0.0144975	
800	0.011794	0.0209184	0.00179549	6.06805e-05	0.0538984	0.000168487	0.000436247	3.32998e-05	0.000317101	0.00259026	2.82252e-06	0.000123461	3.94461e-05	0.0304282	0.000210205	0.00314964	0.00254285	0.00181428	0.00224407	0.000149767	0.0121971	2.81047e-05	5.6958e-05	2.7299e-06	0.0772777	0.0339538	0.0146787	
880	0.0117899	0.0209113	0.00179649	6.07107e-05	0.0536649	0.000168174	0.000434715	3.32389e-05	0.000317365	0.002584	2.82513e-06	0.000123875	3.9379e-05	0.0305045	0.000210356	0.0031497	0.00254286	0.00181429	0.00224415	0.000149877	0.0123614	2.80573e-05	5.77767e-05	2.73265e-06	0.0770363	0.0340307	0.014844	
960	0.0117861	0.0209049	0.00179742	6.07384e-05	0.0534523	0.000167888	0.000433317	3.31834e-05	0.000317605	0.0025783	2.82751e-06	0.000124253	3.93177e-05	0.0305738	0.000210494	0.00314976	0.00254286	0.00181429	0.00224422	0.000149978	0.0125111	2.8014e-05	5.85242e-05	2.73516e-06	0.0768165	0.0341005	0.0149946	
1040	0.0117827	0.0208991	0.00179826	6.07635e-05	0.0532587	0.000167628	0.000432043	3.31327e-05	0.000317824	0.00257311	2.82968e-06	0.000124596	3.92618e-05	0.0306367	0.00021062	0.00314981	0.00254286	0.00181429	0.00224428	0.000150069	0.0126476	2.79745e-05	5.92065e-05	2.73744e-06	0.0766165	0.0341638	0.0151319	
1120	0.0117796	0.0208938	0.00179903	6.07865e-05	0.0530826	0.000167391	0.000430881	3.30866e-05	0.000318024	0.00256837	2.83165e-06	0.000124908	3.92108e-05	0.0306938	0.000210735	0.00314986	0.00254286	0.00181429	0.00224434	0.000150153	0.012772	2.79385e-05	5.98291e-05	2.73952e-06	0.0764345	0.0342213	0.015257	
1200	0.0117768	0.020889	0.00179973	6.08074e-05	0.0529223	0.000167175	0.000429823	3.30446e-05	0.000318206	0.00256406	2.83345e-06	0.000125192	3.91643e-05	0.0307455	0.000210839	0.0031499	0.00254286	0.00181429	0.00224439	0.000150229	0.0128854	2.79056e-05	6.03972e-05	2.74142e-06	0.0762688	0.0342735	0.0153711	
1280	0.0117743	0.0208846	0.00180037	6.08265e-05	0.0527764	0.000166979	0.000428859	3.30063e-05	0.000318371	0.00256014	2.83508e-06	0.000125449	3.91219e-05	0.0307925	0.000210934	0.00314994	0.00254286	0.00181429	0.00224444	0.000150298	0.0129887	2.78757e-05	6.09154e-05	2.74314e-06	0.0761181	0.0343208	0.015475	
1360	0.011772	0.0208806	0.00180096	6.08439e-05	0.0526437	0.0001668	0.000427981	3.29715e-05	0.000318522	0.00255657	2.83657e-06	0.000125684	3.90833e-05	0.0308351	0.000211021	0.00314997	0.00254286	0.00181429	0.00224448	0.000150361	0.0130829	2.78484e-05	6.13879e-05	2.74472e-06	0.0759809	0.0343637	0.0155697	
