time	Lamp2a	WTasyn{Lysosome}	WTasyn2{Lysosome}	WTasyndegr	WTasyn2degr	WTasyn2merCMADegr	WTasynCMADegr	DopModWTasyn2merOnLamp	DopModWTasyn3merOnLamp	DopModWTasyn4merOnLamp	DopModWTasyn7merOnLamp	DopModWTasyn6merOnLamp	DopModWTasyn5merOnLamp	DopModWTasyn8merOnLamp	DopModWTasyn9merOnLamp	WTasyn3merOnLamp	WTasyn4merOnLamp	WTasyn5merOnLamp	WTasyn6merOnLamp	WTasyn7merOnLamp	WTasyn8merOnLamp	WTasyn9merOnLamp	DopModWTasynOnLamp	WTasyn2merM/Adegr	WTasyn3merM/Adegr	WTasyn4merM/Adegrr	WTasyn5merM/Adegr	WTasyn6merM/Adegr	WTasyn7merM/Adegr	WTasyn8merM/Adegr	DopModWTasyn2merM/Adegr	DopModWTasyn3merM/Adegr	DopModWTasyn4merM/Adegr	DopModWTasyn6merM/Adegr	DopModWTasyn8merM/Adegr	WTasyn4{M/autophagy&OtherLysDegrPath}	WTasyn5{M/autophagy&OtherLysDegrPath}	WTasyn6{M/autophagy&OtherLysDegrPath}	WTasyn3{M/autophagy&OtherLysDegrPath}	WTasyn2{M/autophagy&OtherLysDegrPath}	WTasyn7{M/autophagy&OtherLysDegrPath}	WTasyn8{M/autophagy&OtherLysDegrPath}	DopModWTasyn7merM/Adegr	DopModWTasyn8{M/autophagy&OtherLysDegrPath}	DopModWTasyn7{M/autophagy&OtherLysDegrPath}	DopModWTasyn6{M/autophagy&OtherLysDegrPath}	DopModWTasyn5{M/autophagy&OtherLysDegrPath}	DopModWTasyn4{M/autophagy&OtherLysDegrPath}	DopModWTasyn3{M/autophagy&OtherLysDegrPath}	WTasyn{M/autophagy&OtherLysDegrPath}	DopModWTasyn{M/autophagy&OtherLysDegrPath}	DopModWTasyn2{M/autophagy&OtherLysDegrPath}	DopModWTasyn5{Cytosol}	DopModWTasyn4{Cytosol}	DopModWTasyn3{Cytosol}	DopModWTasyn2{Cytosol}	DopModWTasyn{Cytosol}	WTasyn{Cytosol}	WTasyn2{Cytosol}	WTasyn3{Cytosol}	DopModWTasyn6{Cytosol}	Dopamine	WTasyn5{Cytosol}	WTasyn4{Cytosol}	DopModWTasyn7{Cytosol}	DopModWTasyn8{Cytosol}	DopModWTasyn9	WTasyn9	WTasyn8{Cytosol}	WTasyn7{Cytosol}	WTasyn6{Cytosol}	HigherWTasynSPC	Proteasome	Dopamine_degraded	ProtWTasyn3	ProtWTasyn4	ProtWTasyn5	ProtWTasyn6	ProtWTasyn7	ProtWTasyn8	ProtWTasyn9	ProtDopModWTasyn3	ProtDopModWTasyn4	ProtDopModWTasyn5	ProtDopModWTasyn6	ProtDopModWTasyn7	ProtDopModWTasyn8	ProtDopModWTasyn9	ProtWTasynHigherSPC	alues[Total_Cytosolic_WTASYN_Oligomers	alues[Total_Cytosolic_WTASYN_Monomer	alues[Total_Cytosolic_WTASYN_Dimer	nnamed: 9
360000	31.0015	0.155675	0.00321813	1.55739	0.0323331	108.12100000000001	8828.74	5.297999999999999	5.02969	4.6454699999999995	2.90275	3.55205	4.14636	2.25202	4.583019999999999	2.89697	2.1711400000000003	1.53698	1.14411	0.947083	0.0683775	1.17086	125.064	4.45519	0.0290394	0.025344299999999997	0.023769	0.0231748	0.0232645	0.0379841	6.410069999999999	0.197826	0.155106	0.121325	0.0622812	1.25344e-06	8.807729999999999e-07	6.55348e-07	1.84982e-06	3.6044199999999994e-06	5.426899999999999e-07	6.29606e-07	0.17004	2.0341299999999997e-06	2.38273e-06	2.8767900000000003e-06	3.47221e-06	4.23409e-06	5.248430000000001e-06	0.000174794	0.000157761	6.609400000000001e-06	14.5259	17.7133	21.9569	27.6506	659.9989999999999	731.2689999999999	15.08	7.739339999999999	12.035	10.8643	3.6850099999999997	5.244219999999999	9.96808	8.50976	27.4067	2.7846900000000003	2.63394	2.27041	2.74182	11.1126	1485.95	27773.5	0.10419400000000001	0.07051089999999999	0.0495995	0.0370964	0.0309889	0.0363233	0.0386043	0.30155	0.24355900000000003	0.199969	0.165795	0.13730599999999998	0.11708800000000001	0.375587	12.1444	139.215	1391.27	42.7306	
372000	29.0933	0.150231	0.00323688	1.50292	0.0325214	111.995	9012.29	5.33828	5.09767	4.74406	3.0742	3.7074300000000004	4.27565	2.42572	5.208130000000001	2.9844	2.25561	1.59388	1.16428	0.929307	0.0686663	1.0635	125.44	4.67238	0.0313678	0.026927299999999998	0.0248797	0.023993	0.0239294	0.0387373	6.60871	0.204146	0.160192	0.12548499999999999	0.0647189	1.38708e-06	9.72502e-07	7.10013e-07	2.03336e-06	3.86364e-06	5.66911e-07	6.27053e-07	0.17633	2.02863e-06	2.36665e-06	2.85819e-06	3.46227e-06	4.244369999999999e-06	5.287e-06	0.00017974099999999997	0.000160047	6.67806e-06	14.4844	17.7564	22.1183	27.9379	669.563	751.965	16.1644	8.50723	11.9572	10.8435	4.0688	5.80334	9.90082	8.48674	27.8263	2.69528	2.62328	2.37177	2.97055	11.2465	1485.23	28658.5	0.114501	0.0779887	0.054694799999999995	0.0400839	0.0322549	0.036062800000000006	0.0373096	0.303481	0.243892	0.199187	0.164573	0.13628800000000002	0.116724	0.381178	12.827	141.57	1421.53	44.1024	
384000	27.2483	0.144649	0.00324581	1.44708	0.032611	115.88600000000001	9189.24	5.37279	5.15923	4.83584	3.24343	3.85782	4.39847	2.60086	5.8897699999999995	3.0649900000000003	2.33817	1.6541099999999997	1.19258	0.9226110000000001	0.06973480000000001	0.9693860000000001	125.70200000000001	4.8958900000000005	0.033925699999999996	0.0286789	0.026108	0.0248833	0.0246288	0.0394923	6.81025	0.210519	0.165297	0.129638	0.06714980000000001	1.5346299999999999e-06	1.07673e-06	7.758339999999999e-07	2.23262e-06	4.13708e-06	6.00384e-07	6.32639e-07	0.182583	2.02303e-06	2.35332e-06	2.8457599999999997e-06	3.4614599999999996e-06	4.2654e-06	5.3362e-06	0.000184778	0.00016243600000000001	6.755549999999999e-06	14.481	17.8444	22.3242	28.2621	679.561	773.0369999999999	17.3085	9.34088	11.9052	10.8225	4.50488	6.42068	9.845089999999999	8.463339999999999	28.2456	2.62448	2.64668	2.5118400000000003	3.24595	11.3712	1484.51	29541.8	0.125693	0.08624960000000001	0.060495299999999995	0.0437014	0.034041	0.036258099999999995	0.036257300000000006	0.306027	0.244844	0.198925	0.163697	0.135417	0.116344	0.386754	13.5171	144.404	1452.6	45.5706	
396000	25.4716	0.138949	0.00324427	1.39006	0.0325955	119.781	9359.4	5.4015699999999995	5.21437	4.92075	3.4096800000000003	4.0027099999999995	4.51457	2.7765400000000002	6.63001	3.1373900000000003	2.41742	1.71605	1.22733	0.925742	0.07153889999999999	0.888832	125.851	5.1258099999999995	0.0367325	0.030616200000000003	0.027469099999999996	0.0258597	0.0253743	0.040259199999999995	7.014810000000001	0.216957	0.170433	0.133796	0.0695744	1.6966999999999998e-06	1.19402e-06	8.53393e-07	2.44794e-06	4.42403e-06	6.438549999999999e-07	6.47218e-07	0.18881199999999998	2.0180900000000004e-06	2.3435200000000002e-06	2.84002e-06	3.4698699999999996e-06	4.2968300000000005e-06	5.39534e-06	0.000189875	0.00016491	6.8409800000000005e-06	14.5162	17.9759	22.5716	28.6196	689.908	794.36	18.5089	10.2417	11.8812	10.8012	4.99563	7.09875	9.8041	8.442680000000001	28.6663	2.577	2.7077	2.69374	3.5704599999999997	11.4926	1483.77	30423.4	0.137793	0.09532810000000001	0.0670331	0.0479819	0.03639	0.0369589	0.0355111	0.309146	0.246396	0.19919	0.163198	0.134739	0.11599200000000001	0.392332	14.2144	147.743	1484.27	47.1285	
408000	23.7684	0.133156	0.00323175	1.3321	0.032469599999999994	123.667	9522.68	5.42469	5.26309	4.99871	3.5721800000000004	4.14163	4.62373	2.9517900000000004	7.4306600000000005	3.20031	2.4919599999999997	1.77816	1.26689	0.9373239999999999	0.07401100000000001	0.821809	125.89	5.36222	0.039807199999999994	0.032757	0.0289791	0.026936400000000003	0.0261783	0.0410495	7.22248	0.22347199999999998	0.17561400000000002	0.13797	0.0719938	1.87372e-06	1.32489e-06	9.432259999999999e-07	2.67932e-06	4.72323e-06	6.98007e-07	6.715529999999999e-07	0.195028	2.01453e-06	2.3379200000000002e-06	2.84135e-06	3.4874800000000004e-06	4.3382400000000005e-06	5.46366e-06	0.000194993	0.000167445	6.93341e-06	14.59	18.1492	22.8575	29.0063	700.5139999999999	815.7719999999999	19.7607	11.2098	11.8868	10.78	5.543159999999999	7.839360000000001	9.780660000000001	8.42778	29.0901	2.55753	2.80955	2.9203200000000002	3.9463199999999996	11.6184	1483.01	31303.3	0.150802	0.10525	0.07433680000000001	0.0529557	0.0393409	0.0382093	0.035135400000000004	0.312797	0.248522	0.199982	0.1631	0.134293	0.11570799999999999	0.397939	14.9188	151.608	1516.29	48.7669	
420000	22.1438	0.127296	0.00320793	1.27347	0.0322301	127.53200000000001	9678.95	5.44221	5.30541	5.06965	3.7302	4.27413	4.72573	3.12568	8.29319	3.25251	2.5605	1.83903	1.30968	0.955923	0.0770622	0.767953	125.822	5.605119999999999	0.043169099999999995	0.035119199999999996	0.030654400000000005	0.028128500000000004	0.027054	0.0418751	7.433330000000001	0.230073	0.180849	0.14217	0.0744101	2.0658599999999997e-06	1.46971e-06	1.04579e-06	2.92632e-06	5.03286e-06	7.634390000000001e-07	7.062980000000001e-07	0.201247	2.01302e-06	2.33708e-06	2.85004e-06	3.5141699999999998e-06	4.38908e-06	5.5403300000000005e-06	0.000200084	0.000170019	7.03183e-06	14.7016	18.3619	23.1782	29.418000000000003	711.2810000000001	837.069	21.0561	12.2431	11.9232	10.7589	6.1490800000000005	8.643239999999999	9.77718	8.42147	29.5195	2.57059	2.95494	3.19409	4.37545	11.7574	1482.24	32181.4	0.1647	0.11602799999999999	0.0824287	0.058649	0.0429284	0.0400473	0.0351923	0.316931	0.251192	0.201294	0.163418	0.13411199999999998	0.115533	0.403604	15.6309	156.014	1548.35	50.4741	
432000	20.6027	0.121401	0.00317272	1.2145	0.031876299999999996	131.362	9828.17	5.45423	5.34135	5.13353	3.88305	4.39979	4.82038	3.29724	9.21871	3.29295	2.62177	1.89735	1.35426	0.9800969999999999	0.080585	0.726581	125.649	5.85447	0.046836300000000004	0.037721	0.032512	0.0294515	0.028015300000000003	0.042749	7.647410000000001	0.23677199999999998	0.186151	0.14640699999999998	0.07682610000000001	2.27295e-06	1.6286700000000002e-06	1.1614200000000001e-06	3.18793e-06	5.35049e-06	8.406449999999999e-07	7.51982e-07	0.20748200000000003	2.01418e-06	2.34148e-06	2.8662200000000003e-06	3.5496699999999997e-06	4.448730000000001e-06	5.624439999999999e-06	0.00020508900000000001	0.00017260599999999998	7.1351699999999995e-06	14.8502	18.6115	23.5301	29.8504	722.1060000000001	858.007	22.3849	13.3376	11.9909	10.7383	6.8141300000000005	9.50963	9.79562	8.42635	29.9572	2.62034	3.1461	3.5171300000000003	4.85924	11.92	1481.46	33057.9	0.17943499999999998	0.127653	0.0913206	0.0650814	0.0471811	0.0425042	0.0357392	0.321496	0.25437	0.203112	0.164164	0.134225	0.115502	0.409364	16.3517	160.966	1580.11	52.2352	
444000	19.1489	0.115506	0.00312632	1.15552	0.03141	135.142	9970.31	5.46086	5.37097	5.19032	4.0300400000000005	4.51823	4.90751	3.4655199999999997	10.2079	3.32075	2.67468	1.95192	1.3992799999999999	1.00844	0.084457	0.6967369999999999	125.37700000000001	6.110119999999999	0.050825300000000004	0.04058	0.0345689	0.0309212	0.029076400000000002	0.0436844	7.8647100000000005	0.243575	0.191529	0.15069200000000002	0.0792454	2.4943400000000002e-06	1.80166e-06	1.2902799999999998e-06	3.4625099999999997e-06	5.67301e-06	9.29978e-07	8.089969999999999e-07	0.21375100000000002	2.01858e-06	2.35149e-06	2.88992e-06	3.59361e-06	4.51646e-06	5.715e-06	0.00020994	0.00017518	7.242289999999999e-06	15.034	18.8949	23.909000000000002	30.2985	732.8760000000001	878.3	23.7342	14.4864	12.0901	10.7184	7.53788	10.4359	9.837489999999999	8.44475	30.4062	2.71037	3.38466	3.8909	5.39837	12.1179	1480.65	33932.7	0.19492	0.140095	0.101009	0.07226310000000001	0.052119900000000004	0.0456029	0.036826599999999994	0.326434	0.25801399999999997	0.20541399999999999	0.16533699999999998	0.134653	0.115649	0.415259	17.083	166.46099999999998	1611.18	54.0326	
456000	17.7858	0.10964600000000001	0.00306918	1.0969	0.030835900000000003	138.861	10105.4	5.46224	5.39435	5.24	4.17055	4.6291	4.987	3.62961	11.261	3.3353300000000004	2.71823	2.00168	1.4435200000000001	1.03964	0.0885447	0.677247	125.008	6.37185	0.0551505	0.04371269999999999	0.0368415	0.0325535	0.030252099999999997	0.0446952	8.08521	0.25049	0.196993	0.15503499999999998	0.0816722	2.7288599999999996e-06	1.98821e-06	1.43228e-06	3.74773e-06	5.9967e-06	1.03161e-06	8.775679999999999e-07	0.220067	2.02669e-06	2.36733e-06	2.92103e-06	3.6454900000000002e-06	4.59144e-06	5.810940000000001e-06	0.00021456	0.000177712	7.351929999999999e-06	15.2511	19.2086	24.3104	30.7572	743.4680000000001	897.628	25.0883	15.6797	12.2203	10.6995	8.31834	11.417	9.9038	8.47868	30.8697	2.84357	3.67156	4.31612	5.9924800000000005	12.3638	1479.83	34805.9	0.211027	0.153291	0.111469	0.080191	0.057755799999999996	0.0493574	0.0384953	0.33168600000000004	0.262077	0.208173	0.166934	0.135411	0.11599999999999999	0.421329	17.8274	172.481	1641.1	55.8455	
468000	16.5155	0.103861	0.00300206	1.03902	0.030161400000000005	142.505	10233.5	5.458559999999999	5.4116	5.28261	4.30399	4.7321	5.05874	3.78862	12.3776	3.3364199999999995	2.7516700000000003	2.04569	1.48589	1.07246	0.0927077	0.666798	124.55	6.63933	0.059822900000000005	0.047133800000000003	0.039345599999999994	0.0343638	0.0315572	0.0457952	8.30884	0.257523	0.202551	0.159444	0.08411110000000001	2.97469e-06	2.1873599999999998e-06	1.58702e-06	4.04054e-06	6.3172400000000005e-06	1.14548e-06	9.57731e-07	0.226448	2.0388900000000002e-06	2.38914e-06	2.9593099999999996e-06	3.70471e-06	4.6727400000000004e-06	5.91109e-06	0.000218867	0.000180171	7.4628e-06	15.4989	19.5487	24.7294	31.221	753.7539999999999	915.645	26.4293	16.9046	12.3804	10.6819	9.15155	12.4455	9.99504	8.52975	31.3511	3.02193	4.00697	4.79255	6.6398600000000005	12.671	1478.98	35677.6	0.227588	0.167143	0.122652	0.08884439999999999	0.064087	0.053771000000000006	0.0407742	0.33718200000000004	0.266506	0.211354	0.16894	0.136506	0.116579	0.42762	18.5881	178.99599999999998	1669.4	57.6503	
480000	15.3391	0.09818560000000001	0.00292595	0.982243	0.029396600000000002	146.062	10354.7	5.450019999999999	5.42287	5.31821	4.42986	4.827	5.12268	3.9417199999999997	13.5569	3.3241	2.77445	2.08318	1.52547	1.1058	0.0968038	0.664009	124.006	6.91213	0.0648494	0.0508555	0.0420956	0.0363671	0.0330061	0.0469983	8.53549	0.264678	0.20820999999999998	0.163929	0.0865673	3.22937e-06	2.39766e-06	1.7537e-06	4.33719e-06	6.629880000000001e-06	1.27124e-06	1.0493e-06	0.232909	2.05548e-06	2.4168900000000002e-06	3.00439e-06	3.7705300000000006e-06	4.759319999999999e-06	6.01419e-06	0.00022277400000000002	0.00018252400000000002	7.57347e-06	15.7743	19.9109	25.1607	31.684	763.5989999999999	931.9889999999999	27.7372	18.1457	12.569	10.665999999999999	10.0314	13.511	10.1112	8.59918	31.8535	3.2464	4.39008	5.3187	7.33719	13.0529	1478.11	36547.9	0.244396	0.181516	0.134479	0.0981813	0.0710957	0.058834500000000005	0.0436787	0.342851	0.27124000000000004	0.21491500000000002	0.171335	0.137938	0.117403	0.434175	19.3692	185.959	1695.59	59.4212	
492000	14.2561	0.0926565	0.00284206	0.9269299999999999	0.0285538	149.524	10469.2	5.43686	5.42834	5.34692	4.5477099999999995	4.91361	5.1788099999999995	4.0881099999999995	14.7973	3.2987900000000003	2.78628	2.11355	1.56144	1.13868	0.100695	0.667493	123.384	7.1897	0.070232	0.0548866	0.0451036	0.038577	0.034612699999999996	0.048317900000000004	8.76501	0.271957	0.213975	0.168496	0.0890461	3.48978e-06	2.6170599999999996e-06	1.9310599999999998e-06	4.63332e-06	6.92957e-06	1.4081899999999999e-06	1.15183e-06	0.23946399999999998	2.07664e-06	2.45045e-06	3.05577e-06	3.84211e-06	4.85005e-06	6.11889e-06	0.000226197	0.000184739	7.682489999999999e-06	16.0737	20.2905	25.5987	32.1401	772.8610000000001	946.304	28.9909	19.3845	12.784	10.6522	10.9492	14.6004	10.2516	8.6877	32.3801	3.51681	4.81904	5.8916699999999995	8.079239999999999	13.5223	1477.2	37417.1	0.261208	0.196239	0.146837	0.108134	0.0787448	0.06452419999999999	0.0472084	0.348615	0.27621599999999996	0.21880700000000003	0.174091	0.1397	0.11848299999999999	0.441033	20.1756	193.30700000000002	1719.17	61.131	
504000	13.2652	0.08730589999999999	0.00275179	0.873401	0.0276467	152.881	10577.2	5.41935	5.42825	5.36888	4.65715	4.99179	5.227180000000001	4.227119999999999	16.0967	3.26125	2.78715	2.13636	1.59315	1.17024	0.10425	0.67592	122.689	7.4714	0.0759672	0.0592318	0.0483791	0.0410052	0.0363898	0.0497668	8.99723	0.27936300000000003	0.21985100000000002	0.173152	0.09155310000000001	3.75221e-06	2.8429200000000005e-06	2.11738e-06	4.92416e-06	7.211239999999999e-06	1.55525e-06	1.2645700000000002e-06	0.246128	2.10242e-06	2.48955e-06	3.11281e-06	3.9184699999999994e-06	4.94369e-06	6.223769999999999e-06	0.000229053	0.00018678099999999999	7.78832e-06	16.3932	20.6822	26.0375	32.5828	781.403	958.253	30.1691	20.6012	13.0226	10.6406	11.8941	15.6983	10.4152	8.79557	32.9335	3.83172	5.29074	6.50692	8.85873	14.0908	1476.27	38285.2	0.277752	0.211103	0.159581	0.11860799999999999	0.0869758	0.07079989999999999	0.051346	0.35439299999999996	0.281361	0.22297600000000004	0.177171	0.141777	0.119823	0.44823199999999996	21.013	200.96200000000002	1739.66	62.751999999999995	
516000	12.3637	0.08216210000000002	0.00265658	0.8219420000000001	0.0266901	156.126	10678.8	5.3978	5.42285	5.3843	4.75789	5.0615	5.26789	4.35813	17.4524	3.21253	2.77731	2.15138	1.62006	1.19976	0.10735499999999999	0.688053	121.929	7.756469999999999	0.0820458	0.06389109999999999	0.051927999999999995	0.0436614	0.0383487	0.0513566	9.2319	0.286894	0.225841	0.177902	0.0940937	4.01251e-06	3.0720999999999998e-06	2.31042e-06	5.20467e-06	7.469980000000001e-06	1.7109200000000001e-06	1.3864700000000002e-06	0.25291399999999997	2.13276e-06	2.53376e-06	3.1747500000000004e-06	3.99854e-06	5.03892e-06	6.327340000000001e-06	0.000231275	0.000188618	7.88943e-06	16.7282	21.0807	26.4708	33.0058	789.0880000000001	967.547	31.2515	21.7747	13.2818	10.6316	12.8529	16.7872	10.6002	8.92253	33.5161	4.18839	5.80075	7.158180000000001	9.66633	14.7679	1475.29	39152.4	0.293743	0.22587600000000002	0.172537	0.12947899999999998	0.0957061	0.07760360000000001	0.0560567	0.360099	0.2866	0.22735999999999998	0.180533	0.144145	0.121419	0.455801	21.8875	208.829	1756.63	64.2573	
528000	11.5477	0.0772489	0.00255793	0.77279	0.025698900000000004	159.255	10774.4	5.37252	5.41246	5.39343	4.84974	5.12277	5.3011099999999995	4.480630000000001	18.8608	3.15387	2.75726	2.15856	1.6418	1.22662	0.10991300000000001	0.702773	121.109	8.0441	0.0884523	0.0688592	0.0557521	0.0465519	0.0404987	0.0530974	9.46875	0.294547	0.23194499999999998	0.182749	0.0966735	4.26623e-06	3.30102e-06	2.5075e-06	5.46986e-06	7.701410000000001e-06	1.87328e-06	1.51615e-06	0.259832	2.16748e-06	2.58256e-06	3.2407299999999997e-06	4.08117e-06	5.13436e-06	6.4280999999999995e-06	0.00023280900000000003	0.00019022	7.98426e-06	17.0739	21.4799	26.8923	33.4025	795.791	973.959	32.2196	22.8841	13.5578	10.6254	13.8106	17.8486	10.8043	9.06777	34.1292	4.5828	6.34328	7.837439999999999	10.4908	15.5605	1474.26	40019.0	0.308892	0.24030300000000002	0.185501	0.140598	0.10482999999999999	0.0848582	0.0612876	0.365644	0.29185300000000003	0.23189200000000001	0.184126	0.146775	0.12326199999999998	0.463758	22.805999999999997	216.803	1769.75	65.6221	
540000	10.8128	0.0725849	0.0024573	0.726132	0.024687900000000002	162.264	10864.3	5.34386	5.39741	5.39658	4.932580000000001	5.175669999999999	5.32705	4.59422	20.3182	3.08671	2.7277099999999996	2.15801	1.6581	1.25034	0.111853	0.719096	120.23899999999999	8.33339	0.0951655	0.07412560000000001	0.05984880000000001	0.0496798	0.042846300000000004	0.0549977	9.70748	0.302319	0.238163	0.187697	0.0992973	4.5088800000000004e-06	3.52583e-06	2.7055599999999997e-06	5.7150599999999995e-06	7.90186e-06	2.04005e-06	1.6518900000000002e-06	0.266892	2.20625e-06	2.63529e-06	3.3097699999999997e-06	4.16511e-06	5.2285800000000005e-06	6.52452e-06	0.00023362	0.00019156099999999998	8.071360000000001e-06	17.425	21.8741	27.2956	33.7668	801.4010000000001	977.35	33.0581	23.9098	13.8467	10.6221	14.7511	18.8637	11.0249	9.229989999999999	34.7737	5.0096300000000005	6.911160000000001	8.53513	11.3194	16.4721	1473.18	40885.3	0.32292600000000005	0.254127	0.198257	0.151793	0.114219	0.0924685	0.0669684	0.37094	0.297038	0.2365	0.187896	0.14962899999999998	0.125334	0.47211400000000003	23.7754	224.77	1778.75	66.8249	
552000	10.1538	0.0681836	0.00235604	0.6821020000000001	0.0236706	165.15200000000002	10948.7	5.312180000000001	5.378080000000001	5.39409	5.0064	5.22039	5.34601	4.6986	21.8199	3.01252	2.6895599999999997	2.15001	1.6688599999999998	1.27053	0.113129	0.736166	119.324	8.623439999999999	0.102159	0.07967439999999999	0.06421080000000001	0.053044299999999996	0.0453955	0.0570636	9.94775	0.310204	0.24449200000000001	0.192746	0.10197	4.73616e-06	3.74261e-06	2.9013299999999996e-06	5.93614e-06	8.068639999999999e-06	2.20864e-06	1.79171e-06	0.274102	2.24865e-06	2.69118e-06	3.3808099999999997e-06	4.24907e-06	5.32014e-06	6.615119999999999e-06	0.00023369900000000003	0.00019262	8.14937e-06	17.7763	22.2571	27.6747	34.0931	805.828	977.68	33.7557	24.8346	14.1439	10.6218	15.6579	19.8145	11.2588	9.40738	35.4492	5.46246	7.4961	9.24043	12.1384	17.5023	1472.05	41751.4	0.33560300000000004	0.267099	0.210579	0.162876	0.123727	0.100323	0.07301310000000001	0.375902	0.30207	0.24111	0.19178	0.15266300000000002	0.127611	0.480863	24.8029	232.612	1783.51	67.8488	
564000	9.56478	0.06405330000000001	0.00225541	0.640783	0.022659400000000003	167.919	11028.1	5.277830000000001	5.35484	5.386340000000001	5.07129	5.2571699999999995	5.3583300000000005	4.79363	23.3611	2.9328	2.6438099999999998	2.135	1.6740700000000002	1.28691	0.113725	0.753258	118.37200000000001	8.91334	0.109401	0.0854847	0.0688263	0.056640699999999995	0.0481467	0.0592986	10.1892	0.318193	0.250929	0.19789400000000001	0.10469500000000001	4.94424e-06	3.94758e-06	3.09144e-06	6.12982e-06	8.20018e-06	2.37628e-06	1.9334e-06	0.281466	2.29414e-06	2.74939e-06	3.45274e-06	4.3317500000000005e-06	5.40764e-06	6.69852e-06	0.000233063	0.00019338	8.217080000000002e-06	18.1221	22.6231	28.0235	34.3764	809.0089999999999	975.0139999999999	34.3058	25.6447	14.4448	10.6243	16.5154	20.6849	11.5023	9.59769	36.1545	5.93394	8.08888	9.94173	12.9337	18.6467	1470.86	42617.6	0.346724	0.278993	0.22224699999999997	0.173656	0.133197	0.108296	0.0793222	0.380447	0.306867	0.245646	0.195716	0.155829	0.13006199999999998	0.48999	25.8953	240.21099999999998	1784.02	68.6822	
576000	9.04001	0.060197900000000006	0.00215645	0.602214	0.0216653	170.56599999999997	11102.6	5.24118	5.32811	5.37374	5.1274	5.28631	5.36437	4.879230000000001	24.9365	2.84897	2.59154	2.1135	1.67385	1.2993	0.113651	0.769764	117.389	9.20219	0.11685799999999999	0.0915316	0.0736789	0.0604602	0.0510971	0.0617036	10.4315	0.326277	0.257468	0.20314100000000002	0.107477	5.12991e-06	4.13731e-06	3.27264e-06	6.29378e-06	8.29611e-06	2.54013e-06	2.07465e-06	0.288988	2.34209e-06	2.8089999999999997e-06	3.5244199999999994e-06	4.41184e-06	5.48972e-06	6.77347e-06	0.00023175099999999998	0.000193835	8.273539999999999e-06	18.4572	22.9665	28.337	34.6125	810.91	969.523	34.707	26.3305	14.7447	10.6295	17.3091	21.4616	11.7517	9.79831	36.8872	6.41606	8.679780000000001	10.6272	13.6917	19.8969	1469.6	43484.1	0.356145	0.289618	0.23306	0.183945	0.142466	0.116255	0.085787	0.384502	0.311352	0.250033	0.19963599999999998	0.159075	0.132651	0.49946	27.0592	247.459	1780.43	69.3195	
588000	8.57345	0.056616599999999996	0.0020601	0.566388	0.020697200000000002	173.09599999999998	11172.6	5.20257	5.29829	5.356730000000001	5.175009999999999	5.3082	5.36458	4.95549	26.5408	2.76238	2.53384	2.08613	1.66839	1.30762	0.112944	0.7851859999999999	116.381	9.489189999999999	0.12449400000000001	0.09778660000000002	0.07874860000000002	0.0644903	0.0542404	0.0642766	10.6741	0.334445	0.264102	0.208481	0.11031700000000001	5.29082e-06	4.3088999999999995e-06	3.4419599999999996e-06	6.42678e-06	8.35724e-06	2.69745e-06	2.21311e-06	0.296666	2.3918e-06	2.86906e-06	3.5947e-06	4.48811e-06	5.5651499999999996e-06	6.838889999999999e-06	0.00022982700000000002	0.000193983	8.31801e-06	18.7763	23.2821	28.6107	34.7985	811.529	961.4739999999999	34.9627	26.8868	15.0387	10.6373	18.0268	22.1346	12.0029	10.0063	37.6441	6.900530000000001	9.259039999999999	11.2853	14.4	21.2408	1468.26	44351.1	0.36378499999999997	0.29882800000000004	0.24284699999999998	0.19356800000000002	0.151375	0.12406700000000001	0.0922937	0.38800100000000004	0.31545	0.254198	0.203475	0.16234400000000002	0.13533900000000001	0.509228	28.3005	254.25400000000002	1773.0	69.7612	
600000	8.159189999999999	0.0533053	0.00196706	0.533262	0.0197625	175.511	11238.6	5.16235	5.26578	5.33575	5.21444	5.32325	5.35941	5.0225599999999995	28.1685	2.67424	2.47181	2.05356	1.6580000000000001	1.31187	0.111659	0.799122	115.355	9.773610000000001	0.13227	0.104219	0.0840121	0.0687151	0.0575673	0.067013	10.9169	0.342686	0.270822	0.21391	0.11321800000000001	5.42547e-06	4.46011e-06	3.5968699999999994e-06	6.52869e-06	8.38549e-06	2.84574e-06	2.34655e-06	0.30449899999999996	2.44253e-06	2.9286000000000002e-06	3.6624900000000002e-06	4.5594e-06	5.63286e-06	6.893930000000001e-06	0.00022737400000000002	0.000193833	8.35009e-06	19.0745	23.5653	28.8409	34.9327	810.9	951.211	35.0807	27.3131	15.3222	10.6472	18.6593	22.6979	12.252	10.2185	38.4208	7.3791	9.817260000000001	11.9057	15.048	22.6631	1466.86	45218.8	0.369623	0.306532	0.251471	0.202375	0.159778	0.1316	0.0987285	0.390895	0.31909899999999997	0.25807399999999997	0.207168	0.165582	0.13808099999999998	0.519234	29.6241	260.515	1762.11	70.0134	
