time	Lamp2a	WTasyn{Lysosome}	WTasyn2{Lysosome}	WTasyndegr	WTasyn2degr	WTasyn2merCMADegr	WTasynCMADegr	DopModWTasyn2merOnLamp	DopModWTasyn3merOnLamp	DopModWTasyn4merOnLamp	DopModWTasyn7merOnLamp	DopModWTasyn6merOnLamp	DopModWTasyn5merOnLamp	DopModWTasyn8merOnLamp	DopModWTasyn9merOnLamp	WTasyn3merOnLamp	WTasyn4merOnLamp	WTasyn5merOnLamp	WTasyn6merOnLamp	WTasyn7merOnLamp	WTasyn8merOnLamp	WTasyn9merOnLamp	DopModWTasynOnLamp	WTasyn2merM/Adegr	WTasyn3merM/Adegr	WTasyn4merM/Adegrr	WTasyn5merM/Adegr	WTasyn6merM/Adegr	WTasyn7merM/Adegr	WTasyn8merM/Adegr	DopModWTasyn2merM/Adegr	DopModWTasyn3merM/Adegr	DopModWTasyn4merM/Adegr	DopModWTasyn6merM/Adegr	DopModWTasyn8merM/Adegr	WTasyn4{M/autophagy&OtherLysDegrPath}	WTasyn5{M/autophagy&OtherLysDegrPath}	WTasyn6{M/autophagy&OtherLysDegrPath}	WTasyn3{M/autophagy&OtherLysDegrPath}	WTasyn2{M/autophagy&OtherLysDegrPath}	WTasyn7{M/autophagy&OtherLysDegrPath}	WTasyn8{M/autophagy&OtherLysDegrPath}	DopModWTasyn7merM/Adegr	DopModWTasyn8{M/autophagy&OtherLysDegrPath}	DopModWTasyn7{M/autophagy&OtherLysDegrPath}	DopModWTasyn6{M/autophagy&OtherLysDegrPath}	DopModWTasyn5{M/autophagy&OtherLysDegrPath}	DopModWTasyn4{M/autophagy&OtherLysDegrPath}	DopModWTasyn3{M/autophagy&OtherLysDegrPath}	WTasyn{M/autophagy&OtherLysDegrPath}	DopModWTasyn{M/autophagy&OtherLysDegrPath}	DopModWTasyn2{M/autophagy&OtherLysDegrPath}	DopModWTasyn5{Cytosol}	DopModWTasyn4{Cytosol}	DopModWTasyn3{Cytosol}	DopModWTasyn2{Cytosol}	DopModWTasyn{Cytosol}	WTasyn{Cytosol}	WTasyn2{Cytosol}	WTasyn3{Cytosol}	DopModWTasyn6{Cytosol}	Dopamine	WTasyn5{Cytosol}	WTasyn4{Cytosol}	DopModWTasyn7{Cytosol}	DopModWTasyn8{Cytosol}	DopModWTasyn9	WTasyn9	WTasyn8{Cytosol}	WTasyn7{Cytosol}	WTasyn6{Cytosol}	HigherWTasynSPC	Proteasome	Dopamine_degraded	ProtWTasyn3	ProtWTasyn4	ProtWTasyn5	ProtWTasyn6	ProtWTasyn7	ProtWTasyn8	ProtWTasyn9	ProtDopModWTasyn3	ProtDopModWTasyn4	ProtDopModWTasyn5	ProtDopModWTasyn6	ProtDopModWTasyn7	ProtDopModWTasyn8	ProtDopModWTasyn9	ProtWTasynHigherSPC	alues[Total_Cytosolic_WTASYN_Oligomers	alues[Total_Cytosolic_WTASYN_Monomer	alues[Total_Cytosolic_WTASYN_Dimer	nnamed: 9
120000	82.9443	0.230672	0.00172002	2.30772	0.017282099999999998	45.8041	4071.79	2.95894	2.0813599999999997	1.3019100000000001	0.158077	0.357097	0.7226060000000001	0.063123	0.033692900000000005	2.14919	3.08677	3.41523	3.39624	3.36021	0.13555	4.8652	86.6455	1.2052	0.00848997	0.00896379	0.00870529	0.00846122	0.0084263	0.0168507	2.62258	0.0603683	0.0411276	0.029054700000000003	0.0181718	6.67726e-07	7.38375e-07	7.34251e-07	4.79377e-07	7.175879999999999e-07	7.26792e-07	1.15037e-06	0.041676099999999994	1.3870500000000001e-06	1.7444400000000002e-06	2.4984799999999998e-06	3.67776e-06	5.192709999999999e-06	6.7554600000000005e-06	9.682069999999999e-05	0.000169239	8.06721e-06	15.3866	21.7241	28.2613	33.7485	707.99	405.06199999999995	3.00231	2.0054	10.453	11.2026	3.08894	2.79331	7.29825	5.80285	19.9241	4.40353	4.812469999999999	3.04053	3.07173	4.8196900000000005	1496.43	9766.91	0.028075599999999996	0.0391232	0.0429454	0.0425533	0.0421024	0.0670412	0.060927699999999994	0.391894	0.299122	0.21035700000000002	0.142402	0.09972360000000001	0.0799279	0.27492300000000003	1.74942	132.066	1113.05	36.7508	
132000	79.0506	0.22816999999999998	0.00182536	2.28269	0.018340400000000003	47.9315	4347.1	3.1835400000000003	2.3247400000000003	1.52357	0.220521	0.467808	0.8923610000000001	0.0940312	0.05549930000000001	1.9639099999999998	2.79141	3.18128	3.21992	3.1973599999999998	0.13396	4.64389	90.7546	1.3245	0.00905436	0.00974455	0.00958176	0.00934035	0.0092979	0.0182139	2.832	0.0684337	0.0474147	0.0335763	0.0198606	6.33606e-07	7.21595e-07	7.30331e-07	4.62845e-07	7.992659999999999e-07	7.25528e-07	1.12209e-06	0.046933800000000005	1.4297200000000002e-06	1.8512700000000002e-06	2.6658799999999996e-06	3.85011e-06	5.27548e-06	6.679989999999999e-06	0.00010048799999999999	0.000164005	7.86336e-06	16.1075	22.0702	27.9454	32.8957	686.096	420.404	3.3440199999999995	1.9362700000000002	11.1533	11.1862	3.01873	2.65057	7.74515	5.9814099999999994	20.2186	4.40709	4.69417	3.03524	3.05532	5.241680000000001	1496.09	10679.7	0.0269889	0.0371399	0.0420299	0.042365	0.0420462	0.0653492	0.061019000000000004	0.388027	0.304697	0.22093200000000002	0.152304	0.10582799999999999	0.0822127	0.279022	2.05875	134.019	1106.5	36.2397	
144000	75.4549	0.22558499999999998	0.00192869	2.25683	0.019378599999999996	50.1842	4619.36	3.3894699999999998	2.55512	1.74317	0.294421	0.590787	1.06995	0.13308599999999998	0.0861715	1.83257	2.52643	2.94807	3.0415799999999997	3.03829	0.131938	4.42304	94.4647	1.44826	0.00960458	0.010485	0.0104354	0.0102125	0.0101667	0.0195447	3.03537	0.07638710000000001	0.053766800000000003	0.038276300000000006	0.0216071	6.00816e-07	7.00471e-07	7.226479999999999e-07	4.5576e-07	8.849809999999999e-07	7.221639999999999e-07	1.0961e-06	0.05250850000000001	1.4825299999999998e-06	1.9581900000000003e-06	2.81147e-06	3.9757e-06	5.30332e-06	6.571380000000001e-06	0.000104084	0.00015953700000000001	7.66338e-06	16.6327	22.1865	27.491	32.0591	667.41	435.44599999999997	3.7026199999999996	1.9066599999999998	11.7623	11.1702	2.93034	2.5134	8.19247	6.20235	20.5008	4.39454	4.58545	3.02116	3.02316	5.663869999999999	1495.74	11591.2	0.026449900000000002	0.0352084	0.040849199999999995	0.041958999999999996	0.041869199999999995	0.0638025	0.060879199999999994	0.382023	0.306902	0.228744	0.160995	0.11201400000000002	0.0851334	0.282887	2.39397	135.343	1102.86	35.7617	
156000	72.1065	0.22290500000000002	0.0020295	2.23001	0.0203914	52.5593	4888.46	3.57873	2.77263	1.95882	0.379427	0.724439	1.25292	0.180738	0.127547	1.7471900000000002	2.29491	2.72005	2.86141	2.88165	0.129477	4.20406	97.8291	1.57641	0.010151899999999998	0.011187799999999998	0.0112616	0.011073200000000002	0.0110302	0.0208451	3.2335700000000003	0.0841971	0.06012580000000001	0.0431013	0.023421200000000003	5.7113e-07	6.76193e-07	7.11284e-07	4.5795299999999997e-07	9.74713e-07	7.165959999999999e-07	1.07152e-06	0.0583693	1.54172e-06	2.06024e-06	2.93279e-06	4.0594699999999994e-06	5.28903e-06	6.44297e-06	0.000107623	0.000155778	7.47304e-06	16.983	22.1266	26.9537	31.2628	651.686	450.25199999999995	4.07803	1.91587	12.2697	11.1545	2.82877	2.38922	8.61934	6.449990000000001	20.7847	4.36806	4.4826	2.9978599999999997	2.9756099999999996	6.08315	1495.36	12501.3	0.0264507	0.0334351	0.039470099999999994	0.041337900000000004	0.0415656	0.0623482	0.0605394	0.374713	0.306505	0.23406	0.168298	0.11797200000000001	0.0884687	0.286731	2.7549900000000003	136.145	1101.94	35.3408	
168000	68.9631	0.220121	0.00212757	2.2021599999999997	0.0213767	55.0539	5154.29	3.7531	2.9777400000000003	2.1693	0.475033	0.867238	1.43927	0.237281	0.181528	1.7005099999999997	2.09826	2.50155	2.6804099999999997	2.72638	0.126575	3.98794	100.891	1.70888	0.0107073	0.0118575	0.0120575	0.0119182	0.011885600000000001	0.0221166	3.4274400000000003	0.0918462	0.06644800000000001	0.0480046	0.0253085	5.4602e-07	6.500929999999999e-07	6.96511e-07	4.6915e-07	1.0686200000000002e-06	7.08727e-07	1.04755e-06	0.0644785	1.6039700000000002e-06	2.15388e-06	3.0294299999999997e-06	4.10726e-06	5.243490000000001e-06	6.30451e-06	0.00011112200000000001	0.00015267	7.295880000000001e-06	17.1828	21.936	26.3744	30.5217	638.687	464.89300000000003	4.47091	1.9627400000000002	12.6739	11.139000000000001	2.71957	2.2842	9.01105	6.710439999999999	21.0791	4.32954	4.38235	2.96493	2.9138	6.49685	1494.97	13410.2	0.026976099999999996	0.0319091	0.037967900000000006	0.0405151	0.0411295	0.0609395	0.0600269	0.366703	0.304161	0.237211	0.17416600000000002	0.12347899999999999	0.0920199	0.290691	3.14152	136.525	1103.58	34.9926	
180000	65.9898	0.21722399999999997	0.00222279	2.17318	0.0223333	57.6644	5416.71	3.91415	3.1710700000000003	2.3738200000000003	0.580646	1.01777	1.62737	0.302879	0.25007399999999996	1.6861	1.9365299999999999	2.2965299999999997	2.50022	2.5718900000000002	0.12323599999999998	3.77532	103.68700000000001	1.8456599999999999	0.0112813	0.0125005	0.012821700000000002	0.012743700000000002	0.0127302	0.0233592	3.61774	0.0993268	0.0727013	0.0529467	0.0272709	5.26664e-07	6.23555e-07	6.78794e-07	4.89037e-07	1.16699e-06	6.98506e-07	1.02353e-06	0.0707955	1.66651e-06	2.23685e-06	3.10237e-06	4.125030000000001e-06	5.17573e-06	6.16312e-06	0.00011460100000000001	0.00015016	7.13404e-06	17.2571	21.6524	25.7829	29.8447	628.187	479.444	4.88245	2.04597	12.979000000000001	11.1236	2.60855	2.20324	9.358130000000001	6.972060000000001	21.3892	4.28052	4.28186	2.92216	2.83967	6.90265	1494.56	14317.9	0.0280077	0.030702099999999996	0.0364228	0.039515100000000004	0.0405574	0.059536	0.059364099999999996	0.358439	0.300417	0.23854299999999998	0.17864100000000002	0.128391	0.0956183	0.29484899999999997	3.55312	136.57299999999998	1107.63	34.7272	
192000	63.1581	0.214207	0.00231514	2.14299	0.0232612	60.3874	5675.58	4.06325	3.35333	2.57191	0.6956220000000001	1.17476	1.81594	0.377596	0.33520900000000003	1.6983099999999998	1.80867	2.10833	2.323	2.41803	0.119477	3.56656	106.24600000000001	1.9867299999999999	0.011884299999999999	0.013124200000000003	0.013554399999999998	0.0135464	0.0135611	0.0245728	3.8051699999999995	0.10663900000000001	0.0788638	0.057894900000000006	0.029307299999999998	5.13967e-07	5.97958e-07	6.58769e-07	5.17315e-07	1.27022e-06	6.859610000000001e-07	9.98898e-07	0.0772791	1.7271000000000002e-06	2.30792e-06	3.15347e-06	4.11848e-06	5.0930900000000006e-06	6.02394e-06	0.000118075	0.000148197	6.988680000000001e-06	17.2296	21.3066	25.2007	29.2367	619.976	493.98	5.3143199999999995	2.1643	13.1927	11.1083	2.50147	2.15015	9.655389999999999	7.22554	21.7172	4.222169999999999	4.1788	2.86967	2.75589	7.29858	1494.12	15224.3	0.029527499999999998	0.0298697	0.0349147	0.0383728	0.03985	0.058103699999999994	0.058568499999999996	0.350242	0.29572	0.23839200000000002	0.181821	0.132622	0.099128	0.299243	3.98924	136.37	1113.96	34.551	
204000	60.4443	0.211063	0.00240461	2.11153	0.0241601	63.2195	5930.76	4.20156	3.5252199999999996	2.76333	0.81929	1.3370600000000001	2.00394	0.461405	0.439029	1.73227	1.7128299999999999	1.9395900000000001	2.15117	2.26518	0.115335	3.3618099999999997	108.59100000000001	2.1321	0.012526100000000002	0.013737000000000001	0.0142577	0.014324100000000001	0.0143756	0.0257562	3.99039	0.11378699999999999	0.0849212	0.0628234	0.0314145	5.08601e-07	5.746179999999999e-07	6.37226e-07	5.53736e-07	1.37879e-06	6.7123e-07	9.73219e-07	0.08389010000000001	1.7840599999999997e-06	2.36663e-06	3.1850799999999997e-06	4.09284e-06	5.001480000000001e-06	5.89071e-06	0.000121565	0.000146734	6.860369999999999e-06	17.1223	20.9234	24.6433	28.6999	613.8580000000001	508.579	5.76856	2.3166900000000004	13.3248	11.093	2.40384	2.12773	9.901	7.4638100000000005	22.0637	4.15535	4.07137	2.80803	2.6657599999999997	7.682939999999999	1493.67	16129.4	0.0315198	0.0294533	0.0335207	0.037132099999999994	0.0390138	0.056616099999999996	0.0576529	0.342344	0.290431	0.23706799999999997	0.183838	0.136138	0.10244400000000001	0.303885	4.44919	135.991	1122.44	34.4685	
216000	57.8292	0.20778200000000002	0.00249119	2.07871	0.0250299	66.1573	6182.08	4.33005	3.68739	2.94797	0.950973	1.5036200000000002	2.19054	0.5542100000000001	0.563703	1.7838200000000002	1.64661	1.7921599999999998	1.98725	2.11417	0.110865	3.16109	110.743	2.2818099999999997	0.013216499999999999	0.014348	0.0149349	0.0150755	0.015171299999999999	0.026907999999999998	4.17399	0.12078	0.0908657	0.067712	0.033587099999999995	5.11051e-07	5.5475e-07	6.15067e-07	5.98135e-07	1.49329e-06	6.54568e-07	9.462090000000001e-07	0.09059160000000001	1.8361599999999998e-06	2.41315e-06	3.19976e-06	4.05274e-06	4.9056300000000005e-06	5.766080000000001e-06	0.00012508700000000002	0.000145728	6.74927e-06	16.9545	20.5224	24.122	28.2352	609.6519999999999	523.312	6.24759	2.5024599999999997	13.3862	11.0775	2.3207299999999997	2.138	10.0955	7.681760000000001	22.4276	4.08061	3.9583699999999995	2.73833	2.57306	8.05425	1493.19	17033.3	0.0339734	0.0294829	0.032312400000000005	0.035844	0.0380621	0.055054700000000005	0.056626199999999995	0.334912	0.284839	0.23484699999999997	0.184839	0.138941	0.10549000000000001	0.308764	4.93219	135.501	1132.96	34.4828	
228000	55.2973	0.20435799999999998	0.00257482	2.04446	0.0258702	69.1972	6429.38	4.44955	3.8404599999999998	3.12582	1.08999	1.6735099999999998	2.37506	0.655848	0.711486	1.84945	1.60725	1.6671	1.8336599999999998	1.9661799999999998	0.10614200000000001	2.96437	112.71600000000001	2.43591	0.0139648	0.0149668	0.0155909	0.0158004	0.015946000000000002	0.0280265	4.35651	0.127629	0.0966945	0.07254580000000001	0.035819	5.21663e-07	5.39447e-07	5.93275e-07	6.504510000000001e-07	1.6143600000000001e-06	6.363649999999999e-07	9.177389999999999e-07	0.0973507	1.8826e-06	2.44803e-06	3.2001299999999996e-06	4.00226e-06	4.8093e-06	5.65192e-06	0.000128657	0.00014514	6.655260000000001e-06	16.7433	20.1193	23.6444	27.842	607.192	538.251	6.7541199999999995	2.72136	13.3877	11.0619	2.25673	2.18243	10.2414	7.876	22.8072	3.99831	3.83926	2.6621599999999996	2.48189	8.41116	1492.7	17936.0	0.0368829	0.0299796	0.031354599999999996	0.0345644	0.0370159	0.05341030000000001	0.05549400000000001	0.32806399999999997	0.279173	0.23197399999999999	0.184976	0.141059	0.108214	0.31386	5.43738	134.96200000000002	1145.44	34.5961	
240000	52.8363	0.200784	0.00265542	2.0087	0.026679900000000003	72.3357	6672.48	4.56073	3.98495	3.29691	1.23565	1.84588	2.55693	0.766098	0.884719	1.9262	1.59184	1.56476	1.6925700000000001	1.8227200000000001	0.101258	2.77166	114.525	2.59449	0.0147807	0.015603299999999999	0.016231799999999998	0.0164999	0.0166982	0.029110000000000004	4.53846	0.134349	0.10240899999999999	0.0773147	0.0381029	5.40691e-07	5.29673e-07	5.72874e-07	7.10742e-07	1.7427200000000002e-06	6.17132e-07	8.87849e-07	0.10413800000000001	1.92291e-06	2.47216e-06	3.1887599999999996e-06	3.94491e-06	4.71543e-06	5.54954e-06	0.000132294	0.000144933	6.57805e-06	16.5033	19.7267	23.2162	27.519000000000002	606.328	553.464	7.29115	2.97361	13.3401	11.0461	2.2158599999999997	2.26206	10.3423	8.0446	23.2004	3.9087	3.71421	2.5817099999999997	2.39655	8.75243	1492.18	18837.3	0.040249400000000005	0.0309587	0.030704400000000003	0.0333523	0.0359034	0.0516831	0.05426	0.32188	0.273613	0.228659	0.184399	0.14254	0.11058599999999999	0.319142	5.96382	134.42600000000002	1159.79	34.8102	
252000	50.4366	0.197051	0.00273282	1.97135	0.0274575	75.5689	6911.19	4.66416	4.12133	3.4613	1.3872799999999998	2.01994	2.73569	0.884682	1.0858299999999999	2.0116	1.59741	1.4848299999999999	1.56578	1.6854200000000001	0.09632080000000001	2.5830599999999997	116.18	2.75763	0.0156739	0.016267900000000002	0.016864700000000003	0.017176300000000002	0.017426900000000002	0.0301569	4.720280000000001	0.140953	0.10801300000000001	0.0820121	0.0404314	5.6834e-07	5.26267e-07	5.549e-07	7.791880000000001e-07	1.8791400000000002e-06	5.97505e-07	8.56751e-07	0.110929	1.9569e-06	2.48659e-06	3.1680700000000002e-06	3.8837e-06	4.626369999999999e-06	5.459790000000001e-06	0.000136011	0.000145075	6.51721e-06	16.2472	19.3541	22.8407	27.2646	606.9209999999999	569.014	7.86188	3.25999	13.2535	11.03	2.2016400000000003	2.37776	10.4027	8.186810000000001	23.6048	3.81198	3.58411	2.49959	2.32137	9.0769	1491.64	19737.3	0.044081199999999994	0.0324319	0.0304114	0.0322672	0.0347597	0.049883300000000005	0.0529274	0.316415	0.268302	0.225082	0.18325	0.14344400000000002	0.11259200000000001	0.324577	6.51048	133.946	1175.94	35.1265	
264000	48.0911	0.193155	0.00280678	1.9323700000000001	0.028200599999999996	78.8931	7145.33	4.7603	4.24999	3.61905	1.5441799999999999	2.19496	2.91093	1.01126	1.31733	2.10356	1.62109	1.4264700000000001	1.4546700000000001	1.556	0.09144730000000001	2.39882	117.68799999999999	2.9254700000000002	0.0166542	0.0169709	0.0174977	0.017833099999999998	0.018132299999999997	0.0311659	4.90241	0.147458	0.113515	0.086635	0.042797	6.04803e-07	5.29951e-07	5.40373e-07	8.560980000000001e-07	2.02443e-06	5.78217e-07	8.248299999999999e-07	0.117703	1.9846400000000003e-06	2.4925099999999997e-06	3.1403300000000002e-06	3.82118e-06	4.54393e-06	5.38322e-06	0.000139822	0.000145535	6.472250000000001e-06	15.9857	19.0093	22.5205	27.0765	608.847	584.96	8.46974	3.5817699999999997	13.1375	11.0135	2.2170799999999997	2.5303299999999997	10.4274	8.30283	24.0179	3.7085	3.45056	2.4189	2.26061	9.38342	1491.08	20636.1	0.048393599999999995	0.0344099	0.030518599999999996	0.031368400000000005	0.0336261	0.0480309	0.0515004	0.311705	0.263352	0.221398	0.18166400000000002	0.14383800000000002	0.114232	0.330131	7.076289999999999	133.569	1193.81	35.5463	
276000	45.7947	0.189088	0.00287698	1.89168	0.0289059	82.3037	7374.7	4.84952	4.37127	3.7702199999999997	1.70566	2.3702400000000003	3.0822700000000003	1.14545	1.5818	2.20031	1.66012	1.3884100000000001	1.3601299999999998	1.43608	0.0867613	2.21937	119.057	3.0981099999999997	0.0177321	0.017723	0.0181396	0.018475	0.018815099999999998	0.0321363	5.08522	0.153879	0.118922	0.09118330000000001	0.045192199999999995	6.50296e-07	5.41356e-07	5.302750000000001e-07	9.41906e-07	2.17944e-06	5.60087e-07	7.926269999999999e-07	0.12444300000000001	2.00636e-06	2.49118e-06	3.1076299999999997e-06	3.75954e-06	4.46952e-06	5.32012e-06	0.000143741	0.000146286	6.44261e-06	15.7278	18.698	22.2565	26.9526	611.989	601.354	9.11824	3.94078	13.0006	10.9965	2.2648200000000003	2.7206900000000003	10.4218	8.39367	24.4373	3.5987699999999996	3.31584	2.34306	2.21838	9.670960000000001	1490.5	21533.4	0.0532096	0.0369041	0.0310629	0.0307128	0.032548900000000006	0.0461556	0.049985800000000004	0.307769	0.258848	0.21773699999999999	0.179764	0.143795	0.11551800000000001	0.335771	7.660080000000001	133.338	1213.34	36.0708	
288000	43.5442	0.184847	0.00294302	1.84925	0.0295693	85.7961	7599.08	4.9321	4.4854199999999995	3.91485	1.8709900000000002	2.54514	3.24937	1.2867899999999999	1.8819099999999997	2.3003099999999996	1.7119400000000002	1.36904	1.2825799999999998	1.32712	0.08238619999999999	2.04536	120.292	3.27573	0.0189185	0.018535299999999998	0.0188002	0.0191079	0.0194773	0.0330683	5.26907	0.16023199999999999	0.12424500000000001	0.09565900000000001	0.04761	7.050849999999999e-07	5.610370000000001e-07	5.25542e-07	1.0371700000000002e-06	2.34502e-06	5.43999e-07	7.60834e-07	0.13113699999999998	2.02244e-06	2.48386e-06	3.07185e-06	3.7005800000000005e-06	4.4042e-06	5.270599999999999e-06	0.000147778	0.000147302	6.427680000000001e-06	15.4812	18.4247	22.0494	26.8902	616.242	618.243	9.811	4.33933	12.850999999999999	10.9792	2.34718	2.9499299999999997	10.3912	8.460939999999999	24.8608	3.4836300000000002	3.18284	2.27577	2.1986	9.93859	1489.9	22429.4	0.0585587	0.039928399999999996	0.0320769	0.030354900000000004	0.031578300000000004	0.0442952	0.0483942	0.304614	0.25485599999999997	0.214209	0.177662	0.14338900000000002	0.116471	0.341466	8.26065	133.296	1234.48	36.7011	
300000	41.3379	0.180428	0.00300439	1.8050400000000002	0.030185900000000005	89.3651	7818.26	5.00828	4.59267	4.05296	2.03947	2.71901	3.4119300000000004	1.43476	2.22036	2.40219	1.77417	1.36653	1.22194	1.23032	0.07844060000000001	1.87763	121.396	3.4584599999999996	0.020225299999999998	0.019419099999999998	0.0194896	0.0197388	0.0201219	0.0339628	5.454280000000001	0.166533	0.129496	0.100066	0.050044	7.69503e-07	5.89503e-07	5.27052e-07	1.14254e-06	2.52204e-06	5.30874e-07	7.302630000000001e-07	0.137774	2.0334e-06	2.4718299999999998e-06	3.0347199999999996e-06	3.6458300000000003e-06	4.348769999999999e-06	5.234600000000001e-06	0.00015194200000000002	0.00014856100000000002	6.426820000000001e-06	15.2521	18.1929	21.8988	26.8866	621.508	635.663	10.5516	4.78022	12.6956	10.9613	2.4663	3.2194599999999998	10.3409	8.50675	25.2866	3.3643300000000003	3.05495	2.22087	2.20494	10.1855	1489.28	23323.9	0.0644771	0.043500300000000006	0.0335896	0.0303457	0.030766900000000003	0.0424954	0.0467417	0.302238	0.251425	0.210904	0.17545999999999998	0.14269300000000001	0.117119	0.347188	8.876719999999999	133.485	1257.17	37.4382	
312000	39.1756	0.17582899999999999	0.00306051	1.7590299999999999	0.0307497	93.0046	8032.03	5.0782300000000005	4.69318	4.18458	2.2103599999999997	2.8912400000000003	3.56964	1.5888	2.59987	2.5047099999999998	1.84464	1.3789200000000001	1.17774	1.14656	0.0750334	1.71717	122.374	3.6465	0.021665	0.020386099999999997	0.020218700000000003	0.020375599999999997	0.020753	0.0348218	5.64113	0.1728	0.134687	0.10441099999999999	0.0524883	8.439639999999999e-07	6.27237e-07	5.35628e-07	1.2588e-06	2.7113099999999996e-06	5.216600000000001e-07	7.01827e-07	0.144351	2.03982e-06	2.4563299999999997e-06	2.99777e-06	3.59656e-06	4.30381e-06	5.21196e-06	0.00015624	0.00015004	6.43937e-06	15.046	18.0048	21.8042	26.9392	627.697	653.643	11.3434	5.26661	12.5411	10.9429	2.6242	3.531	10.276	8.533610000000001	25.713	3.2426	2.9360000000000004	2.18234	2.24084	10.4114	1488.65	24216.9	0.0710066	0.0476418	0.0356286	0.030733	0.0301688	0.0408075	0.04505069999999999	0.300634	0.24859	0.20790100000000003	0.17324900000000001	0.141779	0.117496	0.35291500000000003	9.507	133.942	1281.34	38.2826	
324000	37.0583	0.171051	0.0031107	1.71122	0.0312539	96.7079	8240.18	5.1420900000000005	4.787059999999999	4.30967	2.38289	3.06123	3.7222199999999996	1.74827	3.0232	2.60664	1.92134	1.4041700000000001	1.1491200000000001	1.07638	0.0722585	1.56511	123.228	3.84001	0.0232511	0.0214488	0.0209989	0.0210274	0.021375799999999997	0.0356485	5.82991	0.179047	0.13982999999999998	0.108701	0.054938	9.28969e-07	6.74721e-07	5.52039e-07	1.3867700000000002e-06	2.9136e-06	5.17307e-07	6.76512e-07	0.150864	2.04238e-06	2.43856e-06	2.9623700000000002e-06	3.5538099999999996e-06	4.2697e-06	5.20241e-06	0.000160675	0.000151719	6.464630000000001e-06	14.8672	17.8622	21.7643	27.0449	634.721	672.201	12.1898	5.80202	12.392999999999999	10.924000000000001	2.82288	3.88666	10.2016	8.54428	26.1389	3.12071	2.83011	2.16415	2.30952	10.6161	1488.0	25108.4	0.0781934	0.0523799	0.0382208	0.0315611	0.0298387	0.0392874	0.0433508	0.29978499999999997	0.246376	0.20526	0.17110899999999998	0.140719	0.11763900000000001	0.358628	10.1502	134.707	1306.92	39.2347	
336000	34.9881	0.166095	0.00315423	1.6616400000000002	0.0316912	100.46799999999999	8442.48	5.19996	4.8744	4.42822	2.55632	3.22841	3.8693800000000005	1.9124700000000001	3.49307	2.70681	2.00245	1.44025	1.13493	1.01994	0.0701919	1.42262	123.959	4.0391699999999995	0.0249983	0.0226201	0.0218422	0.0217039	0.0219968	0.0364471	6.02085	0.185291	0.144938	0.112943	0.057388800000000004	1.0251000000000001e-06	7.324509999999999e-07	5.770080000000001e-07	1.52734e-06	3.12957e-06	5.18754e-07	6.55345e-07	0.157314	2.04178e-06	2.4196599999999996e-06	2.92972e-06	3.51841e-06	4.24667e-06	5.2056e-06	0.00016525	0.000153578	6.50189e-06	14.7192	17.7659	21.7777	27.2008	642.499	691.3380000000001	13.0933	6.39014	12.2564	10.9046	3.0644299999999998	4.288869999999999	10.1226	8.54176	26.5633	3.00144	2.7415700000000003	2.17023	2.4140200000000003	10.8001	1487.33	25998.4	0.086087	0.05774630000000001	0.0413938	0.0328718	0.0298305	0.0379937	0.041679	0.299672	0.244796	0.203032	0.16911400000000001	0.139578	0.11759000000000001	0.364315	10.8049	135.817	1333.84	40.2941	
348000	32.9678	0.160967	0.00319031	1.6103399999999999	0.032053700000000004	104.275	8638.74	5.25191	4.95527	4.54017	2.72986	3.3922	4.01085	2.08065	4.01215	2.80401	2.08625	1.48516	1.13378	0.977015	0.068888	1.29085	124.571	4.24418	0.0269221	0.0239137	0.0227611	0.022415900000000002	0.0226235	0.037223400000000004	6.214169999999999	0.191546	0.150026	0.117148	0.0598373	1.13303e-06	8.00949e-07	6.11225e-07	1.6814e-06	3.35974e-06	5.2692e-07	6.39367e-07	0.163704	2.0387700000000003e-06	2.40071e-06	2.90089e-06	3.4910500000000002e-06	4.2348099999999995e-06	5.22111e-06	0.00016995900000000002	0.00015559799999999998	6.5504e-06	14.6047	17.7163	21.8426	27.4038	650.952	711.039	14.0563	7.0347100000000005	12.1358	10.8847	3.35103	4.74041	10.0433	8.52918	26.9858	2.88816	2.67475	2.2044099999999998	2.5572	10.9649	1486.65	26886.8	0.0947377	0.0637769	0.0451765	0.0347044	0.0301969	0.036986	0.0400798	0.30027	0.24385700000000002	0.201259	0.167324	0.13842100000000002	0.11739200000000001	0.36996799999999996	11.4701	137.308	1361.99	41.4601	
