# Time	[Glc(int)]	[ATP]	[Glu6P]	[ADP]	[Fru6-P]	[Fru1,6-P2]	[AMP]	[glycerone phosphate]	[Gra3P]	[NAD]	[Gri2,3P2]	[NADH]	[Gri3P]	[Gri2P]	[phosphoenolpyruvate]	[pyruvate]	[acetaldehyde]	
0.78	0.0785792	1.15917	0.248664	1.7531	0.0492349	0.52483	1.18774	0.404792	0.0182125	1.5048	7.66484e-05	0.085198	0.213099	0.0300471	0.0198386	1.27292	0.122285	
0.8	0.0792222	1.14823	0.247298	1.75258	0.0489015	0.522249	1.19919	0.40377	0.0181665	1.50466	7.58786e-05	0.0853448	0.212259	0.0299256	0.0197555	1.27111	0.121923	
0.82	0.0797701	1.13907	0.246169	1.75208	0.0486264	0.520103	1.20885	0.402918	0.0181281	1.50453	7.5241e-05	0.0854671	0.211561	0.0298247	0.0196866	1.26959	0.121622	
0.84	0.0802358	1.13141	0.245235	1.7516	0.048399	0.518318	1.21699	0.402207	0.0180962	1.50443	7.47119e-05	0.0855692	0.21098	0.0297407	0.0196294	1.26833	0.121372	
0.86	0.0806305	1.125	0.244461	1.75116	0.0482107	0.516831	1.22384	0.401613	0.0180694	1.50435	7.42722e-05	0.0856544	0.210496	0.0296707	0.0195819	1.26728	0.121163	
0.88	0.0809644	1.11963	0.243818	1.75077	0.0480544	0.515591	1.2296	0.401117	0.0180471	1.50427	7.39065e-05	0.0857256	0.210092	0.0296124	0.0195423	1.26639	0.12099	
0.9	0.0812464	1.11514	0.243283	1.75042	0.0479245	0.514556	1.23444	0.400703	0.0180285	1.50421	7.36019e-05	0.0857851	0.209755	0.0295638	0.0195093	1.26566	0.120844	
0.92	0.0814842	1.11139	0.242838	1.75012	0.0478164	0.513692	1.2385	0.400357	0.0180129	1.50417	7.3348e-05	0.0858348	0.209474	0.0295232	0.0194818	1.26504	0.120723	
0.94	0.0816845	1.10824	0.242467	1.74985	0.0477265	0.512971	1.24191	0.400067	0.0179999	1.50412	7.31362e-05	0.0858765	0.209239	0.0294892	0.0194588	1.26452	0.120622	
0.96	0.0818531	1.10561	0.242158	1.74962	0.0476515	0.512367	1.24477	0.399825	0.017989	1.50409	7.29594e-05	0.0859112	0.209043	0.0294609	0.0194396	1.26409	0.120537	
0.98	0.0819949	1.10341	0.2419	1.74943	0.0475889	0.511863	1.24716	0.399622	0.0179799	1.50406	7.28118e-05	0.0859404	0.208879	0.0294372	0.0194236	1.26373	0.120467	
1	0.082114	1.10156	0.241685	1.74926	0.0475367	0.511442	1.24917	0.399453	0.0179723	1.50404	7.26885e-05	0.0859647	0.208742	0.0294174	0.0194102	1.26343	0.120408	
