time	MAPK phosphatase	MEK phosphatase	RAF kinase	RAF phosphatase	MAPK	MAPK-P	MAPK-PP	MEK	MEK-P	MEK-PP	RAF	RAF-P	MAPK_MEK-PP	MAPK-P_MEK-PP	MEK_RAF-P	MEK-P_RAF-P	MAPK-P_MAPKPase	MAPK-PP_MAPKPase	MEK-P_MEKPase	MEK-PP_MEKPase	RAF_RAFK	RAF-P_RAFPase	Scaffold	Scaffold_RAF	Scaffold_RAF-P	Scaffold_MEK	Scaffold_MEK_RAF	Scaffold_MEK_RAF-P	Scaffold_MEK-P	Scaffold_MEK-P_RAF	Scaffold_MEK-P_RAF-P	Scaffold_MEK-PP	Scaffold_MEK-PP_RAF	Scaffold_MEK-PP_RAF-P	Scaffold_MAPK	Scaffold_MAPK_RAF	Scaffold_MAPK_RAF-P	Scaffold_MAPK_MEK	Scaffold_MAPK_MEK_RAF	Scaffold_MAPK_MEK_RAF-P	Scaffold_MAPK_MEK-P	Scaffold_MAPK_MEK-P_RAF	Scaffold_MAPK_MEK-P_RAF-P	Scaffold_MAPK_MEK-PP	Scaffold_MAPK_MEK-PP_RAF	Scaffold_MAPK_MEK-PP_RAF-P	Scaffold_MAPK-P	Scaffold_MAPK-P_RAF	Scaffold_MAPK-P_RAF-P	Scaffold_MAPK-P_MEK	Scaffold_MAPK-P_MEK_RAF	Scaffold_MAPK-P_MEK_RAF-P	Scaffold_MAPK-P_MEK-P	Scaffold_MAPK-P_MEK-P_RAF	Scaffold_MAPK-P_MEK-P_RAF-P	Scaffold_MAPK-P_MEK-PP	Scaffold_MAPK-P_MEK-PP_RAF	Scaffold_MAPK-P_MEK-PP_RAF-P	Scaffold_MAPK-PP	Scaffold_MAPK-PP_RAF	Scaffold_MAPK-PP_RAF-P	Scaffold_MAPK-PP_MEK	Scaffold_MAPK-PP_MEK_RAF	Scaffold_MAPK-PP_MEK_RAF-P	Scaffold_MAPK-PP_MEK-P	Scaffold_MAPK-PP_MEK-P_RAF	Scaffold_MAPK-PP_MEK-P_RAF-P	Scaffold_MAPK-PP_MEK-PP	Scaffold_MAPK-PP_MEK-PP_RAF	Scaffold_MAPK-PP_MEK-PP_RAF-P	Scaffold_RAF_2	Scaffold_MEK_RAF_2	Scaffold_MEK-P_RAF_2	Scaffold_MEK-PP_RAF_2	Scaffold_MAPK_RAF_2	Scaffold_MAPK_MEK_RAF_2	Scaffold_MAPK_MEK-P_RAF_2	Scaffold_MAPK_MEK-PP_RAF_2	Scaffold_MAPK-P_RAF_2	Scaffold_MAPK-P_MEK_RAF_2	Scaffold_MAPK-P_MEK-P_RAF_2	Scaffold_MAPK-P_MEK-PP_RAF_2	Scaffold_MAPK-PP_RAF_2	Scaffold_MAPK-PP_MEK_RAF_2	Scaffold_MAPK-PP_MEK-P_RAF_2	Scaffold_MAPK-PP_MEK-PP_RAF_2	nnamed: 8
127.5	0.241387	0.16109500000000002	0.0690383	0.269665	0.182342	0.0210283	0.00339711	0.0168074	0.0126698	0.00909469	0.0205725	0.135132	0.047294199999999995	0.00541449	0.014462000000000001	0.0112749	0.0504921	0.00812077	0.022675900000000002	0.016229499999999997	0.00285526	0.030335	0.00164757	4.58453e-05	0.00606709	0.000527828	1.47226e-05	0.00174056	0.000238465	6.58668e-06	0.00113899	0.000266291	7.335710000000001e-06	0.00137919	0.00594113	0.000165319	0.0218774	0.00190528	5.31436e-05	0.00628373	0.000864321	2.38744e-05	0.00412419	0.000844349	2.32448e-05	0.00445748	0.000413296	1.1486500000000001e-05	0.00159435	0.000122751	3.42037e-06	0.000422911	3.57154e-05	9.80233e-07	0.000204693	0.000518945	1.43573e-05	0.00234434	0.000475051	1.32091e-05	0.00180041	0.000140147	3.90644e-06	0.000476023	3.91707e-05	1.0747200000000002e-06	0.000226358	0.000651545	1.80693e-05	0.00271744	0.00301373	0.00100171	0.000464069	0.000528658	0.011116200000000001	0.00370582	0.00172736	0.00172178	0.000818725	0.00025299700000000003	7.41314e-05	0.00106576	0.000922043	0.00028188599999999996	7.83575e-05	0.00133325	
128.0	0.24130100000000002	0.161072	0.0690438	0.26965500000000003	0.18218800000000002	0.0210614	0.00340593	0.0167887	0.012672200000000002	0.0091078	0.020547	0.135176	0.04732430000000001	0.00543174	0.0144495	0.0112811	0.0505584	0.00814045	0.0226769	0.0162515	0.00285163	0.0303445	0.0016527	4.59278e-05	0.00607707	0.000528887	1.4732799999999999e-05	0.00174135	0.000238636	6.5827e-06	0.00113873	0.000266124	7.32143e-06	0.00137712	0.00595475	0.00016548	0.0218952	0.00190752	5.31362e-05	0.00628133	0.0008642119999999999	2.3839800000000002e-05	0.00411976	0.000843114	2.31802e-05	0.00444716	0.00041299699999999996	1.1463099999999999e-05	0.00159104	0.000122528	3.4096499999999996e-06	0.000421534	3.56183e-05	9.7628e-07	0.000203962	0.000518087	1.43147e-05	0.00233774	0.00047499300000000005	1.319e-05	0.00179777	0.000139988	3.89685e-06	0.00047481199999999997	3.91102e-05	1.07166e-06	0.000225783	0.000650346	1.80124e-05	0.00270886	0.00302125	0.00100245	0.000463608	0.000527551	0.011131	0.00370402	0.00172344	0.00171596	0.000817433	0.00025215700000000003	7.38098e-05	0.00106205	0.000921519	0.000281276	7.81495e-05	0.00132897	
128.5	0.24121700000000001	0.161049	0.06904910000000002	0.269646	0.18203699999999998	0.0210938	0.00341459	0.016770300000000002	0.012674600000000001	0.00912068	0.0205222	0.135218	0.0473538	0.00544872	0.014437299999999998	0.0112872	0.0506235	0.00815981	0.022678	0.0162732	0.00284809	0.0303538	0.00165777	4.60092e-05	0.00608693	0.000529932	1.4742899999999999e-05	0.00174214	0.000238805	6.57885e-06	0.00113848	0.000265954	7.307310000000001e-06	0.00137507	0.00596816	0.000165639	0.021912900000000003	0.00190974	5.31295e-05	0.00627904	0.000864108	2.38062e-05	0.00411546	0.000841884	2.31165e-05	0.00443699	0.000412684	1.14397e-05	0.00158773	0.00012230299999999998	3.3990199999999997e-06	0.000420168	3.55213e-05	9.72368e-07	0.00020323700000000002	0.000517232	1.42727e-05	0.00233122	0.00047491	1.31708e-05	0.0017951	0.000139825	3.88728e-06	0.00047360400000000003	3.90487e-05	1.0686e-06	0.000225209	0.000649142	1.79559e-05	0.00270036	0.0030287	0.00100319	0.000463158	0.0005264530000000001	0.0111456	0.00370229	0.00171961	0.00171023	0.0008161280000000001	0.000251323	7.3491e-05	0.00105839	0.00092096	0.000280664	7.79417e-05	0.00132471	
129.0	0.24113400000000001	0.161026	0.0690542	0.269637	0.18188900000000002	0.0211257	0.00342311	0.0167525	0.0126771	0.00913331	0.020497900000000003	0.13526	0.0473827	0.00546543	0.0144254	0.0112932	0.0506875	0.00817883	0.0226791	0.0162944	0.00284462	0.0303628	0.00166275	4.60896e-05	0.00609667	0.0005309630000000001	1.4752899999999999e-05	0.00174294	0.00023897099999999999	6.57512e-06	0.00113825	0.000265781	7.2933300000000005e-06	0.00137304	0.00598137	0.000165797	0.0219304	0.00191193	5.31235e-05	0.00627687	0.000864008	2.3773400000000002e-05	0.00411127	0.0008406589999999999	2.30537e-05	0.00442697	0.00041235800000000004	1.1416300000000001e-05	0.00158442	0.000122078	3.38849e-06	0.00041881599999999997	3.54245e-05	9.68496e-07	0.000202518	0.00051638	1.4231199999999999e-05	0.00232479	0.000474804	1.3151199999999999e-05	0.00179239	0.000139657	3.8777300000000006e-06	0.00047240000000000004	3.8986399999999997e-05	1.06556e-06	0.00022463599999999998	0.0006479330000000001	1.7899999999999998e-05	0.00269192	0.00303607	0.00100393	0.00046271800000000004	0.0005253619999999999	0.0111601	0.00370064	0.00171586	0.00170456	0.00081481	0.000250495	7.317479999999999e-05	0.00105476	0.000920366	0.00028005099999999997	7.7734e-05	0.00132048	
129.5	0.241052	0.161004	0.0690593	0.26962800000000003	0.18174400000000002	0.021157	0.00343147	0.016735	0.0126795	0.00914572	0.0204741	0.135301	0.047410900000000006	0.00548187	0.0144137	0.0112991	0.0507504	0.00819752	0.0226802	0.016315299999999998	0.00284124	0.030371699999999998	0.00166766	4.6168900000000004e-05	0.00610629	0.00053198	1.4762999999999999e-05	0.00174374	0.000239135	6.57151e-06	0.00113804	0.000265604	7.27949e-06	0.00137104	0.00599438	0.000165954	0.021947799999999996	0.0019140999999999997	5.3118199999999996e-05	0.00627481	0.000863913	2.37414e-05	0.004107199999999999	0.000839439	2.29919e-05	0.004417100000000001	0.00041202	1.1392899999999999e-05	0.00158111	0.00012185200000000001	3.37805e-06	0.000417476	3.5327800000000004e-05	9.64663e-07	0.00020180599999999999	0.000515531	1.4190399999999999e-05	0.00231845	0.000474674	1.3131500000000001e-05	0.00178965	0.00013948700000000001	3.8682099999999995e-06	0.000471199	3.89233e-05	1.0625299999999998e-06	0.00022406299999999999	0.00064672	1.78445e-05	0.00268356	0.00304336	0.00100467	0.00046229	0.00052428	0.0111745	0.00369907	0.00171219	0.00169897	0.000813481	0.000249673	7.286140000000001e-05	0.00105118	0.0009197389999999999	0.000279436	7.75264e-05	0.00131627	
130.0	0.240972	0.160983	0.06906419999999999	0.26961999999999997	0.181601	0.0211878	0.00343969	0.0167179	0.012681999999999999	0.00915789	0.020451	0.13534100000000002	0.0474386	0.00549805	0.0144023	0.0113049	0.0508121	0.00821589	0.0226815	0.0163357	0.00283793	0.0303803	0.0016725000000000002	4.6247299999999993e-05	0.00611578	0.000532983	1.4772999999999999e-05	0.00174455	0.000239297	6.56802e-06	0.00113783	0.000265425	7.265800000000001e-06	0.00136905	0.00600719	0.000166109	0.021965000000000002	0.00191624	5.31136e-05	0.00627285	0.0008638210000000001	2.3710300000000002e-05	0.00410324	0.000838225	2.29309e-05	0.00440739	0.00041166900000000003	1.13695e-05	0.00157781	0.000121625	3.3677099999999994e-06	0.000416149	3.52313e-05	9.60869e-07	0.000201101	0.000514685	1.415e-05	0.00231219	0.00047452199999999995	1.3111400000000001e-05	0.00178688	0.000139312	3.85872e-06	0.00047000199999999996	3.8859299999999996e-05	1.05951e-06	0.000223492	0.000645504	1.77896e-05	0.00267527	0.00305058	0.00100541	0.00046187199999999994	0.000523206	0.0111887	0.00369756	0.0017085999999999998	0.00169344	0.0008121410000000001	0.000248856	7.25506e-05	0.00104764	0.000919078	0.000278821	7.73191e-05	0.00131209	
130.5	0.240893	0.160962	0.0690689	0.269611	0.18146199999999998	0.021218099999999997	0.00344777	0.0167012	0.0126844	0.00916984	0.0204283	0.135379	0.047465600000000004	0.00551396	0.0143911	0.011310700000000002	0.0508727	0.00823393	0.0226827	0.0163558	0.0028347	0.0303887	0.00167727	4.63246e-05	0.00612516	0.000533972	1.4782999999999999e-05	0.00174536	0.00023945599999999998	6.56465e-06	0.00113764	0.00026524299999999997	7.2522600000000014e-06	0.00136709	0.0060198	0.000166262	0.0219821	0.00191835	5.3109700000000004e-05	0.006271	0.0008637339999999999	2.3679899999999997e-05	0.00409939	0.000837018	2.2870799999999998e-05	0.00439781	0.00041130699999999997	1.13461e-05	0.00157451	0.00012139799999999999	3.3574599999999998e-06	0.000414834	3.5135e-05	9.571150000000001e-07	0.00020040099999999998	0.000513843	1.41103e-05	0.00230602	0.00047434800000000003	1.30912e-05	0.00178408	0.00013913399999999999	3.8492500000000005e-06	0.000468809	3.87946e-05	1.05651e-06	0.00022292200000000002	0.000644285	1.77352e-05	0.00266705	0.00305771	0.00100616	0.000461464	0.00052214	0.011202799999999999	0.00369613	0.00170508	0.00168799	0.00081079	0.000248046	7.22425e-05	0.00104414	0.000918384	0.000278204	7.71119e-05	0.00130793	
131.0	0.24081599999999997	0.160941	0.06907360000000001	0.26960300000000004	0.181325	0.021247799999999997	0.0034556999999999995	0.016684900000000003	0.0126868	0.00918157	0.020406200000000003	0.135417	0.0474921	0.00552961	0.014380200000000003	0.0113164	0.0509322	0.00825165	0.022684	0.0163754	0.00283154	0.030397000000000004	0.00168196	4.64009e-05	0.00613441	0.000534948	1.4792999999999999e-05	0.00174618	0.00023961400000000003	6.561389999999999e-06	0.00113747	0.000265059	7.238860000000001e-06	0.00136514	0.00603221	0.000166413	0.021999	0.00192044	5.3106300000000003e-05	0.00626926	0.000863652	2.36504e-05	0.00409566	0.0008358160000000001	2.28117e-05	0.00438839	0.000410934	1.13228e-05	0.00157121	0.00012117100000000001	3.34731e-06	0.000413532	3.50389e-05	9.53399e-07	0.000199708	0.000513005	1.40711e-05	0.00229992	0.000474152	1.3070799999999999e-05	0.00178125	0.00013895299999999998	3.8398e-06	0.00046762	3.87292e-05	1.05352e-06	0.00022235400000000002	0.000643064	1.76812e-05	0.0026589	0.00306476	0.0010068999999999998	0.00046106699999999995	0.000521083	0.011216799999999999	0.00369477	0.00170165	0.00168261	0.000809429	0.000247241	7.1937e-05	0.00104069	0.0009176589999999999	0.000277587	7.6905e-05	0.00130379	
131.5	0.24074	0.16092	0.0690781	0.269595	0.18119000000000002	0.021277	0.00346348	0.016669	0.012689200000000001	0.00919308	0.0203846	0.135454	0.047518	0.0055450000000000004	0.014369499999999999	0.011322	0.0509907	0.00826904	0.0226853	0.0163947	0.00282846	0.030405	0.00168659	4.64762e-05	0.00614355	0.00053591	1.4802999999999999e-05	0.0017469999999999999	0.000239769	6.5582399999999996e-06	0.0011373	0.000264873	7.225610000000001e-06	0.00136322	0.00604444	0.000166563	0.0220158	0.0019225000000000002	5.31036e-05	0.00626761	0.000863574	2.3621599999999998e-05	0.00409203	0.0008346219999999999	2.2753299999999998e-05	0.00437911	0.00041055	1.12995e-05	0.00156792	0.000120943	3.33725e-06	0.00041224199999999995	3.49431e-05	9.49722e-07	0.000199021	0.000512171	1.40324e-05	0.00229391	0.000473936	1.30501e-05	0.0017784000000000003	0.000138768	3.83038e-06	0.000466435	3.8663e-05	1.05054e-06	0.000221787	0.00064184	1.76278e-05	0.00265082	0.00307174	0.00100765	0.000460679	0.000520033	0.0112306	0.00369348	0.00169828	0.0016773	0.0008080580000000001	0.000246443	7.16342e-05	0.00103727	0.000916903	0.000276968	7.66984e-05	0.00129968	
132.0	0.240666	0.1609	0.0690825	0.26958699999999997	0.181058	0.0213057	0.00347113	0.016653499999999998	0.0126917	0.00920437	0.0203635	0.135491	0.0475434	0.00556013	0.014359100000000001	0.0113275	0.051048	0.00828613	0.0226867	0.0164137	0.00282544	0.030412900000000003	0.00169114	4.65505e-05	0.00615258	0.000536859	1.48129e-05	0.00174782	0.00023992299999999999	6.5551999999999995e-06	0.00113715	0.000264684	7.2125e-06	0.00136132	0.00605648	0.000166712	0.0220325	0.00192454	5.31015e-05	0.00626606	0.000863501	2.35935e-05	0.0040885	0.000833434	2.26959e-05	0.00436997	0.000410156	1.12763e-05	0.00156464	0.000120714	3.32728e-06	0.000410964	3.48475e-05	9.46082e-07	0.00019834	0.000511341	1.39943e-05	0.00228798	0.000473699	1.30293e-05	0.00177551	0.00013858	3.82099e-06	0.000465254	3.85962e-05	1.04757e-06	0.000221221	0.000640615	1.75749e-05	0.00264281	0.00307864	0.00100839	0.00046030199999999994	0.000518992	0.0112443	0.00369225	0.00169499	0.00167206	0.000806678	0.00024565	7.13341e-05	0.00103389	0.0009161169999999999	0.000276349	7.64921e-05	0.00129559	
132.5	0.24059299999999997	0.16088	0.0690868	0.269579	0.180929	0.0213338	0.00347863	0.016638299999999998	0.0126941	0.00921544	0.0203429	0.135526	0.0475682	0.00557501	0.014348900000000001	0.0113329	0.0511044	0.00830289	0.022688099999999996	0.0164322	0.0028225000000000004	0.030420599999999996	0.00169562	4.66238e-05	0.00616148	0.000537795	1.48227e-05	0.00174864	0.000240074	6.55226e-06	0.00113701	0.000264494	7.19953e-06	0.00135944	0.00606832	0.00016685900000000002	0.0220489	0.00192655	5.3099899999999996e-05	0.00626461	0.000863432	2.3566199999999998e-05	0.00408508	0.000832253	2.26393e-05	0.00436097	0.000409752	1.1253099999999999e-05	0.00156136	0.000120485	3.31741e-06	0.000409699	3.4752199999999996e-05	9.42479e-07	0.000197666	0.000510515	1.3956700000000001e-05	0.00228214	0.00047344300000000004	1.3008199999999999e-05	0.0017725999999999998	0.00013839	3.81163e-06	0.00046407699999999997	3.8528699999999996e-05	1.04462e-06	0.00022065599999999998	0.000639389	1.75224e-05	0.00263488	0.00308546	0.00100914	0.000459934	0.00051796	0.0112579	0.00369109	0.00169177	0.00166688	0.00080529	0.000244863	7.10366e-05	0.00103056	0.0009153010000000001	0.00027573	7.62861e-05	0.00129153	
133.0	0.240521	0.16086	0.069091	0.269572	0.180803	0.021361500000000002	0.00348599	0.016623500000000003	0.012696500000000001	0.00922631	0.0203227	0.135561	0.0475925	0.00558964	0.014338900000000002	0.011338299999999999	0.051159699999999995	0.00831934	0.022689599999999997	0.0164504	0.00281962	0.0304281	0.00170004	4.6696099999999995e-05	0.00617027	0.000538717	1.48326e-05	0.00174947	0.000240223	6.54943e-06	0.00113688	0.000264301	7.186699999999999e-06	0.00135758	0.00607999	0.000167004	0.0220653	0.00192854	5.3098999999999994e-05	0.00626325	0.000863368	2.35396e-05	0.00408176	0.00083108	2.2583499999999998e-05	0.00435211	0.00040933800000000003	1.12299e-05	0.00155809	0.00012025600000000001	3.3076199999999996e-06	0.000408445	3.46572e-05	9.389140000000001e-07	0.000196997	0.000509695	1.39196e-05	0.00227637	0.00047316800000000005	1.2987000000000001e-05	0.00176967	0.00013819600000000002	3.8022900000000006e-06	0.00046290400000000004	3.84606e-05	1.04168e-06	0.00022009299999999998	0.0006381630000000001	1.7470499999999998e-05	0.00262701	0.0030922	0.00100988	0.000459576	0.000516936	0.0112713	0.0036899999999999997	0.00168862	0.00166177	0.0008038930000000001	0.000244083	7.07417e-05	0.00102726	0.000914456	0.00027511	7.60805e-05	0.0012875	
133.5	0.24045100000000003	0.160841	0.069095	0.269565	0.180679	0.0213886	0.00349321	0.016609	0.012698899999999999	0.00923697	0.020303099999999998	0.135594	0.0476163	0.00560402	0.0143292	0.0113435	0.051213999999999996	0.00833549	0.0226911	0.016468299999999998	0.0028168000000000004	0.030435400000000005	0.00170438	4.67675e-05	0.00617895	0.000539628	1.48424e-05	0.0017503	0.000240371	6.5466999999999995e-06	0.00113676	0.000264107	7.174010000000001e-06	0.00135574	0.00609147	0.000167148	0.0220815	0.00193051	5.309850000000001e-05	0.00626198	0.000863308	2.3513699999999998e-05	0.00407854	0.000829914	2.25286e-05	0.00434339	0.000408915	1.1206800000000001e-05	0.00155482	0.00012002700000000001	3.29793e-06	0.00040720400000000004	3.45625e-05	9.35386e-07	0.000196335	0.0005088790000000001	1.38831e-05	0.00227068	0.000472873	1.29656e-05	0.00176671	0.000138	3.79298e-06	0.000461735	3.83919e-05	1.03876e-06	0.000219531	0.000636936	1.7419e-05	0.00261922	0.00309887	0.00101063	0.000459227	0.00051592	0.0112846	0.00368896	0.00168555	0.00165674	0.000802489	0.000243308	7.04495e-05	0.001024	0.0009135839999999999	0.000274489	7.58752e-05	0.00128349	
134.0	0.24038099999999998	0.160822	0.06909900000000001	0.269557	0.180557	0.021415299999999998	0.00350029	0.016594900000000003	0.012701299999999999	0.00924743	0.020283900000000004	0.135627	0.0476396	0.00561815	0.0143196	0.011348700000000001	0.0512673	0.00835132	0.0226926	0.016485800000000002	0.00281406	0.0304425	0.00170866	4.68378e-05	0.00618751	0.000540525	1.48521e-05	0.00175113	0.00024051700000000001	6.544069999999999e-06	0.00113666	0.000263911	7.1614699999999996e-06	0.00135393	0.00610278	0.000167291	0.0220975	0.00193245	5.309859999999999e-05	0.00626079	0.000863253	2.34886e-05	0.00407542	0.000828756	2.24744e-05	0.00433481	0.000408483	1.11837e-05	0.00155157	0.000119798	3.28832e-06	0.000405974	3.44682e-05	9.318940000000001e-07	0.000195679	0.0005080680000000001	1.38471e-05	0.00226507	0.000472561	1.2944e-05	0.00176373	0.000137801	3.7837099999999997e-06	0.000460571	3.8322600000000005e-05	1.03585e-06	0.000218971	0.00063571	1.73681e-05	0.0026114999999999997	0.00310545	0.00101137	0.00045888699999999995	0.000514912	0.0112978	0.00368798	0.00168254	0.00165176	0.000801078	0.000242539	7.015979999999999e-05	0.00102078	0.000912684	0.000273869	7.567029999999999e-05	0.0012795	
134.5	0.240314	0.160803	0.0691028	0.26955	0.18043800000000002	0.0214415	0.00350724	0.016581099999999998	0.0127037	0.00925768	0.020265099999999998	0.135659	0.047662300000000005	0.00563204	0.014310299999999998	0.0113539	0.0513196	0.00836685	0.0226941	0.0165029	0.00281137	0.0304495	0.00171287	4.6907200000000004e-05	0.00619596	0.00054141	1.48618e-05	0.00175196	0.00024066099999999998	6.54154e-06	0.00113656	0.000263714	7.1490600000000005e-06	0.00135213	0.00611391	0.00016743099999999998	0.022113400000000002	0.00193437	5.30992e-05	0.0062597	0.000863203	2.3464099999999998e-05	0.0040724	0.000827606	2.24211e-05	0.00432636	0.000408043	1.11607e-05	0.00154832	0.00011956899999999999	3.2788099999999997e-06	0.000404756	3.43741e-05	9.28438e-07	0.00019502900000000002	0.000507262	1.38116e-05	0.00225954	0.000472231	1.29223e-05	0.00176072	0.000137599	3.7744599999999998e-06	0.000459411	3.82528e-05	1.03295e-06	0.00021841299999999998	0.000634485	1.73177e-05	0.00260385	0.00311197	0.00101212	0.00045855699999999995	0.000513914	0.0113108	0.00368707	0.0016795999999999998	0.00164685	0.00079966	0.000241776	6.98728e-05	0.00101761	0.000911757	0.00027324799999999997	7.54658e-05	0.00127555	
135.0	0.240247	0.16078499999999998	0.0691066	0.269544	0.180321	0.0214672	0.00351405	0.0165676	0.012706	0.00926774	0.0202468	0.135691	0.0476846	0.00564569	0.0143012	0.0113589	0.051370900000000004	0.00838208	0.0226957	0.016519799999999998	0.00280875	0.0304564	0.00171701	4.69757e-05	0.00620429	0.0005422819999999999	1.4871500000000002e-05	0.00175279	0.000240803	6.5391e-06	0.00113648	0.000263516	7.13679e-06	0.00135035	0.00612486	0.00016757099999999999	0.0221292	0.00193627	5.31003e-05	0.00625869	0.0008631569999999999	2.34402e-05	0.00406946	0.000826465	2.23686e-05	0.00431804	0.000407595	1.11378e-05	0.00154508	0.00011934	3.26939e-06	0.00040355	3.4280500000000005e-05	9.25017e-07	0.000194385	0.000506462	1.3776500000000001e-05	0.00225409	0.000471884	1.29004e-05	0.0017577000000000003	0.000137396	3.76524e-06	0.000458255	3.81825e-05	1.0300700000000001e-06	0.000217856	0.00063326	1.72677e-05	0.00259627	0.0031184	0.00101286	0.000458236	0.000512923	0.0113237	0.00368621	0.00167672	0.00164201	0.000798236	0.000241019	6.95883e-05	0.00101447	0.000910805	0.000272626	7.52617e-05	0.00127162	
135.5	0.240182	0.16076600000000002	0.0691102	0.26953699999999997	0.180206	0.021492400000000002	0.00352073	0.0165545	0.0127084	0.0092776	0.020228799999999998	0.135721	0.0477064	0.00565911	0.0142923	0.0113639	0.05142130000000001	0.00839702	0.0226973	0.0165362	0.00280618	0.030463	0.00172109	4.7043100000000004e-05	0.00621252	0.0005431419999999999	1.4881099999999999e-05	0.00175362	0.000240943	6.5367599999999996e-06	0.0011364	0.000263316	7.12466e-06	0.0013486	0.00613564	0.000167708	0.0221448	0.00193815	5.3101899999999994e-05	0.00625776	0.000863116	2.34171e-05	0.00406662	0.000825332	2.23169e-05	0.00430985	0.00040714	1.1114900000000001e-05	0.00154185	0.000119111	3.26005e-06	0.000402356	3.41872e-05	9.21632e-07	0.00019374599999999998	0.000505667	1.3742e-05	0.00224871	0.000471521	1.2878399999999999e-05	0.00175466	0.000137189	3.75606e-06	0.000457104	3.81117e-05	1.02719e-06	0.0002173	0.000632038	1.72182e-05	0.00258877	0.00312476	0.0010136000000000001	0.00045792300000000005	0.000511941	0.0113365	0.0036854	0.00167391	0.00163724	0.0007968060000000001	0.000240268	6.93064e-05	0.00101136	0.000909827	0.000272005	7.5058e-05	0.00126772	
136.0	0.24011799999999997	0.160749	0.0691138	0.26953	0.180094	0.0215172	0.00352727	0.0165417	0.012710700000000002	0.00928726	0.0202114	0.135751	0.0477278	0.00567228	0.0142836	0.011368799999999998	0.0514707	0.00841165	0.022699	0.0165524	0.00280368	0.0304695	0.00172511	4.71097e-05	0.00622063	0.00054399	1.48907e-05	0.00175446	0.00024108200000000002	6.5345100000000006e-06	0.00113634	0.000263115	7.112669999999999e-06	0.00134686	0.00614625	0.000167845	0.022160299999999997	0.0019399999999999999	5.3103900000000005e-05	0.00625691	0.000863079	2.3394499999999998e-05	0.00406387	0.000824207	2.2265900000000003e-05	0.00430179	0.000406677	1.10921e-05	0.00153863	0.000118882	3.2508e-06	0.000401173	3.40942e-05	9.18282e-07	0.000193114	0.0005048769999999999	1.3708e-05	0.0022434	0.00047114199999999997	1.2856199999999999e-05	0.0017515999999999999	0.000136981	3.74691e-06	0.000455958	3.80404e-05	1.02434e-06	0.00021674700000000002	0.000630817	1.7169300000000002e-05	0.00258133	0.00313104	0.00101435	0.00045761900000000004	0.000510968	0.011349099999999999	0.00368465	0.00167116	0.00163252	0.000795371	0.00023952200000000002	6.90271e-05	0.0010083	0.000908825	0.000271384	7.48549e-05	0.00126384	
136.5	0.24005500000000002	0.16073099999999998	0.0691173	0.269524	0.179984	0.021541499999999998	0.00353369	0.016529099999999998	0.0127131	0.00929674	0.0201943	0.13578099999999999	0.0477487	0.00568523	0.014275200000000002	0.0113737	0.0515192	0.008426000000000001	0.022700599999999998	0.0165682	0.00280123	0.0304759	0.00172906	4.7175299999999995e-05	0.00622864	0.000544827	1.49002e-05	0.00175529	0.000241219	6.53234e-06	0.00113629	0.000262914	7.1008100000000005e-06	0.00134515	0.0061567	0.000167979	0.022175599999999997	0.00194183	5.3106400000000004e-05	0.00625614	0.000863048	2.3372600000000004e-05	0.004061199999999999	0.000823092	2.22157e-05	0.00429386	0.00040620699999999995	1.1069400000000001e-05	0.00153542	0.00011865299999999999	3.24164e-06	0.000400002	3.4001700000000003e-05	9.149670000000001e-07	0.000192488	0.000504094	1.36744e-05	0.00223818	0.000470747	1.2833900000000001e-05	0.00174852	0.00013677	3.73779e-06	0.000454816	3.79687e-05	1.02149e-06	0.000216195	0.000629598	1.71208e-05	0.00257397	0.00313725	0.00101509	0.00045732300000000004	0.000510003	0.0113616	0.00368396	0.00166848	0.00162787	0.00079393	0.00023878299999999998	6.87503e-05	0.00100528	0.0009077989999999999	0.000270763	7.46521e-05	0.00126	
137.0	0.23999299999999998	0.16071400000000002	0.0691207	0.269518	0.179877	0.021565400000000002	0.00353997	0.0165169	0.0127154	0.00930603	0.020177599999999997	0.13580899999999999	0.047769099999999995	0.00569794	0.014266899999999999	0.011378399999999999	0.0515668	0.00844005	0.022702299999999998	0.0165838	0.00279883	0.030482099999999998	0.00173294	4.724e-05	0.00623653	0.000545651	1.49097e-05	0.00175613	0.000241355	6.5302699999999996e-06	0.00113624	0.000262711	7.08909e-06	0.00134346	0.00616698	0.00016811299999999998	0.0221908	0.00194364	5.31094e-05	0.00625544	0.00086302	2.33513e-05	0.00405863	0.000821985	2.21663e-05	0.00428606	0.000405731	1.10467e-05	0.00153222	0.000118425	3.23257e-06	0.00039884199999999995	3.39096e-05	9.11686e-07	0.000191867	0.000503316	1.3641400000000001e-05	0.00223302	0.000470337	1.2811500000000001e-05	0.00174543	0.000136558	3.72871e-06	0.000453679	3.78965e-05	1.01866e-06	0.000215645	0.000628383	1.70728e-05	0.00256667	0.00314338	0.00101582	0.00045703599999999997	0.000509046	0.011373999999999999	0.00368331	0.00166586	0.00162328	0.000792486	0.00023804900000000002	6.847609999999999e-05	0.00100229	0.00090675	0.000270142	7.44499e-05	0.00125618	
