# Time	[II_f]	[II_l]	[mIIa_f]	[mIIa_l]	[V_f]	[V_l]	[Va_f]	[Va_l]	[VII_f]	[VII_l]	[VIIa_f]	[VIIa_l]	[VIII_f]	[VIII_l]	[VIIIa_f]	[VIIIa_l]	[IX_f]	[IX_l]	[IXa_f]	[IXa_l]	[X_f]	[X_l]	[Xa_f]	[Xa_l]	[APC_f]	[APC_l]	[PS_f]	[PS_l]	[VIIIai_f]	[VIIIai_l]	[Vai_f]	[Vai_l]	[PC_f]	[PC_l]	[TF_l]	[TF_VIIa_l]	[TF_VII_l]	[TF_VIIa_IX_l]	[TF_VIIa_IXa_l]	[TF_VIIa_X_l]	[TF_VIIa_Xa_l]	[TF_VII_Xa_l]	[IXa_VIIIa_l]	[Xa_Va_l]	[IXa_VIIIa_X_l]	[V_Xa_l]	[VIII_Xa_l]	[IIa_f]	[V_IIa_l]	[VIII_IIa_l]	[Xa_Va_II_l]	[Xa_Va_mIIa_l]	[XI_f]	[XI_IIa_l]	[XIa_l]	[APC_PS_l]	[APC_PS_VIIIa_l]	[TFPI_f]	[AT_f]	[IIa_AT_f]	[TFPI_Xa_l]	[TFPI_Xa_TF_VIIa_l]	[APC_PS_Va_l]	[IXa_AT_f]	[Xa_AT_f]	[VII_Xa_l]	[V_mIIa_l]	[VIII_mIIa_l]	[TM_l]	[IIa_TM_l]	[IIa_TM_PC_l]	[mIIa_AT_l]	[XIa_IX_l]	[LIPID]	
0	1400	0	0	0	20	0	0	0	10	0	0.1	0	0.7	0	0	0	90	0	0	0	170	0	0	0	0	0	300	0	0	0	0	0	60	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	2.5	3400	0	0	0	0	0	0	0	0	0	1	0	0	0	0	849079	
0.004	1217.74	182.258	4.88371e-52	5.49295e-48	3.94083	16.0592	2.99579e-27	4.78293e-23	1.97663	8.02337	0.019714	0.0802854	0.137891	0.562109	1.12583e-28	8.94983e-25	17.7305	72.2695	1.0199e-17	1.48823e-13	122.995	47.0047	4.42927e-18	2.4978e-15	8.03076e-62	1.42902e-58	59.1324	240.868	1.07558e-98	2.94425e-94	2.89988e-97	1.57344e-92	12.6343	47.3657	0.00499898	5.07347e-07	5.10247e-07	4.66291e-10	0	2.65393e-09	3.50537e-12	3.01663e-26	3.9431e-42	3.21279e-41	4.7956e-45	2.26683e-18	7.93019e-20	1.24745e-48	3.94817e-52	1.38e-53	1.36301e-43	3.91735e-46	30	7.51923e-52	2.05711e-55	5.78468e-61	6.27111e-90	2.5	3400	5.83311e-53	9.35215e-23	1.86051e-34	3.35133e-88	1.09019e-23	1.82835e-23	5.50342e-19	1.73819e-51	6.07642e-53	1	2.50942e-52	2.22837e-55	2.17668e-57	2.66031e-59	787630	
0.008	1067.02	332.982	3.37259e-46	1.95185e-42	0.844316	19.1557	1.31323e-24	1.1528e-20	0.433125	9.56687	0.00423906	0.0957595	0.0294839	0.670516	5.00781e-26	2.15595e-22	3.79367	86.2063	2.9927e-16	2.48379e-12	90.688	79.312	3.6559e-16	1.10036e-13	6.01671e-55	5.44437e-52	12.6999	287.3	2.22225e-88	3.01993e-84	5.96148e-87	1.61472e-82	3.95435	56.0457	0.00499718	1.3804e-06	1.40899e-06	3.5163e-09	0	2.59633e-08	7.35885e-11	7.57289e-24	3.3803e-38	7.10228e-37	1.47487e-40	2.56712e-16	8.97564e-18	4.42897e-43	3.52017e-46	1.22855e-47	1.12661e-38	6.66435e-41	30	5.5465e-46	3.14977e-49	5.54744e-54	3.05574e-80	2.5	3400	4.31285e-47	1.61215e-20	1.84105e-31	1.63386e-78	6.95854e-22	3.15175e-21	6.0368e-17	1.55073e-45	5.41377e-47	1	1.85278e-46	4.0814e-49	3.13028e-51	1.01705e-52	761946	
0.012	938.867	461.133	6.42787e-43	2.56708e-39	0.19309	19.8069	3.74722e-23	2.41753e-19	0.109436	9.89056	0.000985997	0.0990116	0.00667922	0.693321	1.44558e-24	4.51864e-21	0.86214	89.1379	1.78533e-15	1.12458e-11	67.7015	102.298	4.23498e-15	9.07938e-13	4.38047e-51	2.71578e-48	2.9377	297.062	1.33623e-82	1.22109e-78	3.56814e-81	6.53267e-77	2.24244	57.7576	0.00499523	2.29007e-06	2.38507e-06	9.92892e-09	0	8.66458e-08	3.89702e-10	1.60834e-22	5.00992e-36	1.88034e-34	4.40883e-38	3.44525e-15	1.20385e-16	5.81985e-40	7.43094e-43	2.58924e-44	6.25825e-36	5.64934e-38	30	1.12565e-42	9.8727e-46	4.44264e-50	7.96471e-75	2.5	3400	8.77438e-44	2.90526e-19	8.60048e-30	4.26099e-73	6.62979e-21	5.67978e-20	7.8402e-16	3.27567e-42	1.14194e-43	1	3.76409e-43	1.32326e-45	9.24271e-48	5.10254e-49	745291	
0.016	828.812	571.188	1.15077e-40	3.57684e-37	0.0501265	19.9499	3.65828e-22	1.9444e-18	0.0387243	9.96127	0.000272406	0.0997242	0.00167075	0.698329	1.42423e-23	3.63216e-20	0.218397	89.7816	5.79581e-15	3.09529e-11	51.118	118.882	2.23412e-14	3.83361e-12	2.00622e-48	9.63032e-46	0.795717	299.204	1.28317e-78	8.94053e-75	3.41213e-77	4.78576e-73	1.90882	58.0912	0.00499324	3.16941e-06	3.37731e-06	1.95784e-08	0	1.90181e-07	1.19572e-09	1.28615e-21	1.51727e-34	8.57361e-33	2.13083e-36	2.01916e-14	7.05084e-16	8.10158e-38	1.42627e-40	4.96144e-42	4.72291e-34	5.74212e-36	30	2.13914e-40	2.56258e-43	2.1684e-47	4.27008e-71	2.5	3400	1.6717e-41	2.109e-18	1.19059e-28	2.28573e-69	3.00922e-20	4.1231e-19	4.44575e-15	6.29155e-40	2.19005e-41	1	7.16121e-41	3.45707e-43	2.26665e-45	1.82161e-46	732293	
0.02	733.759	666.241	5.76885e-39	1.48974e-35	0.0178349	19.9822	2.02572e-21	9.40616e-18	0.0229555	9.97704	0.00011155	0.0998841	0.000538228	0.699462	7.94419e-23	1.75602e-19	0.0728864	89.9271	1.37656e-14	6.58525e-11	39.0511	130.949	7.73078e-14	1.13008e-11	2.08167e-46	8.26562e-44	0.312555	299.687	1.35143e-75	7.68597e-72	3.57992e-74	4.11657e-70	1.85832	58.1417	0.00499125	4.00684e-06	4.3728e-06	3.22408e-08	0	3.35155e-07	2.7444e-09	6.11559e-21	1.98603e-33	1.52652e-31	3.92463e-35	7.64348e-14	2.66731e-15	3.37104e-36	7.59122e-39	2.63617e-40	1.22264e-32	1.86827e-34	30	1.1349e-38	1.73496e-41	2.37604e-45	2.88235e-68	2.5	3400	8.89231e-40	9.37982e-18	8.601e-28	1.54378e-66	9.26726e-20	1.83376e-18	1.62845e-14	3.35101e-38	1.16469e-39	1	3.80381e-39	2.34181e-41	1.45399e-43	1.57467e-44	721509	
0.024	651.316	748.684	1.30915e-37	2.92559e-34	0.0104198	19.9896	7.91531e-21	3.32392e-17	0.0194894	9.98051	7.48593e-05	0.0999198	0.000277219	0.699723	3.12247e-22	6.20162e-19	0.0393916	89.9606	2.71213e-14	1.19901e-10	30.214	139.786	2.06021e-13	2.66575e-11	8.56989e-45	2.93284e-42	0.202105	299.798	3.60741e-73	1.74736e-69	9.52269e-72	9.36418e-68	1.86584	58.1342	0.00498926	4.80408e-06	5.36867e-06	4.77163e-08	0	5.16946e-07	5.26802e-09	2.10948e-20	1.55214e-32	1.51741e-30	3.99448e-34	2.21041e-13	7.70833e-15	6.61362e-35	1.82109e-37	6.31295e-39	1.62893e-31	2.99373e-33	30	2.71829e-37	5.07878e-40	1.02903e-43	5.37594e-66	2.5	3400	2.1356e-38	3.07541e-17	4.15425e-27	2.88103e-64	2.25528e-19	6.01243e-18	4.55766e-14	8.04475e-37	2.7917e-38	1	9.12198e-38	6.84953e-40	4.04308e-42	5.62825e-43	712366	
0.028	579.566	820.434	1.73233e-36	3.44418e-33	0.0087342	19.9913	2.44443e-20	9.49324e-17	0.0188329	9.98116	6.67282e-05	0.0999269	0.000217078	0.699783	9.68952e-22	1.77012e-18	0.0317083	89.9683	4.72459e-14	1.96805e-10	23.7081	146.292	4.60122e-13	5.40675e-11	1.87917e-43	5.69954e-41	0.177419	299.823	3.7828e-71	1.6063e-67	9.95369e-70	8.61326e-66	1.88385	58.1161	0.00498726	5.56618e-06	6.36431e-06	6.58355e-08	0	7.29816e-07	8.96619e-09	5.85635e-20	8.56422e-32	1.01577e-29	2.72587e-33	5.32724e-13	1.85648e-14	7.77806e-34	2.54017e-36	8.79005e-38	1.38234e-30	2.96381e-32	30	3.78726e-36	8.39313e-39	2.36809e-42	4.17823e-64	2.5	3400	2.98359e-37	8.19688e-17	1.52789e-26	2.24048e-62	4.69185e-19	1.60249e-17	1.06331e-13	1.12298e-35	3.8908e-37	1	1.27252e-36	1.13067e-38	6.36156e-41	1.10186e-41	704539	
0.032	516.943	883.057	1.55219e-35	2.80085e-32	0.00839052	19.9916	6.3744e-20	2.32501e-16	0.0188179	9.98117	6.52594e-05	0.0999274	0.000204088	0.699796	2.53687e-21	4.33256e-18	0.0300793	89.9699	7.54693e-14	3.00059e-10	18.8976	151.102	9.05177e-13	9.83656e-11	2.61119e-42	7.16152e-40	0.172768	299.827	2.01651e-69	7.66504e-66	5.29036e-68	4.11253e-64	1.90226	58.0977	0.00498527	6.29874e-06	7.35955e-06	8.6455e-08	0	9.68011e-07	1.40029e-08	1.39079e-19	3.67894e-31	5.11331e-29	1.39633e-32	1.12588e-12	3.92079e-14	6.31864e-33	2.39373e-35	8.26832e-37	8.47267e-30	2.07225e-31	30	3.56511e-35	9.16792e-38	3.44701e-41	1.72307e-62	2.5	3400	2.81644e-36	1.88155e-16	4.6194e-26	9.24505e-61	8.73215e-19	3.67844e-17	2.17597e-13	1.05906e-34	3.6634e-36	1	1.19942e-35	1.23358e-37	6.62981e-40	1.39478e-40	697796	
0.036	462.15	937.85	1.03613e-34	1.72251e-31	0.00836157	19.9916	1.4637e-19	5.07034e-16	0.0189395	9.98105	6.53313e-05	0.0999263	0.000202239	0.699798	5.8447e-21	9.44251e-18	0.0298774	89.9701	1.13066e-13	4.32975e-10	15.328	154.672	1.61908e-12	1.64915e-10	2.56933e-41	6.46924e-39	0.172771	299.827	6.44138e-68	2.22667e-64	1.68529e-66	1.19538e-62	1.91907	58.0809	0.00498328	7.00696e-06	8.35436e-06	1.09454e-07	0	1.22628e-06	2.05085e-08	2.93693e-19	1.30894e-30	2.07674e-28	5.76736e-32	2.15519e-12	7.49998e-14	3.88183e-32	1.67718e-34	5.78256e-36	4.06402e-29	1.11452e-30	30	2.49527e-34	7.32155e-37	3.5473e-40	4.39886e-61	2.5	3400	1.97688e-35	3.85945e-16	1.20539e-25	2.36159e-59	1.49586e-18	7.54523e-17	4.03448e-13	7.42615e-34	2.56458e-35	1	8.40594e-35	9.83985e-37	5.0611e-39	1.26935e-39	691962	
