# Time	[Fungal pathogen]	[Bacterial pathogen]	[LysM]	[PRRs]	[FLS2]	[LRR]	[MAPKKK]	[MAPKKK_2]	[MAPKKK1]	[MAPKKK18]	[MAPKKK19]	[MAPKKK20]	[EDR1]	[MAPKK]	[MAPKK_2]	[MAPKK2]	[MAPKK4]	[MAPKK5]	[MAPKK9]	[MAPK]	[MAPK_2]	[MAPK2]	[MAPK3]	[MAPK4]	[MAPK6]	[WRKY1]	[WRKY1_2]	[MYB2]	[MYB2_2]	[WRKY33]	[WRKY33_2]	[WRKY6]	[WRKY6_2]	[MYB4]	[MYB4_2]	[WRKY25]	[WRKY25_2]	[WRKY12]	[WRKY12_2]	[WRKY22]	[WRKY22_2]	[WRKY28]	[WRKY28_2]	[WRKY29]	[WRKY29_2]	[MYB44]	[NAC]	[bZIP]	[AP2]	[Response]	[SIMK]	[SAMK]	
88.8	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	
91.2	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	
93.6	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	
96	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	
98.4	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	
100.8	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	
103.2	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	
105.6	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	
108	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	
110.4	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	
112.8	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	
115.2	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	
117.6	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	
120	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	1.16154	
