# Time	[Lamp2a]	[WTasyn{Lysosome}]	[WTasyn2{Lysosome}]	[WTasyndegr]	[WTasyn2degr]	[WTasyn2merCMADegr]	[WTasynCMADegr]	[DopModWTasyn2merOnLamp]	[DopModWTasyn3merOnLamp]	[DopModWTasyn4merOnLamp]	[DopModWTasyn7merOnLamp]	[DopModWTasyn6merOnLamp]	[DopModWTasyn5merOnLamp]	[DopModWTasyn8merOnLamp]	[DopModWTasyn9merOnLamp]	[WTasyn3merOnLamp]	[WTasyn4merOnLamp]	[WTasyn5merOnLamp]	[WTasyn6merOnLamp]	[WTasyn7merOnLamp]	[WTasyn8merOnLamp]	[WTasyn9merOnLamp]	[DopModWTasynOnLamp]	[WTasyn2merM/Adegr]	[WTasyn3merM/Adegr]	[WTasyn4merM/Adegrr]	[WTasyn5merM/Adegr]	[WTasyn6merM/Adegr]	[WTasyn7merM/Adegr]	[WTasyn8merM/Adegr]	[DopModWTasyn2merM/Adegr]	[DopModWTasyn3merM/Adegr]	[DopModWTasyn4merM/Adegr]	[DopModWTasyn6merM/Adegr]	[DopModWTasyn8merM/Adegr]	[WTasyn4{M/autophagy&OtherLysDegrPath}]	[WTasyn5{M/autophagy&OtherLysDegrPath}]	[WTasyn6{M/autophagy&OtherLysDegrPath}]	[WTasyn3{M/autophagy&OtherLysDegrPath}]	[WTasyn2{M/autophagy&OtherLysDegrPath}]	[WTasyn7{M/autophagy&OtherLysDegrPath}]	[WTasyn8{M/autophagy&OtherLysDegrPath}]	[DopModWTasyn7merM/Adegr]	[DopModWTasyn8{M/autophagy&OtherLysDegrPath}]	[DopModWTasyn7{M/autophagy&OtherLysDegrPath}]	[DopModWTasyn6{M/autophagy&OtherLysDegrPath}]	[DopModWTasyn5{M/autophagy&OtherLysDegrPath}]	[DopModWTasyn4{M/autophagy&OtherLysDegrPath}]	[DopModWTasyn3{M/autophagy&OtherLysDegrPath}]	[WTasyn{M/autophagy&OtherLysDegrPath}]	[DopModWTasyn{M/autophagy&OtherLysDegrPath}]	[DopModWTasyn2{M/autophagy&OtherLysDegrPath}]	[DopModWTasyn5{Cytosol}]	[DopModWTasyn4{Cytosol}]	[DopModWTasyn3{Cytosol}]	[DopModWTasyn2{Cytosol}]	[DopModWTasyn{Cytosol}]	[WTasyn{Cytosol}]	[WTasyn2{Cytosol}]	[WTasyn3{Cytosol}]	[DopModWTasyn6{Cytosol}]	[Dopamine]	[WTasyn5{Cytosol}]	[WTasyn4{Cytosol}]	[DopModWTasyn7{Cytosol}]	[DopModWTasyn8{Cytosol}]	[DopModWTasyn9]	[WTasyn9]	[WTasyn8{Cytosol}]	[WTasyn7{Cytosol}]	[WTasyn6{Cytosol}]	[HigherWTasynSPC]	[Proteasome]	[Dopamine_degraded]	[ProtWTasyn3]	[ProtWTasyn4]	[ProtWTasyn5]	[ProtWTasyn6]	[ProtWTasyn7]	[ProtWTasyn8]	[ProtWTasyn9]	[ProtDopModWTasyn3]	[ProtDopModWTasyn4]	[ProtDopModWTasyn5]	[ProtDopModWTasyn6]	[ProtDopModWTasyn7]	[ProtDopModWTasyn8]	[ProtDopModWTasyn9]	[ProtWTasynHigherSPC]	Values[Total_Cytosolic_WTASYN_Oligomers]	Values[Total_Cytosolic_WTASYN_Monomer]	Values[Total_Cytosolic_WTASYN_Dimer]	
120000	82.9443	0.230672	0.00172002	2.30772	0.0172821	45.8041	4071.79	2.95894	2.08136	1.30191	0.158077	0.357097	0.722606	0.063123	0.0336929	2.14919	3.08677	3.41523	3.39624	3.36021	0.13555	4.8652	86.6455	1.2052	0.00848997	0.00896379	0.00870529	0.00846122	0.0084263	0.0168507	2.62258	0.0603683	0.0411276	0.0290547	0.0181718	6.67726e-07	7.38375e-07	7.34251e-07	4.79377e-07	7.17588e-07	7.26792e-07	1.15037e-06	0.0416761	1.38705e-06	1.74444e-06	2.49848e-06	3.67776e-06	5.19271e-06	6.75546e-06	9.68207e-05	0.000169239	8.06721e-06	15.3866	21.7241	28.2613	33.7485	707.99	405.062	3.00231	2.0054	10.453	11.2026	3.08894	2.79331	7.29825	5.80285	19.9241	4.40353	4.81247	3.04053	3.07173	4.81969	1496.43	9766.91	0.0280756	0.0391232	0.0429454	0.0425533	0.0421024	0.0670412	0.0609277	0.391894	0.299122	0.210357	0.142402	0.0997236	0.0799279	0.274923	1.74942	132.066	1113.05	36.7508	
132000	79.0506	0.22817	0.00182536	2.28269	0.0183404	47.9315	4347.1	3.18354	2.32474	1.52357	0.220521	0.467808	0.892361	0.0940312	0.0554993	1.96391	2.79141	3.18128	3.21992	3.19736	0.13396	4.64389	90.7546	1.3245	0.00905436	0.00974455	0.00958176	0.00934035	0.0092979	0.0182139	2.832	0.0684337	0.0474147	0.0335763	0.0198606	6.33606e-07	7.21595e-07	7.30331e-07	4.62845e-07	7.99266e-07	7.25528e-07	1.12209e-06	0.0469338	1.42972e-06	1.85127e-06	2.66588e-06	3.85011e-06	5.27548e-06	6.67999e-06	0.000100488	0.000164005	7.86336e-06	16.1075	22.0702	27.9454	32.8957	686.096	420.404	3.34402	1.93627	11.1533	11.1862	3.01873	2.65057	7.74515	5.98141	20.2186	4.40709	4.69417	3.03524	3.05532	5.24168	1496.09	10679.7	0.0269889	0.0371399	0.0420299	0.042365	0.0420462	0.0653492	0.061019	0.388027	0.304697	0.220932	0.152304	0.105828	0.0822127	0.279022	2.05875	134.019	1106.5	36.2397	
144000	75.4549	0.225585	0.00192869	2.25683	0.0193786	50.1842	4619.36	3.38947	2.55512	1.74317	0.294421	0.590787	1.06995	0.133086	0.0861715	1.83257	2.52643	2.94807	3.04158	3.03829	0.131938	4.42304	94.4647	1.44826	0.00960458	0.010485	0.0104354	0.0102125	0.0101667	0.0195447	3.03537	0.0763871	0.0537668	0.0382763	0.0216071	6.00816e-07	7.00471e-07	7.22648e-07	4.5576e-07	8.84981e-07	7.22164e-07	1.0961e-06	0.0525085	1.48253e-06	1.95819e-06	2.81147e-06	3.9757e-06	5.30332e-06	6.57138e-06	0.000104084	0.000159537	7.66338e-06	16.6327	22.1865	27.491	32.0591	667.41	435.446	3.70262	1.90666	11.7623	11.1702	2.93034	2.5134	8.19247	6.20235	20.5008	4.39454	4.58545	3.02116	3.02316	5.66387	1495.74	11591.2	0.0264499	0.0352084	0.0408492	0.041959	0.0418692	0.0638025	0.0608792	0.382023	0.306902	0.228744	0.160995	0.112014	0.0851334	0.282887	2.39397	135.343	1102.86	35.7617	
156000	72.1065	0.222905	0.0020295	2.23001	0.0203914	52.5593	4888.46	3.57873	2.77263	1.95882	0.379427	0.724439	1.25292	0.180738	0.127547	1.74719	2.29491	2.72005	2.86141	2.88165	0.129477	4.20406	97.8291	1.57641	0.0101519	0.0111878	0.0112616	0.0110732	0.0110302	0.0208451	3.23357	0.0841971	0.0601258	0.0431013	0.0234212	5.7113e-07	6.76193e-07	7.11284e-07	4.57953e-07	9.74713e-07	7.16596e-07	1.07152e-06	0.0583693	1.54172e-06	2.06024e-06	2.93279e-06	4.05947e-06	5.28903e-06	6.44297e-06	0.000107623	0.000155778	7.47304e-06	16.983	22.1266	26.9537	31.2628	651.686	450.252	4.07803	1.91587	12.2697	11.1545	2.82877	2.38922	8.61934	6.44999	20.7847	4.36806	4.4826	2.99786	2.97561	6.08315	1495.36	12501.3	0.0264507	0.0334351	0.0394701	0.0413379	0.0415656	0.0623482	0.0605394	0.374713	0.306505	0.23406	0.168298	0.117972	0.0884687	0.286731	2.75499	136.145	1101.94	35.3408	
168000	68.9631	0.220121	0.00212757	2.20216	0.0213767	55.0539	5154.29	3.7531	2.97774	2.1693	0.475033	0.867238	1.43927	0.237281	0.181528	1.70051	2.09826	2.50155	2.68041	2.72638	0.126575	3.98794	100.891	1.70888	0.0107073	0.0118575	0.0120575	0.0119182	0.0118856	0.0221166	3.42744	0.0918462	0.066448	0.0480046	0.0253085	5.4602e-07	6.50093e-07	6.96511e-07	4.6915e-07	1.06862e-06	7.08727e-07	1.04755e-06	0.0644785	1.60397e-06	2.15388e-06	3.02943e-06	4.10726e-06	5.24349e-06	6.30451e-06	0.000111122	0.00015267	7.29588e-06	17.1828	21.936	26.3744	30.5217	638.687	464.893	4.47091	1.96274	12.6739	11.139	2.71957	2.2842	9.01105	6.71044	21.0791	4.32954	4.38235	2.96493	2.9138	6.49685	1494.97	13410.2	0.0269761	0.0319091	0.0379679	0.0405151	0.0411295	0.0609395	0.0600269	0.366703	0.304161	0.237211	0.174166	0.123479	0.0920199	0.290691	3.14152	136.525	1103.58	34.9926	
180000	65.9898	0.217224	0.00222279	2.17318	0.0223333	57.6644	5416.71	3.91415	3.17107	2.37382	0.580646	1.01777	1.62737	0.302879	0.250074	1.6861	1.93653	2.29653	2.50022	2.57189	0.123236	3.77532	103.687	1.84566	0.0112813	0.0125005	0.0128217	0.0127437	0.0127302	0.0233592	3.61774	0.0993268	0.0727013	0.0529467	0.0272709	5.26664e-07	6.23555e-07	6.78794e-07	4.89037e-07	1.16699e-06	6.98506e-07	1.02353e-06	0.0707955	1.66651e-06	2.23685e-06	3.10237e-06	4.12503e-06	5.17573e-06	6.16312e-06	0.000114601	0.00015016	7.13404e-06	17.2571	21.6524	25.7829	29.8447	628.187	479.444	4.88245	2.04597	12.979	11.1236	2.60855	2.20324	9.35813	6.97206	21.3892	4.28052	4.28186	2.92216	2.83967	6.90265	1494.56	14317.9	0.0280077	0.0307021	0.0364228	0.0395151	0.0405574	0.059536	0.0593641	0.358439	0.300417	0.238543	0.178641	0.128391	0.0956183	0.294849	3.55312	136.573	1107.63	34.7272	
192000	63.1581	0.214207	0.00231514	2.14299	0.0232612	60.3874	5675.58	4.06325	3.35333	2.57191	0.695622	1.17476	1.81594	0.377596	0.335209	1.69831	1.80867	2.10833	2.323	2.41803	0.119477	3.56656	106.246	1.98673	0.0118843	0.0131242	0.0135544	0.0135464	0.0135611	0.0245728	3.80517	0.106639	0.0788638	0.0578949	0.0293073	5.13967e-07	5.97958e-07	6.58769e-07	5.17315e-07	1.27022e-06	6.85961e-07	9.98898e-07	0.0772791	1.7271e-06	2.30792e-06	3.15347e-06	4.11848e-06	5.09309e-06	6.02394e-06	0.000118075	0.000148197	6.98868e-06	17.2296	21.3066	25.2007	29.2367	619.976	493.98	5.31432	2.1643	13.1927	11.1083	2.50147	2.15015	9.65539	7.22554	21.7172	4.22217	4.1788	2.86967	2.75589	7.29858	1494.12	15224.3	0.0295275	0.0298697	0.0349147	0.0383728	0.03985	0.0581037	0.0585685	0.350242	0.29572	0.238392	0.181821	0.132622	0.099128	0.299243	3.98924	136.37	1113.96	34.551	
204000	60.4443	0.211063	0.00240461	2.11153	0.0241601	63.2195	5930.76	4.20156	3.52522	2.76333	0.81929	1.33706	2.00394	0.461405	0.439029	1.73227	1.71283	1.93959	2.15117	2.26518	0.115335	3.36181	108.591	2.1321	0.0125261	0.013737	0.0142577	0.0143241	0.0143756	0.0257562	3.99039	0.113787	0.0849212	0.0628234	0.0314145	5.08601e-07	5.74618e-07	6.37226e-07	5.53736e-07	1.37879e-06	6.7123e-07	9.73219e-07	0.0838901	1.78406e-06	2.36663e-06	3.18508e-06	4.09284e-06	5.00148e-06	5.89071e-06	0.000121565	0.000146734	6.86037e-06	17.1223	20.9234	24.6433	28.6999	613.858	508.579	5.76856	2.31669	13.3248	11.093	2.40384	2.12773	9.901	7.46381	22.0637	4.15535	4.07137	2.80803	2.66576	7.68294	1493.67	16129.4	0.0315198	0.0294533	0.0335207	0.0371321	0.0390138	0.0566161	0.0576529	0.342344	0.290431	0.237068	0.183838	0.136138	0.102444	0.303885	4.44919	135.991	1122.44	34.4685	
216000	57.8292	0.207782	0.00249119	2.07871	0.0250299	66.1573	6182.08	4.33005	3.68739	2.94797	0.950973	1.50362	2.19054	0.55421	0.563703	1.78382	1.64661	1.79216	1.98725	2.11417	0.110865	3.16109	110.743	2.28181	0.0132165	0.014348	0.0149349	0.0150755	0.0151713	0.026908	4.17399	0.12078	0.0908657	0.067712	0.0335871	5.11051e-07	5.5475e-07	6.15067e-07	5.98135e-07	1.49329e-06	6.54568e-07	9.46209e-07	0.0905916	1.83616e-06	2.41315e-06	3.19976e-06	4.05274e-06	4.90563e-06	5.76608e-06	0.000125087	0.000145728	6.74927e-06	16.9545	20.5224	24.122	28.2352	609.652	523.312	6.24759	2.50246	13.3862	11.0775	2.32073	2.138	10.0955	7.68176	22.4276	4.08061	3.95837	2.73833	2.57306	8.05425	1493.19	17033.3	0.0339734	0.0294829	0.0323124	0.035844	0.0380621	0.0550547	0.0566262	0.334912	0.284839	0.234847	0.184839	0.138941	0.10549	0.308764	4.93219	135.501	1132.96	34.4828	
228000	55.2973	0.204358	0.00257482	2.04446	0.0258702	69.1972	6429.38	4.44955	3.84046	3.12582	1.08999	1.67351	2.37506	0.655848	0.711486	1.84945	1.60725	1.6671	1.83366	1.96618	0.106142	2.96437	112.716	2.43591	0.0139648	0.0149668	0.0155909	0.0158004	0.015946	0.0280265	4.35651	0.127629	0.0966945	0.0725458	0.035819	5.21663e-07	5.39447e-07	5.93275e-07	6.50451e-07	1.61436e-06	6.36365e-07	9.17739e-07	0.0973507	1.8826e-06	2.44803e-06	3.20013e-06	4.00226e-06	4.8093e-06	5.65192e-06	0.000128657	0.00014514	6.65526e-06	16.7433	20.1193	23.6444	27.842	607.192	538.251	6.75412	2.72136	13.3877	11.0619	2.25673	2.18243	10.2414	7.876	22.8072	3.99831	3.83926	2.66216	2.48189	8.41116	1492.7	17936	0.0368829	0.0299796	0.0313546	0.0345644	0.0370159	0.0534103	0.055494	0.328064	0.279173	0.231974	0.184976	0.141059	0.108214	0.31386	5.43738	134.962	1145.44	34.5961	
