time	x2	x6	x5	x7	x8	x16	x15	x9	x11	x10	x12	x29	x30	x39	x46	x40	x45	x41	x44	x18	x17	x14	x22	x32	x13	x20	x21	x23	x27	x24	x25	x34	x36	x42	x37	x47	x48	x52	x51	x50	x53	x54	x55	x60	x59	x57	x61	x62	x63	x65	x68	x35	x28	x31	x56	x43	x58	x4	x26	x49	x33	x64	x19	x38	x66	x67	nnamed: 6
140000	6.0799900000000004	0.164713	0.0270933	0.00542285	0.00418129	6.65261e-05	93.8498	978.451	0.027274700000000002	2.14799	8.98151e-05	2.6796900000000003	0.00193897	0.00033746599999999997	0.07672689999999999	0.000254439	0.0875432	0.00205236	0.148112	0.521311	49.2669	0.00527936	0.175931	0.00873253	0.872834	2.59468	3.59697	58.2409	0.737179	0.0184308	0.0649363	51.1651	2545.28	0.0435323	0.335893	66.1414	0.08444700000000001	0.021778400000000003	0.00544192	66.9782	31032.3	0.53047	10493.1	46.1134	9.80888	67.7543	34128.7	15.865	8.56043	0.000924494	846.5930000000001	0.252942	1.02193	0.0189341	0.216466	0.633394	11.0777	0.016934599999999998	0.13188	16453.6	5.14942	0.00947628	0.211837	32.92	15820.2	0.23544600000000002	
154000	6.08	0.151568	0.024930900000000002	0.00459187	0.00392104	6.23851e-05	93.855	979.5089999999999	0.0256047	2.07577	8.1393e-05	2.4167799999999997	0.0016394000000000003	0.000316088	0.0718784	0.000238352	0.0820478	0.00192376	0.138955	0.504101	49.2979	0.00500264	0.164171	0.00739171	0.8151189999999999	2.34646	3.41972	58.3585	0.6680020000000001	0.0167012	0.058723300000000006	51.1686	2439.42	0.039107199999999995	0.30128	66.2497	0.0762147	0.0195617	0.00488785	66.9804	38237.1	0.587084	3378.44	38.4503	25.4017	7.43518	34902.3	1.78043	0.9169700000000001	1.037e-05	94.9863	0.250908	0.973526	0.016026099999999998	0.0625984	0.597404	3.14799	0.0155829	0.11910599999999999	16559.6	5.20565	0.000111389	0.197954	32.9717	16572.0	0.00276602	
168000	6.08	0.140461	0.023103799999999997	0.00394354	0.0036979	5.8834899999999995e-05	93.8599	980.41	0.024169799999999998	2.0118400000000003	7.43967e-05	2.1983099999999998	0.00140599	0.000297798	0.0677299	0.00022458599999999998	0.077342	0.0018135999999999998	0.131099	0.488843	49.3251	0.00476323	0.154113	0.00634542	0.765674	2.13924	3.26442	58.458999999999996	0.610058	0.0152524	0.05353630000000001	51.1716	2352.0	0.0355466	0.273575	66.3205	0.0695428	0.0177795	0.00444242	66.9822	39231.8	0.547465	2394.16	33.6296	31.3514	3.8638	34949.2	0.9264680000000001	0.475782	2.7874599999999997e-06	49.4164	0.249162	0.930916	0.013757	0.04031780000000001	0.566076	2.01898	0.014440799999999998	0.108465	16647.1	5.25359	3.00338e-05	0.186048	33.0163	16617.6	0.000745443	
182000	6.08	0.130949	0.0215391	0.00342753	0.00350422	5.57535e-05	93.8644	981.186	0.022922	1.95471	6.849800000000001e-05	2.0141	0.00122043	0.000281953	0.0641355	0.00021265799999999998	0.073262	0.00171807	0.124277	0.475192	49.3491	0.00455373	0.145404	0.00551258	0.722799	1.9638099999999998	3.12695	58.5461	0.560863	0.014022399999999999	0.049145	51.1742	2278.88	0.0326274	0.250908	66.377	0.0640376	0.016318799999999998	0.00407736	66.9837	39620.0	0.507448	2010.58	31.0146	34.4298	2.7107900000000003	34964.3	0.650279	0.33364699999999997	1.37016e-06	34.6842	0.24764499999999998	0.893041	0.0119508	0.0310759	0.53854	1.5555700000000001	0.013462700000000001	0.09947439999999999	16720.2	5.294980000000001	1.4776500000000002e-05	0.175715	33.0552	16632.3	0.00036673699999999995	
196000	6.08	0.12270999999999999	0.020183700000000002	0.0030098000000000004	0.00333435	5.3051000000000004e-05	93.8686	981.862	0.0218258	1.90324	6.34612e-05	1.8568	0.00107037	0.000268079	0.0609878	0.000202212	0.06968680000000001	0.00163434	0.11829100000000001	0.46288	49.3705	0.004368600000000001	0.137782	0.0048383	0.685233	1.81351	3.0042	58.6223	0.518608	0.012966	0.0453825	51.1764	2217.06	0.0301954	0.232053	66.42399999999999	0.0594254	0.015102	0.00377326	66.9849	39892.3	0.472829	1741.6	28.8194	36.934	2.02523	34973.3	0.48594799999999994	0.249198	7.641330000000001e-07	25.9189	0.246313	0.8591	0.0104886	0.0249108	0.514131	1.24668	0.0126155	0.09178389999999999	16782.1	5.33113	8.24528e-06	0.166655	33.0894	16641.1	0.000204634	
210000	6.08	0.115502	0.0189981	0.00266661	0.00318399	5.06591e-05	93.8725	982.457	0.0208543	1.85655	5.9112799999999994e-05	1.72102	0.00094721	0.000255817	0.0582057	0.00019297799999999998	0.0665251	0.00156028	0.11299100000000001	0.45169899999999996	49.3897	0.00420361	0.131052	0.00428432	0.6520199999999999	1.6833799999999999	2.89376	58.6896	0.48194799999999993	0.0120494	0.0421251	51.1784	2164.29	0.028141000000000003	0.216144	66.4635	0.055510500000000004	0.0140741	0.00351639	66.9859	40095.6	0.44288599999999995	1540.96	26.9446	39.0275	1.5801100000000001	34979.2	0.379206	0.194392	4.6490099999999996e-07	20.2254	0.245133	0.828466	0.00928733	0.0205405	0.49233000000000005	1.0278100000000001	0.0118744	0.0851355	16834.9	5.3629999999999995	5.01825e-06	0.158638	33.1198	16646.8	0.000124542	
224000	6.08	0.109142	0.0179519	0.00238104	0.00304986	4.8525299999999994e-05	93.8761	982.9839999999999	0.0199864	1.8139299999999998	5.5322600000000005e-05	1.60271	0.0008448110000000001	0.000244893	0.055726599999999994	0.00018475099999999998	0.0637066	0.00149426	0.10826	0.441485	49.407	0.00405547	0.125059	0.00382335	0.622424	1.5697	2.79372	58.7495	0.44986000000000004	0.011247100000000001	0.0392795	51.1802	2118.86	0.0263844	0.202557	66.4972	0.052149	0.0131953	0.00329678	66.9868	40253.4	0.416861	1385.38	25.3279	40.8058	1.27367	34983.2	0.3057	0.156673	3.01954e-07	16.3048	0.24408000000000002	0.800642	0.00828775	0.017313299999999997	0.472729	0.866232	0.0112205	0.0793347	16880.4	5.39133	3.2601599999999995e-06	0.15149100000000001	33.1471	16650.7	8.09089e-05	
238000	6.08	0.10348800000000001	0.0170218	0.00214072	0.00292935	4.66084e-05	93.8794	983.456	0.019206	1.7748099999999998	5.1990900000000004e-05	1.49876	0.000758705	0.00023509	0.053502	0.000177367	0.0611761	0.00143497	0.10400999999999999	0.43210200000000004	49.4228	0.00392159	0.11968699999999999	0.00343542	0.595867	1.46959	2.7025799999999998	58.8032	0.421554	0.010539399999999999	0.0367736	51.1818	2079.46	0.0248665	0.190826	66.5263	0.0492333	0.0124359	0.00310702	66.9876	40379.5	0.394096	1261.16	23.9213	42.3356	1.05316	34986.1	0.252794	0.12953599999999998	2.06393e-07	13.4829	0.24313400000000002	0.775231	0.007446600000000001	0.014853700000000001	0.45500100000000004	0.743109	0.0106391	0.07423210000000001	16919.8	5.4167	2.2287900000000003e-06	0.145073	33.1716	16653.5	5.5312299999999996e-05	
252000	6.08	0.0984261	0.0161893	0.00193646	0.00282043	4.48756e-05	93.8825	983.88	0.0184998	1.7387400000000002	4.9040200000000005e-05	1.40676	0.00068557	0.000226238	0.051492899999999994	0.000170699	0.058890099999999994	0.00138141	0.10016599999999999	0.423443	49.4373	0.00379989	0.11483900000000001	0.0031057	0.571889	1.38081	2.61912	58.8517	0.396412	0.00991081	0.034551099999999994	51.1832	2045.07	0.0235423	0.1806	66.5516	0.0466815	0.0117735	0.00294149	66.9882	40482.5	0.374053	1159.68	22.6875	43.6657	0.888832	34988.3	0.213364	0.10931700000000001	1.46981e-07	11.3798	0.242277	0.751907	0.00673168	0.0129308	0.438879	0.6468649999999999	0.010118700000000001	0.0697112	16954.2	5.43956	1.58743e-06	0.139276	33.1938	16655.6	3.9395100000000005e-05	
266000	6.08	0.0938685	0.015439600000000001	0.00176128	0.00272142	4.3300600000000003e-05	93.8855	984.2639999999999	0.0178573	1.70533	4.6409399999999996e-05	1.32479	0.000622893	0.000218199	0.0496684	0.000164643	0.056813199999999994	0.00133274	0.09667150000000001	0.415418	49.4506	0.00368868	0.11044100000000001	0.00282295	0.5501189999999999	1.30156	2.54232	58.8957	0.37394	0.00934896	0.0325675	51.1845	2014.87	0.0223775	0.17161099999999999	66.5739	0.0444301	0.011190799999999999	0.00279589	66.9888	40568.3	0.35629099999999997	1075.21	21.5971	44.8328	0.762864	34990.0	0.183134	0.0938197	1.08255e-07	9.76748	0.241499	0.730406	0.00611864	0.0113955	0.424149	0.570028	0.00965013	0.0656796	16984.5	5.4602900000000005	1.1693e-06	0.13401	33.214	16657.2	2.9018200000000003e-05	
280000	6.08	0.0897421	0.014760800000000001	0.00160984	0.00263098	4.1862e-05	93.8882	984.613	0.017269999999999997	1.6742599999999999	4.40497e-05	1.2513299999999998	0.000568747	0.000210863	0.048003	0.000159116	0.054916999999999994	0.0012882999999999998	0.0934783	0.407952	49.4628	0.00358659	0.106431	0.00257854	0.530257	1.23042	2.4713700000000003	58.9358	0.353742	0.00884398	0.0307868	51.1857	1988.2	0.021345	0.16364800000000002	66.5936	0.042429400000000006	0.0106744	0.00266684	66.9893	40640.9	0.340453	1003.79	20.6271	45.8653	0.664004	34991.3	0.159407	0.0816582	8.20055e-08	8.50199	0.240787	0.710504	0.00558873	0.0101476	0.410629	0.507584	0.00922589	0.0620636	17011.2	5.47917	8.8584e-07	0.12920399999999999	33.2325	16658.5	2.19835e-05	
294000	6.08	0.08598810000000001	0.0141434	0.00147798	0.00254799	4.05418e-05	93.8907	984.932	0.0167307	1.64527	4.19217e-05	1.1851399999999999	0.000521628	0.00020413700000000001	0.046475999999999996	0.000154048	0.053177699999999994	0.00124753	0.0905476	0.40098	49.4742	0.00349246	0.10275699999999999	0.00236574	0.512053	1.1662299999999999	2.40556	58.9725	0.335497	0.00838782	0.029180200000000003	51.1868	1964.55	0.0204237	0.156546	66.6112	0.0406397	0.0102135	0.00255168	66.9898	40703.1	0.326251	942.6289999999999	19.7587	46.7853	0.584865	34992.3	0.140413	0.0719235	6.361669999999999e-08	7.4889	0.24013400000000001	0.692016	0.00512739	0.00911778	0.398173	0.45605500000000004	0.00883992	0.0588031	17034.8	5.49646	6.87245e-07	0.124797	33.2495	16659.5	1.7055e-05	
308000	6.08	0.0825577	0.0135791	0.00136241	0.00247153	3.93256e-05	93.8931	985.225	0.0162335	1.61814	3.9993e-05	1.12523	0.000480356	0.00019794400000000003	0.04507	0.000149381	0.0515759	0.00120999	0.0878468	0.394451	49.4848	0.00340535	0.09937760000000001	0.00217926	0.4953	1.10804	2.34432	59.0063	0.318939	0.00797385	0.027723700000000004	51.1878	1943.47	0.0195965	0.150172	66.627	0.039029400000000006	0.00979973	0.0024483	66.9902	40757.0	0.313447	889.643	18.9768	47.6102	0.520432	34993.1	0.124947	0.0639981	5.0367699999999995e-08	6.664	0.239531	0.674786	0.0047231	0.008256600000000001	0.386653	0.412968	0.00848724	0.0558494	17055.9	5.51235	5.44147e-07	0.12073900000000001	33.2652	16660.3	1.3503699999999999e-05	
322000	6.08	0.07941039999999999	0.0130614	0.00126052	0.00240083	3.82009e-05	93.8954	985.4939999999999	0.0157734	1.59266	3.82373e-05	1.07074	0.00044398699999999996	0.000192221	0.04377059999999999	0.000145069	0.0500951	0.00117528	0.08534860000000001	0.388319	49.4947	0.00332445	0.09625750000000001	0.00201486	0.47982600000000003	1.05506	2.28715	59.0375	0.303849	0.00759658	0.0263976	51.1887	1924.61	0.018849599999999998	0.14442	66.6413	0.0375725	0.00942616	0.00235495	66.9906	40804.2	0.301845	843.293	18.2693	48.3542	0.46719499999999997	34993.8	0.112168	0.0574503	4.05876e-08	5.98244	0.238974	0.658678	0.00436669	0.00752804	0.37596399999999996	0.376517	0.00816365	0.0531618	17074.8	5.527019999999999	4.3850700000000005e-07	0.11699100000000001	33.2797	16661.0	1.08821e-05	
336000	6.08	0.07651210000000001	0.0125847	0.00117019	0.00233522	3.71572e-05	93.8975	985.7439999999999	0.015346200000000003	1.5686799999999999	3.66323e-05	1.021	0.00041176300000000005	0.000186915	0.0425655	0.000141069	0.0487215	0.00114308	0.08302999999999999	0.38254299999999997	49.5039	0.00324907	0.0933668	0.00186913	0.465484	1.00664	2.23363	59.0664	0.290045	0.00725145	0.0251856	51.1896	1907.67	0.0181719	0.139202	66.6542	0.0362481	0.00908715	0.00227025	66.9909	40845.8	0.291285	802.398	17.6258	49.0288	0.42264300000000005	34994.4	0.10147300000000001	0.05197080000000001	3.3213900000000003e-08	5.412030000000001	0.23845700000000003	0.643578	0.00405079	0.00690533	0.36601500000000003	0.345364	0.00786567	0.0507066	17091.8	5.5406	3.58855e-07	0.113515	33.2932	16661.6	8.905369999999999e-06	
350000	6.08	0.0738341	0.0121442	0.00108971	0.00227415	3.61858e-05	93.8995	985.975	0.0149484	1.54605	3.5159699999999995e-05	0.975411	0.000383068	0.00018197799999999998	0.0414444	0.000137349	0.04744330000000001	0.00111311	0.0808714	0.37709000000000004	49.5126	0.00317862	0.09068	0.00173932	0.45214899999999997	0.9622129999999999	2.18339	59.0932	0.277371	0.00693459	0.0240737	51.1904	1892.41	0.0175539	0.134446	66.666	0.03503869999999999	0.00877809	0.00219302	66.9912	40882.8	0.281632	766.041	17.0381	49.6434	0.38493499999999997	34994.9	0.092421	0.0473333	2.75503e-08	4.9292300000000004	0.237975	0.629387	0.00376938	0.00636819	0.35673	0.318494	0.00759034	0.0484556	17107.0	5.55322	2.97672e-07	0.11028199999999999	33.3058	16662.1	7.387039999999999e-06	
364000	6.08	0.0713519	0.011735899999999999	0.00101768	0.00221715	3.5279e-05	93.9014	986.191	0.0145769	1.52464	3.38038e-05	0.9334959999999999	0.000357396	0.000177372	0.0403983	0.00013387700000000002	0.046250400000000004	0.00108515	0.078856	0.371931	49.5208	0.00311262	0.0881755	0.00162314	0.43971499999999997	0.921327	2.13611	59.1183	0.265698	0.00664274	0.023050400000000002	51.1911	1878.61	0.016988200000000002	0.13009300000000001	66.6768	0.0339296	0.00849511	0.00212232	66.9915	40916.0	0.272773	733.4989999999999	16.4991	50.2058	0.352697	34995.4	0.08468189999999999	0.0433686	2.3128e-08	4.5164599999999995	0.23752600000000001	0.616019	0.00351754	0.00590107	0.34804	0.295126	0.00733515	0.046384800000000004	17120.9	5.56499	2.49898e-07	0.107267	33.3175	16662.5	6.20145e-06	
378000	6.08	0.06904450000000001	0.0113564	0.000952925	0.00216379	3.44303e-05	93.9032	986.3919999999999	0.014228999999999999	1.5043600000000001	3.25514e-05	0.894833	0.000334331	0.000173063	0.039419699999999995	0.000130629	0.0451342	0.00105898	0.0769693	0.367039	49.5285	0.00305062	0.0858347	0.00151873	0.42808999999999997	0.8835799999999999	2.09152	59.1417	0.254913	0.00637309	0.022105700000000002	51.1918	1866.1	0.0164681	0.126093	66.6867	0.0329086	0.00823498	0.00205732	66.9918	40945.9	0.264612	704.194	16.0029	50.7224	0.324889	34995.7	0.0780059	0.0399487	1.9623999999999998e-08	4.1604	0.237104	0.603398	0.0032911999999999998	0.00549182	0.339887	0.274654	0.00709793	0.04447380000000001	17133.4	5.57598	2.1204200000000001e-07	0.104448	33.3285	16662.8	5.2620100000000005e-06	
392000	6.08	0.06689389999999999	0.011002600000000001	0.00089449	0.00211373	3.3633899999999997e-05	93.9049	986.58	0.0139025	1.48509	3.1391e-05	0.859066	0.000313526	0.000169022	0.0385018	0.000127583	0.04408719999999999	0.00103443	0.0751987	0.36239099999999996	49.5358	0.00299224	0.0836414	0.00142452	0.41719399999999995	0.8486299999999999	2.04937	59.1636	0.244921	0.00612327	0.021231	51.1925	1854.73	0.015988299999999997	0.122403	66.6958	0.031965499999999994	0.00799501	0.00199736	66.992	40972.9	0.25706999999999997	677.66	15.5446	51.1988	0.300706	34996.0	0.07220039999999998	0.0369748	1.6810900000000002e-08	3.8507599999999997	0.236709	0.5914590000000001	0.00308698	0.00513086	0.33222199999999996	0.256598	0.00687683	0.0427052	17144.8	5.58627	1.81649e-07	0.10180399999999999	33.3388	16663.1	4.50777e-06	
406000	6.08	0.0648845	0.0106721	0.00084156	0.00206665	3.2885e-05	93.9066	986.7560000000001	0.0135952	1.46676	3.0313000000000003e-05	0.825887	0.00029469	0.000165224	0.037639	0.00012472	0.0431027	0.00101135	0.07353330000000001	0.357968	49.5427	0.00293716	0.0815814	0.00133919	0.406958	0.816185	2.00947	59.1842	0.235639	0.00589121	0.020419	51.1931	1844.36	0.0155441	0.11898900000000001	66.7043	0.031091399999999998	0.00777287	0.00194186	66.9922	40997.5	0.250077	653.515	15.1198	51.6396	0.279524	34996.3	0.06711489999999999	0.0343699	1.45255e-08	3.5795199999999996	0.236337	0.580144	0.00290203	0.00481055	0.324999	0.240576	0.00667024	0.041063999999999996	17155.1	5.595940000000001	1.56957e-07	0.0993202	33.3486	16663.4	3.89501e-06	
420000	6.08	0.06300259999999999	0.010362600000000001	0.0007934530000000001	0.00202229	3.21792e-05	93.9081	986.922	0.0133056	1.44929	2.9309e-05	0.795032	0.000277577	0.000161645	0.036826	0.000122022	0.0421751	0.000989598	0.0719635	0.353752	49.5493	0.00288507	0.07964249999999999	0.00126166	0.39732199999999995	0.78599	1.9716099999999999	59.2036	0.22699499999999997	0.00567511	0.019663299999999998	51.1937	1834.89	0.015131700000000001	0.115819	66.7122	0.0302788	0.00756659	0.00189032	66.9924	41020.0	0.243573	631.444	14.7249	52.0488	0.260846	34996.6	0.06263060000000001	0.032073000000000004	1.26488e-08	3.34036	0.235987	0.5694	0.00273397	0.00452472	0.31818	0.226279	0.00647677	0.0395371	17164.6	5.60504	1.36681e-07	0.0969812	33.3577	16663.7	3.3918300000000007e-06	
434000	6.08	0.06123630000000001	0.010072	0.00074959	0.00198039	3.15127e-05	93.9096	987.078	0.013032	1.43262	2.83715e-05	0.7662680000000001	0.000261981	0.00015826799999999998	0.0360586	0.000119475	0.041299199999999994	0.000969061	0.0704809	0.34972600000000004	49.5555	0.00283574	0.0778138	0.00119098	0.388232	0.757822	1.93563	59.2219	0.218928	0.00547342	0.0189584	51.1942	1826.21	0.0147476	0.11286700000000001	66.7195	0.029521299999999997	0.007374500000000001	0.00184233	66.9926	41040.7	0.23750900000000003	611.186	14.3568	52.4297	0.24427600000000002	34996.8	0.058652699999999995	0.030035500000000003	1.1092699999999999e-08	3.12819	0.23565500000000003	0.559182	0.00258077	0.00426836	0.311729	0.213457	0.00629518	0.0381133	17173.3	5.61362	1.19867e-07	0.0947742	33.3664	16663.9	2.97459e-06	
448000	6.08	0.0595751	0.0097988	0.000709475	0.00194075	3.08822e-05	93.911	987.2260000000001	0.0127731	1.41668	2.74943e-05	0.739396	0.000247724	0.00015507299999999998	0.035332800000000004	0.00011706700000000001	0.0404707	0.000949634	0.0690779	0.345876	49.5614	0.00278892	0.0760859	0.00112635	0.37964000000000003	0.73149	1.9013900000000001	59.2392	0.21138200000000001	0.00528477	0.018299400000000004	51.1948	1818.25	0.014388900000000001	0.11011199999999999	66.7263	0.0288132	0.00719512	0.00179751	66.9928	41059.7	0.23183800000000002	592.521	14.0128	52.7853	0.22949699999999998	34997.0	0.0551043	0.0282181	9.79084e-09	2.93894	0.235342	0.54945	0.00244068	0.00403735	0.305618	0.201902	0.0061244	0.0367827	17181.3	5.62173	1.05801e-07	0.09268789999999999	33.3746	16664.1	2.62551e-06	
