# Time	[IL6-gp80]	[IL6-gp80-gp130-JAK]	[gp130-JAK]	[(IL6-gp80-gp130-JAK)2]	[(IL6-gp80-gp130-JAK)_ast2]	[(IL6-gp80-gp130-JAK)ast2-JAK]	[SHP2]	[STAT3C]	[(IL6-gp80-gp130-JAK)ast2-STAT3C]	[STAT3Cast]	[(IL6-gp80-gp130-JAK)ast2-STAT3Cast]	[SOCS3]	[(IL6-gp80-gp130-JAK)ast2-SOCS3]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast]	[SHP2ast]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2]	[SHP2ast-Grb2]	[(IL6-gp80-gp130-JAK)ast2-SHP2-Grb2]	[SHP2ast-Grb2-SOS]	[PP1-STAT3Cast]	[PP1]	[STAT3C-STAT3Cast]	[STAT3N]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SOCS3-SHP2]	[STAT3Cast-STAT3Cast]	[STAT3Nast-STAT3Nast]	[STAT3Nast]	[PP2]	[PP2-STAT3Nast-STAT3Nast]	[STAT3N-STAT3Nast]	[Mrna-SOCS3N]	[Grb2]	[Ras-GDP]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2-SOS-Ras-GDP]	[Ras-GTP]	[Raf]	[Raf-Ras-GTP]	[Rafast-Phosp1]	[Rafast]	[Phosp1]	[MEK]	[MEK-Rafast]	[MEK-P]	[MEK-P-Phosp2]	[Phosp2]	[MEK-PP]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-PP]	[ERK-P-Phosp3]	[SOS]	[PP2-STAT3Nast]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SOCS3]	[MEK-P-Rafast]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2-SOS-Ras-GTP]	[MEK-PP-Phosp2]	[JAK]	[Mrna-SOCS3C]	[Ras-GTPast]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SHP2]	[ERK-P-MEK-PP]	[PP1-STAT3Cast-STAT3Cast]	[Grb2-SOS]	[Phosp3]	[ERK-PP-Phosp3]	
280000	6.08	0.0897421	0.0147608	0.00160984	0.00263098	4.1862e-05	93.8882	984.613	0.01727	1.67426	4.40497e-05	1.25133	0.000568747	0.000210863	0.048003	0.000159116	0.054917	0.0012883	0.0934783	0.407952	49.4628	0.00358659	0.106431	0.00257854	0.530257	1.23042	2.47137	58.9358	0.353742	0.00884398	0.0307868	51.1857	1988.2	0.021345	0.163648	66.5936	0.0424294	0.0106744	0.00266684	66.9893	40640.9	0.340453	1003.79	20.6271	45.8653	0.664004	34991.3	0.159407	0.0816582	8.20055e-08	8.50199	0.240787	0.710504	0.00558873	0.0101476	0.410629	0.507584	0.00922589	0.0620636	17011.2	5.47917	8.8584e-07	0.129204	33.2325	16658.5	2.19835e-05	
294000	6.08	0.0859881	0.0141434	0.00147798	0.00254799	4.05418e-05	93.8907	984.932	0.0167307	1.64527	4.19217e-05	1.18514	0.000521628	0.000204137	0.046476	0.000154048	0.0531777	0.00124753	0.0905476	0.40098	49.4742	0.00349246	0.102757	0.00236574	0.512053	1.16623	2.40556	58.9725	0.335497	0.00838782	0.0291802	51.1868	1964.55	0.0204237	0.156546	66.6112	0.0406397	0.0102135	0.00255168	66.9898	40703.1	0.326251	942.629	19.7587	46.7853	0.584865	34992.3	0.140413	0.0719235	6.36167e-08	7.4889	0.240134	0.692016	0.00512739	0.00911778	0.398173	0.456055	0.00883992	0.0588031	17034.8	5.49646	6.87245e-07	0.124797	33.2495	16659.5	1.7055e-05	
308000	6.08	0.0825577	0.0135791	0.00136241	0.00247153	3.93256e-05	93.8931	985.225	0.0162335	1.61814	3.9993e-05	1.12523	0.000480356	0.000197944	0.04507	0.000149381	0.0515759	0.00120999	0.0878468	0.394451	49.4848	0.00340535	0.0993776	0.00217926	0.4953	1.10804	2.34432	59.0063	0.318939	0.00797385	0.0277237	51.1878	1943.47	0.0195965	0.150172	66.627	0.0390294	0.00979973	0.0024483	66.9902	40757	0.313447	889.643	18.9768	47.6102	0.520432	34993.1	0.124947	0.0639981	5.03677e-08	6.664	0.239531	0.674786	0.0047231	0.0082566	0.386653	0.412968	0.00848724	0.0558494	17055.9	5.51235	5.44147e-07	0.120739	33.2652	16660.3	1.35037e-05	
322000	6.08	0.0794104	0.0130614	0.00126052	0.00240083	3.82009e-05	93.8954	985.494	0.0157734	1.59266	3.82373e-05	1.07074	0.000443987	0.000192221	0.0437706	0.000145069	0.0500951	0.00117528	0.0853486	0.388319	49.4947	0.00332445	0.0962575	0.00201486	0.479826	1.05506	2.28715	59.0375	0.303849	0.00759658	0.0263976	51.1887	1924.61	0.0188496	0.14442	66.6413	0.0375725	0.00942616	0.00235495	66.9906	40804.2	0.301845	843.293	18.2693	48.3542	0.467195	34993.8	0.112168	0.0574503	4.05876e-08	5.98244	0.238974	0.658678	0.00436669	0.00752804	0.375964	0.376517	0.00816365	0.0531618	17074.8	5.52702	4.38507e-07	0.116991	33.2797	16661	1.08821e-05	
336000	6.08	0.0765121	0.0125847	0.00117019	0.00233522	3.71572e-05	93.8975	985.744	0.0153462	1.56868	3.66323e-05	1.021	0.000411763	0.000186915	0.0425655	0.000141069	0.0487215	0.00114308	0.08303	0.382543	49.5039	0.00324907	0.0933668	0.00186913	0.465484	1.00664	2.23363	59.0664	0.290045	0.00725145	0.0251856	51.1896	1907.67	0.0181719	0.139202	66.6542	0.0362481	0.00908715	0.00227025	66.9909	40845.8	0.291285	802.398	17.6258	49.0288	0.422643	34994.4	0.101473	0.0519708	3.32139e-08	5.41203	0.238457	0.643578	0.00405079	0.00690533	0.366015	0.345364	0.00786567	0.0507066	17091.8	5.5406	3.58855e-07	0.113515	33.2932	16661.6	8.90537e-06	
350000	6.08	0.0738341	0.0121442	0.00108971	0.00227415	3.61858e-05	93.8995	985.975	0.0149484	1.54605	3.51597e-05	0.975411	0.000383068	0.000181978	0.0414444	0.000137349	0.0474433	0.00111311	0.0808714	0.37709	49.5126	0.00317862	0.09068	0.00173932	0.452149	0.962213	2.18339	59.0932	0.277371	0.00693459	0.0240737	51.1904	1892.41	0.0175539	0.134446	66.666	0.0350387	0.00877809	0.00219302	66.9912	40882.8	0.281632	766.041	17.0381	49.6434	0.384935	34994.9	0.092421	0.0473333	2.75503e-08	4.92923	0.237975	0.629387	0.00376938	0.00636819	0.35673	0.318494	0.00759034	0.0484556	17107	5.55322	2.97672e-07	0.110282	33.3058	16662.1	7.38704e-06	
364000	6.08	0.0713519	0.0117359	0.00101768	0.00221715	3.5279e-05	93.9014	986.191	0.0145769	1.52464	3.38038e-05	0.933496	0.000357396	0.000177372	0.0403983	0.000133877	0.0462504	0.00108515	0.078856	0.371931	49.5208	0.00311262	0.0881755	0.00162314	0.439715	0.921327	2.13611	59.1183	0.265698	0.00664274	0.0230504	51.1911	1878.61	0.0169882	0.130093	66.6768	0.0339296	0.00849511	0.00212232	66.9915	40916	0.272773	733.499	16.4991	50.2058	0.352697	34995.4	0.0846819	0.0433686	2.3128e-08	4.51646	0.237526	0.616019	0.00351754	0.00590107	0.34804	0.295126	0.00733515	0.0463848	17120.9	5.56499	2.49898e-07	0.107267	33.3175	16662.5	6.20145e-06	
378000	6.08	0.0690445	0.0113564	0.000952925	0.00216379	3.44303e-05	93.9032	986.392	0.014229	1.50436	3.25514e-05	0.894833	0.000334331	0.000173063	0.0394197	0.000130629	0.0451342	0.00105898	0.0769693	0.367039	49.5285	0.00305062	0.0858347	0.00151873	0.42809	0.88358	2.09152	59.1417	0.254913	0.00637309	0.0221057	51.1918	1866.1	0.0164681	0.126093	66.6867	0.0329086	0.00823498	0.00205732	66.9918	40945.9	0.264612	704.194	16.0029	50.7224	0.324889	34995.7	0.0780059	0.0399487	1.9624e-08	4.1604	0.237104	0.603398	0.0032912	0.00549182	0.339887	0.274654	0.00709793	0.0444738	17133.4	5.57598	2.12042e-07	0.104448	33.3285	16662.8	5.26201e-06	
392000	6.08	0.0668939	0.0110026	0.00089449	0.00211373	3.36339e-05	93.9049	986.58	0.0139025	1.48509	3.1391e-05	0.859066	0.000313526	0.000169022	0.0385018	0.000127583	0.0440872	0.00103443	0.0751987	0.362391	49.5358	0.00299224	0.0836414	0.00142452	0.417194	0.84863	2.04937	59.1636	0.244921	0.00612327	0.021231	51.1925	1854.73	0.0159883	0.122403	66.6958	0.0319655	0.00799501	0.00199736	66.992	40972.9	0.25707	677.66	15.5446	51.1988	0.300706	34996	0.0722004	0.0369748	1.68109e-08	3.85076	0.236709	0.591459	0.00308698	0.00513086	0.332222	0.256598	0.00687683	0.0427052	17144.8	5.58627	1.81649e-07	0.101804	33.3388	16663.1	4.50777e-06	
406000	6.08	0.0648845	0.0106721	0.00084156	0.00206665	3.2885e-05	93.9066	986.756	0.0135952	1.46676	3.0313e-05	0.825887	0.00029469	0.000165224	0.037639	0.00012472	0.0431027	0.00101135	0.0735333	0.357968	49.5427	0.00293716	0.0815814	0.00133919	0.406958	0.816185	2.00947	59.1842	0.235639	0.00589121	0.020419	51.1931	1844.36	0.0155441	0.118989	66.7043	0.0310914	0.00777287	0.00194186	66.9922	40997.5	0.250077	653.515	15.1198	51.6396	0.279524	34996.3	0.0671149	0.0343699	1.45255e-08	3.57952	0.236337	0.580144	0.00290203	0.00481055	0.324999	0.240576	0.00667024	0.041064	17155.1	5.59594	1.56957e-07	0.0993202	33.3486	16663.4	3.89501e-06	
