time	species_0	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
17000.0.	2.502997176365575	997.4969065126315	499.999975922	174.97038891386296	710.270456487083	2003.327048144659	3901.1401658775585	5714.8242490474495	591.0497055343742	17.313163441462784	0.510317805823954	44.923108017298496	3954.566381556876	135.44225638926173	27.577967404758088	53.64642200525888	99.9999903689	499.999951844
17200.0.	2.502997258064285	997.4969064309328	499.999975922	174.97038241241813	710.2704051936228	2003.3268803022356	3901.140264714945	5714.824393845575	591.0497124834671	17.31316299381395	0.5103177069836541	44.92310370246657	3954.5663859705487	135.4422581919688	27.577967436763636	53.646420170546094	99.9999903689	499.999951844
17400.0.	2.502997323935597	997.4969063650614	499.999975922	174.97037717049133	710.2703638372291	2003.3267449760085	3901.1403444047046	5714.824510592167	591.0497180863259	17.31316263288759	0.5103176272916671	44.92310022354567	3954.5663895291623	135.44225964544097	27.577967462568868	53.64641869127023	99.9999903689	499.999951844
17600.0.	2.502997377045518	997.4969063119514	499.999975922	174.9703729440943	710.2703304928582	2003.3266358665596	3901.1404086560015	5714.824604721196	591.0497226037198	17.31316234188412	0.510317563038542	44.923097418601934	3954.5663923983598	135.44226081732594	27.577967483374575	53.64641749857771	99.9999903689	499.999951844
17800.0.	2.5029974198665528	997.4969062691301	499.999975922	174.9703695364694	710.270303608285	2003.3265478949945	3901.1404604600116	5714.824680614781	591.0497262459738	17.31316210725631	0.5103175112331121	44.92309515705683	3954.5663947117105	135.44226176218552	27.57796750014975	53.64641653694331	99.9999903689	499.999951844
18000.0.	2.5029974543917612	997.4969062346049	499.999975922	174.9703667890128	710.2702819320365	2003.326476966041	3901.1405022278554	5714.824741805245	591.0497291826052	17.313161918083736	0.510317469463969	44.92309333364229	3954.566396576894	135.44226252399523	27.577967513675112	53.64641576160889	99.9999903689	499.999951844
18200.0.	2.5029974822284853	997.4969062067685	499.999975922	174.970364573814	710.2702644551525	2003.3264197782944	3901.140535904138	5714.82479114146	591.0497315503311	17.313161765559013	0.510317435786757	44.92309186347705	3954.5663980807367	135.4422631382216	27.577967524580192	53.646415136478055	99.9999903689	499.999951844
18400.0.	2.502997504672131	997.4969061843245	499.999975922	174.970362787787	710.2702503641681	2003.326373669579	3901.1405630560407	5714.82483091937	591.0497334593257	17.31316164258408	0.510317408634133	44.92309067814034	3954.566399293226	135.44226363344563	27.577967533372334	53.64641463245987	99.9999903689	499.999951844
18600.0.	2.50299752276801	997.4969061662287	499.999975922	174.97036134774817	710.2702390029668	2003.3263364936402	3901.1405849480343	5714.824862991441	591.0497349985184	17.3131615434321	0.510317386741533	44.92308972242747	3954.5664002708336	135.44226403273709	27.577967540461458	53.646414226079784	99.9999903689	499.999951844
18800.0.	2.502997537358012	997.4969061516387	499.999975922	174.9703601867008	710.2702298428213	2003.3263065197373	3901.1406025987217	5714.824888849939	591.0497362395093	17.31316146348961	0.5103173690903701	44.92308895187299	3954.5664010590403	135.44226435467021	27.577967546177124	53.646413898431305	99.9999903689	499.999951844
19000.0.	2.502997549121579	997.4969061398751	499.999975922	174.97035925057648	710.2702224572078	2003.3262823526318	3901.1406168300273	5714.8249096989975	591.0497372400844	17.313161399033913	0.5103173548586251	44.923088330591966	3954.566401694553	135.44226461423554	27.57796755078542	53.64641363425631	99.9999903689	499.999951844
19200.0.	2.502997558606173	997.4969061303906	499.999975922	174.9703584958086	710.2702165024411	2003.3262628674684	3901.140628304324	5714.824926509001	591.0497380468208	17.313161347065193	0.510317343384049	44.92308782967395	3954.566402206946	135.44226482351598	27.57796755450099	53.646413421260235	99.9999903689	499.999951844
19400.0.	2.50299756625346	997.4969061227431	499.999975922	174.9703578872509	710.2702117012022	2003.32624715702	3901.140637555826	5714.824940062577	591.0497386972824	17.31316130516383	0.510317334132265	44.92308742579099	3954.5664026200816	135.4422649922563	27.577967557496887	53.646413249524784	99.9999903689	499.999951844
19600.0.	2.5029975724189253	997.4969061165777	499.999975922	174.97035739661382	710.2702078302534	2003.326234490282	3901.140645014658	5714.824950989869	591.0497392217086	17.31316127138178	0.51031732667316	44.923087100166995	3954.566402953164	135.44226512830096	27.577967559912366	53.646413111066565	99.9999903689	499.999951844
19800.0.	2.502997577389986	997.4969061116068	499.999975922	174.97035700102523	710.2702047092536	2003.3262242776166	3901.140651028576	5714.82495980034	591.0497396445328	17.313161244143863	0.510317320659159	44.923086837627906	3954.5664032217164	135.44226523798835	27.5779675618597	53.64641299943116	99.9999903689	499.999951844
20000.0.	2.502997581398759	997.496906107598	499.999975922	174.97035668201406	710.2702021924732	2003.3262160425627	3901.1406558782905	5714.824966905238	591.0497399855163	17.31316122217888	0.510317315809337	44.92308662591065	3954.566403438284	135.44226532644507	27.577967563430292	53.64641290940593	99.9999903689	499.999951844
