time	T	Tstar	Tstarstar	Ttot	V
0.0.	1000.0	0.0	0.0	1000.0	0.001
10.0.950000000000001.0	1493.3357117991286	0.001333227685166	5.317253383534693e-07	1493.3370455585386	4.2667611064875174e-08
21.0.900000000000002.0	1493.3345792347045	0.002460317074272	9.961203764303625e-07	1493.3370405478984	7.99325500592326e-08
32.0.85.0	1493.3324701318356	0.004559237159785	1.8462220827079699e-06	1493.3370312152172	1.481482084573688e-07
43.0.800000000000004.0	1493.328561346811	0.008449151967560001	3.42141427819868e-06	1493.3370139201918	2.745486176088293e-07
54.0.75000000000001.0	1493.3213175998167	0.015657927428966	6.340548476060994e-06	1493.3369818677925	5.087946415026786e-07
65.0.7.0	1493.3078935223077	0.029017195030870004	1.1750273667604062e-05	1493.3369224676114	9.429042247239726e-07
76.0.65.0	1493.2830160867534	0.05377452239843301	2.1775549207219e-05	1493.3368123847001	1.747414527957586e-06
87.0.60000000000001.0	1493.236913340491	0.09965467518021401	4.0354339007042904e-05	1493.336608370009	3.2383997117326506e-06
98.0.55000000000001.0	1493.151475947455	0.18467952620150302	7.478445286502996e-05	1493.3362302581081	6.001728546339832e-06
109.0.50000000000001.0	1492.9931437335897	0.34224710622257004	0.000138590151652	1493.3355294299627	1.1123549378943442e-05
120.0.45000000000002.0	1492.6997230740526	0.634250361904633	0.000256834486997	1493.3342302704443	2.0618145289260062e-05
131.0.4.0	1492.1559566962837	1.175388679640706	0.00047596407602200005	1493.3318213400007	3.8223323078275365e-05
142.0.35000000000002.0	1491.1482492740183	2.178221206405619	0.000882053153759	1493.3273525335783	7.088298512917481e-05
153.0.3.0	1489.2807630163554	4.036657540368184	0.0016346127216580002	1493.3190551694456	0.000131524173891
164.0.25000000000003.0	1485.8199196567966	7.480675165050855	0.0030292430706200003	1493.3036240649178	0.000244305806728
175.0.20000000000002.0	1479.4062076949156	13.863017255925381	0.005613733071637	1493.2748386839123	0.000454702632494
186.0.15.0	1467.520017920688	25.690415692245	0.010403186360624001	1493.2208367992937	0.0008494551072980001
197.0.10000000000002.0	1445.4914087990408	47.6077551058654	0.019278592333958	1493.11844249724	0.0015981159784390002
208.0.05.0	1404.6637331641089	88.2208484428688	0.035725096867444	1492.920306703845	0.003047410357609
219.0.00000000000003.0	1328.9848770265576	163.47031722745498	0.066198815824705	1492.5213930698362	0.00596791393918
229.0.95000000000002.0	1188.6604183829381	302.86697294483315	0.12265432890612502	1491.6500456566766	0.012360472269509001
240.0.90000000000003.0	928.1683759604579	560.9591974989781	0.227202065168839	1489.3547755246036	0.029307273555028
251.0.85000000000002.0	440.19913116512186	1037.778635320771	0.420535157455018	1478.3983016433451	0.114078708630809
262.0.8.0	0.137579202604931	1053.3506348118271	0.584617533027553	1054.0728315474596	31.733920831839644
273.0.75.0	0.24171340648355702	633.9927914749859	0.385474650359276	634.6199795318297	20.071699630238893
284.0.70000000000005.0	0.506941979697604	431.80469822479785	0.25106475507014603	432.5627049595667	11.721811923737077
295.0.65000000000003.0	1.352364135393749	364.8054083444101	0.19241558331008102	366.3501880631147	6.77565312170398
306.0.6.0	852.2371126779124	635.9358236944186	0.259514908939293	1488.4324512812739	0.036450390073046006
317.0.55.0	290.5404097066599	1178.0255802481117	0.47759483080385606	1469.0435847855786	0.195769361488764
328.0.50000000000006.0	0.14995726075898402	941.5059674452856	0.5472344294150321	942.203159135458	29.60185948285484
339.0.45000000000005.0	0.27913062554628104	578.276292023232	0.35021330313020704	578.9056359519067	17.945692818798474
350.0.40000000000003.0	0.600724149546082	407.9499477962448	0.233485904770796	408.7841578505594	10.516545075247738
