time	CYCDcdk4	CYCDcdk4p27	CYCEcdk2p27	E2F	aCYCEcdk2	aCYCEcdk20	aCYCEcdk21	iCYCEcdk2	p27	pRB	pRBE2F
340.0.	0.0015115220865090002	0.009978925510724001	0.17478021106934302	0.031225251056708002	0.009170760303678001	1.9909494192185542	1.614848099564411	5.491563553693441	0.1255920998766	1.907227893450222	0.0058757662459690005
345.0.	0.001511099711834	0.009539873728532001	0.156657186825637	0.028740281604999002	0.007692716473074001	1.9909729816285502	1.6069853048742262	5.189893709228775	0.132707582483648	1.911232088584154	0.005970038893742
350.0.	0.0015107017485290002	0.009124731071895001	0.140312163561009	0.026460258479117003	0.006496085468865	1.990995174516729	1.599154137784096	4.898907586853097	0.139222607713156	1.915024288148589	0.0060497273054970005
355.0.	0.001510326824706	0.008732114998166	0.12558457808911	0.024368127689218002	0.0055165100101150005	1.9910160675378572	1.5913548419491121	4.619124540498095	0.14516570256227002	1.9186132722718001	0.0061161913888330005
360.0.	0.001509973623468	0.008360721465322001	0.11232641157556	0.02244823188084	0.00470709452832	1.9910357318814582	1.5835876113430452	4.350876667684309	0.15056707189148003	1.922007528518435	0.006170701374055
365.0.	0.001509640886228	0.008009321519631001	0.10040154093669901	0.020686208583528	0.004032931856447	1.99105423832067	1.575852606600742	4.094341147089706	0.15545775289462502	1.925215255913471	0.006214431975794001
370.0.	0.001509327414058	0.007676757791608001	0.089685029297785	0.019068890722424	0.0034675604199590005	1.991071655997069	1.5681499648730761	3.84956719210168	0.15986901502296402	1.9282443694432971	0.0062484623570770005
375.0.	0.0015090320678730002	0.0073619409748030004	0.08006240624286401	0.01758421167633	0.002990601738888	1.991088051680237	1.560479805776454	3.616498758155687	0.163831908474686	1.931102504993148	0.006273779329671001
380.0.	0.001508753767845	0.007063846333427001	0.071428960057367	0.016221115974247	0.0025861439957330003	1.9911034893326771	1.552842234968133	3.394993799249419	0.16737691577458502	1.93379702467263	0.006291282285757
385.0.	0.001508491492291	0.006781510270328001	0.06368905228440801	0.014969476055070001	0.0022416110259280003	1.991118029871935	1.545237346274849	3.184840659447569	0.170533682210355	1.9363350224785552	0.006301788965201001
390.0.	0.001508244276171	0.006514026978178	0.056755459720663	0.013820015138009002	0.001946955238037	1.991131731061214	1.5376652229451362	2.9857720498598392	0.173330810093757	1.9387233302446312	0.006306041522344001
395.0.	0.0015080112093000001	0.00626054519102	0.05054874654409	0.012764236039723001	0.00169407156321	1.9911446474846881	1.5301259383794572	2.79747696956912	0.175795706092175	1.9409685238294112	0.006304712573306
400.0.	0.001507791434353	0.00602026504892	0.044996668002603005	0.011794355659148001	0.0014763652293390001	1.991156830579302	1.5226195565587242	2.619610863370439	0.177954473104457	1.943076929496744	0.006298411037995001
405.0.	0.001507584144727	0.0057924350850020005	0.040033606346985	0.010903244793250002	0.001288428492624	1.991168328704573	1.515146132308192	2.4518042603488093	0.17983183950931	1.9450546304461622	0.006287687673673
410.0.	0.0015073885823030002	0.0055763493412450005	0.035600039188513004	0.010084372923475	0.0011257957790800001	1.991179187237997	1.507705711480874	2.293670099625264	0.181451119583133	1.946907473454111	0.00627304024842
415.0.	0.0015072040351540002	0.00537134461697	0.031642040087269	0.009331757609626	0.0009847560669700001	1.991189448687594	1.500298331111007	2.144809919599421	0.18283419966729803	1.948641075590378	0.006254918334915
420.0.	0.001507029835231	0.005176797851933	0.028110810881195002	0.008639918136947	0.000862207604588	1.991199152815531	1.492924019566709	2.004819062549389	0.184001545344845	1.950260830977463	0.006233727724633001
425.0.	0.0015068653560550002	0.0049921236441950005	0.024962245026979003	0.008003833078058001	0.000755544314407	1.9912083367685152	1.485582796717448	1.873291026106544	0.18497222549577103	1.951771917563899	0.006209834474415
430.0.	0.0015067100104420002	0.004816771901577001	0.022156521030936002	0.007418901450912001	0.000662566174301	1.991217035211674	1.478274674123458	1.7498210759532031	0.18576394965167	1.9531793038856	0.006183568604141001
435.0.	0.00150656324827	0.004650225624309	0.019657724894978003	0.006880907175079	0.0005814079263910001	1.991225280463513	1.470999655249063	1.634009219433688	0.18639311556962002	1.954487755792199	0.0061552274677280005
440.0.	0.0015064245543100002	0.004491998815616001	0.017433500384902	0.006385986550116	0.000510481927002	1.991233102630054	1.463757735698816	1.525462627146693	0.186874864395064	1.9557018431180682	0.006125078821186
445.0.	0.00150629344613	0.004341634516237001	0.015454725841614001	0.0059305985009220005	0.00044843200294300003	1.99124052973673	1.456548903473666	1.423797578645519	0.187223141186199	1.9568259462801452	0.006093363611556
450.0.	0.001506169472084	0.0041987029583390005	0.013695216196818	0.005511497355146	0.00039409594427300003	1.991247587856951	1.4493731392435651	1.3286409988417591	0.187450758930771	1.95786426278704	0.006060298509956001
455.0.	0.0015060522093790002	0.004062799833897001	0.012131448819663	0.005125707936909	0.000346474825786	1.99125430123649	1.442230416632679	1.239631643375584	0.18756946450285603	1.958820813645977	0.006026078210791001
460.0.	0.001505941262239	0.003933544672347	0.010742311806401	0.004770502778951	0.00030470776669300003	1.991260692413105	1.4351207025134252	1.156420983911501	0.18759000528521103	1.95969944965605	0.005990877517847001
465.0.	0.0015058362601640001	0.0038105793221540002	0.009508873328309	0.004443381271975	0.000268051050429	1.991266782330956	1.428043957305844	1.078673837903376	0.187522195425219	1.960503857578031	0.005954853236482
470.0.	0.001505736856275	0.0036935665308770005	0.008414170670939001	0.004142050585346	0.000235860762587	1.991272590449532	1.421000135279151	1.006068781730781	0.18737498090245203	1.961237566172576	0.005918145889616
475.0.	0.001505642725757	0.0035821886183130002	0.007443017627648001	0.0038644082074270002	0.000207578284736	1.9912781348469322	1.4139891848527562	0.9382983811430331	0.187156502766494	1.9619039521000912	0.00588088127374
480.0.	0.001505553564391	0.003476146237368	0.006581828949944001	0.0036085259669	0.000182718119808	1.991283432317429	1.407011048894423	0.8750692685744631	0.186874158057898	1.962506245676852	0.0058431718697860005
485.0.	0.001505469087179	0.0033751572174160003	0.005818460604355	0.0033726354083020004	0.000160857631322	1.991288498463342	1.400065665013639	0.8161020930431261	0.18653465805582	1.963047536483121	0.005805118122308
490.0.	0.001505389027047	0.0032789554850640003	0.005142064638457001	0.0031551144059510003	0.000141628361629	1.991293347781285	1.3931529658486301	0.7611313649535071	0.18614408360560902	1.9635307788200862	0.005766809599271
495.0.	0.001505313133641	0.0031872900574130003	0.004542957515746	0.0029544749104280003	0.000124708659312	1.991297993742939	1.386272879345783	0.7099052151378661	0.185707937370926	1.9639587970133592	0.0057283260435560006
500.0.	0.001505241172195	0.003099924103111	0.0040125008388660005	0.002769351730889	0.00010981739696800001	1.9913024488705051	1.379425329030512	0.6621850848438801	0.18523119293011	1.964334290561648	0.005689738326265001
