time	A1	A1_2	A2	A2_2	A3	A3_2	CREB_n	DUSP_c	DUSP_n	DUSP_n_ERK_n	DUSP_n_pERK_n	DUSP_n_ppERK_n	DUSPmRNA	ERK_c	ERK_n	Elk1_n	F	FOSn	FOSn_2	FmRNA	Fn	Kin	Kin_2	MEK	PreDUSPmRNA	PreFOSmRNA	PreFmRNA	RSK_c	RsD	RsT	c_FOS_c	c_FOSmRNA	pCREB_n	pDUSP_c	pDUSP_n	pDUSP_n_ERK_n	pDUSP_n_pERK_n	pDUSP_n_ppERK_n	pERK_c	pERK_n	pElk1_n	pMEK	pRSK_c	pRSK_n	pc_FOS_c	ppERK_c	ppERK_n
1100.0.	181.55830996079783	0.7940900392030501	21.64750982237514	3.739510177624883	12.855322383687215	0.237297616312815	994.276799733573	10.512223944477055	13.810246381405085	36.65602755745168	0.6764681043878781	0.05374395032008301	40.749055552787354	169.0547782445939	1538.6647262249714	1508.4069111819836	2.9937172620107896e-05	3.639244592616456	0.035361877578241004	9.451030314888611e-05	6.29263363563387e-06	80.33340885907194	2.332331140928054	572.9640564015898	10953.375079455664	41.609349582369994	0.009654035996014	352.8107229359606	242.32484946719416	5.078650532806415	0.212243319009423	37.0558778962473	5.7232002664273995	0.000178504805689	0.0018804931915130001	0.004992510715592	9.2119533909729e-05	7.319133796569437e-06	174.5799997591644	4.506240862838376	1.593088818018063	64.3571435984064	0.15752129725181502	0.135683730816253	0.0020894551685740003	228.16896025210355	38.416392439220736
1155.0.	181.52739977853963	0.825000221461271	21.572044456355307	3.814975543644697	12.844850770554284	0.247769229445743	994.7543428551872	11.647378795479987	15.483333535062515	41.208415349407325	0.66602164880169	0.053264330439501004	40.80569879061985	176.78981439603274	1542.7996316798426	1508.609427994706	4.373079638613888e-05	4.121689808788751	0.035938560495459	0.00012242357232200002	9.211172185764237e-06	80.22243930981405	2.443300690185945	575.4570208548324	10881.151782102857	34.798109848715	0.011327383103531001	352.8221923483879	242.53443173486303	4.869068265137636	0.239761894745032	37.434402453884886	5.245657144812871	0.000188926042309	0.0018765673441470002	0.004995457270627	8.072677556961481e-05	6.45636443309753e-06	177.86156790845405	3.9572432194619873	1.390572005295362	61.864179145163526	0.14799787309418502	0.12736905366363702	0.0022396096269770003	216.29328032171	33.95962809242583
1210.0.	181.49719116271478	0.85520883728616	21.50218256717251	3.884837432827503	12.834500719032556	0.25811928096747	995.141638620204	12.771531837506418	17.146319738319914	45.723110052721	0.656700802520159	0.05307521592624401	40.74662679381164	183.53771871042255	1545.7637004296637	1508.7606938290728	6.13005221852757e-05	4.600753266762568	0.036640961553389	0.00015395895481400002	1.2933681426619981e-05	80.11216816136653	2.5535718386334922	577.5063480552604	10808.147725955812	29.090433659029674	0.013095030478504001	352.8318880468808	242.71654846362043	4.68695153638021	0.267073585736103	37.54107238553084	4.858361379796021	0.000198815224096	0.0018789749029680001	0.005011446404867	7.196860706312905e-05	5.816832289992358e-06	180.46628856271192	3.5234322643034908	1.239306170929169	59.81485194473541	0.139949341210433	0.12033115996913502	0.0023796236313420004	206.09035969025433	30.557260432182506
1265.0.	181.4676680199487	0.8847319800522131	21.437508038566634	3.9495119614333842	12.824270812678282	0.268349187321746	995.4549556528336	13.88289509110943	18.794451639304498	50.185723482240874	0.648573621501203	0.053178630058227004	40.611936006421914	189.3277783777292	1547.820592454496	1508.8754870245282	8.310638529483973e-05	5.07291068955239	0.037500289020420005	0.000189208510577	1.7558552087720972e-05	80.00261327081846	2.66312672918154	579.1802832206813	10734.933717069032	24.313152183706006	0.014989826185602002	352.8400049739184	242.87673880250512	4.526761197495494	0.29398154906107704	37.42691748251295	4.545044347166725	0.00020848852951200003	0.0018889512444900001	0.00504472310159	6.51886760301002e-05	5.345230743135101e-06	182.50786547229194	3.174675781159759	1.124512975473548	58.140916779314644	0.133212868498773	0.114432855121987	0.00251234078018	197.43077535612176	27.93210416548394
1320.0.	181.43881463368007	0.9135853663208281	21.377635661697525	4.009384338302492	12.814159651674066	0.278460348325963	995.7078822827838	14.980364561047521	20.424680650637022	54.587097549351974	0.641626672974223	0.05356453152353301	40.42816100045304	194.21949244390444	1549.1659700125917	1508.9636838100187	0.000109626579937	5.535373961196767	0.038534212205483004	0.00022838364235300003	2.3187914320111183e-05	79.89379181685976	2.7719481831402453	580.5394777441761	10661.803472038344	20.317498807652097	0.017054235863816002	352.8467438706379	243.01907184518652	4.384428154814087	0.320329788937112	37.13462041346861	4.292117717216356	0.00021819944425100003	0.001907096382497	0.005097571774482001	5.991261049786794e-05	5.0018086149366205e-06	184.09007792752283	2.889996708324227	1.036316189983539	56.7817222558199	0.127621145330299	0.109531295404201	0.002640141599026	190.15811436785958	25.889319971202223
1375.0.	181.41061565502082	0.9417843449801301	21.322208838713443	4.064811161286558	12.804165852635881	0.28845414736415304	995.9116094830945	16.063273187135426	22.03507553486503	58.92159121660537	0.635795028877235	0.054216020404345006	40.212790351551156	198.29018397115405	1549.9486381149834	1509.0320884850298	0.000141374194705	5.985965672613985	0.039751029285324	0.000271837997747	2.9931192120647396e-05	79.78572030666778	2.880019693332271	581.6360291167084	10588.916491536906	16.977146343848695	0.019340382793285	352.85229703281266	243.1465958987473	4.256904101253323	0.345996445974912	36.699766678304165	4.088390516905481	0.00022814009858	0.0019335537064340002	0.005170864596137001	5.579230811483284e-05	4.7576942528678396e-06	185.30311544124967	2.654441954144743	0.9679115149710851	55.68517088328705	0.12301413027106801	0.105488666820925	0.0027648587482120004	184.10756491322746	24.289238677269235
1430.0.	181.38305609371938	0.9693439062815331	21.27089745625599	4.116122543744009	12.794288048397528	0.29833195160251	996.0752576908368	17.131232973437985	23.624435117701164	63.185909511630996	0.630985239256457	0.055113020152616	39.97732137116198	201.62500451149828	1550.283715395649	1509.0855058041054	0.000178916797864	6.423013289653437	0.041152938304361	0.000320090164491	3.790926837699578e-05	79.67841458296532	2.9873254170347163	582.5137537713968	10516.363457578813	14.18549670831796	0.021910892447963	352.856840038426	243.2616472950218	4.141852704978807	0.370888030940626	36.15195296006044	3.924742309163213	0.00023844983422400003	0.001968161905939	0.005264519099566	5.256921333517808e-05	4.59172858793963e-06	186.22251944501875	2.457133866170939	0.914494195895564	54.80744622859856	0.11924583899724701	0.10217852373368501	0.0028878028511420003	179.11865503225445	23.03008378966267
1485.0.	181.3561213096275	0.9962786903734491	21.22339591874487	4.163624081255118	12.784524887847523	0.308095112152517	996.2062062601867	18.18403454110615	25.192034946947572	67.37830983250993	0.627091595894365	0.056234678710865	39.72930037578109	204.30975781053436	1550.2613001824607	1509.1273984518632	0.00022289900933600003	6.845260536209394	0.042738414591630004	0.00037384860930100004	4.7259286701780436e-05	79.57188983174109	3.093850168258942	583.2090341885722	10444.197912274161	11.852926491220076	0.024840391204071003	352.8605279979846	243.36605758831155	4.03744241168904	0.394934521934353	35.51574429548919	3.793793739813304	0.000249226127669	0.0020105745514290003	0.005377856050283	5.004935783948975e-05	4.488277904872672e-06	186.90984396941997	2.290019312163276	0.8726015481375711	54.11216581142331	0.116187393480637	0.099488781918092	0.0030098413593060004	175.04286636244552	22.036639032553712
1540.0.	181.3297970041185	1.022602995882469	21.17942132619969	4.207598673800301	12.774875035718217	0.31774496428182303	996.3103990635983	19.221583380794854	26.73746223225066	71.49806761768193	0.624006816977951	0.057560818101671005	39.47367528721285	206.42627485486403	1549.9524726057923	1509.1603053768522	0.000274068457207	7.251793498815219	0.044503844235361	0.0004340406741	5.8140172932859346e-05	79.46616058992903	3.199579410070996	583.7518610059889	10372.45241111854	9.904249674450803	0.028217549460642	352.86349482977454	243.46129209205864	3.94220790794195	0.418085229206752	34.81148969010527	3.689600936401595	0.000260535153591	0.0020603479147690003	0.0055098625502570005	4.808596277078028e-05	4.435702671993026e-06	187.41423713241988	2.1470437210596662	0.8396946231485981	53.569338994006856	0.113727577427971	0.097322441950369	0.0031314932141210004	171.74737292215852	21.25262324133926
1595.0.	181.30406921186085	1.048330788140083	21.138711788328884	4.248308211671103	12.765337172402326	0.32728282759771704	996.392613087213	20.243859393791567	28.26050845634289	75.54511889564355	0.6216285017668041	0.059072726613479	39.21368808213575	208.04979802361586	1549.4136336061	1509.1861162718506	0.00033330572676400005	7.64197914442135	0.046444590371804005	0.000501847026062	7.073900471044219e-05	79.36124075354346	3.304499246456583	584.1668704405928	10301.147150907498	8.276479734564209	0.03214760637564	352.8658543349417	243.54854358486784	3.854956415132768	0.44030532797477606	34.05601178679002	3.60738691278698	0.000272420773158	0.0021170015411840003	0.005659374796605001	4.6567078987382956e-05	4.425275161439709e-06	187.77436911809693	2.023592073376282	0.8138837281505281	53.154329559402825	0.11177191275244701	0.095596941668043	0.003253018776769	169.11615265830085	20.6354501384484
1650.0.	181.2789242927779	1.073475707222944	21.10102486389327	4.285995136106724	12.755909993766775	0.336710006233262	996.4566860841186	21.25089114614799	29.761099475894213	79.51982269887382	0.6198625934844281	0.06075351929496001	38.95146190708188	209.2478013933231	1548.6897426905205	1509.2062563455602	0.00040165906540400004	8.01541423609875	0.048555648851627005	0.0005787427015960001	8.527839112724007e-05	79.25714358604019	3.408596413959889	584.4742847520835	10230.294776917783	6.916898431039473	0.036755348550713	352.86770219359255	243.62879708302796	3.774702916972631	0.46157296398559705	33.263187473241125	3.543313915881318	0.00028491161702800003	0.002180057417918	0.005825197937552	4.5406682590603586e-05	4.450408182512435e-06	188.02035442970507	1.916102455994505	0.7937436544409671	52.8469152479122	0.11024098294975801	0.094242791135034	0.0033744958713500003	167.04949015693262	20.15256270886276
1705.0.	181.25434892421208	1.098051075788738	21.06613611589752	4.320883884102474	12.746592210968812	0.34602778903122505	996.5057047961585	22.24273939724285	31.239249936988067	83.4228042173852	0.6186248557327121	0.06258822874049201	38.68838659108607	210.0797563760796	1547.8167863544975	1509.2218134356426	0.00048038474487900005	8.3718829198089	0.050832016930880006	0.000666545748182	0.00010202505420600001	79.15388172692624	3.511858273073862	584.6907228297384	10159.903166028389	5.781409075980765	0.042188537010585	352.8691183101504	243.7028758107589	3.700624189241636	0.48187684432703604	32.4444353847149	3.49429520384097	0.000298026380392	0.0022490633718940003	0.0060061795217270005	4.453818961223935e-05	4.5061012635769836e-06	188.17548568781476	1.821793936666599	0.778186564358169	52.63047717025714	0.10906847452549001	0.09320192001864801	0.003495879550939	165.4626088087877	19.778829818150662
1760.0.	181.23033009329032	1.122069906710533	21.033837774257567	4.35318222574243	12.737382550274312	0.355237449725723	996.5421578917393	23.21948648003988	32.69503346219634	87.25485204607841	0.617841109826055	0.06456373709893	38.42537142161181	210.59746734165634	1546.8236848885786	1509.2336270748485	0.0005709940997010001	8.711321538897446	0.053268867492375006	0.000767474388829	0.00012129982918	79.05146720059518	3.6142727994048913	584.8298781241209	10089.977094865635	4.83314250456412	0.048621786422288	352.870169166836	243.77147470705543	3.632025292945028	0.50121423675108	31.609124440095695	3.457842108260378	0.00031177762563100003	0.002323605430935	0.0062012503244580006	4.3909692223885786e-05	4.588539872586434e-06	188.25770671723689	1.738471940626491	0.7663729251520911	52.49132187587474	0.10819921689363901	0.092425996788839	0.003617046659588	164.28392375524837	19.49467314162688
1815.0.	181.20685508948398	1.145544910516867	21.003937497836535	4.383082502163456	12.72827975287835	0.36434024712168706	996.5680587599951	24.181229382518893	34.12856307241541	91.01685142818839	0.617446758585464	0.066668622778183	38.16301077179505	210.84571217225206	1545.733776815457	1509.2423518984717	0.000675308372876	9.033789461373475	0.055861595022296005	0.0008842135784190001	0.000143489324687	78.9499114253739	3.715828574626172	584.903075271701	10020.519271903011	4.041282024593	0.056260900949517	352.8709100030161	243.83518545943758	3.568314540562871	0.519589310708755	30.764915809463677	3.4319412400045213	0.00032617442382900004	0.0024033128366360004	0.006409443274195001	4.3480433115678505e-05	4.694802980903911e-06	188.2808170749578	1.664387098250015	0.757648101529603	52.418124728294785	0.107587370064486	0.09187486047118501	0.0037378276965380004	163.45321722195726	19.28470401733818
1870.0.	181.1839114973587	1.168488502642087	20.976257228474743	4.410762771525249	12.719282574727945	0.373337425272095	996.585043293451	25.12807518282397	35.53997826227759	94.70974131109325	0.6173859473786161	0.06889296855825	37.901692579344314	210.8630131260706	1544.565979459712	1509.2485034055394	0.000795522610557	9.339444908394018	0.05860578023250201	0.001019991766162	0.000169059507686	78.84922522276129	3.816514777238778	584.9197218584005	9951.530994735895	3.380075690222736	0.065347663992777	352.87138673896146	243.89451560724828	3.50898439275222	0.5370117633376861	29.918048917700915	3.414956706548557	0.00034122413362400005	0.002487858416162	0.006629898361473	4.321817947267798e-05	4.822647859516622e-06	188.25543179624907	1.598131630598989	0.7514965944619141	52.40147814159535	0.10719482640910201	0.09151512977839901	0.0038580287684420005	162.91990534410974	19.136721423371842
1925.0.	181.16148718950728	1.190912810493468	20.950632130138594	4.436387869861408	12.710389786346928	0.38223021365310905	996.5944473363116	26.06013799303611	36.92943641925028	98.33448705101166	0.6176105777309311	0.071228160154486	37.641669382342045	210.68243001582525	1543.3356985843418	1509.2524913853563	0.0009342799359980001	9.628524942522294	0.061497105888184	0.001178668575338	0.000198571497055	78.74941882684595	3.9163211731540972	584.887672458618	9883.012579773995	2.828007574224648	0.076165064299638	352.8716376224479	243.9499033810583	3.453596618942238	0.5534956826099601	29.07358048626408	3.405552663687944	0.00035693356185400004	0.002576956222331	0.006861859106407001	4.309725470079868e-05	4.970350324851147e-06	188.1897327999791	1.538562443654898	0.7475086146449721	52.43352754137806	0.106989843550091	0.09131900891535401	0.003977446179796	162.64147930997044	19.04096871910043
1980.0.	181.13957031966203	1.212829680338705	20.92690960692294	4.460110393077056	12.701600172663007	0.39101982733703305	996.5973678228288	26.977536879354677	38.297107083030916	101.89206332269825	0.6180793118987981	0.073666691859761	37.38310484113778	210.3323141874726	1542.055542490025	1509.254644595044	0.001094757618671	9.901328915099185	0.06453124646232	0.001364833974179	0.00023269986830600002	78.65050189388329	4.015238106116763	584.8135207727622	9814.963649959891	2.367103329494392	0.08904292117943101	352.87169460919915	244.00172940216203	3.401770597838569	0.5690586076273491	28.235584219521535	3.402632177170812	0.00037330969384700004	0.002670357736155	0.007104664382813	4.3097055131423906e-05	5.136585118426371e-06	188.09005013964168	1.484743453630797	0.745355404957709	52.50767922723386	0.10694589873396901	0.091263284283339	0.004095875757115001	162.582150869343	18.989577810750784
2035.0.	181.11814931598067	1.234250684020062	20.90494839398227	4.482071606017716	12.692912532836846	0.39970746716319305	996.5947109599875	27.880394421915543	39.64316807626325	105.38344363330428	0.618756633604796	0.07620198840178401	37.12610421646419	209.83699242177607	1540.735883384841	1509.2552291536078	0.0012807664077450001	10.158204788851767	0.067703747297724	0.001583919295059	0.00027225378351100003	78.55248351201925	4.113256487980769	584.7028336091075	9747.383331678246	1.982348770879255	0.104363845483459	352.8715845040293	244.05032602288767	3.353173977112896	0.583720752669961	27.407317549970458	3.405289040011808	0.00039036013199	0.002767847474719	0.007357738091973	4.3200925761040363e-05	5.320335579179721e-06	187.96130798602996	1.43590193196441	0.744770846394182	52.61836639088854	0.10704074207655401	0.091328493909152	0.004213118530695	162.71170202312177	18.976150327411315
2090.0.	181.09721287450216	1.25518712549852	20.884617716058337	4.502402283941652	12.684325680093322	0.40829431990671505	996.5872301821732	28.76883569974527	40.967802872080846	108.8095940655113	0.619612003523768	0.078828247035335	36.87073434721002	209.21736888103936	1539.3852993348269	1509.2544623719493	0.001496864619752	10.39953785054379	0.071009904267195	0.001842320166993	0.000318201265358	78.45537221114327	4.210367788856668	584.5603382064882	9680.270392218943	1.661203419975789	0.12256944261711701	352.8713298951373	244.09598486346	3.3075151365406272	0.5975043672833791	26.591360815901492	3.412769817826296	0.00040809334200100005	0.0028692385294820004	0.0076205782572790004	4.3395303774850435e-05	5.520824888442882e-06	187.8073649452037	1.391395155713648	0.7455376280519761	52.76086179350809	0.107255621577008	0.091498246763812	0.0043289839765400006	163.00452320987324	18.995439817539154
2145.0.	181.07674995276602	1.275650047234659	20.865796508432748	4.5212234915672465	12.675838441554738	0.416781558445296	996.5755560704517	29.642987562540597	42.27119878528351	112.17146970088326	0.6206191181789901	0.08154030071156801	36.61703675754166	208.4914445680663	1538.010922856805	1509.252523236177	0.0017484884684020002	10.62574140766028	0.07444465143623501	0.002147531066497	0.00037169693426200004	78.35917597285955	4.306564027140366	584.3900723532712	9613.623337509267	1.393193629771087	0.144166630313513	352.87094991437056	244.1389629514282	3.264537048572432	0.61043320927396	25.78973340585576	3.424443929547752	0.00042651877584	0.0029743683390260002	0.007892746469421001	4.36690625416426e-05	5.73746332647695e-06	187.6312728385781	1.350684710898109	0.7474767638241361	52.931127646725066	0.10757465257011001	0.09175866852391101	0.004443291670928	163.43881736201976	19.043108966274495
2200.0.	181.0567497635919	1.295650236408782	20.84837269579037	4.538647304209627	12.667449658076125	0.425170341923911	996.5602199692697	30.502978099591502	43.55354571639227	115.47001271289835	0.621755274029828	0.084333501799369	36.365036264096155	207.67475961900305	1536.6187164526682	1509.2495604134633	0.0020421000407100003	10.837249133182157	0.078002462233747	0.002508290712758	0.000434113510146	78.26390224055851	4.401837759441404	584.1955048959223	9547.440482743059	1.16957243459248	0.16973390672912703	352.8704608534596	244.1794877636682	3.224012236332426	0.6225321115371131	25.003990635424067	3.439780030729693	0.000445646918831	0.003083094857356	0.008173858193202	4.40130066927912e-05	5.9698075334862165e-06	187.4354729947765	1.313316529963498	0.750439586537413	53.125695104073884	0.10798430666948002	0.092097952173503	0.0045558719606180005	163.9959458142401	19.1155429498664
2255.0.	181.03720176901516	1.315198230985553	20.83224252466621	4.554777475333782	12.659158184082493	0.433461815917543	996.5416726688474	31.348936246528158	44.81503526986849	118.70615148301451	0.62300082614328	0.08720362449629	36.11474663626226	206.78076664955748	1535.2136909769472	1509.2456984098383	0.002385354176467	11.03450877740612	0.081677267831118	0.0029347369696300003	0.000507077349671	78.16955792957754	4.496182070422382	583.979632735876	9481.720004192623	0.9830352508801101	0.19992736710998602	352.86987666257625	244.21776139821972	3.185738601780961	0.633826626817524	24.23530452632197	3.45832733115216	0.000465489292697	0.0031952931847780003	0.008463574171106	4.441948143250084e-05	6.217528832992562e-06	187.22194491154525	1.278905257009639	0.75430159016188	53.34156726412067	0.10847299831605901	0.092505994367317	0.004666566046725	164.6598929975719	19.209705052465896
2310.0.	181.0180956743734	1.334304325627314	20.817309945462675	4.569710054537312	12.650962887408102	0.441657112591934	996.5202992261476	32.180991490113485	46.05586012748149	121.88080032488323	0.6243387319125301	0.090146783859731	35.86617432523168	205.82114425892945	1533.8000792419207	1509.2410423393665	0.0027872853185850004	11.21797701247014	0.08546239514388601	0.0034385693083000004	0.000592508249917	78.076149437437	4.589590562562921	583.7450591652032	9416.459977733854	0.827482288440733	0.23548623324654402	352.86920935357074	244.25396404981345	3.149535950187252	0.64434273717358	23.484531142948402	3.479700773852019	0.000486058434705	0.0033108526708150003	0.008761592987488001	4.488206874241064e-05	6.480388453349867e-06	186.99231872148968	1.247121908904579	0.7589576606333851	53.57614083479333	0.10903075037437501	0.09297410132382	0.004775225746295001	165.4168292200054	19.32302428777106
2365.0.	180.99942142254054	1.3529785774601661	20.803486040364174	4.583533959635809	12.64286264913765	0.44975735086238705	996.496430760764	32.99927364394212	47.276213597829724	124.9948595567303	0.6257541678296461	0.093159369244735	35.61932092578825	204.80605954428088	1532.3814745170098	1509.2356816422616	0.003258515092562	11.38811521512545	0.089350525919382	0.0040332161753280004	0.000692663684156	77.98368265413907	4.682057345860837	583.4940573711625	9351.658407835792	0.6978200339764861	0.27723762846396705	352.8684693263811	244.28825692300316	3.115243076997534	0.6541066171906	22.752266699526846	3.503569239235405	0.0005073678663100001	0.0034296744649780003	0.009067644755593001	4.5395349926290365e-05	6.758218038382798e-06	186.74796018208784	1.217684064473416	0.7643183577384101	53.827142628834004	0.10964892343353001	0.093494750790286	0.0048817130997040005	166.25475372681524	19.453307408391666
2420.0.	180.98116918830402	1.3712308116967171	20.79068849374585	4.59633150625413	12.63485636344939	0.45776363655064806	996.4703538781166	33.80391267627001	48.47628928850919	128.04921576028707	0.627234208291323	0.09623799001088501	35.37418480569298	203.74438772420842	1530.9609414514584	1509.2296930023765	0.003811480982979	11.545386025965541	0.093333677480173	0.004734003876694	0.000810187552715	77.89216297251718	4.773577027482723	583.2286221361275	9287.313249604551	0.5897954034010281	0.326100307730595	352.86766563373703	244.32078468787896	3.082715312121758	0.6631444418301821	22.038894289421354	3.5296461218829718	0.0005294320590440001	0.0035516694747930004	0.009381485837708	4.5954719073109664e-05	7.0509042426899164e-06	186.49003483047244	1.190348007616623	0.7703069976235271	54.0925778638693	0.11031999627036601	0.094061399056968	0.004985899925672	167.163203049569	19.59866960014649
2475.0.	180.96332937288133	1.389070627119408	20.77884110191563	4.608178898084347	12.62694293746015	0.46567706253988506	996.4423182281542	34.59503857665557	49.65628086466047	131.04474212831502	0.6287675564034271	0.09937943155233601	35.130762187520006	202.6438959929948	1529.541105288425	1509.2231426509943	0.0044606859961830005	11.690250550718988	0.097403204890983	0.005558322853284001	0.0009481634303400001	77.80159529862424	4.864144701375677	582.9505121212509	9223.422425696568	0.499857198667694	0.38308703961315904	352.866806196396	244.35167756112364	3.051822438877108	0.6714822313326201	21.34462278523988	3.557681771845265	0.0005522664023810001	0.0036767566829790004	0.009702894483092	4.655623576201153e-05	7.358376501948128e-06	186.21955634207737	1.164902391671631	0.776857349006231	54.37068787874593	0.11103738732660201	0.09466832409129501	0.005087667382793	168.1330122408255	19.757479570409874
2530.0.	180.94589259857267	1.406507401428126	20.76787331926733	4.619146680732649	12.619121291072236	0.47349870892779905	996.4125425952723	35.372781251833196	50.816381868969124	133.9822988430431	0.6303443180888251	0.10258061992393201	34.889047869629906	201.5113976995305	1528.1242239446678	1509.2160881973416	0.005222968623329	11.823166092270855	0.10154982359480201	0.006525786518062001	0.0011101721692510001	77.71198406214849	4.953755937851422	582.6612846168834	9159.983839390423	0.42504038250805104	0.44930533668848405	352.86589797873825	244.38105307821957	3.02244692178118	0.67914572686628	20.669519203310205	3.587457404727337	0.000575887175978	0.0038048617746600003	0.010031667261984002	4.7196508155936905e-05	7.680597286883197e-06	185.93742291338836	1.141163096501957	0.7839118026592521	54.6599153831135	0.11179530905298	0.095310497617236	0.005186905568027001	169.1561188622463	19.92831578514108
2585.0.	180.92884970354504	1.423550296455748	20.75771983813968	4.629300161860303	12.611390356822163	0.48122964317787703	996.3812198277934	36.1372704438119	51.95678558585395	136.86273345306637	0.631955812072854	0.10583859357107901	34.649035708767016	200.35288197687723	1526.7122465251002	1509.2085800919644	0.006117791759616	11.944584321342894	0.105763650915731	0.007658377199128001	0.001300353576898	77.62333322684627	5.04240677315364	582.3623242458469	9096.995384745227	0.362869418780204	0.5259562458632471	352.86494713257343	244.40901760954628	2.994482390454514	0.6861602916761851	20.013535613263123	3.618780172206142	0.000600311527379	0.003935916028047001	0.010367616178092	4.78725997329287e-05	8.017554312114614e-06	185.64444456523535	1.118969027216114	0.7914199080364911	54.95887575414983	0.11258864860879302	0.095983480401905	0.005283513165014001	170.2254015142823	20.109931387307658
2640.0.	180.91219173674565	1.440208263255129	20.748320199877362	4.638699800122614	12.603749079731225	0.488870920268815	996.3485208476137	36.888635664996485	53.07768493773764	139.6868812317515	0.633594409558753	0.109150480894141	34.410718944743174	199.17362308352455	1525.3068610614173	1509.200662803641	0.007167548505986001	12.054949809864077	0.11003426426844301	0.008980573231549	0.0015234717318800002	77.53564630098096	5.130093699018932	582.0548667941243	9034.454954521882	0.311277541234509	0.614330941007041	352.86395911542303	244.43566766293236	2.967832337068506	0.6925508333636621	19.37653149549585	3.651479152385798	0.000625557455451	0.0040698554263280005	0.010710566351771	4.858195449183697e-05	8.369254292996442e-06	185.34136356379156	1.098178661211744	0.7993371963596501	55.266333205872414	0.11341286972733901	0.096683336174991	0.005377397144211001	171.33454628861952	20.30122591151153
2695.0.	180.89590995293983	1.456490047060946	20.739618434776187	4.647401565223802	12.596196417157897	0.49642358284214505	996.3145979280699	37.62700614642128	54.179272404832695	142.4555655095417	0.635253398443764	0.11251348258157101	34.17409042014222	197.97827297060968	1523.9095336584414	1509.1923757715049	0.008397881997985001	12.154698864480505	0.11435077347060801	0.010519450908976	0.0017849833345420002	77.44892634775857	5.216813652241321	581.7400190991975	8972.360446365665	0.268539328414137	0.7158049075179671	352.8629387882558	244.46109100723663	2.9424089927642143	0.6983417436603081	18.758292300541722	3.6854020719291922	0.0006516437993200001	0.0042066199535660004	0.011060354178276001	4.932233666249734e-05	8.735717935641984e-06	185.02886962742988	1.078667193789709	0.8076242284950641	55.58118090079895	0.114263931617677	0.097406560540312	0.005468472510694	172.47793582696835	20.501222347388325
2750.0.	180.87999580787107	1.472404192129711	20.731562728766654	4.655457271233326	12.588731338651964	0.5038886613480731	996.2795873873627	38.352510796125586	55.26173996230373	145.16959797795352	0.636926867860082	0.11592485782535701	33.93914272993426	196.77093995905346	1522.5215407617836	1509.1837541797786	0.009838015597204	12.24425860879212	0.11870190424344501	0.012304754883945002	0.002091108315671	77.36317599575003	5.302564004249879	581.4187757346817	8910.709767621853	0.233214393225697	0.8318295709015401	352.86189049664165	244.4853676452131	2.918132354787731	0.703556852667919	18.15854484006681	3.720412612636399	0.0006785902323660001	0.004346153042537	0.011416825878375001	5.0091781859388476e-05	9.116975915291508e-06	184.70761118720878	1.060324165514877	0.816245820222354	55.90242426531464	0.115138221617573	0.09815002198326601	0.005556662092216	173.65055672385844	20.709048435004526
2805.0.	180.8644409535396	1.487959046461167	20.724105114850143	4.662914885149846	12.581352825810486	0.511267174189555	996.2436118132558	39.06527816539567	56.325279030369195	147.8297789660603	0.6386096095732471	0.11938191368690901	33.70586832404417	195.55525588674325	1521.143995895116	1509.1748295917273	0.011521088973006001	12.324046272104493	0.12307608981872802	0.014368930724902002	0.002448901753622	77.27839744929136	5.387342550708525	581.0920330795387	8849.500839064285	0.204100356034834	0.963921296975867	352.8608181384776	244.50857065887874	2.894929341122166	0.708219395042295	17.57697003535158	3.756388186743386	0.0007064172606760001	0.004488401147299001	0.011779836370871	5.088855730557323e-05	9.513065651645702e-06	184.37820366542317	1.043051479642644	0.8251704082745811	56.229166920457814	0.11603249898284701	0.09891091266925901	0.005641896358752001	174.8479218582216	20.923921326458082
2860.0.	180.8492372335966	1.5031627664041851	20.71720118744868	4.669818812551306	12.5740598721354	0.518560127864642	996.2067819102343	39.765436421118764	57.37008043409948	150.43689769174915	0.6402970334128091	0.12288199701248101	33.47425957813802	194.3344336551557	1519.777871931213	1509.165630471296	0.013484494828218	12.39446865004274	0.127461567549293	0.016747113718636002	0.0028663259840200003	77.1945924988531	5.471147501146762	580.7606012420123	8788.73159775004	0.18019357140767	1.113647776691615	352.85972522079953	244.53076694656812	2.872733053432703	0.712351986020279	17.013213462345053	3.7932180897648253	0.0007351462253680001	0.004633313417645	0.012149248407887002	5.1711129281448306e-05	9.924028730852907e-06	184.04123550650468	1.026761737190233	0.8343695287064781	56.560598757984366	0.11694384772902401	0.09968670719639901	0.0057241132645910004	176.0660049161173	21.14513493918103
