time	TFPI	VIIa_TF	VIIa_TF_X	VIIa_TF_Xa	VIIa_TF_Xa_TFPI	X	Xa	Xa_TFPI	Xa_TFPI_VIIa_TF
0.0.	2.4	1.0	0.0	0.0	0.0	170.0	0.0	0.0	0.0
0.0.15.0	1.9343654855701762	0.310790504317839	0.20012463765167202	0.140051306343945	0.348012502526164	153.06679540340693	16.127394138167492	0.116600962743287	0.001021049160376
0.0.3.0	1.4724636266504652	0.18230763245489	0.10983506388432301	0.08919582440864	0.6143849904452441	143.62544287434315	25.24798986401417	0.30887489409739505	0.004276488806899
0.0.44999999999999996.0	1.107538862540215	0.09792605885515401	0.056767685831719004	0.049911030802061	0.787559729643842	138.58909857203528	30.011761573871013	0.49706591294872504	0.00783549486722
0.0.6.0	0.835326256777081	0.048919720724089004	0.027768821334935002	0.025430935596983003	0.88735573690983	136.0520231677022	32.330103332142926	0.666793220878933	0.010524785434159
0.0.75.0	0.633834383606197	0.023125807262845	0.012980588637510001	0.012135957851047001	0.9395605212297181	134.8380230311856	33.37069480593189	0.81440797014521	0.012197125018877
0.0.8999999999999999.0	0.48388214484212105	0.010700325615110001	0.005968537523648	0.005644612251084	0.9645633558428801	134.27676063852505	33.79550835654218	0.9384313305477271	0.013123168767275002
1.0.05.0	0.37156023548785705	0.0051663946572500005	0.00286995492148	0.0027377564699030002	0.9756122601593951	134.01513533845656	33.95081718563972	1.039213870560781	0.013613633791969
1.0.2.0	0.28704032557946	0.0028522499816140004	0.0015792194665910002	0.0015196853749130002	0.9801624490641381	133.88230445193489	34.001636968802885	1.118910829243663	0.013886396112741001
1.0.3499999999999999.0	0.22327004842848402	0.0019238241351440001	0.001062239519442	0.001030663353708	0.981921120670258	133.80209589991395	34.01908124564116	1.180746678579816	0.014062152321444001
1.0.5.0	0.17508503037900303	0.00155590772881	0.000857340264496	0.000836866820217	0.9825516075418441	133.74280777864425	34.030583044649866	1.228165084434525	0.014198277644629002
1.0.65.0	0.13864791376412	0.0014060592240530002	0.0007736847645240001	0.0007579909848480001	0.9827430028623141	133.69188809005612	34.045228147958476	1.264289821209311	0.014319262164258
1.0.7999999999999998.0	0.111083025930633	0.0013401296677350001	0.000736672883629	0.0007233634401150001	0.9827650561236481	133.64449399126485	34.06512899834193	1.291717140060852	0.014434777884870001
1.0.95.0	0.090225445118763	0.0013073498453970002	0.000718102574662	0.0007062289387550001	0.9827198869551381	133.59874664095236	34.09005447265291	1.312506236240056	0.014548431686046002
2.0.1.0	0.07444127901636201	0.0012886699186060002	0.000707393687642	0.000696543992506	0.982645883123161	133.55388130161992	34.1191560397162	1.3282513285823971	0.014661509278082002
2.0.25.0	0.062495692422755	0.0012767601394020002	0.0007004716695670001	0.000690441543074	0.9825578768192301	133.50955462799385	34.15155015121615	1.340171980929294	0.014774449828723002
2.0.4.0	0.053454690796212005	0.001268596766219	0.0006956519316220001	0.0006863246297340001	0.9824620318116811	133.46559002827257	34.186482685962204	1.349195882531368	0.014887394860741001
2.0.55.0	0.046611500478703	0.001262777605083	0.000692150697855	0.000683451679081	0.9823612353834311	133.4218833472289	34.223352550872775	1.3560268795033221	0.015000384634546001
2.0.6999999999999997.0	0.041431161681297006	0.00125855253134	0.0006895472147270001	0.000681425408145	0.98225704844058	133.37836639842277	34.261693790635555	1.361198363472919	0.015113426405205
2.0.85.0	0.037508725370634	0.0012554646200780002	0.000687584502067	0.000680003528958	0.9821504297758131	133.33499156464117	34.301149572698314	1.365114327280474	0.015226517573080002
3.0.	0.034537663586772	0.0012532087937340002	0.00068609070873	0.0006790241286130001	0.9820420230655841	133.29172439452762	34.34144815422165	1.368080660044311	0.015339653303334002
3.0.15.0	0.032285972667568004	0.001251569925027	0.0006849445619460001	0.000678372959622	0.981932283665036	133.2485394973626	34.3823831577832	1.370328914779032	0.015452828888365001
3.0.3.0	0.030578083530550002	0.0012503917329850002	0.0006840579396860001	0.000677966984233	0.981821542978438	133.20541797835764	34.42379808024881	1.3720343331263591	0.015566040364654001
3.0.4499999999999997.0	0.029281162036565004	0.0012495588705240001	0.0006833658018620001	0.000677744888134	0.9817100458679541	133.16234570302808	34.46557434831835	1.373329507523961	0.015679284571522
3.0.5999999999999996.0	0.028294731622636002	0.001248985463642	0.0006828197342120001	0.0006776610060430001	0.9815979747466791	133.1193120664937	34.507622184388474	1.374314734581265	0.015792559049421
3.0.75.0	0.027542811836863003	0.001248607264531	0.000682383522785	0.000677681160214	0.981485466144227	133.07630909807946	34.54987364907419	1.3750658601106711	0.01590586190824
3.0.9.0	0.026967962941439	0.001248376062908	0.0006820300003020001	0.000677779695132	0.9813726225357531	133.03333080056473	34.59227735268106	1.375640222816908	0.016019191705901003
4.0.05.0	0.026526774908919002	0.001248255615818	0.000681738748968	0.000677937316992	0.9812595209709751	132.99037265862415	34.63479444021865	1.376081156772862	0.016132547347244
4.0.2.0	0.026186451059702003	0.001248218644845	0.0006814944057570001	0.0006781394991620001	0.981146219446925	132.94743127134922	34.67739554580538	1.376421401490065	0.016245928003308003
4.0.35.0	0.025922221263256003	0.001248244603449	0.0006812854025040001	0.0006783752961660001	0.981032761649626	132.90450407668442	34.720058483880024	1.376685684038867	0.016359333048251
4.0.5.0	0.025715383752307003	0.001248318008647	0.0006811030246480001	0.000678636457133	0.9809191804989391	132.8615891443708	34.76276649989956	1.376892673738126	0.016472762010629
4.0.6499999999999995.0	0.025551823198209003	0.001248427190284	0.0006809407057340001	0.000678916760918	0.9808055008070181	132.8186850201597	34.80550694557169	1.37705646145873	0.016586214536042
4.0.8.0	0.02542088954336	0.001248563351262	0.0006807934974670001	0.000679211516356	0.9806917412762681	132.77579060849754	34.8482702760319	1.377187678821729	0.016699690358644
4.0.95.0	0.025314550031030003	0.001248719860343	0.000680657671026	0.0006795171860560001	0.9805779160030991	132.73290508413268	34.891049291041206	1.3772943446864	0.016813189279472
5.0.1.0	0.025226748067743002	0.0012488917194100001	0.0006805304168100001	0.0006798311029090001	0.9804640356108381	132.69002782549262	34.93383856105523	1.37738250517139	0.016926711150029
5.0.25.0	0.02515291862835	0.001249075161868	0.0006804096181810001	0.0006801512563	0.9803501081038011	132.6471583644621	34.97663399329151	1.3774567174080041	0.017040255859845
5.0.3999999999999995.0	0.025089622104722	0.0012492673497920001	0.000680293680875	0.0006804761308360001	0.9802361395114031	132.60429634852275	35.01943250376992	1.377520415056785	0.017153823327090003
5.0.55.0	0.025034267742605	0.0012494661454680001	0.0006801814043690001	0.000680804584649	0.9801221343740291	132.56144151221451	35.06223176953873	1.377576184391884	0.017267413491482
5.0.7.0	0.024984904818561002	0.001249669939057	0.0006800718848770001	0.000681135757554	0.9800080961095621	132.5185936556259	35.10503004154981	1.377625972762931	0.017381026308946
5.0.85.0	0.024940065019766002	0.001249877518586	0.0006799644421940001	0.0006814690017530001	0.9798940272898771	132.4757526281858	35.14782600338953	1.377671245942771	0.017494661747585002
6.0.	0.024898643513405	0.0012500879718870001	0.000679858564531	0.0006818038295380001	0.9797799298493841	132.4329183164522	35.19061866466662	1.377713106852555	0.017608319784657
6.0.1499999999999995.0	0.024859809240330002	0.001250300612639	0.0006797538669320001	0.0006821398738450001	0.9796658052422951	132.39009063491494	35.233407280584096	1.377752385113088	0.017722000404286002
6.0.3.0	0.024822937275645003	0.0012505149246090001	0.000679650059928	0.000682476858493	0.9795516545612081	132.34726951907064	35.276191291286075	1.377789704567388	0.017835703595759003
6.0.45.0	0.024787557845923004	0.0012507305196210001	0.0006795469259110001	0.000682814575754	0.9794374786264791	132.3044549202098	35.31897027613397	1.3778255341753671	0.017949429352231
6.0.6.0	0.024753317914839004	0.0012509471058740002	0.0006794443013470001	0.0006831528694340001	0.9793232780535791	132.26164680149412	35.361743919249506	1.377860226361818	0.018063177669763
6.0.75.0	0.024719952249041003	0.00125116446408	0.000679342063366	0.000683491622125	0.9792090533038331	132.2188451350056	35.40451198355757	1.377894045900532	0.018176948546593002
6.0.8999999999999995.0	0.024687261632354	0.001251382429492	0.000679240119678	0.000683830745602	0.9790948047226311	132.17604989952747	35.44727429123923	1.377927191662421	0.018290741982594002
7.0.05.0	0.024655096468093003	0.0012516008783710001	0.0006791384009750001	0.0006841701735910001	0.9789805325681981	132.13326107887588	35.490030709017276	1.377959812984846	0.018404557978863003
7.0.199999999999999.0	0.024623344441254	0.001251819717798	0.0006790368552180001	0.0006845098563200001	0.978866237033245	132.0904786606462	35.532781137083106	1.3779920219880841	0.018518396537416
7.0.35.0	0.024591921238694	0.0012520388780150001	0.000678935443339	0.0006848497564220001	0.9787519182612591	132.04770263527132	35.57552550076719	1.3780239028390842	0.018632257660961
7.0.5.0	0.024560763571839003	0.001252258306659	0.0006788341360120001	0.0006851898458520001	0.978637576358755	132.00493299531408	35.61826374427544	1.378055518716684	0.01874614135272
7.0.6499999999999995.0	0.024529823932455	0.0012524779644270002	0.000678732911217	0.000685530103561	0.9785232114044871	131.96216973493645	35.660995825980706	1.3780869170467511	0.018860047616306
7.0.8.0	0.024499066652431	0.0012526978218200002	0.000678631752424	0.0006858705137620001	0.97840882345637	131.91941284950104	35.70372171488467	1.378118133435575	0.018973976455622002
7.0.949999999999999.0	0.024468464944353	0.001252917856696	0.0006785306472140001	0.000686211064607	0.978294412556685	131.8766623352719	35.7464413879601	1.378149194624167	0.019087927874795
8.0.1.0	0.024437998679528002	0.00125313805243	0.000678429586257	0.0006865517472140001	0.9781799787359821	131.8339181891905	35.789154828155056	1.378180120706374	0.019201901878114002
8.0.25.0	0.024407652720287002	0.001253358396533	0.0006783285625330001	0.000686892554918	0.978065522016016	131.79118040870748	35.831862022894875	1.378210926793699	0.019315898469996002
8.0.4.0	0.024377415668735	0.00125357887962	0.0006782275707560001	0.00068723348272	0.9779510424119471	131.74844899165674	35.87456296295798	1.378241624264363	0.019429917654954002
8.0.549999999999999.0	0.024347278928292002	0.0012537994946280001	0.0006781266069390001	0.0006875745268690001	0.9778365399339901	131.7057239361612	35.91725764163274	1.378272221700142	0.019543959437572003
8.0.7.0	0.024317236000092002	0.001254020236235	0.0006780256680650001	0.000687915684547	0.977722014588658	131.6630052405618	35.95994605408514	1.378302725588754	0.019658023822493
8.0.85.0	0.024287281955622003	0.001254241100422	0.000677924751847	0.00068825695364	0.9776074663796871	131.6202929033646	36.00262819688492	1.378333140850288	0.0197721108144
9.0.	0.024257413041634	0.001254462084148	0.000677823856544	0.0006885983325570001	0.9774928953087351	131.57758692320152	36.04530406765039	1.378363471231615	0.019886220418014
9.0.15.0	0.02422762638422	0.001254683185101	0.000677722980818	0.0006889398200980001	0.9773783013758991	131.53488729880013	36.08797366478254	1.378393719601799	0.020000352638081
9.0.299999999999999.0	0.024197919767265003	0.0012549044015150001	0.000677622123641	0.00068928141536	0.977263684580113	131.49219402896196	36.130636987265724	1.378423888173253	0.020114507479368
9.0.45.0	0.024168291466632002	0.001255125732035	0.000677521284209	0.000689623117657	0.9771490449194331	131.44950711254538	36.17329403451872	1.3784539786672712	0.020228684946662003
9.0.6.0	0.0241387401261	0.0012553471756090002	0.0006774204618920001	0.00068996492647	0.9770343823912601	131.40682654845398	36.215944806283176	1.378483992437873	0.020342885044765002
9.0.75.0	0.024109264664583	0.0012555687314160001	0.0006773196561860001	0.0006903068414	0.976919696992503	131.36415233562624	36.258589302540194	1.378513930564422	0.020457107778491003
9.0.9.0	0.024079864206751	0.001255790398806	0.0006772188666820001	0.000690648862142	0.9768049887197011	131.32148447302944	36.30122752344788	1.378543793920882	0.020571353152665003
10.0.049999999999999.0	0.024050538031190002	0.001256012177255	0.000677118093043	0.0006909909884610001	0.9766902575691161	131.27882295965424	36.34385946929488	1.378573583227572	0.020685621172122002
10.0.2.0	0.024021285531656	0.001256234066337	0.000677017334985	0.0006913332201700001	0.9765755035367971	131.23616779451052	36.38648514046543	1.378603299089838	0.020799911841708003
10.0.35.0	0.02399210618815	0.0012564560656950002	0.000676916592265	0.000691675557124	0.976460726618639	131.19351897662477	36.429104537413444	1.378632942026935	0.020914225166274003
10.0.5.0	0.023962999545309	0.001256678175027	0.0006768158646680001	0.0006920179992040001	0.9763459268104151	131.1508765050378	36.47171766064307	1.378662512493592	0.021028561150683002
10.0.65.0	0.023933965196283002	0.0012569003940730002	0.000676715152004	0.0006923605463130001	0.9762311041078041	131.10824037880315	36.514324510694244	1.37869201089611	0.021142919799802002
10.0.799999999999999.0	0.023905002770703003	0.0012571227226	0.000676614454099	0.000692703198373	0.976116258506418	131.0656105969858	36.55692508813184	1.378721437604371	0.021257301118507002
10.0.95.0	0.023876111925707003	0.0012573451604000001	0.0006765137707900001	0.000693045955313	0.9760013900018131	131.0229871586613	36.59951939353771	1.378750792960798	0.021371705111681003
11.0.1.0	0.023847292339244004	0.00125756770728	0.000676413101926	0.0006933888170770001	0.975886498589502	130.98037006291503	36.64210742750463	1.37878007728704	0.021486131784212003
11.0.25.0	0.023818543705088003	0.0012577903630620001	0.000676312447363	0.0006937317836100001	0.975771584264964	130.93775930884172	36.68468919063186	1.378809290888947	0.021600581140998002
11.0.4.0	0.023789865729112	0.001258013127577	0.00067621180696	0.0006940748548660001	0.9756566470236541	130.89515489554486	36.72726468352184	1.3788384340602922	0.021715053186940003
11.0.549999999999999.0	0.023761258126522	0.001258236000663	0.000676111180585	0.0006944180308020001	0.9755416868609991	130.8525568221369	36.769833906777706	1.378867507085528	0.021829547926949
11.0.7.0	0.023732720619785003	0.0012584589821640001	0.000676010568105	0.000694761311377	0.975426703772413	130.80996508773825	36.81239686100154	1.378896510241862	0.021944065365938
