time	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	alpha2M_IIa_l	alpha2M_Xa_l	alpha2M_l	mIIa_AT_l	mIIa_f	mIIa_l
50.0.	2.1507538331765883e-05	0.039894847024079	0.00026029943414	0.002171736418738	4720.997090977442	335.49141433107764	838.9682017013994	0.000558375119842	0.0014898392084010002	0.0031862365029410003	0.0021080522430110002	58156.21841527711	18.69228075794805	47.26388101242843	0.7921293800426501	115.16795426539495	3.3772248972727554e-05	0.039944906010748	12.26002132174033	2.546704456430639e-07	0.006885848936684	0.001875401706612	0.0028036659047410003	0.005927054961115	0.000674001571427	0.9953239242886561	0.000270995167798	0.166317044655721	7.327415278131305	0.0014588313610730001	0.18701185225552502	4.9862441592993154e-05	0.007213710227877	0.008580325553824	1.720646208497415	0.0006659951227890001	6.0817683544930785e-05	0.011886636897717	1.988169141577618e-07	3.902480440476181e-05	35.15075865477317	107.59097307151514	0.0022205663045470002	0.00033316916989100005	0.00044911633103700006	5.3426914654889866e-05	0.0085732585902	0.044391815189263	1.5758425680901942e-05	0.000104215275259	363.9998800262995	0.000130081136396	0.00050858791629	0.031284583323496006
55.0.	5.829748216293013e-05	0.073214939076907	0.00047017817438000005	0.003921510595841	4720.99605534319	335.48542431289127	838.9464372295877	0.0010027844474000001	0.002511736112887	0.005371056694817001	0.003511392067771	58155.77539442839	18.68211011808407	47.23771322047391	0.791908281582675	115.13481848185826	4.676112019400253e-05	0.048584764634298006	12.251368474245558	2.705151739224213e-07	0.006808315853408	0.001904058962285	0.002847791088859	0.006018160839	0.0005746416210780001	0.9921172071922951	0.000290303278789	0.165845548398206	7.306577143044741	0.0016229120007220002	0.20803873489861702	8.277487361652105e-05	0.0077416401396830006	0.008544592408382	1.7134493832538502	0.001120265693206	8.940560573944567e-05	0.017474066417228002	5.746568659251599e-07	0.00011274982411600001	35.147459439587685	107.58006849604442	0.002703746335798	0.0005287206774550001	0.000712721355451	8.480761223507622e-05	0.009211689969997001	0.047687896866985005	2.830051835708665e-05	0.000126891811074	363.99984480767097	0.00023812602827200002	0.000858556279066	0.05279993651801
60.0.	0.00015113054459000002	0.128462181882494	0.0008152071343600001	0.006797446496020001	4720.994629708728	335.47704583249345	838.9111078576167	0.001733428446754	0.004112631309259001	0.008798102467915	0.0057165139502500005	58154.818488343764	18.66532039360233	47.194341009031106	0.791544392213938	115.079842295359	6.256643852965845e-05	0.057782964489542	12.242154469071977	2.827324643104104e-07	0.0067161514321210005	0.0019299120116860002	0.00288730724913	0.006100466016541	0.000503314119526	0.9870892662228241	0.000306643771914	0.165345724377261	7.284428599751625	0.0017976333815020002	0.23042471283721802	0.000134012850739	0.008175741596585	0.008492628904155001	1.702973215491143	0.001829155085521	0.000131632175124	0.025726899797743	1.566632835366893e-06	0.00030728155381300003	35.14434178576494	107.56878150594741	0.003219190926194	0.0008278788234570001	0.0011160129483290002	0.00013284359595600002	0.009761198134717	0.050523082983365004	4.892071142435745e-05	0.000151082586146	363.99979999670285	0.000417671899456	0.001409802546547	0.086685348204842
65.0.	0.00037832190027800003	0.21776251459810303	0.001369659664392	0.011418116318808002	4720.992617087277	335.46517899755577	838.8549892212568	0.002911881608773	0.00658583671324	0.014104359503286002	0.009153837432859	58153.04339138316	18.638249953382278	47.12423559742305	0.790958655755148	114.99090050774649	8.138447499976561e-05	0.06744775700050601	12.232470858524541	2.913760661661114e-07	0.0066140824632920005	0.00195390275597	0.002923792190099	0.006176943701848001	0.00044960303772200003	0.9793098037834721	0.000319870086953	0.16482341762729003	7.261189990327006	0.0019811795796950003	0.25393514541677303	0.000212748799446	0.008502524845851001	0.008415848460680001	1.6874827846014622	0.002916372553874	0.00019381865480500002	0.037879456138923004	4.086190813079983e-06	0.000801258527159	35.14154686080008	107.55698717131875	0.0037619399054330004	0.0012806785237600002	0.0017264811996130002	0.000205619603324	0.010216359077338	0.052868812028973006	8.217895639366642e-05	0.00017655481264200001	363.99974126623124	0.000709091207769	0.002267506667502	0.13940166961934802
70.0.	0.0009176177380050001	0.359154022014521	0.002244025482008	0.018703314010432	4720.989714693175	335.44824701107063	838.7675531679588	0.004785243997755001	0.010347516575882001	0.022204603293288	0.014465430524577001	58150.00058616359	18.59543799745376	47.01319550672552	0.790032962702902	114.84989539754461	0.000103385144664	0.07748092533558601	12.2224156895198	2.964132342102154e-07	0.006505219403262001	0.0019765456313460003	0.0029581312240810004	0.006249224251590001	0.00040719793181900004	0.967447880130829	0.000329746456116	0.16428522489334002	7.237097305961809	0.002171650147453	0.278323270473095	0.00033177334376600004	0.008701699670369	0.008301705413426001	1.664444435316709	0.004549538463456001	0.000284231285738	0.055544237398783	1.028142983145217e-05	0.002015567526792	35.139280153553166	107.54449130992117	0.0043266515064320004	0.001952617076607	0.0026325169197900004	0.00031377841671600005	0.010568671600175002	0.05468051333612801	0.000135048911581	0.00020305779477500002	363.99966189329393	0.001173411320559	0.0035848988541010004	0.220355960194337
75.0.	0.0021515587125670002	0.5787188431443311	0.0035979099835100003	0.029980752597550002	4720.98546560756	335.42415574078484	838.6341771776382	0.007725888396978001	0.015947639160347003	0.034333970152178005	0.022574309456348002	58145.04564743785	18.528963046078182	46.84064025032364	0.788595484523781	114.63053411361938	0.00012870747973800002	0.08777577442705001	12.212095518093266	2.978057097012187e-07	0.006391707149598001	0.001998075668152	0.0029907491278290004	0.006318063426360001	0.00037239934261000003	0.9497183906874741	0.000336027788711	0.163738709218463	7.212405725716111	0.0023670230085750003	0.30332491361074504	0.000507436925209	0.008747192909225	0.008132642232411	1.630315022424966	0.006932099159492001	0.00041226438104100004	0.08054999602914101	2.5030882548082892e-05	0.004905652898591	35.137834758277386	107.53100968515324	0.004907486319574	0.002917628352043	0.0039340025775480006	0.000469472515207	0.010809061608484001	0.055910762507404003	0.00021803969638600003	0.00023031748306800003	363.9995516428209	0.0019010177224770002	0.005574216179400001	0.34256536386267
80.0.	0.004837569917552	0.912452479094892	0.005651178227109001	0.047077304874199005	4720.979199113003	335.39046323483194	838.4360771038478	0.012281259540003002	0.024027156681779002	0.051993879179657004	0.034733417777464005	58137.30063998058	18.427851295571156	46.578103015633445	0.786407097423171	114.29630285356443	0.000157454649161	0.098219769689492	12.201622775661399	2.957150994609758e-07	0.006275116583901	0.0020185634714640003	0.0030217924366150004	0.006383706139128	0.00034307100462800005	0.9239789641385631	0.00033868841841400003	0.16319233510737802	7.187382197173902	0.0025652065240680004	0.328664643780859	0.000757472410247	0.008612997131426001	0.007885780215013	1.5804833958661102	0.010260649547529001	0.0005854772374620001	0.11435904376430601	5.8844692280811616e-05	0.011528484673876	35.13760974235883	107.5161511674557	0.0054982494577510005	0.0042354846555950005	0.005711947436632001	0.000682852451961	0.010935242877488	0.056547708647684006	0.00034660135076900004	0.000258043147081	363.9993953555025	0.003021377998373	0.008506282857586001	0.522613226870984
85.0.	0.010286033226375	1.40655670103806	0.008685578253384	0.07232965624851101	4720.96996958729	335.3449611007727	838.1519941235217	0.019226556458877	0.035167179105763	0.076691552792919	0.052501192816644005	58125.662796647994	18.27796800886913	46.18900684325892	0.78315767762094	113.79999958811469	0.000189691334341	0.108707226054365	12.191103082611352	2.908370364648326e-07	0.006156647876234001	0.0020380003598420003	0.003051265574257	0.006446154946779001	0.000317949071507	0.8881412681013171	0.00033832448372100003	0.162654740046688	7.162274495521739	0.0027642780075550002	0.35408611101179904	0.001094754550385	0.008285406141179001	0.0075346844239590005	1.509633584771554	0.014623357407168	0.000803104467908	0.15679573874281602	0.000132658672759	0.025977158770952	35.139107488735476	107.49942120393608	0.006093094114381001	0.0059083376074630005	0.007970001420725	0.000955179796748	0.010964906140148	0.056683623069091006	0.0005426116940110001	0.000285960395541	363.9991714279107	0.004710762134956001	0.012683159016426	0.7789401323260601
90.0.	0.020294199407794002	2.114169064549061	0.013025849383745002	0.108422775386352	4720.956517200081	335.2867869137191	837.7626405181057	0.029602461772908	0.049595049894726004	0.10938667136707901	0.07756665140629401	58108.9126103647	18.063051886780578	45.631441174597896	0.7784868017006991	113.0870499343425	0.000225447993997	0.119166129880375	12.180608422125685	2.847261936938392e-07	0.006037201709609001	0.002056360128995	0.0030791299469780002	0.006505362171162	0.00029621332306300005	0.841018278738194	0.00033658819241200004	0.162132996808928	7.137247877309329	0.0029629775583190003	0.379415773454068	0.0015157846797360002	0.007777891522723001	0.007054869144189	1.41286475041718	0.019838835677788002	0.001046449342249	0.20417253030675803	0.000283563833918	0.055491392844354004	35.1428864535422	107.48026934930337	0.006688018890925001	0.007827256850843001	0.010562348917204001	0.001270127055255	0.010950352975158001	0.056590378623916006	0.000835441237603	0.00031388144987000004	363.9988506773128	0.007192319251990001	0.01836913103169	1.127572837951309
95.0.	0.036355556730738	3.086893795593256	0.018992804031168	0.157994905596463	4720.9372881172885	335.21781338615557	837.2576909427379	0.04470720014171	0.06681619356933201	0.149737796247349	0.11134682610283601	58085.95823289946	17.767488256516884	44.86545848796229	0.772042937423275	112.10470771025277	0.00026473683288	0.12959494374007202	12.170140319427103	2.7979474726105434e-07	0.0059173740274	0.002073641561031	0.0031053734331740004	0.006561357328326	0.00027723702244	0.783446010183318	0.00033627638488000004	0.16163001067166602	7.112300275578494	0.003161371591901	0.40464930279549005	0.001986465041371	0.007136555798475001	0.006433595323237001	1.287672973694346	0.025307527369129	0.001272056508372	0.24797580883211903	0.0005666707632110001	0.11080001215075101	35.14945201989637	107.4581983295933	0.007282933641442	0.009745923484046001	0.013157847860462	0.0015890064437330002	0.010982322116781	0.056738007319001006	0.0012617292686630001	0.00034180210003200004	363.9983964686316	0.01072174892603	0.025684522383769	1.575590732130817
100.0.	0.057949933745741006	4.361800259651091	0.026834888845839	0.22306617658315403	4720.910559088924	335.1435588210465	836.642823354255	0.066002285545409	0.08540432422704901	0.195548762869954	0.15431823244331502	58056.18004455531	17.380627618185404	43.86431679876185	0.763578867679633	110.81667093892356	0.00030758073979000004	0.140092333440614	12.159600085819656	2.787318524466697e-07	0.005797439375921001	0.002089889589837	0.003130048975661	0.006614303860605001	0.00026045872633100004	0.719046912902997	0.000340721933219	0.16114207153739502	7.087196741895827	0.003361366777822	0.43001955658206104	0.002434166721174	0.006424658896707	0.005681092148546001	1.13620530460665	0.030029969276887003	0.0014194328208400001	0.27641002908536	0.001044035802312	0.20392681779767802	35.1591004358712	107.432919801335	0.007883345041889001	0.011322431113275001	0.015295562576405	0.001856565408415	0.0111711019548	0.057695263577003005	0.0018627241678020002	0.000369980814767	363.99776729501775	0.015555280486239002	0.034501696384058006	2.114781386057113
105.0.	0.08106024065716101	5.947977986985777	0.036661211146967	0.304485444432028	4720.874701817667	335.0728521160338	835.9429569385172	0.09489270399754501	0.103222627919233	0.24294373341861003	0.20515738026323202	58019.73573659516	16.901080059577772	42.625512429281194	0.7530501342863121	109.21791163807077	0.000354049215056	0.15085803953913002	12.14878791124587	2.835282136825531e-07	0.005677381859443001	0.002105190942917	0.0031532758531620003	0.006664475688738	0.000245342912467	0.653833638662157	0.00035262915649100004	0.160658079235452	7.06147302025366	0.003566680904144	0.455994933362713	0.002758846899364	0.005693509985249001	0.004836466295311001	0.966420824498151	0.032908453343298005	0.001438965971231	0.27987139446568604	0.001755514615876	0.342487358981641	35.171777881413476	107.40449494284908	0.008500441252146001	0.012224855535133	0.016526306517728	0.002017262234159	0.01160878145876	0.059933607799800004	0.002678080094163	0.00039894271992500004	363.99692297718616	0.021905037078938	0.044401592614564	2.7190803720526393
110.0.	0.09911765839643201	7.818666627969745	0.048402861488277	0.40161952184318606	4720.828581467142	335.0162182311748	835.1992396934437	0.13237460153479802	0.11808919153161301	0.28741713459171003	0.26005062965578	57977.64867521415	16.338627469299684	41.17547666947119	0.7406629605478181	107.34155275308606	0.00040428904972800004	0.162155457902691	12.137440253047638	2.946306883293586e-07	0.0055569963526300005	0.0021196466269480002	0.0031752046256520003	0.006712166298483001	0.000231402415869	0.5944936738766781	0.000372946985208	0.160161378856732	7.034527627028343	0.003782116090099	0.48318733345548004	0.0028689746212680004	0.004964693032053	0.003961994290608	0.7908989983611731	0.033227324332402004	0.0013229475383280001	0.25697093504462504	0.002684924540587	0.5231326240538501	35.187035461026625	107.37337926704778	0.009149035957052	0.012246583200424	0.016568214587801	0.00203412800044	0.012331637149408001	0.063633757064102	0.0037359142531500004	0.000429383113837	363.9958347026333	0.029894895362538	0.054725262563946005	3.3478774357350902
115.0.	0.10664690243873101	9.913630740788184	0.061818384163982006	0.5124132828993591	4720.771991804005	334.98362976021303	834.4603789688524	0.17863246010688602	0.128511406948555	0.325216875528406	0.312889001728054	57931.60192196149	15.712411429216717	39.564567853544595	0.726838199897578	105.25288415687555	0.00045853701270600006	0.17424525891005402	12.125296204077292	3.1062036345261227e-07	0.005436039747683001	0.002133332660329	0.0031959604073640005	0.006757569152549001	0.00021825039900200003	0.54627171752304	0.00040029258145600006	0.15963388053707903	7.005778114617367	0.004012324382868001	0.512193638280222	0.0027277954403940002	0.0042384503573470005	0.0031263274697270003	0.6234304240303901	0.030996351444092	0.001110622058151	0.215445876295996	0.0037507444898430002	0.729838027385552	35.20411788087467	107.34033402118078	0.009843878260402	0.011379575913671001	0.015406842118531001	0.0019020605575660002	0.013299582964295	0.06858202129502701	0.005041438127146	0.00046199428586500004	363.99449656758736	0.039531857624233	0.06470957937377	3.954452868143334
120.0.	0.10245629408717101	12.1518203800674	0.076541678507447	0.633799748496039	4720.705922282876	334.9822828949099	833.7713672725051	0.23277891285953	0.134030626753325	0.354229827184737	0.356854040715805	57883.53644818662	15.046352669519253	37.854998602569495	0.71210998182518	103.03361334402027	0.00051710705238	0.18731162593474102	12.112171267012933	3.285539141454049e-07	0.005314387072471001	0.0021462649166620004	0.0032155874290200003	0.006800677328312001	0.00020564764723900002	0.511739546061938	0.000431181901504	0.159061029846988	6.974829894593712	0.004260469503501001	0.543423071801529	0.0023766216507350004	0.003517073202315	0.0023851356038480003	0.47512937314545906	0.026908040299535002	0.0008624753132450001	0.167098376303443	0.004835196092183001	0.9396564695817471	35.2221439450528	107.30624605263404	0.010595523361145	0.009819882774740002	0.013304444394562001	0.0016506175510090002	0.014401576411168002	0.07420151711672901	0.006569613562669	0.0004972717136690001	363.99293311472405	0.050703280898633005	0.07366297759293701	4.496765390743111
125.0.	0.08954431262801801	14.44862818872967	0.092152399029268	0.762289019039256	4720.632460693128	335.01493392515187	833.1638229855525	0.292930482379597	0.135065821587561	0.374008405377175	0.38678940139494505	57835.25315944457	14.364234887135805	36.108085371850564	0.6970138555040021	100.76481364313834	0.0005803532264250001	0.20140836332327702	12.098011283450347	3.4492647038565125e-07	0.0051921387878530005	0.0021583831661320003	0.003234018221365	0.006841244624707	0.00019351704704500001	0.490925773035265	0.00046111844448600003	0.158435642020855	6.941594478773218	0.004527279610364	0.576974998198116	0.0019128154812850001	0.0028205280608400002	0.0017692244855880002	0.352081692844234	0.021965553741032002	0.0006292645270000001	0.12177322901144601	0.005830528173407	1.131733249669578	35.240288965277	107.27194594190152	0.011407284250106	0.007898281206009	0.010707490226757	0.001333829944799	0.015489597665568	0.079730129174857	0.008267288808179	0.000535370984775	363.9911973402074	0.063201540235455	0.08111889881600201	4.946750770325235
130.0.	0.07258094999992201	16.730119110559297	0.108241280403658	0.894506679212353	4720.554329681929	335.07940563043826	832.6515869448384	0.35662827503565003	0.13251450393372802	0.385256171670034	0.40085668397008706	57788.16778387442	13.686347632938233	34.375689842952966	0.682008985219265	98.51529095422154	0.00064861928723	0.21644826175678403	12.082903118956036	3.568834362416036e-07	0.005069637911836	0.002169562380584	0.0032510823054330003	0.006878829162438001	0.00018191206903900002	0.48222932439624006	0.000486147255491	0.157758990041471	6.906305278998227	0.004810905093615	0.61262059068023	0.00143984299842	0.002182437082455	0.001284072309264	0.25529321099795405	0.017065567607351003	0.00043800000703100004	0.084670613248813	0.006670267835758001	1.293317649754727	35.257899692793224	107.23809360484297	0.012274582249859	0.005961306967105001	0.008085710380487	0.0010103708107050001	0.016429482229394003	0.084482705480037	0.010065070171566002	0.000576077295219	363.9893588525335	0.076767460778389	0.086907350288022	5.294534820493869
135.0.	0.05553975398672101	18.940226173730593	0.12445276140078601	1.027539271041172	4720.474281673946	335.16957826449874	832.2325555008659	0.42139453122776305	0.12739677030672902	0.38925938192736803	0.400518668251359	57743.24345635183	13.028078042971362	32.6967672265628	0.6674446378300041	96.33678943445271	0.000722191781983	0.23223933986199802	12.067038468356069	3.6304494017090957e-07	0.004947396942401001	0.002179645938768	0.0032665506542590003	0.006912901323366001	0.00017095031427900002	0.48334384776590505	0.0005040531733780001	0.15703895278062602	6.869426688736447	0.005107627692949	0.649893627930875	0.0010281963372970001	0.0016338424164450002	0.0009173562441150001	0.182225782582098	0.012770881761141	0.0002948309597	0.056940418230173005	0.007333633925338001	1.420541825351912	35.27452830171446	107.20514464681307	0.013186921248197	0.004263571201942	0.00578537858599	0.000724528417117	0.017141973183854003	0.08805979387581901	0.011893028732121001	0.000618898088178	363.98748807318003	0.09113687357050701	0.09112337898285801	5.546356423920888
140.0.	0.04074212614955	21.041643158054722	0.140503212860896	1.1590770536284891	4720.39462317372	335.2773910180765	831.8945365081464	0.485169788856849	0.120645154666456	0.387488257810694	0.38923043831290105	57701.042131862385	12.39989261856267	31.09749667607737	0.653558722554994	94.26405599324076	0.0008012708783730001	0.24854648325990503	12.05065224586177	3.635550766304599e-07	0.004825980657364001	0.002188483919881	0.0032801933275290003	0.006942964155843	0.000160743505931	0.49186658752285206	0.0005146040124130001	0.15628657373315402	6.8315092963687345	0.005413011496578001	0.6882372578950461	0.0007062914587680001	0.001190239873892	0.0006483498671510001	0.12868763750987	0.009303620940312	0.00019413053005900002	0.037460872688975	0.007832521271124	1.5158441916802552	35.289911055407785	107.17337174854244	0.014131306120832	0.0029236835856070002	0.0039686016164200005	0.000497732828008	0.01761318660883	0.090397822979489	0.013693038671133001	0.000663223483927	363.98564373784524	0.106075731294097	0.094025932840214	5.7183128025138785
145.0.	0.029017918032760003	23.013136708155578	0.156181811844767	1.287414798596664	4720.317001012515	335.39486899028776	831.621612855024	0.546506239411166	0.11301482373452901	0.38136283494105205	0.370897372419396	57661.82287023828	11.808031873279788	29.593202066356053	0.6404929714011891	92.31735240241048	0.0008859633989190001	0.26514794391754704	12.033966092683585	3.595349504404133e-07	0.004705903051932	0.0021959600413340003	0.003291824299687	0.006968636185197	0.00015135348797700002	0.5056223413244211	0.0005189616122970001	0.155512842980173	6.793061765250065	0.005722934063282	0.727134849582153	0.000472323204672	0.0008495556680520001	0.00045505566864800003	0.090256721097989	0.006654673756620001	0.00012620020350900002	0.024334621593628	0.00819482304026	1.584718398947055	35.303924365790266	107.14290841822171	0.015095403726729002	0.001945912719662	0.002642131943385	0.00033166412374800003	0.017876987054442	0.091676073307522	0.015424235292356002	0.000708474640196	363.98386729006774	0.121397344335623	0.09592688774675001	5.829583843004485
150.0.	0.020271160201263003	24.84562882627845	0.17134198555223001	1.411376826392754	4720.242417934338	335.5154314957142	831.3986005472423	0.604548614959693	0.10506512758372001	0.37212681328923103	0.34885258134560904	57625.63949954845	11.255455534967963	28.190860539023745	0.628314161004988	90.50578585251532	0.0009762929664650001	0.281868039174676	12.017155667858912	3.524131963976525e-07	0.004587570911413001	0.002202001214634	0.0033013209338010004	0.006989679015345001	0.000142782545143	0.5228080591270511	0.0005188388872220001	0.15472677696254802	6.754479940979309	0.006034166109921001	0.7661830596061391	0.000310405463049	0.00059797224454	0.00031804077592800003	0.06303981369972901	0.004703414548814001	8.158264960922654e-05	0.015721059643031002	0.00845190420563	1.633289966832317	35.31654032366981	107.11379315307538	0.016069392810459	0.0012712871138450001	0.00172655672328	0.000216835898955	0.01798765631651	0.092175785972261	0.017062476594686002	0.000754190585392	363.98218333282034	0.13696405788079302	0.09711337490170001	5.897732967465301
155.0.	0.013996896632346002	26.538401499651197	0.185889213348736	1.5302138821464002	4720.171369197501	335.63434175624104	831.2131018754371	0.6589044168158651	0.09717829143582601	0.360793682564614	0.32548703709618704	57592.41798951741	10.742779075768953	26.891541141016678	0.6170353899148391	88.83056621380166	0.0010722182512690002	0.298585335069913	12.000342446678872	3.434693975415301e-07	0.004471272836397	0.002206573770859	0.0033086216620600004	0.007005983219535001	0.00013498679048	0.542028025999562	0.0005158703961330001	0.15393484374660202	6.716032227698122	0.006344499619495	0.8051075453301241	0.00020185540329400003	0.00041722951935000004	0.00022174914144200002	0.043927635857131005	0.00329955196623	5.2721436486376494e-05	0.010153709708919	0.008631826543898	1.6670157788500362	35.32779111217997	107.08600471390331	0.017046447846598003	0.0008228593444070001	0.001117777899784	0.00014040769666700002	0.017998643698830002	0.092171794353524	0.018596681442516	0.000800050938389	363.98060326761953	0.152679937823126	0.09781310884647801	5.936638537888311
160.0.	0.009605630102206001	28.09600036912718	0.19976870354146	1.643500334947179	4720.104004240572	335.74856837618245	831.0558450892015	0.7094928080542311	0.089594284331933	0.348143697375259	0.302306430928028	57562.01101431646	10.269072368401119	25.692458309549068	0.6066343656558291	87.28775963511481	0.0011736518144240002	0.315225616697618	11.98360073148801	3.336518983664348e-07	0.004357195367575	0.0022096737962800004	0.003313712635168	0.00701753619796	0.00012789653669200002	0.5622620182928111	0.0005113235496090001	0.153141228540518	6.6778785431706424	0.006652602532102	0.8437441987438191	0.00013050694138500002	0.00028969327138	0.000154427477815	0.030575127478649003	0.002304399902991	3.4178195681311375e-05	0.00657912828198	0.008756923802749	1.690226076483579	35.337743730924885	107.05948714962709	0.018022367151445	0.0005313289488820001	0.000721897859011	9.068125368253718e-05	0.017952275725738	0.091880704630763	0.020024565215241003	0.0008458584625590001	363.9791295763226	0.168480584209685	0.09819059100273501	5.956296656453717
165.0.	0.0065760289966230005	29.525963218766933	0.21295469697805502	1.751045687424372	4720.040262520237	335.8563989843465	830.920208640191	0.7564188881287001	0.08244858001608801	0.334751781560473	0.280152631144028	57534.233938827936	9.83247439049944	24.588537397318632	0.597067552411719	85.87039319982473	0.0012804755937580001	0.33174940537324604	11.966970119033046	3.235776273240495e-07	0.004245448182176001	0.002211317163341	0.0033166125270290003	0.007024389576703	0.00012143337936200001	0.5827996384234421	0.0005060577455070001	0.15234841292338802	6.6401003568243	0.0069577804482470005	0.882008825437914	8.415330537660847e-05	0.000200677325876	0.000107499616314	0.021273554595258003	0.0016053655397710001	2.2272691088216784e-05	0.004285457972677	0.008843794494789	1.706131439839543	35.34648322099713	107.03416639736861	0.01899488814512	0.000343834470933	0.00046723514146300004	5.868601028031705e-05	0.017877794310927002	0.091451567316623	0.021349091562536	0.0008915069329390001	363.97775940150484	0.18432370347840102	0.09835788332146701	5.963497776926291
170.0.	0.0045012566486520005	30.83727935624332	0.225441968896527	1.852824688313815	4719.979969665136	335.9570333796876	830.8015413231251	0.7998855184074921	0.07580527072210001	0.32102806027193603	0.259431140963416	57508.88752929134	9.430629843035465	23.573517616140254	0.588280246222956	84.56993914088508	0.0013925520161660002	0.348139962591463	11.950467485392421	3.1360650673607845e-07	0.004136087780641001	0.002211531739324	0.0033173601036920004	0.007026633859673	0.00011552089399300001	0.603166669005968	0.000500597939318	0.151557748662801	6.602728629890667	0.0072597525743030005	0.9198687918268961	5.422793813423615e-05	0.00013892189208500002	7.48381929085857e-05	0.014803532862842	0.001116990467047	1.4604058330028092e-05	0.002808815196177	0.008904277935644	1.717016906216867	35.35410201190105	107.00996082577787	0.019963023187202	0.00022358786120100002	0.00030387902110600004	3.8161708998533714e-05	0.017793426234536003	0.09097689445362	0.022575983824097003	0.000936949966268	363.97648706621	0.20018179325895602	0.098388712364569	5.9626958494011255
175.0.	0.0030845439075750003	32.039409884382046	0.23723942808848003	1.948924977265778	4719.922898601484	336.05025413119665	830.6965602140787	0.8401378637023621	0.06968263815184	0.307258281818621	0.24028550336638702	57485.77174222173	9.060979323194035	22.640679205010375	0.580213270367138	83.37729230134323	0.00150973126455	0.364394050220947	11.934096218514558	3.039249248770384e-07	0.004029135791891	0.0022103521437370002	0.003316005623289	0.007024381391552001	0.000110089860053	0.623059080029542	0.0004952333156730001	0.150769902977397	6.565764924288399	0.007558481296263001	0.9573215479823141	3.496464326073963e-05	9.620201045305408e-05	5.2120659786329455e-05	0.010305723301887	0.000776840025892	9.63716094235211e-06	0.0018528510492660001	0.008946619588828001	1.724470384923118	35.36069340469442	106.98678768831246	0.020926545271164002	0.00014629203220300002	0.00019885340100800003	2.4967295772586222e-05	0.017709480902319	0.090508712704536	0.023712159740625002	0.0009821768829140001	363.9753056633768	0.216036989531212	0.09833071749769201	5.956758436920716
180.0.	0.002117432255993	33.1417009260063	0.24836544471379302	2.039509062939325	4719.8688054963595	336.1361924930182	830.6029029596834	0.8774312356342651	0.06407127296142201	0.293637897414864	0.222713410826568	57464.69371240933	8.720941103732263	21.78329475739104	0.572807156640956	82.28337448509674	0.001631855703074	0.380515627723431	11.917852516573546	2.946124400599761e-07	0.003924591720124	0.0022078165476020002	0.003312605482887	0.00701775594628	0.00010507998758900001	0.6422908296237181	0.000490101712415	0.149985162488936	6.529195579768677	0.007854057051584	0.9943801789659701	2.257428798619957e-05	6.667734999212622e-05	3.6320618012100044e-05	0.0071790031356880005	0.00054030668354	6.398938761401717e-06	0.0012298597613520001	0.008976489354919001	1.7295811724905592	35.36634775794022	106.96456690291227	0.021885635676439003	9.634565541516024e-05	0.00013097803532100002	1.644143245468968e-05	0.017631093091284	0.09007266995575901	0.024764823804227003	0.0010271961693850001	363.9742079800268	0.23187763231823902	0.09821448398509901	5.94751812229629
185.0.	0.0014564538112260001	34.15305557750701	0.258844497442522	2.124787177933196	4719.8174494798695	336.2151742227639	830.518821913614	0.912013814484612	0.058946164235373	0.280298242723453	0.20663783285983703	57445.47205128216	8.4080182650083	20.994891864062534	0.566004592111915	81.27948337656987	0.0017587624060610002	0.396511882324796	11.901729355269191	2.856876273064454e-07	0.0038224412976900005	0.002203964858866	0.0033072191350100003	0.0070068868108530006	0.00010043980388900001	0.660755593041178	0.00048525032668200003	0.14920362448159702	6.49300050700312	0.008146626481882	1.031064431510603	1.4600431723733322e-05	4.6267295376831314e-05	2.532842225829182e-05	0.005004672998881	0.000375937108715	4.2733019044539075e-06	0.0008210699977110001	0.008997764160157	1.733092056018094	35.371150401343115	106.94322312102632	0.022840661064501003	6.385809932814415e-05	8.682225437293427e-05	1.089610024624889e-05	0.017560235948343002	0.089678347113847	0.025740979534327003	0.0010720250159160002	363.9731869954501	0.247696044570953	0.098059671704929	5.93614582177075
