time	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	alpha2M_IIa_l	alpha2M_Xa_l	alpha2M_l	mIIa_AT_l	mIIa_f	mIIa_l
190.0.	0.00100384988129	35.08176882648307	0.268704788874211	2.204998076828273	4719.768602602075	336.2876228212262	830.4429836267376	0.944118241541759	0.05427441938996801	0.267325616203682	0.19194821528628703	57427.93884538843	8.119856974075	20.269393064468353	0.559751731723922	80.35747559191174	0.0018902845081260001	0.412390881028799	11.885718834463121	2.7713699021699136e-07	0.003722661761964	0.002198837764042	0.0032999074317700003	0.006991905650706001	9.612574639856332e-05	0.6783999644063541	0.00048067551754300006	0.14842531005585602	6.457158294427778	0.008436350378357	1.06739549536686	9.462052626028591e-06	3.214552013200274e-05	1.7677031490047803e-05	0.0034917770275530004	0.00026172469263800003	2.868760546975407e-06	0.0005510503079830001	0.009013091494401	1.7355086153649442	35.37518063240168	106.92268672289043	0.023792040941178	4.2578125409480284e-05	5.789561174151549e-05	7.264129241184878e-06	0.017497062596413003	0.08932611130161401	0.026647192120721003	0.0011166830953040002	363.9722361247844	0.26348711543401004	0.09787899366452	5.92339272939723
195.0.	0.0006932621083570001	35.93546156203569	0.277976559199811	2.280395535518091	4719.722054183999	336.3540008927194	830.3743394262623	0.9739582426245761	0.050020021792323004	0.254774795188944	0.17852327947099503	57411.94025475122	7.854273992943434	19.60117906640244	0.5539987990253761	79.5098463768306	0.002026251865265	0.428160269078511	11.86981347905627	2.6893217096227914e-07	0.0036252251143300005	0.0021924762661350004	0.003290731807434	0.006972944992707001	9.210102195521334e-05	0.695205183018737	0.00047634746823900005	0.147650227177541	6.421648967495543	0.008723380692286	1.10339317818834	6.144980965008654e-06	2.2362712658471004e-05	1.2347487479183522e-05	0.002438355810047	0.000182341287167	1.934983818359464e-06	0.00037159076045700004	0.009024281504792	1.737175149860871	35.37851137699319	106.90289415352531	0.02474017363886	2.8543650711983894e-05	3.8815794414353785e-05	4.869058255282494e-06	0.017440750646692	0.08901141947417801	0.027489493076187	0.001161189088392	363.97134931783586	0.279247399729649	0.097680743604281	5.909743806556064
200.0.	0.000479663185882	36.721072785053806	0.286690900585024	2.351238920406135	4719.677612080794	336.41477572499036	830.3120417849951	1.00172797683318	0.046146661420434006	0.24267849209248302	0.16624302760318702	57397.33628636706	7.609265439899991	18.98510562944888	0.54870025592743	78.7297472958329	0.0021664913411200003	0.44382661240193005	11.854006896256998	2.610397159413047e-07	0.0035301001033630004	0.002184921494873	0.0032797539268140004	0.0069501376002	8.833449391188707e-05	0.7111748464870881	0.000472224860375	0.146878403107587	6.386455322255585	0.009007849182931	1.139074535087428	3.9993145679016335e-06	1.5576513087364853e-05	8.632355957493754e-06	0.0017042753411170002	0.00012713691152800002	1.310707086156628e-06	0.00025164782587900003	0.009032575109011001	1.738326524491665	35.381209244817505	106.88378786594097	0.02568539844983	1.9228359072598684e-05	2.615033729393038e-05	3.279547846596245e-06	0.017390013640898	0.08872741842272601	0.028273361815476003	0.001205558906385	363.9705210792787	0.294974543914779	0.097470389254006	5.895514392949879
205.0.	0.00033245639480700004	37.444884497715506	0.294878930765746	2.417786663960512	4719.635102324736	336.47039987236656	830.255389612017	1.027602778179118	0.042619344891511	0.23105395116483401	0.154994612486464	57384.000106446605	7.383004540306728	18.416493565965357	0.543814721900163	78.01096832398953	0.0023108269119600003	0.45939512247658904	11.838294050611495	2.5342632916369424e-07	0.0034372534189920003	0.0021762146567810003	0.0032670355769350004	0.006923616309633	8.479969936663127e-05	0.7263267039436591	0.000468263285813	0.146109898783918	6.3515634253769875	0.009289862912134001	1.17445334934051	2.6084028277147976e-06	1.086251042871212e-05	6.040454054826007e-06	0.0011922891028550001	8.872108586318103e-05	8.912397378400418e-07	0.00017107658745500002	0.009038825937382	1.739123306637965	35.383334808849305	106.86531604102994	0.026627979326305003	1.3009305310683741e-05	1.7693833910780562e-05	2.21850739698139e-06	0.017343400849569	0.088466464528397	0.029003746555240004	0.00124980492547	363.96974644851986	0.31066691775117905	0.09725157702978601	5.880911030258805
210.0.	0.00023080413369400002	38.1125636288956	0.302571224998385	2.480291820904278	4719.59436798114	336.521300884817	830.2037917498081	1.051740541868968	0.03940524689073	0.21990756302225603	0.144674811000017	57371.817118292565	7.173833237595893	17.89110403658158	0.5393047557518691	77.34790081121884	0.0024590797055390004	0.47486960041317405	11.822671319881332	2.46061478262339e-07	0.0033466504060230004	0.0021663970494020003	0.0032526386738940005	0.006893514081742	8.147402191902722e-05	0.7406871900870191	0.00046441984916400006	0.145344812932638	6.3169626461266475	0.009569503616474	1.209540091496991	1.704787544412584e-06	7.583542411672255e-06	4.230618026744415e-06	0.0008348839753860001	6.196753689943379e-05	6.081109509875647e-07	0.00011670653471500001	0.00904362353239	1.739675527068915	35.38494300161071	106.84743219067538	0.027568101020592	8.835596372863757e-06	1.2018035587436012e-05	1.506527101478745e-06	0.017299466597695	0.08822097883655501	0.029685103415438	0.0012939358053970001	363.96902096077963	0.326323375962474	0.09702676885214201	5.866069939916753
215.0.	0.00016047928487500002	38.72921156475215	0.30979743430558304	2.538999117541633	4719.555267678922	336.56787653869685	830.1567420142644	1.074283346420476	0.036474098231568004	0.209238110902132	0.13519067378221	57360.68394506571	6.980250679611397	17.40510662627298	0.535136569622508	76.73549138634048	0.002611068039682	0.490252500913441	11.807136431046922	2.389184901455651e-07	0.0032582554887230003	0.002155510097754	0.003236625313449	0.00685996412971	7.83380121895095e-05	0.754287790866304	0.00046065550106700004	0.14458328059880302	6.2826454403444885	0.009846829161727001	1.2443421324061	1.116472993890511e-06	5.299843096724235e-06	2.965747788640727e-06	0.0005851602333550001	4.332034260469934e-05	4.162280257623343e-07	7.986695782923645e-05	0.009047376835024	1.740058759233587	35.386083562042245	106.83009471002946	0.028505872092386003	6.021465899200143e-06	8.190811688925645e-06	1.02654322656915e-06	0.017256860706210003	0.087983901051946	0.030321442182271	0.001337956630424	363.9683406011878	0.34194310255750704	0.09679764887628801	5.851081539263568
220.0.	0.000111743487453	39.29941571720365	0.31658603823986203	2.594143073811064	4719.517674064258	336.6104933245149	830.1138016556232	1.095359096132983	0.033798296723657	0.199039070207141	0.126459239367532	57350.50740084352	6.8009004148286465	16.955044715705842	0.5312797172067241	76.16919282210218	0.0027666074960400002	0.505545056701721	11.791688335802288	2.319748128524586e-07	0.0031720324243470002	0.002143595390757	0.0032190578269960003	0.006823100050596001	7.537483644929871e-05	0.7671626330692071	0.00045693604563700006	0.14382546887323702	6.248607016309085	0.010121876014410001	1.278864077594075	7.326239376439284e-07	3.7074167489346564e-06	2.080949140299872e-06	0.00041051363085300004	3.031197483755916e-05	2.857066851790893e-07	5.481334015037014e-05	0.009050370884189	1.740325022823456	35.386801492957325	106.81326641892544	0.029441331438735	4.116152967393113e-06	5.599392275670334e-06	7.016173009498627e-07	0.017214372000446003	0.08774890544763601	0.030916372649787003	0.0013818692156520001	363.9677017581351	0.357525508159931	0.096565385542816	5.836006188710979
225.0.	7.791478661747237e-05	39.82729994878424	0.32296419472090304	2.645946895272565	4719.481472305067	336.64948681556467	830.0745866793894	1.115083076917398	0.031352857277271	0.18930024909849502	0.11840680710593501	57341.20349802298	6.634557389254135	16.53780079990445	0.527706780894951	75.6449153555342	0.002925511045827	0.520747428540947	11.776327060413275	2.2521183968821328e-07	0.0030879444575340003	0.002130694706638	0.003199998823574	0.006783055923113001	7.256983147148089e-05	0.779346893624239	0.00045323239221700006	0.143071571428669	6.214844957554427	0.010394662110658	1.3131081463454959	4.816596185776641e-07	2.59578346344694e-06	1.461454409670327e-06	0.000288259430061	2.122918644480608e-05	1.966288888482e-07	3.771805254360233e-05	0.009052805432814	1.740510197074321	35.38713750572887	106.79691411583215	0.030374456372938	2.821393839790907e-06	3.838270705036415e-06	4.808462693340346e-07	0.017170944413636	0.087510478151455	0.031473148519428	0.0014256724860980002	363.96710117899494	0.37307016162975104	0.09633080194356501	5.820884389469697
230.0.	5.439804157707225e-05	40.316572135885494	0.32895765970351604	2.6946219156251123	4719.446558706419	336.68516307647803	830.0387584195325	1.133559378383386	0.029115273526981	0.180008966871016	0.110968038816749	57332.69651692763	6.480115369535533	16.150563247681962	0.524393071740169	75.15898039433272	0.003087589233284	0.53585886083109	11.761053549935676	2.186145240613622e-07	0.0030059544190240003	0.0021168500226430003	0.003179511209347	0.006739966355752001	6.991014542241983e-05	0.7908757596020071	0.00044952039291	0.14232180277908402	6.181358844706828	0.010665189771805	1.347074552494792	3.172465949834723e-07	1.818982185970834e-06	1.02731755047797e-06	0.00020260078670500002	1.488160492603988e-05	1.35651217943768e-07	2.6017600627926953e-05	0.00905482132765	1.740639074957564	35.38712843937302	106.7810081572941	0.031305171113349003	1.9386445399575752e-06	2.6374886806811722e-06	3.303501759280531e-07	0.017125677531134	0.087263916044444	0.031994707527349	0.0014693628750360001	363.9665359295981	0.38857674407004805	0.096094487572787	5.80574343937667
235.0.	3.802662083424121e-05	40.77056804174775	0.334590756755967	2.740367429979621	4719.41283945997	336.71780060031665	830.0060163400859	1.150882167391195	0.027065335436264003	0.17115090534840802	0.10408503225615501	57324.9181497211	6.336575128820172	15.790795280639571	0.521316349508829	74.70807758212253	0.003252650415979	0.5508778317656781	11.745869517818393	2.1217091422316198e-07	0.002926024794631	0.00210210350796	0.003157658182009	0.006693966480895001	6.738444760839446e-05	0.8017837592153331	0.000445780468714	0.14157639275889902	6.148149898726859	0.01093344847725	1.38076186401588	2.0932611900788412e-07	1.275642122566883e-06	7.2280050305884e-07	0.00014252746102000002	1.0441503161483521e-05	9.379361431898119e-08	1.7987198053197912e-05	0.009056518584771	1.740728818220005	35.38680764775534	106.76552206925564	0.032233355047846	1.335030257643839e-06	1.816361438079741e-06	2.274580969069087e-07	0.017077818715711002	0.08700528351093001	0.032483707381455	0.001512934711832	363.96600335790714	0.40404501757534	0.095856872266966	5.790601808625811
240.0.	2.6614122275436734e-05	41.19229120272198	0.339886381927929	2.783370802108711	4719.380229530727	336.747652466129	829.9760924019819	1.167136815041953	0.025184929844419	0.162710726963008	0.09770643829860101	57317.806722358786	6.203033554219893	15.45620651505497	0.5184565660240741	74.28922561713159	0.003420501057391	0.565802192394333	11.730777306548323	2.0587167875949932e-07	0.002848117779611	0.0020864975006110002	0.0031345032008	0.0066451918968890005	6.498269301633237e-05	0.8121043431925781	0.000441997143193	0.14083558147177902	6.115220656315802	0.011199417400997001	1.414167330361238	1.383543806394698e-07	8.95262255174869e-07	5.090083580312026e-07	0.00010035840391200001	7.332836635699401e-06	6.498753218592234e-08	1.2461538719657683e-05	0.009057968811799	1.740791325172265	35.38620535267165	106.75043219264079	0.033158850442962004	9.211984972366504e-07	1.253376393755317e-06	1.569269728733858e-07	0.017026751081289003	0.08673134864786401	0.03294255756342	0.001556380583739	363.9655010618532	0.41947480377085805	0.09561827553850301	5.7754720355537374
245.0.	1.864825899895116e-05	41.584448841543136	0.34486603315258	2.823807760137126	4719.348651674456	336.7749485345942	829.9487465574604	1.182400887169869	0.023457839926846	0.15467252493472702	0.09178665427557	57311.30649336929	6.078673727269756	15.144727149711754	0.5157956325901291	73.89973687760772	0.0035909460652460003	0.5806292921154931	11.715779761819311	1.9970965961013108e-07	0.0027721953269700004	0.002070074470018	0.003110109934474	0.006593778563242001	6.269593038741034e-05	0.821869635138431	0.000438158551976	0.14009961481482902	6.082574681489784	0.011463067674286	1.447287173399505	9.159677638014278e-08	6.287473866587217e-07	3.587751789792634e-07	7.073014948240498e-05	5.154365684444356e-06	4.511663166689704e-08	8.650356044258555e-06	0.009059223769872001	1.740834857126507	35.385348962959554	106.73571736314517	0.034081469446786	6.368068963003675e-07	8.664663462729511e-07	1.084641915143457e-07	0.016971979828922002	0.086439511623753	0.033373447279398005	0.001599691664542	363.9650268610563	0.434865968908601	0.09537893976271301	5.760362654455937
