time	species_0	species_1	species_10	species_11	species_12	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
3550.0.	0.58519477215448	999.4147089168407	499.999951844	9.479398756251474	90.52059161264863	2820.0980808704535	926.4758909919901	253.42564289754475	326.9032728195306	342.72987469099525	330.3667561784753	99.9999903689	499.999951844
3600.0.	0.41074480938600305	999.5891588796082	499.999951844	3.290774153011863	96.70921621588812	3138.0208058375765	690.6886194154657	171.29018950694513	107.24202708295108	245.53811027151988	647.2197663345302	99.9999903689	499.999951844
3650.0.	0.391809861921518	999.608093827073	499.999951844	2.933348484768847	97.06664188413119	3479.648413375141	430.5647265197578	89.78647486509098	64.28362708482298	212.97327693259743	722.7429996715806	99.9999903689	499.999951844
3700.0.	0.438125533219396	999.5617781557752	499.999951844	3.181133049770098	96.81885731912989	3816.2748972701515	160.69034874916625	23.03436874067291	135.75792717560498	302.54815530761607	561.6938212057801	99.9999903689	499.999951844
3750.0.	0.608734680021203	999.3911690089739	499.999951844	4.153992537246858	95.8459978316532	3992.5499712005208	7.434558502775894	0.015085056690505002	341.0729158259546	349.7821292535135	309.1448586095331	99.9999903689	499.999951844
3800.0.	1.220373571944869	998.7795301170497	499.999951844	6.781653285946658	93.21833708295345	3972.0306466311476	27.798777056612455	0.170191072226437	631.9879613791959	248.652009608953	119.35993270085181	99.9999903689	499.999951844
3850.0.	13.251861239299286	986.7480424496961	499.999951844	14.7883902805322	85.21160008836786	3482.189756177006	477.4989735821773	40.310885000807836	936.5926125726357	54.13622122358661	9.271069892778273	99.9999903689	499.999951844
3900.0.	0.9089214512704651	999.0909822377245	499.999951844	16.978676128971507	83.02131423992864	2718.107368981784	1004.3376525982616	277.554593179944	496.8989279508443	328.67662775309174	174.42434798506403	99.9999903689	499.999951844
3950.0.	0.445236102739799	999.5546675862553	499.999951844	4.110378939191674	95.88961142970838	3005.6191568916884	789.1338319514699	205.2466259168297	167.01486429520313	289.2880894811452	543.6969499126524	99.9999903689	499.999951844
4000.0.	0.39137497258471104	999.6085287164103	499.999951844	2.970570872442601	97.02941949645749	3342.0021377794014	536.6533567885058	121.3441201920819	66.9230023720702	208.29159467825414	724.7853066386771	99.9999903689	499.999951844
