time	y1	y2	y3	y4	y5	y6
115.0.	0.615283374701683	2.316586826766081	4.853458719243616	2.054021820508142	0.6587254236001441	0.0017937222007250002
117.0.5.0	0.640381568939669	2.240811600012167	5.187238195242902	2.052021521596229	0.7336512366426461	0.001396952254701
120.0.	0.667692890723735	2.13088798027547	5.53639797357433	2.049837096285696	0.81264478392085	0.001087947510003
122.0.5.0	0.6988628261748551	2.016917747725271	5.8787695229072146	2.04810758540068	0.895708832104508	0.0008472943728300001
125.0.	0.7337145741359461	1.913806458054859	6.211396028269678	2.046839480919717	0.9836018657557801	0.00065987352136
127.0.5.0	0.771262036910334	1.824655465983362	6.540628633859301	2.045841910794436	1.077110377718283	0.000513910015053
130.0.	0.8104872735846621	1.746958065268101	6.873950321157956	2.044944292915426	1.176749918752331	0.00040023352221500003
132.0.5.0	0.8506998049940211	1.67723651105988	7.216158235452906	2.044055561660671	1.282753515402873	0.000311702180536
135.0.	0.8915487474472531	1.6130419677234502	7.569011151454734	2.043148071343494	1.3951719878221032	0.00024275390237600002
137.0.5.0	0.932888994913989	1.553124652640395	7.932352155287592	2.042225027727472	1.513971246679608	0.000189056929346
140.0.	0.9746557460223091	1.49694542763947	8.305247980250812	2.041297937959647	1.639087229260671	0.00014723768468200002
142.0.5.0	1.016798390867493	1.444234547014612	8.686627586161679	2.040377149652653	1.770445476797825	0.00011466882417700001
145.0.	1.059260919592163	1.394777448687899	9.075498026204686	2.039469924306187	1.907963873780926	8.930417010202297e-05
147.0.5.0	1.101982627116526	1.348356929416896	9.470963212485954	2.038581049982124	2.051551126947048	6.955015763685865e-05
150.0.	1.144902728652383	1.304754426640653	9.87219598750849	2.037713702423787	2.201105768331924	5.416571725358115e-05
152.0.5.0	1.187963401417091	1.263760086377053	10.278417648487148	2.036870004988016	2.356516325201188	4.2184303030825064e-05
155.0.	1.231110977061563	1.225178245467296	10.688890397445519	2.036051339700928	2.517662159466726	3.2853168247833456e-05
157.0.5.0	1.274296149157421	1.188828761867975	11.1029163730725	2.03525853133156	2.6844145323250643	2.5586073168774633e-05
160.0.	1.3174738091498	1.154546495463185	11.51983844976177	2.034491973544903	2.85663768271886	1.9926453828119343e-05
162.0.5.0	1.3606027767969762	1.122180229896687	11.939040848043275	2.033751725035247	3.034189847065108	1.551873785183847e-05
165.0.	1.403645513912812	1.09159150704335	12.359949084628722	2.033037586030155	3.216924202219593	1.208600519648076e-05
167.0.5.0	1.44656784685901	1.062653508826825	12.782029290539315	2.03234915983513	3.404689730496664	9.412590315265571e-06
170.0.	1.4893387046361841	1.035250018454034	13.204787036956699	2.031685902329321	3.597332010078781	7.3305327114065e-06
172.0.5.0	1.531929874274669	1.009274466165529	13.627765808498046	2.031047161633111	3.79469393527818	5.709024618425091e-06
175.0.	1.574315773627608	0.984629057363782	14.050545240564105	2.030432209756088	3.9966163713437073	4.446192845312356e-06
177.0.5.0	1.616473241048169	0.961223978659373	14.472739213114536	2.029840267716969	4.2029387484615	3.462698471102444e-06
180.0.	1.658381341149224	0.938976676512924	14.893993872142262	2.029270525364983	4.413499599445345	2.696752281992586e-06
182.0.5.0	1.700021185711151	0.917811202877416	15.313985632764025	2.028722156912879	4.628137045407778	2.100232789867157e-06
185.0.	1.741375768751099	0.8976576222722351	15.732419203876198	2.028194333008688	4.846689233472259	1.635662942083052e-06
187.0.5.0	1.782429814761083	0.8784514749129501	16.149025663240703	2.02768623002138	5.068994730344208	1.273855580682087e-06
190.0.	1.8231696391441061	0.8601332908077951	16.563560603167204	2.027197037090118	5.294892875313234	9.920797241810367e-07
192.0.5.0	1.8635830199160002	0.84264815006749	16.975802360202813	2.026725961383642	5.524224096016269	7.726324663931833e-07
195.0.	1.903659079788952	0.825945285032422	17.38555033705067	2.026272231931864	5.756830190055538	6.017267701117527e-07
197.0.5.0	1.943388177805876	0.8099777201809171	17.79262342100013	2.025835102322777	5.992554575338728	4.6862527995926376e-07
200.0.	1.982761809750258	0.7947019461339211	18.196858500204666	2.025413852501575	6.231242511793192	3.649657351560285e-07
202.0.5.0	2.021772516611414	0.7800776244063791	18.598109076977696	2.025007789863193	6.472741296902445	2.84235600455782e-07
205.0.	2.060413800439218	0.7660673198708801	18.996243975722585	2.024616249792347	6.7169004373219146	2.213629083067758e-07
207.0.5.0	2.098680046974305	0.752636258191505	19.391146142032543	2.024238595775051	6.963571798652186	1.723976064062992e-07
210.0.	2.136566454488962	0.7397521057553631	19.78271152878112	2.023874219181164	7.212609735281497	1.3426339092650748e-07
212.0.5.0	2.174068968320233	0.727384769875498	20.170848064587453	2.023522538797787	7.463871202054695	1.045644340362807e-07
215.0.	2.211184220619928	0.71550621726312	20.55547469981351	2.023183000177291	7.717215849382765	8.14348631438377e-08
217.0.5.0	2.2479094748862942	0.704090308969991	20.936520525179834	2.022855074850857	7.972506103274818	6.342153521296342e-08
220.0.	2.284242574879133	0.6931126501853111	21.31392395812926	2.022538259447916	8.229607231652427	4.9392741308653285e-08
222.0.5.0	2.320181897554269	0.682550453436489	21.68763199219256	2.022232074753458	8.488387398193877	3.8467105625738304e-08
225.0.	2.355726309684537	0.672382413891742	22.05759950479012	2.021936064728337	8.74871770485247	2.995821199667793e-08
227.0.5.0	2.390875127863222	0.662588595595709	22.423788619120582	2.021649795512244	9.0104722240979	2.333147897244927e-08
230.0.	2.425628081612101	0.653150327588749	22.78616811602666	2.021372854424543	9.273528021842651	1.8170574101759022e-08
232.0.5.0	2.459985279340211	0.644050108967657	23.144712891978084	2.021104848974657	9.537765171934746	1.4151257345382731e-08
235.0.	2.493947176921446	0.6352715220413271	23.49940345956481	2.02084540589083	9.803066763025077	1.10210103067609e-08
237.0.5.0	2.527514548678953	0.626799152820659	23.850225487143728	2.020594170173786	10.06931889854963	8.583171460828584e-09
240.0.	2.560688460582605	0.618618518158753	24.19716937452527	2.02035080418001	10.336410690505211	6.68458065779945e-09
242.0.5.0	2.593470245482338	0.610715998926053	24.540229861819395	2.020114986737925	10.604234247640344	5.205956653033347e-09
245.0.	2.625861480215308	0.603078778666542	24.879405668782262	2.0198864122991	10.872684658630945	4.054403119758913e-09
247.0.5.0	2.6578639644385813	0.5956947872360701	25.21469916221347	2.019664790125682	11.141659970762559	3.157572325911087e-09
250.0.	2.689479701051604	0.588552648973229	25.546116049150136	2.019449843514624	11.4110611645978	2.459119803125111e-09
