time	ADP	ATP	BPG	P3G	pep	phos	pyr
0.0.	0.0	10.0	0.0	4.5	5.0	0.0	0.1
0.0.61.0	0.000524859613276	9.999475140386723	0.013312314771449	4.486687685228555	4.983944533383853	0.003268011457978	0.11605546661615102
1.0.22.0	0.000501181103246	9.999498818896754	0.020965865093871	4.479034134906131	4.968412240607039	0.011123075402342001	0.13158775939296602
1.0.83.0	0.000489004479251	9.999510995520748	0.025410128514048003	4.474589871485953	4.953449976190156	0.021628899775050003	0.14655002380984702
2.0.44.0	0.00048276864645900006	9.999517231353538	0.028003965632435002	4.471996034367565	4.938800862035358	0.033677940978671	0.16119913796464702
3.0.05.0	0.00047978170022900003	9.99952021829977	0.029521997327500004	4.4704780026725	4.924328871412608	0.046628912960126	0.175671128587398
3.0.66.0	0.00047863043140700004	9.999521369568592	0.030411776752936003	4.469588223247063	4.909958711046798	0.060108142631679004	0.19004128895320802
4.0.27.0	0.00047853688726300005	9.999521463112739	0.030933750915860002	4.469066249084139	4.89564764860922	0.073897137362191	0.20435235139078803
4.0.88.0	0.00047906070134000003	9.999520939298662	0.031240089547747003	4.468759910452253	4.881371080161695	0.087867890991909	0.218628919838315
5.0.49.0	0.00047994848153900003	9.999520051518463	0.031419902062693	4.468580097937306	4.867114720827117	0.101945325591742	0.23288527917289703
6.0.1.0	0.00048105301771400003	9.999518946982286	0.031525438595644	4.468474561404355	4.852870236494919	0.11608537792716501	0.24712976350509402
6.0.71.0	0.00048228831114000004	9.999517711688863	0.031587359797390004	4.468412640202609	4.838632751073255	0.13026217744051102	0.26136724892676
7.0.32.0	0.00048360396627200006	9.99951639603373	0.031623665472579006	4.468376334527423	4.824399406994236	0.14446053149947302	0.27560059300577905
7.0.93.0	0.000484970405682	9.999515029594324	0.031644925417611006	4.468355074582391	4.810168528064733	0.15867151692335502	0.289831471935284
8.0.54.0	0.00048637026301100004	9.999513629736994	0.031657347337575005	4.468342652662425	4.795939130585156	0.172889892340295	0.30406086941486005
9.0.15.0	0.00048779334777200004	9.99951220665223	0.031664577375673006	4.468335422624326	4.781710637149908	0.187112578822204	0.318289362850106
9.0.76.0	0.0004892336911330001	9.999510766308875	0.031668757230683	4.4683312427693185	4.767482708859188	0.201337767601276	0.332517291140827
10.0.37.0	0.0004906878096720001	9.999509312190341	0.031671144945505006	4.468328855054498	4.753255146867495	0.215564395996686	0.346744853132519
10.0.98.0	0.000492153683917	9.999507846316096	0.031672479510902005	4.468327520489098	4.739027834587403	0.22979183958562702	0.360972165412612
11.0.59.0	0.000493630157045	9.999506369842972	0.031673195022273004	4.468326804977727	4.724800703750168	0.24401973138462002	0.37519929624984805
12.0.2.0	0.000495116580797	9.999504883419219	0.031673546474201	4.468326453525798	4.710573714472285	0.258247855634326	0.38942628552773
12.0.81.0	0.000496612606929	9.999503387393089	0.031673683653414005	4.468326316346588	4.696346843546905	0.27247608540662405	0.403653156453109
13.0.42.0	0.000498118064355	9.999501881935666	0.031673694544853005	4.468326305455149	4.682120077566008	0.286704345953508	0.417879922434007
14.0.03.0	0.000499632886787	9.999500367113235	0.031673630829418	4.468326369170583	4.667893408880123	0.300932593177263	0.432106591119894
14.0.64.0	0.000501157070103	9.999498842929919	0.031673522861986	4.4683264771380165	4.653666833224883	0.31516080098325	0.446333166775133
15.0.25.0	0.000502690647239	9.999497309352783	0.031673388469907006	4.468326611530095	4.639440348326771	0.32938895385057304	0.46055965167324103
15.0.86.0	0.000504233673397	9.999495766326627	0.031673238121481005	4.46832676187852	4.625213953084064	0.343617042467863	0.47478604691594706
16.0.47.0	0.0005057862173460001	9.999494213782677	0.031673077962058004	4.468326922037947	4.61098764708569	0.357845061169606	0.48901235291431805
17.0.08.0	0.00050734835629	9.999492651643735	0.03167291159753	4.468327088402473	4.596761430328622	0.372073006430144	0.503238569671384
17.0.69.0	0.000508920172866	9.999491079827157	0.031672741141995	4.468327258858006	4.582535303051872	0.38630087597900603	0.517464696948135
18.0.3.0	0.0005105017533700001	9.999489498246653	0.031672567833186005	4.468327432166815	4.568309265639	0.40052866828119105	0.531690734361007
18.0.91.0	0.0005120931867250001	9.9994879068133	0.031672392393985005	4.468327607606014	4.554083318560878	0.414756382231867	0.5459166814391281
19.0.52.0	0.000513694563879	9.999486305436148	0.031672215244791004	4.46832778475521	4.5398574623421	0.428984016976994	0.560142537657907
20.0.13.0	0.0005153059774570001	9.999484694022568	0.031672036628258	4.468327963371742	4.525631697541266	0.443211571807939	0.574368302458741
20.0.74.0	0.0005169275215680001	9.999483072478457	0.031671856682582	4.468328143317419	4.511406024739449	0.45743904609954206	0.588593975260558
21.0.349999999999998.0	0.000518559291689	9.999481440708337	0.031671675484538	4.468328324515463	4.497180444533442	0.47166643927371404	0.6028195554665651
21.0.96.0	0.000520201384616	9.999479798615411	0.031671493074769005	4.468328506925231	4.48295495753183	0.48589375077802305	0.617045042468178
22.0.57.0	0.000521853898437	9.99947814610159	0.031671309472637	4.468328690527365	4.46872956435271	0.500120980073095	0.631270435647297
23.0.18.0	0.000523516932524	9.999476483067498	0.031671124684942	4.468328875315058	4.454504265622396	0.514348126625189	0.6454957343776091
23.0.79.0	0.0005251905875400001	9.999474809412481	0.031670938711053004	4.468329061288948	4.440279061974687	0.5285751899018031	0.6597209380253171
24.0.4.0	0.000526874965449	9.999473125034571	0.03167075154591	4.468329248454091	4.426053954050472	0.54280216936907	0.673946045949533
25.0.009999999999998.0	0.0005285701695300001	9.999471429830493	0.031670563181792004	4.468329436818208	4.411828942497535	0.5570290644902071	0.6881710575024701
25.0.62.0	0.000530276304399	9.999469723695624	0.031670373609357004	4.468329626390644	4.397604027970481	0.5712558747245651	0.7023959720295251
26.0.23.0	0.000531993476025	9.999468006524	0.031670182818245005	4.468329817181756	4.383379211130729	0.5854825995270571	0.716620788869279
26.0.84.0	0.00053372179175	9.999466278208274	0.031669990797439006	4.468330009202561	4.369154492646539	0.599709238347779	0.7308455073534691
27.0.45.0	0.000535461360316	9.999464538639709	0.031669797535467004	4.468330202464533	4.354929873193082	0.6139357906317751	0.7450701268069281
28.0.06.0	0.0005372122918810001	9.99946278770814	0.031669603020531005	4.468330396979469	4.340705353452501	0.6281622558188571	0.7592946465475071
28.0.669999999999998.0	0.000538974698046	9.999461025301974	0.031669407240569006	4.468330592759428	4.326480934114009	0.6423886333434751	0.7735190658859991
29.0.28.0	0.0005407486918780001	9.999459251308142	0.031669210183304	4.468330789816692	4.312256615873969	0.6566149226346121	0.7877433841260381
29.0.89.0	0.000542534387932	9.999457465612092	0.031669011836256006	4.46833098816374	4.298032399435992	0.6708411231156911	0.8019676005640161
30.0.5.0	0.000544331902278	9.999455668097745	0.031668812186765004	4.468331187813232	4.283808285511035	0.685067234204486	0.8161917144889741
31.0.11.0	0.0005461413525250001	9.999453858647499	0.031668611221988004	4.468331388778009	4.269584274817499	0.6992932553130451	0.8304157251825091
31.0.72.0	0.000547962857845	9.99945203714218	0.031668408928907	4.468331591071091	4.255360368081341	0.7135191858476051	0.8446396319186681
32.0.33.0	0.000549796539002	9.999450203461024	0.031668205294327005	4.46833179470567	4.241136566036166	0.727745025208517	0.858863433963843
32.0.94.0	0.000551642518378	9.999448357481649	0.031668000304875	4.468331999695123	4.226912869423349	0.7419707727901641	0.8730871305766611
33.0.55.0	0.0005535009199970001	9.99944649908003	0.031667793946997	4.468332206053	4.21268927899213	0.756196427980881	0.8873107210078821
34.0.16.0	0.0005553718695580001	9.999444628130473	0.031667586206959	4.468332413793039	4.198465795499735	0.770421990162875	0.9015342045002771
34.0.769999999999996.0	0.0005572554944570001	9.999442744505574	0.031667377070840004	4.468332622929158	4.184242419711487	0.78464745871214	0.915757580288524
35.0.38.0	0.000559151923822	9.99944084807621	0.031667166524533004	4.468332833475466	4.170019152400924	0.7988728329983771	0.929980847599089
35.0.99.0	0.0005610612885380001	9.999438938711497	0.031666954553739	4.468333045446259	4.155795994349905	0.813098112384905	0.9442040056501081
36.0.6.0	0.000562983721279	9.999437016278756	0.031666741143967	4.468333258856032	4.141572946348745	0.827323296228577	0.9584270536512661
37.0.21.0	0.000564919356539	9.999435080643496	0.031666526280526006	4.468333473719472	4.12735000919633	0.8415483838796931	0.9726499908036821
37.0.82.0	0.00056686833066	9.999433131669374	0.031666309948526004	4.468333690051472	4.113127183700237	0.8557733746819071	0.9868728162997761
38.0.43.0	0.000568830781868	9.999431169218166	0.031666092132874	4.468333907867126	4.098904470676864	0.8699982679721411	1.001095529323148
39.0.04.0	0.0005708068503060001	9.999429193149728	0.031665872818267	4.468334127181732	4.084681870951563	0.884223063080487	1.015318129048451
39.0.65.0	0.000572796678061	9.999427203321972	0.031665651989194	4.468334348010805	4.07045938535876	0.8984477593301211	1.029540614641256
40.0.26.0	0.0005748004092050001	9.999425199590826	0.031665429629927	4.468334570370072	4.056237014742096	0.9126723560371961	1.04376298525792
40.0.87.0	0.000576818189827	9.999423181810208	0.031665205724522	4.468334794275478	4.042014759954561	0.926896852510757	1.057985240045453
41.0.48.0	0.0005788501680670001	9.99942114983197	0.031664980256809	4.46833501974319	4.027792621858638	0.9411212480526331	1.072207378141378
42.0.089999999999996.0	0.000580896494153	9.999419103505884	0.031664753210397	4.468335246789602	4.013570601326428	0.9553455419573411	1.086429398673588
42.0.699999999999996.0	0.000582957320439	9.999417042679598	0.031664524568661	4.468335475431336	3.99934869923981	0.9695697335119831	1.100651300760207
43.0.31.0	0.000585032801443	9.999414967198593	0.031664294314743005	4.468335705685253	3.9851269164905743	0.9837938219961391	1.114873083509443
43.0.92.0	0.0005871230938820001	9.999412876906154	0.031664062431549005	4.4683359375684475	3.970905253980582	0.9980178066817651	1.129094746019435
44.0.53.0	0.0005892283567160001	9.999410771643321	0.031663828901739	4.468336171098257	3.956683712621909	1.012241686833082	1.143316287378108
