time	A	I1	I2	S
35.0.	2532.463851040124	8779.13599721131	0.030556822720519003	377.7750801990144
36.0.	2532.453358408064	8779.120690069269	0.021749439630628	377.7758845513658
37.0.	2532.4459681537346	8779.109973450495	0.015480605708678001	377.7764490663847
38.0.	2532.440762796044	8779.102470991123	0.011018635752347001	377.77684525694787
39.0.	2532.4370962414387	8779.097218910321	0.007842737947575	377.77712331301547
40.0.	2532.4345134921577	8779.093542358585	0.0055822281357500005	377.77731845933295
41.0.	2532.4326941140034	8779.09096881724	0.003973264332923001	377.7774554175703
42.0.	2532.431412431503	8779.089167449238	0.002828051644499	377.7775515380272
43.0.	2532.4305095000072	8779.087906626046	0.00201292323737	377.7776189975713
44.0.	2532.429873369637	8779.087024184379	0.001432739026328	377.77766634222166
45.0.	2532.4294251874917	8779.086406598295	0.001019781122028	377.77769956977613
46.0.	2532.429109410724	8779.085974394804	0.000725849940384	377.7777228896293
47.0.	2532.428886914259	8779.085671941792	0.0005166384477750001	377.7777392560319
48.0.	2532.4287301368545	8779.085460297782	0.000367727915743	377.77775074234427
49.0.	2532.42861966253	8779.085312205621	0.000261737818002	377.7777588036985
50.0.	2532.4285418128416	8779.085208587496	0.00018629721171400002	377.77776446133976
51.0.	2532.4284869510316	8779.085136091091	0.000132600826879	377.77776843200047
52.0.	2532.428448287524	8779.08508537172	9.438133360790774e-05	377.77777121869997
53.0.	2532.4284210385395	8779.08504988978	6.717783247094284e-05	377.77777317446873
54.0.	2532.428401833404	8779.085025068935	4.781518763277945e-05	377.77777454707143
55.0.	2532.4283882970217	8779.085007706892	3.403343162860784e-05	377.77777551039503
56.0.	2532.4283787557533	8779.084995562942	2.4223986682111772e-05	377.7777761864774
57.0.	2532.428372030201	8779.08498706932	1.724191486708247e-05	377.7777766609673
58.0.	2532.42836728922	8779.084981129145	1.227228334398189e-05	377.7777769939749
59.0.	2532.4283639470623	8779.084976975024	8.735047100975525e-06	377.777777227687
60.0.	2532.428361590903	8779.084974070125	6.21734731162947e-06	377.77777739171165
61.0.	2532.428359929784	8779.084972038914	4.425323314983516e-06	377.7777775068278
62.0.	2532.4283587586256	8779.084970618715	3.149813812959431e-06	377.77777758761886
63.0.	2532.428357932874	8779.084969625792	2.241944000502253e-06	377.7777776443199
64.0.	2532.4283573506323	8779.084968931642	1.59574920927327e-06	377.7777776841141
65.0.	2532.4283569400745	8779.084968446405	1.135806932878701e-06	377.77777771204245
66.0.	2532.428356650562	8779.084968107221	8.084336694503747e-07	377.7777777316433
67.0.	2532.4283564463985	8779.084967870154	5.754190954307157e-07	377.7777777453996
68.0.	2532.4283563024164	8779.084967704472	4.095662364129524e-07	377.77777775505405
69.0.	2532.4283562008727	8779.084967588691	2.915170930917916e-07	377.7777777618297
70.0.	2532.428356129255	8779.084967507784	2.074932160155006e-07	377.7777777665849
71.0.	2532.4283560787408	8779.084967451248	1.476875137434864e-07	377.7777777699224
72.0.	2532.42835604311	8779.084967411749	1.051195896163809e-07	377.77777777226476
73.0.	2532.428356017976	8779.084967384155	7.482100443717223e-08	377.7777777739086
74.0.	2532.428356000247	8779.084967364883	5.3255370625181514e-08	377.77777777506225
75.0.	2532.4283559877395	8779.08496735142	3.790559244372307e-08	377.7777777758719
76.0.	2532.428355978916	8779.084967342016	2.6980075842909192e-08	377.77777777644013
77.0.	2532.4283559726905	8779.084967335448	1.920361586994607e-08	377.77777777683895
78.0.	2532.428355968298	8779.084967330862	1.366856255066208e-08	377.777777777119
79.0.	2532.428355965199	8779.08496732766	9.728876242597418e-09	377.7777777773155
80.0.	2532.428355963011	8779.084967325423	6.924724717244633e-09	377.77777777745337
81.0.	2532.428355961469	8779.084967323866	4.928813072949166e-09	377.77777777755
82.0.	2532.4283559603805	8779.084967322777	3.5081825343290966e-09	377.7777777776178
83.0.	2532.4283559596124	8779.084967322015	2.497019974589459e-09	377.7777777776656
84.0.	2532.4283559590694	8779.084967321487	1.7773045423051632e-09	377.777777777699
85.0.	2532.4283559586866	8779.084967321116	1.2650339706338801e-09	377.77777777772246
86.0.	2532.4283559584164	8779.084967320856	9.004168352408647e-10	377.777777777739
87.0.	2532.4283559582254	8779.084967320676	6.408922307306513e-10	377.7777777777506
88.0.	2532.428355958091	8779.08496732055	4.561696575144334e-10	377.7777777777587
89.0.	2532.428355957996	8779.084967320463	3.246891543700294e-10	377.7777777777644
90.0.	2532.4283559579285	8779.084967320403	2.311049085113424e-10	377.77777777776834
91.0.	2532.428355957881	8779.084967320361	1.6449418780760472e-10	377.7777777777711
92.0.	2532.428355957848	8779.084967320332	1.170824886272613e-10	377.77777777777317
93.0.	2532.428355957825	8779.084967320314	8.340190131371526e-11	377.77777777777436
94.0.	2532.428355957809	8779.084967320296	5.969948212686345e-11	377.7777777777755
95.0.	2532.428355957796	8779.084967320285	4.273317646332349e-11	377.7777777777763
96.0.	2532.4283559577893	8779.084967320285	3.05886132607477e-11	377.7777777777764
97.0.	2532.428355957785	8779.084967320285	2.1895476504505578e-11	377.7777777777765
98.0.	2532.428355957781	8779.084967320285	1.5672887400049368e-11	377.77777777777663
99.0.	2532.42835595778	8779.084967320285	1.1218728188175279e-11	377.77777777777663
100.0.	2532.428355957779	8779.084967320285	8.027499398120007e-12	377.7777777777767
