time	Ta	Tastarstar	Tm	Tmstarstar	Ttot	Tv	V
0.0.	10.0	0.0	540.0	0	1000.0	450.0	5e-05
40.0.15.0	1.638027050959447	5.364129793370004	422.1553218399594	0	733.9665874068276	304.8091087225401	2219.0273531136945
80.0.3.0	1.604031517323882	1.734855610710565	286.2673274715358	0	474.5377751181809	184.93156051861115	724.9293321088978
120.0.44999999999999.0	1.55936292773547	0.43883608656488104	233.59015375622187	0	376.9493042025034	141.3609514319817	185.9472890938464
160.0.6.0	1.563658725377124	0.096882693630378	211.46323309644998	0	355.44713511283777	142.32336059738066	41.188024502525
200.0.75.0	1.678959446010301	0.036171151941835004	205.01172678968098	0	372.4894455609079	165.7625881732749	15.03027974479794
240.0.89999999999998.0	1.814754974360196	0.039827457482522005	208.64964916258054	0	395.5203470757238	185.01611548130097	16.132307146364436
281.0.05.0	1.8245006094309022	0.08638762899492	213.60847637986978	0	399.78254517179096	184.26318055349566	35.135042758323166
321.0.2.0	1.714856454319928	0.143153872936194	212.4996409730161	0	385.33080163827714	170.97315033800518	60.15212508616208
361.0.34999999999997.0	1.6273770655915132	0.13127840166499902	206.84808510670777	0	369.7532214502716	161.1464808763076	56.849112723558356
401.0.5.0	1.604117616554398	0.098437243042061	201.92419930263597	0	363.7776645803608	160.15091041812857	43.306220077235956
441.0.65.0	1.610814177304511	0.087758353726981	199.56027661786493	0	364.4615869262882	163.20273777739186	38.957038282230066
481.0.79999999999995.0	1.603908897004533	0.09963318201899801	198.50130447718888	0	364.1999468652852	163.9951003090729	44.80657292380612
521.0.9499999999999.0	1.566545737558871	0.12063489385420201	196.68402375167122	0	359.22642318566966	160.85521880258545	55.428895943674775
562.0.1.0	1.517601116701593	0.13210721268248302	193.4380326959517	0	351.52608985365407	156.43834882831837	62.27246375034706
602.0.25.0	1.477619376446665	0.131707523904672	189.62393087755785	0	344.544978085433	153.31172030752387	63.608653576675124
642.0.4.0	1.447411167150265	0.13100992330792402	186.0914667987284	0	339.25922054165454	151.5893326524681	64.70546286533441
682.0.55.0	1.41782520990331	0.13653236692209902	182.89518641160376	0	334.4752201035411	150.02567611511208	68.99529452955683
722.0.6999999999999.0	1.383288569689899	0.146234160243984	179.6527500918709	0	329.02500040252227	147.8427275807177	75.76857771724913
