time	ACA	ADP	AMP	ATP	BPG	EtOH	F6P	FBP	GAP	Glc	NAD	NADH	PEP	Pyr
0.0.	0.0738334	0.10836699999999999	0.00261149	4.49064	0.299109	0.339813	0.65939	0.00770135	0.00190919	0.011281699999999999	3.62057	0.6161179999999999	0.00211259	0.00422702
3.0.3000000000000003.0	0.33468598561176904	0.7354949844938391	0.14711078512880002	3.718955022738003	0.7704516729262361	0.9495780590010551	0.08089821650375201	0.9008311125629601	0.10490832407224501	0.6082574447668391	2.771095449231003	1.465710620439816	0.016295190904941	0.10732898702972601
6.0.6000000000000005.0	0.23743322642282602	0.319886418779585	0.024354726835468	4.257264005972573	1.381000087496051	2.592722912327591	0.400951197099065	0.823978884438556	0.100784701295569	0.9551943308446431	2.285310361472363	1.9516095687970672	0.017043915707949	0.07907478223431101
9.0.9.0	0.140783042729682	0.19467711382969402	0.008613998222822	4.3981603823030735	1.966625146333321	3.743419993207602	1.0943489129500241	0.549757602262632	0.079228805259243	1.239803493457109	1.812955236291104	2.424074495554172	0.018906864120504	0.06059699011952201
13.0.200000000000001.0	0.18073122960923702	0.250159682377592	0.014542595254675002	4.336697472320917	2.193299572676281	4.900026610310285	1.046714838600634	0.977817214957275	0.115052822696002	1.4897978794590672	1.501378398465657	2.735757220633026	0.024503014880070003	0.099959795319962
16.0.5.0	0.089430496121049	0.11951204876360301	0.0031896874001920003	4.478648114026042	2.7706385463501073	5.947961708874802	1.8025387574779161	0.575186685363358	0.086516821110454	1.71525560760041	1.069183569916599	3.168054161654951	0.021892330673831003	0.048731630578290004
19.0.8.0	0.11448507919865901	0.18056912001861303	0.007228035155230001	4.413504574132064	2.7953461049921673	6.724453238169478	2.288244966815582	0.5828222184760731	0.08629883885636101	1.9219760520292961	0.9874212890752191	3.249914914756018	0.026565389961488002	0.076063110445464
23.0.1.0	0.14110948068099	0.12185287085447001	0.0033920867339370005	4.476010366297612	2.828295164725873	8.421860633031457	1.196705909364225	1.769367582944221	0.16884132121238202	2.114139799081308	0.9433266570518981	3.294104508596002	0.022790440059964	0.06436347433037301
26.0.400000000000002.0	0.06922429404378701	0.094124289146505	0.001965057895857	4.505121225733148	3.446013851617216	9.061495772393517	2.2743896561617802	1.054798997670584	0.133132830094141	2.29255290397148	0.41360995254396404	3.823912789621556	0.025168262184827	0.045872948370186004
29.0.700000000000003.0	0.079313313948906	0.11022929895810601	0.002694590384328	4.488243527657381	3.409935800927728	9.640110101626595	2.993075614761043	0.817135273185389	0.11507640517490801	2.459768837360291	0.42924670216540906	3.8083643519014	0.026579500618156	0.054817937137906
33.0.	0.20820476207610103	0.311398471328584	0.022676467820065	4.267050860538098	2.891726628673164	10.738002141690494	1.8576501187499872	2.195764914095202	0.19253283900790302	2.617530508538339	0.66544793066629	3.5722482870659613	0.038395608511980005	0.196122130236169
36.0.300000000000004.0	0.07034143743757	0.09205976442557401	0.0018837657730550001	4.507142135792931	3.466022064045473	12.162718284651477	1.862791295222591	2.237349655313989	0.20022448858190703	2.766294570479774	0.39335198002452804	3.844426365368959	0.025053612254648003	0.045131636109395
39.0.6.0	0.06924523580977801	0.09488872800872301	0.001995053793626	4.504163181222353	3.601234173399546	12.592854601510128	2.79159012279336	1.765012236075199	0.179570491336376	2.9064689371044032	0.254330095943929	3.9835274493372603	0.026524483866574	0.048570279738071
42.0.900000000000006.0	0.087469913535566	0.12446387006867601	0.003432783847027	4.473112985866336	3.502941311073398	13.118440369252122	3.257864706931955	1.659914566254852	0.17210367527925802	3.039298221989342	0.315729289144336	3.922204632623388	0.028823023847295	0.064944143885638
46.0.2.0	0.21241161455824803	0.256338967072377	0.015486410189871002	4.329148269815461	2.9585150065601873	14.528148514588372	1.45082825023126	3.5311363898930432	0.250712102834993	3.165964262865915	0.6130554107594051	3.624952164745274	0.035212680939415	0.18071625973676902
49.0.50000000000001.0	0.06589726749718901	0.08941096593277201	0.0017718020726240002	4.509756169473891	3.638150254114642	15.3594500616124	2.279667718070494	2.862984624982262	0.23204279908586	3.285663752595308	0.22401606194975102	4.014062541605742	0.026163411740946003	0.04568715099583601
52.0.800000000000004.0	0.07239380313111901	0.09942378325350301	0.002191179755701	4.499290502236055	3.628687748259328	15.700112843294548	3.07540054784795	2.486477030598436	0.215745040207122	3.399333444483966	0.219671686498241	4.018475413025163	0.027270252708797002	0.051893716304228
56.0.1.0	0.10912469350294302	0.17577034402368602	0.006803540059687	4.418299302181375	3.46815917746504	16.221059919964027	3.164389550867302	2.651222749943357	0.220644969839061	3.5076328713797	0.296902005066536	3.941311148608237	0.033306585759362003	0.09242769660356301
59.0.400000000000006.0	0.135654475991794	0.11153960802401001	0.002852285006321	4.486450164969066	3.273985212308326	17.79096754637655	1.605810289755509	4.144563968131305	0.27540717055992603	3.611393992144234	0.49030659899409806	3.747970254063957	0.025951909511517	0.074024807869407
62.0.7.0	0.066554305096463	0.090996151521796	0.001834127010265	4.50798176089523	3.678628174298299	18.119171001185112	2.621051487055359	3.4394083278244763	0.256293440018498	3.709521498061965	0.180844770231501	4.057493511387006	0.026689601409055002	0.04720889845041001
