time	s130	s137	s149	s153	s161	s166	s47	s48	s49	s50	s56	s60	s63	s64	s67	s71	s72	s75	s80	s81	s83	s84	s90	s91
138.0.	0	0.044161673847788005	0.000640029532535	0.00022174864469000003	0.006932107614844	0.013165199940715001	0.0008276769917830001	0.00022646809760300002	0	0.004478837157786001	0.12171621442081101	0.773845092277183	0.091752044086955	0	0.264942882273339	0.0018165798209590002	0.052217040321688	0.014730241073349	0.966225732615802	0.015520549273583002	0.025362794719071	0.015505164266023	1.634348286411154e-05	0.9994183594165981
140.0.	0	0.043846954934039006	0.000596534184457	0.00020821501923300002	0.0069644870581740004	0.012783932251345002	0.0008455808671910001	0.00023785869143100002	0	0.004699177362990001	0.126111107958541	0.792427229868169	0.089655654382541	0	0.256982057030403	0.0018825791923000003	0.052573733666014005	0.014743644685753001	0.9639456673452561	0.015432504907132001	0.027085124287827	0.01582849947845	1.785400739599218e-05	0.9993728086221101
142.0.	0	0.043445866208419004	0.0005559356471950001	0.000195202435438	0.007008427654557001	0.012415836971396001	0.000863283620859	0.00025054929409300004	0	0.004944205371331001	0.13087549439511	0.8097906389372941	0.08754092001522501	0	0.249434410220841	0.0019497417596200002	0.052852902800154006	0.014752888049002	0.9613367507134151	0.015360747444835001	0.029060546691719	0.016141527519539	1.9353518130374423e-05	0.9993294431392171
144.0.	0	0.042943558654163	0.0005177341484040001	0.000182565182122	0.007066370644145	0.012055974578564001	0.0008807243692560001	0.000264981601766	0	0.005222298206505001	0.136138436209531	0.8258489500131061	0.085397513378168	0	0.242294669863786	0.002017841951714	0.05303901317642801	0.014758531768774001	0.958279946766832	0.015302365710380001	0.031382639050593006	0.016439687042661	2.082327610170066e-05	0.9992890935589981
146.0.	0	0.042315688626479005	0.000481393088578	0.000170127955066	0.007142178392306001	0.011698219539271	0.0008978244947740001	0.000281843345553	0	0.005546482801991001	0.14209887495735402	0.840451859609696	0.08320920320002201	0	0.23556386016504702	0.002086550332991	0.053109118389214005	0.014760960548660001	0.9545859568835281	0.015254991383664	0.03420162127896	0.016717539565497	2.2240869090185852e-05	0.99925280644485
148.0.	0	0.041521560557304	0.00044627374518600005	0.00015765801479100002	0.007242187247721001	0.011334127918042001	0.000914474825949	0.00030227488642	0	0.005938324988718001	0.149082775798035	0.8533331615453881	0.08094961092649301	0	0.229253439920268	0.002155363940885	0.053027224701439	0.014760370234669001	0.9499333116246811	0.015216709846503002	0.037775806708680006	0.016967658495654	2.3579424302044684e-05	0.9992219355102301
150.0.	0	0.040489898990403006	0.000411510192743	0.000144812056664	0.007377390699949001	0.010950651350405	0.000930510333664	0.000328325459147	0	0.0064364922305010005	0.15766724736947801	0.863997403772597	0.07857373085883701	0	0.22339359904379502	0.002223468367455	0.052732692092076004	0.014756715347082	0.9437287063719111	0.015185995794738002	0.042590149713201006	0.017178766927641	2.4807317518349373e-05	0.999198300559573
152.0.	0	0.039086581538889005	0.00037574127676400003	0.000131025634343	0.007568386420217001	0.010525025546844001	0.0009456557744230001	0.00036408864451800005	0	0.007117965304712001	0.16898218287912	0.8714427697522991	0.075999221674827	0	0.21805159749923203	0.0022894380932330003	0.05211397672983201	0.014749567243744	0.934752652626432	0.015161680854567	0.049665740965081	0.017331882951966002	2.5890010273117644e-05	0.999184480670076
154.0.	0	0.037033633358595004	0.00033647819509200004	0.00011526681942700001	0.007857749279979	0.010012060793356	0.000959397943192	0.00041900659572700004	0	0.008159266619954001	0.18555488503334303	0.873378065132499	0.07306015441536001	0	0.213377097037094	0.002350510685825	0.050942228530812005	0.014737728875641001	0.9201181045808491	0.015142982427703	0.061505835467109006	0.017391008743405	2.6800772638729432e-05	0.9991843778730931
156.0.	0	0.033687828511608	0.00028855671768000004	9.549840972666072e-05	0.008343336134099	0.009309775370730002	0.000970667214866	0.0005197115608070001	0	0.010052243351493	0.21412028950411002	0.8635794458595941	0.069377245817971	0	0.209728779639811	0.002400613708333	0.048684158718688	0.014718034851499001	0.8916172051540451	0.015129709397261002	0.085593534621414	0.017276881529876	2.7568913694178983e-05	0.9992042706546871
158.0.	0	0.027493802569133002	0.00022147839298600002	6.811859199762083e-05	0.009254632819617001	0.008176186701149	0.0009772315059610002	0.0007656746017730001	0	0.014574029279561002	0.27666938639026	0.8212304589237791	0.063962402002444	0	0.20805344100208803	0.0024247291214760003	0.043980701886508	0.014680634491843002	0.820477032098417	0.015123200909717001	0.149847667405621	0.016781422752498002	2.8479684202907624e-05	0.999254047183433
160.0.	0	0.016091897913935	0.000128368848202	3.311559453768577e-05	0.010876081332580001	0.006253930056123001	0.000979172522278	0.001681746717747	0	0.030006493867748004	0.452189042213113	0.668711909765619	0.054327881780541	0	0.210662856364964	0.0023890658684230003	0.03421376285619	0.014583918710202001	0.5929286362442161	0.015131500210593	0.36973406956203303	0.015303481093405001	3.054195274668204e-05	0.9993434989816641
162.0.	0	0.003379820106079	5.3733765331224246e-05	9.38257274932462e-06	0.012416786468441	0.004159175697416	0.001053877368957	0.007136965887016001	0	0.09061427235861101	0.8954547987174981	0.24368698917435702	0.038193800058322	0	0.21877581534120702	0.002282106658578	0.021443830778222	0.014178557375805001	0.013995141212827002	0.015206874026126001	0.98176316123721	0.011802771127946001	3.281533961033794e-05	0.9994659092622551
164.0.	0	0.000528264575665	4.232718493743754e-05	5.1425680053792425e-06	0.012993792490734	0.0038469025559790004	0.002140083642444	0.048526642490387004	0	0.213680352604446	1.063844275176705	0.0432431167541	0.026051255565187004	0	0.21445667133835902	0.002333672803492	0.018565809550745	0.011734313772846	0.00900833766583	0.015771396493583	0.9908645367661301	0.00863909977023	2.405423642097346e-05	0.9995815230572711
166.0.	0	0.000285890269589	5.665651473393073e-05	6.639966098162189e-06	0.015866016879781	0.00543913132396	0.015727894919424	0.22620537678240102	0	0.32767049284119704	0.854098476241079	0.015386431759875	0.019335714295271002	0	0.16502846774447202	0.003211588862695	0.022638429847514	0.004194707701386	0.01207585262188	0.019045540774083002	0.987742592750223	0.008405618891474	1.5516963432275332e-05	0.99965810769508
168.0.	0	0.001119498114912	0.001111967153118	0.000242316124756	0.037904838207866005	0.064791237043687	0.9905334323637641	0.5310885450534111	0	0.35192855474426205	0.12866590350762	0.0037939845544980003	0.015216705551111001	0	0.06998385455504601	0.010520874024386001	0.071170559414804	0.0006300497281370001	0.10083843335800201	0.028662904417720004	0.8972983043947941	0.012481560404879001	6.87468091066458e-06	0.999561056197752
170.0.	0	0.0021527843157680003	0.005860573577536001	0.005743726622022	0.015360203711073002	0.666607493637262	0.9968108839570681	0.754584695626034	0	0.28072297027019905	0.004726136130864001	0.000652786328739	0.007207405659780001	0	0.008176154246928	0.11240928435545201	0.255714355748277	0.000378508828533	0.5653246433062691	0.044116107697452	0.42446897056120003	0.027909452010653	0.001353973116325	0.000299754824671
172.0.	0	0.002862418315126	0.0036330975613040003	0.0058995626793630004	0.011268703415660001	1.194703047255336	0.9972468725133391	0.8214494867193781	0	0.204487079989455	0.0019426129986220002	0.000482601199291	0.0033514829411030005	0	0.003565331748032	0.313964763598213	0.47307986412957503	0.000340775782079	0.990344061704132	0.060641002937011	0.0022848612955580004	0.06905449700359201	0.0016665283677400001	2.9059549530973763e-05
174.0.	0	0.0031700195193580002	0.004220653789476001	0.009588999617614	0.011405705760766001	1.362560914460092	0.9968734034085551	0.7442144675030741	0	0.12945858939843802	0.0017241852733810002	0.00046860036157200005	0.004900974106599	0	0.004229089116689001	0.5177674769277301	0.671778819697412	0.00036601860883000005	0.999785193933133	0.073928995688816	0.000158242635193	0.140351633319901	0.0034380525247	6.167876560382494e-05
176.0.	0	0.003729334763952	0.004976356238307	0.017669952550058002	0.012328289714191	1.319852784574211	0.9950889153701051	0.531241651384033	0	0.05793083109429	0.0019218111895580002	0.0005694810814700001	0.009384687080511002	0	0.005391371896767001	0.713391113962715	0.8509815792042921	0.00047597100434000004	0.999768501717827	0.08079403333005801	0.00016780776775100002	0.24032031645079202	0.007300780330355001	0.000149512857194
178.0.	0	0.0050672567810730006	0.0055793442713750006	0.033659622124816005	0.014128528690814001	1.123863722518687	0.9635978370297741	0.197043935871167	0	0.004430754985408	0.002582974625578	0.0009102414674550001	0.021527980345239003	0	0.007141966570571001	0.8938240938179081	1.005671189671979	0.000871524530001	0.9996914925958591	0.078836731568124	0.00021554974779500001	0.366173824920738	0.014689527976190001	0.00044072740570700003
180.0.	0	0.019941639702569	0.004110446578270001	0.049320540905815	0.028446116662038	0.5957362172537041	0.0026301970227450002	1.1450156002978672e-05	0	0.00023843079804200003	0.009793110722583001	0.0068128787491900005	0.072306619522641	0	0.010590828079303	0.9948081879105231	1.070696585005956	0.0028412932484470003	0.998846072030334	0.06864257179388901	0.0007299508120960001	0.509519254074137	0.038055113744494	0.008738760070905
182.0.	0	0.033164380727491005	0.001205136722775	0.022123519221301003	0.024565988851091004	0.18962839002751403	0.002539580599539	3.424400719487652e-05	0	0.000701499824537	0.027042580157838003	0.036304999395126006	0.175306166491243	0	0.014220228395193001	0.993085201955023	0.924282787902961	0.005040689903007	0.9963514386656421	0.058919431890959	0.0016905147502420002	0.643223541529758	0.089388084444877	0.139223140567787
184.0.	0	0.039980594442702	0.0006920835621450001	0.013166290680799001	0.019637513107106	0.109287826947633	0.0024640550888790002	5.2914133517700655e-05	0	0.0010707167244490001	0.038088122072788	0.07716525550669001	0.254765185826256	0	0.017572350650913	0.990608826255107	0.7871786267959381	0.006838117178249001	0.9943289634493391	0.050959403853253	0.0022153824079560003	0.757327932849109	0.100513567544528	0.42126203188884703
186.0.	0	0.043383278153212	0.000541645250728	0.009553893136951	0.016085713027080003	0.07617659136502501	0.002372143423667	6.568404392840807e-05	0	0.001323793568831	0.04532608886381	0.12168934945640301	0.324125156360402	0	0.022167506309218002	0.9861795095641961	0.7043583239440351	0.008306789992097	0.9928157042317951	0.04444269610784601	0.002921327681449	0.85171115518988	0.074678742957517	0.681010942019295
188.0.	0	0.044425882836864	0.000505233298736	0.007358113902687001	0.013459617797920001	0.057419534341597	0.0022358510797140002	7.580591292674945e-05	0	0.0015244566931330002	0.05089216413753601	0.167258548959813	0.385472072091595	0	0.029917427537569003	0.9749431510247141	0.6354233142544321	0.009506813874400001	0.9915272329665271	0.039107573085583006	0.003952304825177	0.9227982006434601	0.04368908831059801	0.850269596158934
190.0.	0	0.044140216945523	0.000545855992525	0.0058048169056540005	0.011522454749787001	0.045430431958456	0.002026858371	8.460170815170944e-05	0	0.001698863338971	0.055657482644479006	0.21234635708372002	0.435391409719854	0	0.044041025130440004	0.9374447937110281	0.555346675689674	0.010487485935312001	0.9903406774923741	0.034739798229535004	0.005228206234459001	0.9608708081338081	0.021166292471553	0.9405838755957021
192.0.	0	0.043226445264191005	0.0006558704910140001	0.004581214217052001	0.010090695260729001	0.037258377963348	0.0017386853522780002	9.276784843382621e-05	0	0.0018607143996110002	0.060034741547112004	0.25618538387483303	0.465643991047588	0	0.06925333734776201	0.8163998757072921	0.441734727424879	0.011289222758092	0.9891890579419491	0.03116399590428	0.00656315459888	0.945797971615545	0.008221993576610001	0.9811230422357891
194.0.	0	0.042274865238520004	0.0008533066291880001	0.003507944840353	0.009060691429416	0.031582594865841	0.0013939256846620001	0.000100591093793	0	0.002015585967437	0.0641706708371	0.298309097079484	0.458755690250819	0	0.113253771569691	0.5115084451813681	0.27973653109384	0.011945059681592	0.9880477836563911	0.028236593488982	0.007789576921084	0.8456220439342701	0.0023990818616790002	0.9953911491846241
196.0.	0	0.041646781871938	0.001263220202875	0.002316488825708	0.008352531901753	0.027628176996331	0.000995724377995	0.000108172998051	0	0.00216552175003	0.06813130631743901	0.338530896252676	0.37044527157522605	0	0.20216392499895602	0.002538075920554	0.085469357581113	0.012481951196437	0.9869097462160631	0.025840048135008002	0.008940435049946	0.622885611505275	0.000511830504103	0.9991309079037081
198.0.	0	0.041165042338071	0.0016217517937290001	0.0013074888730140002	0.007826839518051	0.024669820280968	0.000744639966784	0.00011564979146000001	0	0.0023131043919080003	0.071960532291985	0.37722191033012104	0.247492649102126	0	0.307120481321628	0.0015355567791310002	0.05536982561433101	0.012921596303668001	0.9857621983893821	0.023878127732181002	0.01012006351084	0.35499235780653005	8.314963999641068e-05	0.999844380372026
200.0.	0	0.041308926383526005	0.0016859923019420001	0.0008345548075940001	0.007515095181528	0.022654149539424	0.000661708896037	0.000122773424001	0	0.0024534719894620002	0.07553662069113201	0.413894418769499	0.17777660766330403	0	0.359285086914131	0.001284457012706	0.048613868530763	0.013280858570183001	0.9846455126872721	0.022272041551318	0.011212313607650001	0.17616963275410802	2.2925386716429402e-05	0.9999297237671421
