time	ADP	ATP	BPG	P3G	pep	pyr
19.0.22.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
19.0.53.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
19.0.84.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
20.0.15.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
20.0.46.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
20.0.77.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
21.0.08.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
21.0.39.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
21.0.7.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
22.0.01.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
22.0.32.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
22.0.63.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
22.0.94.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
23.0.25.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
23.0.56.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
23.0.87.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
24.0.18.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
24.0.49.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
24.0.8.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
25.0.11.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
25.0.419999999999998.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
25.0.73.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
26.0.04.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
26.0.35.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
26.0.66.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
26.0.97.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
27.0.28.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
27.0.59.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
27.0.9.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
28.0.21.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
28.0.52.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
28.0.83.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
29.0.14.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
29.0.45.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
29.0.759999999999998.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
30.0.07.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
30.0.38.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
30.0.69.0	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
31.0.	0.067369052786104	9.932630947213903	0.167369052786104	3.632630947213894	5	0
