time	IkBa_cytoplasm	IkBa_mRNA_cytoplasm	IkBa_mRNA_nucleus	IkBa_pre_mRNA_1	IkBa_pre_mRNA_2	JNK	JNK_P	LPS	MSK1	MSK1_P	TNFR1_EL	TNFR1_cytoplasm	TNFa_TNFR1_EL	TNFa_TNFR1_cytoplasm	TNFa_mRNA_LSEC	TNFa_mRNA_MC	TNFa_pre_mRNA_LSEC	TNFa_pre_mRNA_MC	p38	p38_P	p65_2P	p65_IkBa_nucleus	p65_cytoplasm	p65_nucleus	s11	s14	s15	s16	s19	s3	s5	s8
0.0.	0.241634452762	6.01172521419	0.00016422115641100002	8.03887879198	8.03887879198	0.7292756949929999	0.270724305007	5.0	14.9997455501	0.00025444994851300004	0.00122834645669	5.527559055110001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.739915161797	0.260084838203	1.9964516838000004e-09	0.000539612968448	0.000705283722934	0.0352130805415	0.483268359477	0.299986138102	1.3861898189000003e-05	0.0	0.107777930652	0.00456552780809	0.0141499687498	0.228191127854
900.0.	0.21546478837702301	6.028375680800382	0.000177318236415	9.813588134397495	8.680024205156082	0.6953887906643	0.304611209335701	3.250797934899954	14.99972166141536	0.00027833863315000003	0.001116601144904	5.024748626947145e-05	1.087731943594027e-09	2.729099199685262e-05	2.853232988734205e-08	1.46215505129452e-07	0.017400322325486002	0.008278231927728	0.709978794954607	0.290021205045392	2.8814229223486544e-09	0.00047557123398900004	0.001079847999895	0.053939086998447	0.43092888557289305	0.29997212437464005	2.7875625548801496e-05	1.7205186384666092e-05	0.094920772216564	0.007347973843492001	0.024668997290033003	0.36723772890592005
1800.0.	0.09893004256285201	6.510798690967236	0.000348005369258	24.589653966531703	17.035553673203633	0.615575658834149	0.384424341165851	2.113537441027455	14.999662659028862	0.00033734101964500004	0.0007836953904770001	3.5267220140650446e-05	2.0659279190730854e-09	0.00010859613277400001	5.437709937828956e-08	2.837731936488975e-07	0.033130766045125	0.015901047653076	0.6479373711363211	0.352062628863678	6.4373649467094115e-09	0.000333139528189	0.0032894911240510002	0.16442079578645302	0.19785913480891001	0.29994898715809504	5.101284209340408e-05	4.6558440482902334e-05	0.06636237202473401	0.012160880183177	0.034805952234746	0.607802713176933
2700.0.	0.022553906850678002	9.737081214908297	0.001208653558985	91.83830323748916	59.166122571224065	0.531560221223062	0.46843977877693704	1.374136628780216	14.999605231779892	0.000394768268626	0.000310735674638	1.3984374048764363e-05	2.443377652746322e-09	0.00022410703166900002	7.690542713766452e-08	4.065228658569124e-07	0.046841654912977	0.022698400103892003	0.59172357549825	0.40827642450174806	1.205063961605152e-08	0.00016820229861900002	0.01193372910327	0.5966482208291021	0.045106965792071005	0.29993228931102	6.771068916933957e-05	0.000138876598615	0.033422489436927	0.01167354450619	0.025344417055724003	0.583476095852128
3600.0.	0.025594057639419	20.929813561180993	0.0026844665459420003	147.27813770668067	131.40910035001377	0.536041873542641	0.463958126457358	0.8934081023081091	14.999616087986022	0.00038391206249200005	1.729051160802443e-05	7.788220500848252e-07	6.156865451170794e-10	0.000295776253357	9.572278219736965e-08	5.118574014423886e-07	0.058293082328222	0.028526438374017003	0.6157020505952601	0.38429794940473605	1.3028937151394072e-08	0.000209953479047	0.012315417407875002	0.615725594799006	0.051187093529055004	0.29995163086904103	4.8369131148365805e-05	0.000628895073115	0.041735257552695006	0.009403235279478001	0.020444495097152002	0.46999287527461003
4500.0.	0.06770763545069701	33.9542454989995	0.002243225040089	81.7564065015405	109.80875111193016	0.60520668306346	0.394793316936538	0.580857842341264	14.99967929335576	0.000320706692756	3.977537176023958e-06	1.7965118606681648e-07	3.539421445226635e-10	0.000299027830506	1.107338558766328e-07	5.983232665631164e-07	0.067427397175777	0.033306074062794004	0.676877587403872	0.323122412596124	6.85661263829601e-09	0.000410458346989	0.004129588315805	0.206425440672062	0.135414326724583	0.299973623230719	2.6376769470322626e-05	0.0015716211438280001	0.08186157378836101	0.007827502604011001	0.018158828461250002	0.39123434170568605
5400.0.	0.147607180325898	37.976254091576294	0.001007678698676	30.04254286633824	49.32703192074757	0.6439774309135341	0.356022569086464	0.377650294569899	14.999705366075805	0.000294633972719	2.36796599760468e-06	1.0721854832385891e-07	3.464992394870756e-10	0.00029942094073000003	1.221748441031064e-07	6.660831884119575e-07	0.074388735484439	0.037048216425072	0.700556376865336	0.29944362313466	4.065904115682824e-09	0.000476894676426	0.001613764215413	0.08063426452191401	0.295213540416401	0.299977346944765	2.2653055424700333e-05	0.002584382033678	0.095180969712143	0.007092851545908001	0.019383837772221	0.354511585258798
6300.0.	0.221387198558597	35.63777503437579	0.00044303194144400005	15.15161230670569	21.6869630640056	0.6645084938127911	0.335491506187207	0.245532959342516	14.999714860837386	0.000285139211148	1.683899528228921e-06	7.643514460602832e-08	3.444909263075668e-10	0.000299588011623	1.305382007646856e-07	7.168663862992023e-07	0.079477107785954	0.039850388348206006	0.7091689742960171	0.290831025703979	3.4289658727364103e-09	0.000491509236457	0.001045212184305	0.052206456146297	0.44277360953926304	0.299977942490933	2.205750925629463e-05	0.0036131959218680004	0.09810915859761701	0.006945619089559001	0.021204826567404002	0.34715142557696005
7200.0.	0.27806985163644404	31.591372253942858	0.000260302530581	10.612236462211971	12.7421666782581	0.675338903955018	0.324661096044981	0.15963560731325202	14.999718309033534	0.000281691014987	1.312163404715402e-06	5.970689556013775e-08	3.436835621762211e-10	0.00029967880130700003	1.364362843656254e-07	7.534377403791676e-07	0.08306536214290801	0.041866862342245	0.712297289360958	0.287702710639037	3.244562500483631e-09	0.000496122857466	0.000828708601414	0.041381102350555005	0.556138930813136	0.29997804990409704	2.195009609255545e-05	0.004625948013169	0.09903262551300401	0.006934002187557	0.022560556128999	0.346570601668151
8100.0.	0.31855080593850105	27.55122040940894	0.000196484619312	8.781451523658042	9.618207949019995	0.6810463119825471	0.318953688017451	0.10378862043812001	14.999719566015655	0.00028043403286200005	1.0826192361070458e-06	4.93773684345394e-08	3.432884996193234e-10	0.000299734863174	1.404736712167054e-07	7.788976411593919e-07	0.085521491152535	0.043269798881930006	0.713438549115162	0.28656145088483403	3.173298168348696e-09	0.0004981004230640001	0.000723108189647	0.036100979228361	0.6371008503461091	0.299978075473123	2.1924527065901522e-05	0.005600327422299	0.099428216679649	0.006939206966689	0.023447646098034	0.346830732379977
