time	CC	CCPT	CLK	PDP	PER	PT	TIM	VRI	clkm	clkp	pdpm	pdpp	perm	perp	prcpdp	prcper	prct	prcv	prpc	prvc	timm	timp	vrim	vrip
37.0.44.0	0.03832919303441	0.46287530716242203	2.980354910196245	4.283078385596985	4.78120946470896	5.431539065185407	4.781209464708959	5.042657031689089	0.215094975304387	0.003185	0.384160998332557	0.003185	0.344211842510231	0.003185	0.22432870147227302	0.10756725786827101	0.10756725786827101	0.125251215385413	0.34077748653695	0.593335249571735	0.344211842510231	0.003185	0.418566233077417	0.003185
38.0.16.0	0.035066664884405005	0.459900105296966	2.961887356401541	4.317771085841541	4.8995735266105624	5.900185870507611	4.8995735266105624	5.001544959928648	0.21433259255873302	0.003185	0.38477331673688103	0.003185	0.34139123491211104	0.003185	0.20330767202507102	0.09056474752496001	0.09056474752496001	0.104789303213714	0.34247844321660703	0.5915089260281511	0.34139123491211104	0.003185	0.41255991582748	0.003185
38.0.879999999999995.0	0.033182763077052	0.45877761691671104	2.955577806541416	4.348990821925247	4.974111127757263	6.221403135675104	4.974111127757263	4.935294377890728	0.21438533897720302	0.003185	0.38451439823409606	0.003185	0.33736829336953705	0.003185	0.18431535995678602	0.07640661029892601	0.07640661029892601	0.08791115120904101	0.345285044950497	0.588360654062794	0.33736829336953705	0.003185	0.40484447140510704	0.003185
39.0.6.0	0.032334663893411004	0.459364855033743	2.9604668418074933	4.3760109481399745	5.006981831798096	6.394128366776368	5.006981831798094	4.848032763600064	0.215186556249979	0.003185	0.383407874365478	0.003185	0.33233834604232304	0.003185	0.16718520146305701	0.064646403046758	0.064646403046758	0.074029057177565	0.349038038567812	0.584072020657416	0.33233834604232304	0.003185	0.39576133475742903	0.003185
40.0.32.0	0.032347691672266005	0.461495473698916	2.975472969591344	4.3982202568633	5.000542236536379	6.422417171890235	5.000542236536376	4.743752969531948	0.21665797934967201	0.003185	0.38148963475548503	0.003185	0.32648630688616803	0.003185	0.151761524654785	0.054907003986046005	0.054907003986046005	0.062651671312939	0.35358243597118005	0.578817869507248	0.32648630688616803	0.003185	0.38562318020247405	0.003185
41.0.04.0	0.033155173136636004	0.46498699665277804	2.999442987751099	4.415125140827466	4.957247663467168	6.314430659363882	4.957247663467166	4.626169219952403	0.218715577723871	0.003185	0.37880599186791303	0.003185	0.31998252205534	0.003185	0.13790210463086802	0.046873142890112005	0.046873142890112005	0.053372557930044	0.35877158339972304	0.5727622607366101	0.31998252205534	0.003185	0.37470933839908505	0.003185
41.0.76.0	0.034774947678859004	0.46964854430983904	3.031206006721464	4.426349187562615	4.879577429064123	6.081474817304544	4.87957742906412	4.498641335533914	0.221273902720196	0.003185	0.37541187082750105	0.003185	0.312980914483801	0.003185	0.125479613723731	0.04028411100543	0.04028411100543	0.045859437299318004	0.36446920901870805	0.566056647928033	0.312980914483801	0.003185	0.36326498064392504	0.003185
42.0.48.0	0.037308510044837005	0.47528650393162303	3.069619766497007	4.431630610309088	4.769979758019795	5.737136180301217	4.769979758019792	4.364148457011993	0.22424911771823602	0.003185	0.371369173997646	0.003185	0.305618807205339	0.003185	0.11438285540226001	0.034927557168461	0.034927557168461	0.039845229917443006	0.37055012797617004	0.5588395103441041	0.305618807205339	0.003185	0.35150284138486404	0.003185
43.0.199999999999996.0	0.040961012804193	0.48170717124153106	3.11360836556071	4.430818057047069	4.6308365212435465	5.296548182166166	4.630836521243544	4.225297472940281	0.22756094946593602	0.003185	0.366745458318517	0.003185	0.298017966703714	0.003185	0.10451846591274501	0.030634957455916004	0.030634957455916004	0.035121638627451005	0.3769000549698	0.551236952932824	0.298017966703714	0.003185	0.339606639587382	0.003185
43.0.92.0	0.046090366936752	0.48871538817248206	3.162195325370146	4.42386546342402	4.464451062420089	4.775812834120304	4.464451062420089	4.0843556375041175	0.23113379046936602	0.003185	0.361613076750799	0.003185	0.290286587364879	0.003185	0.09581390403404401	0.027279457152653	0.027279457152653	0.031536196580273006	0.383414787534238	0.5433640075035441	0.290286587364879	0.003185	0.327735731976844	0.003185
44.0.64.0	0.053309586144245004	0.49610685395560206	3.214540126882868	4.410826769488761	4.2730682013037224	4.1916023655076025	4.273068201303723	3.943301303539414	0.23489713823096303	0.003185	0.35604899599071504	0.003185	0.282522150521271	0.003185	0.08822311390652801	0.024777376848907	0.024777376848907	0.028994569353060003	0.38999886970363	0.5353265549368991	0.282522150521271	0.003185	0.316030926047117	0.003185
45.0.36.0	0.06370319349771901	0.5036476664846781	3.269994433346675	4.391851591436375	4.058949546443837	3.560987707098238	4.058949546443836	3.803891744641817	0.23878549529780801	0.003185	0.35013566164702603	0.003185	0.274815394729226	0.003185	0.081737701244985	0.023096227025048002	0.023096227025048002	0.027472110555450003	0.396563697281604	0.5272239820014121	0.274815394729226	0.003185	0.30462191005411904	0.003185
46.0.08.0	0.079319306336475	0.5110221438714481	3.32821583404172	4.36718351178899	3.824564670485617	2.901620057954354	3.824564670485618	3.667754279533759	0.24273777629683202	0.003185	0.343963668739937	0.003185	0.26725619050118204	0.003185	0.07641024100139701	0.022276119625694	0.022276119625694	0.027044401126351002	0.403024830175208	0.5191529652600221	0.26725619050118204	0.003185	0.293637707735363	0.003185
46.0.8.0	0.10441528847610201	0.5176875516167541	3.38944325031011	4.337163974905374	3.573070640853559	2.2326511022765922	3.57307064085356	3.536520736275538	0.24669615720180502	0.003185	0.337637977375767	0.003185	0.259943388969262	0.003185	0.072407074337095	0.022483015218214	0.022483015218214	0.027962832659339003	0.409297921492409	0.5112133138054731	0.259943388969262	0.003185	0.283223738225629	0.003185
47.0.519999999999996.0	0.149056810395879	0.5224140224940711	3.455266556190877	4.302248146628716	3.309634133754822	1.577695952541243	3.309634133754824	3.412058817582429	0.25060410212316203	0.003185	0.331292154699235	0.003185	0.253004190312679	0.003185	0.070142320163634	0.024149404893990003	0.024149404893990003	0.030853699461751004	0.415291863485139	0.503518076685154	0.253004190312679	0.003185	0.273574975842203	0.003185
48.0.239999999999995.0	0.24077023398883002	0.521726504881283	3.531065465008551	4.263048595337901	3.045554951618145	0.9744496017655131	3.045554951618146	3.29695026857436	0.254402849905806	0.003185	0.32512358260669905	0.003185	0.24663932900200003	0.003185	0.070665402206188	0.028388761467558	0.028388761467558	0.037302560146925005	0.42089559089659806	0.496213612338318	0.24663932900200003	0.003185	0.26501290764914803	0.003185
48.0.96.0	0.45563189609973503	0.507118655465589	3.633333863542082	4.2204510742185	2.810320421840885	0.499407787931524	2.810320421840888	3.195656256606684	0.258024418157059	0.003185	0.319487148623052	0.003185	0.241241838161932	0.003185	0.076806535115852	0.038224025492268006	0.038224025492268006	0.051569125893206	0.42594857623788	0.48952578156980703	0.241241838161932	0.003185	0.258186125641418	0.003185
