time	ADP	ATP	BPG	P3G	pep	phos	pyr
44.0.550000000000004.0	0.9494934575478611	9.050506542452105	0.010478579847437	4.989521420152569	5	0.939014877700423	0
45.0.1.0	0.9536820222312551	9.046317977768714	0.010432390971334	4.989567609028672	5	0.9432496312599211	0
45.0.650000000000006.0	0.9578525548326611	9.042147445167307	0.010386763716879	4.989613236283126	5	0.9474657911157831	0
46.0.2.0	0.9620052692912281	9.037994730708741	0.010341686838407001	4.989658313161598	5	0.9516635824528201	0
46.0.75000000000001.0	0.9661403753668371	9.033859624633132	0.010297149402246	4.9897028505977605	5	0.955843225964591	0
47.0.300000000000004.0	0.970258078753203	9.029741921246767	0.010253140775690001	4.989746859224313	5	0.9600049379775121	0
47.0.85.0	0.9743585811870711	9.025641418812903	0.010209650616457	4.989790349383547	5	0.9641489305706141	0
48.0.400000000000006.0	0.9784420805536821	9.021557919446293	0.010166668862577001	4.989833331137428	5	0.9682754116911041	0
48.0.95.0	0.9825087709886551	9.017491229011318	0.010124185722723	4.989875814277282	5	0.9723845852659321	0
49.0.50000000000001.0	0.986558842976447	9.013441157023529	0.010082191666932	4.9899178083330735	5	0.9764766513095151	0
50.0.050000000000004.0	0.9905924834455071	9.009407516554472	0.010040677417722	4.989959322582282	5	0.980551806027784	0
50.0.6.0	0.994609875860283	9.005390124139694	0.009999633941572	4.9900003660584344	5	0.984610241918711	0
51.0.150000000000006.0	0.9986112003101941	9.001388799689783	0.009959052440743	4.9900409475592635	5	0.9886521478694511	0
51.0.7.0	1.002596633595684	8.997403366404297	0.009918924345442	4.9900810756545635	5	0.9926777092502411	0
52.0.25000000000001.0	1.006566349311492	8.993433650688486	0.009879241306296001	4.99012075869371	5	0.9966871080051961	0
52.0.800000000000004.0	1.01052051792723	8.989479482072747	0.009839995187126001	4.99016000481288	5	1.000680522740103	0
53.0.35.0	1.014459306865382	8.985540693134599	0.009801178058012	4.990198821941993	5	1.004658128807369	0
53.0.900000000000006.0	1.018382880576819	8.981617119423163	0.009762782188629	4.990237217811378	5	1.008620098388189	0
54.0.45.0	1.022291400613937	8.977708599386043	0.009724800041842	4.990275199958166	5	1.012566600572093	0
55.0.00000000000001.0	1.026185025701494	8.973814974298485	0.009687224267556001	4.990312775732452	5	1.016497801433937	0
