time	ADP	ATP	BPG	P3G	pep	phos	pyr
37.0.800000000000004.0	0.10547914682961101	9.894520853170414	0.10207243186434001	6.397927568135637	0.00014729479712400002	5.172259420168148	5.179852705202876
38.0.25.0	0.125402105153351	9.874597894846676	0.09031527140493201	6.409684728595046	1.0940170188987662e-05	5.204075893578234	5.179989059829814
38.0.7.0	0.14417012505051902	9.855829874949507	0.080801112614529	6.419198887385449	5.264263465842065e-07	5.232368486009646	5.179999473573656
39.0.15.0	0.16211577819528702	9.837884221804737	0.07326765573907	6.426732344260909	1.681446591669944e-08	5.257848105641754	5.179999983185536
39.0.6.0	0.17936664702781902	9.820633352972205	0.06726896366436301	6.432731036335618	3.643816294026143e-10	5.281097682999078	5.179999999635617
40.0.050000000000004.0	0.19596797966	9.804032020340022	0.062410196664951005	6.43758980333503	5.429779366477696e-12	5.302557782989623	5.179999999994569
40.0.5.0	0.21195063585905202	9.788049364140969	0.058396088815818	6.441603911184162	5.749715437848631e-14	5.322554547043179	5.179999999999942
40.0.95.0	0.227348711347014	9.772651288653005	0.05501751877589801	6.444982481224083	4.457022735083661e-16	5.341331192571117	5.179999999999999
41.0.4.0	0.24220003262111603	9.7577999673789	0.052127471861012006	6.4478725281389675	3.1816714473722454e-18	5.359072560760106	5.179999999999999
41.0.85.0	0.25654340429335004	9.743456595706663	0.049621171071957	6.450378828928023	5.146688677421664e-20	5.375922233221395	5.179999999999999
42.0.300000000000004.0	0.270416397762551	9.729583602237462	0.047422305340691	6.452577694659289	2.418953130267483e-21	5.391994092421862	5.179999999999999
42.0.75.0	0.28385415477852205	9.71614584522149	0.045474002887104	6.454525997112876	4.93580863609526e-23	5.40738015189142	5.179999999999999
43.0.2.0	0.29688891751461804	9.703111082485394	0.043732960812781004	6.456267039187199	1.3902899651566028e-24	5.42215595670184	5.179999999999999
43.0.65.0	0.309549969448681	9.69045003055133	0.04216557406724	6.45783442593274	-3.841167947430525e-25	5.4363843953814435	5.179999999999999
44.0.1.0	0.32186377899907204	9.678136221000939	0.040745325269392	6.459254674730588	-2.9688622243262704e-26	5.450118453729682	5.179999999999999
44.0.550000000000004.0	0.333854229042223	9.666145770957788	0.039450981950295005	6.460549018049686	-1.7710858121769972e-27	5.46340324709193	5.179999999999999
45.0.	0.34554287166643705	9.654457128333574	0.038265322813927	6.461734677186052	6.198656267549388e-29	5.4762775488525115	5.179999999999999
