time	species_0	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0.0.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0.9000000000000001.0	1.756875246691095	0.246389778787014	3.5815182103924516e-07	6.922020175508104e-08	3.432453960201055e-08	0.007558953277121001	6.36687349967559e-09	2.29496603573562e-10	0.005183416610502	0.0005001298906890001	7.092155601581734e-05	0.023958649535481002	0.085093004907507	0.005530880342561001	0.006172145029805001	0.0006918683515890001	0.005109036917276001	0.000688451617677	0.000333964835881
3.0.8000000000000003.0	2.977005486341962	0.557045477798652	0.00017651534745700002	4.7516547774140165e-05	2.9512197086323513e-05	0.022825399380914	7.8002817983775e-06	9.532102733371715e-07	0.061875730034381	0.0065856054037190005	0.0013042091950850002	0.048885724189968005	0.269059266746005	0.12117308730898901	0.072134725533451	0.017920126385022002	0.057205119094690005	0.009270549600658	0.004925201216501
5.0.7.0	4.046724617810578	0.8959691266652341	0.003867192762573	0.0011524104647970001	0.000764705400193	0.039428784915296	0.00022638839412	5.4082477723308545e-05	0.21422305496783	0.02452829918856	0.005397556798852001	0.06973732515906701	0.510505725078235	0.6111435402403641	0.256695742330672	0.08452761725695701	0.20480013943674502	0.033399754309099	0.018942438068310002
7.0.6000000000000005.0	5.024383016302579	1.269788672048788	0.030754418716931003	0.00974009291342	0.006324884654536	0.056354775731351	0.001982703144684	0.0007721570012960001	0.47589766642302805	0.060665433564145006	0.014240685451902001	0.087498807039962	0.819658398929035	2.006288783127612	0.598732097905724	0.212745283406568	0.48968669593343106	0.072572992276264	0.044949402456543004
9.0.5.0	5.932603138091393	1.68095372615473	0.129941762847955	0.044756977452963004	0.026620163014946	0.072514903692312	0.00880325892768	0.0050809557152870005	0.81614866259062	0.12064888770243201	0.030176382839951003	0.10269862628306901	1.200227940455002	5.04472428509403	1.080430383433208	0.360271684917558	0.9094695571204251	0.109233346797831	0.07379917924310901
11.0.4.0	6.780908844130159	2.122759634720871	0.341852686502053	0.132213204647954	0.067497801780506	0.08649516266479501	0.023635869519296002	0.018890366196649	1.180470164762606	0.20849959882396701	0.056177695733972	0.115546805949768	1.62755748281006	10.115725731839905	1.633425707926032	0.481130391403753	1.4076363941855892	0.12696979660173202	0.09009853934268801
13.0.3.0	7.56892841440503	2.574917530911346	0.667955577945318	0.294642985434378	0.124932080832614	0.09735935481254	0.046278074775484006	0.048855941421734	1.528567312652732	0.327676063757444	0.09678227449642801	0.126076059214717	2.050177433047546	17.181965629120874	2.195093333041041	0.5666760441343011	1.923723407453739	0.128937513428899	0.092540733869777
15.0.200000000000001.0	8.281779026802411	3.005820589843513	1.090278413955134	0.550732322446681	0.19464478714873001	0.10494266639925401	0.076148395318354	0.10311814589593901	1.842543714022127	0.481455615844236	0.15943130672781802	0.134329541625677	2.408688561963838	26.045748464953107	2.731227706595	0.624527017010009	2.42173883037312	0.12354449958675201	0.087946670383199
17.0.1.0	8.876403996552797	3.375877841130834	1.580625104739816	0.909508625845537	0.27588682101328404	0.10946271963305401	0.11395328020154201	0.19396687346622102	2.117143079156966	0.67150318719514	0.25552339387551004	0.14038957066152402	2.650643059338212	36.47549536420747	3.2268616583446352	0.6633814950608671	2.884541372945171	0.115646522018925	0.081070702591668
19.0.	9.258821587627518	3.635835288103432	2.105945030049094	1.36522679969623	0.37176570083515303	0.11110076085558501	0.16231143105578802	0.33885594136205105	2.351126923677377	0.8958816822999651	0.40002418465659906	0.144258281201352	2.73563807518552	48.235115765613216	3.6746179616698553	0.689698755237361	3.302879538709934	0.107242429672479	0.073905886108776
20.0.900000000000002.0	9.275905675895736	3.720881134178342	2.633990423168851	1.9011162586745831	0.49114761632020204	0.10963710843091501	0.227297811951744	0.553793529471447	2.541678394473484	1.146533885141387	0.6071211952786041	0.14566629197983702	2.629544102825909	61.08187131377923	4.066302056012727	0.707800900964025	3.666710224563503	0.0989833236615	0.06707031697884401
22.0.8.0	8.782746986394283	3.558889831064495	3.13213329716205	2.495866227465653	0.6526932497111391	0.10408571236159801	0.32167272224479404	0.8267577218091021	2.677660253154165	1.40242214511599	0.878695138930445	0.143905236973566	2.304285404925168	74.7400012399325	4.382726450408188	0.720485218137763	3.95420376969109	0.09084190231146601	0.060551081900451005
24.0.700000000000003.0	7.7755065162469155	3.117011381269574	3.550081143953153	3.126130626547689	0.88661635382805	0.09259656073159	0.46868197776046405	1.06951815553021	2.723170217581036	1.6078652236555642	1.181115467674126	0.137814692427531	1.776204033682629	88.8212131877357	4.569585040944041	0.7295389300867491	4.105469594193292	0.08212278964980001	0.053831519100300006
26.0.6.0	6.43578491256113	2.4624266492548452	3.756900739773707	3.760705711683561	1.203465053308217	0.07397237822102101	0.6948504704976981	1.092714937074243	2.571566914799341	1.6116609803500461	1.394056002325529	0.12607501917899902	1.173050660331239	102.59139891025559	4.469936863368534	0.7360852605534841	3.949194443789067	0.070726210278672	0.045464160309171005
28.0.500000000000004.0	5.117151839768081	1.7759761392412572	3.393664291391684	4.332437322752026	1.434220787049272	0.052678960061724005	0.976083338562518	0.728725944371274	1.998716929773387	1.089942113563433	1.211583322986304	0.10862971074940801	0.7056803253846851	114.4185277999969	3.743517530507652	0.740784742543462	3.117238164968169	0.052254704182875006	0.032669812947653004
30.0.400000000000002.0	4.710607686894772	1.342100279004602	2.024491666161683	4.6323138109252415	1.0777377355328701	0.040676963723291	1.099003759362185	0.22392368551305003	1.019062601817018	0.236451724166119	0.398735456120737	0.092484554211073	0.513983869994735	121.62409206225854	2.294385690886335	0.743953145287081	1.538243168050398	0.025796030142661002	0.015558462348699
32.0.300000000000004.0	5.545278691558418	1.4366847797778	0.57056174189272	4.002938341090608	0.30015714456255504	0.050673220236372	0.513622210459526	0.052885834426196	0.536874866076665	0.07373010755912601	0.029384083331441	0.09455988130232401	0.710392169461254	123.10076250819019	1.192382799252586	0.7457527007285231	0.5821802660387451	0.008873257411814	0.005062162889207001
34.0.2.0	6.420620389720651	1.819163890717887	0.44175718419124604	2.453788759519429	0.11498654086314401	0.070989259787073	0.048460775017223005	0.025682969935118	0.7815552527962041	0.11375660439163	0.028588556373574003	0.10705660037867801	1.164988435820114	122.09800891756397	1.248561758648672	0.7465118921105861	0.8590340038932851	0.011578177189761	0.006408477799577
36.0.1.0	7.241898844000878	2.272261584236904	0.7209423268531511	1.38094253107056	0.153120991480017	0.086246734777215	0.05866877536008801	0.047518874237933	1.156639934881309	0.20155940941466502	0.053829525728897	0.11927105959602301	1.6183182808806942	122.15832794936057	1.724617971316757	0.746788961063038	1.3720188110162002	0.018557516073095002	0.010462861710113
38.0.	8.00683621707474	2.716949573551375	1.10018515696393	1.030605100091933	0.21809423255268	0.096340942159022	0.087350189022557	0.09473296908319101	1.507328557195716	0.31927899015709205	0.09375033173841	0.128980576694044	2.001473593852744	124.20115304242516	2.253050355457813	0.7470306490866631	1.890119366132363	0.025592644471117	0.014699879930811002
39.0.900000000000006.0	8.701161323374603	3.122341564012963	1.535482188589437	1.1462194705354691	0.291777568940819	0.10284462975391201	0.122737451233122	0.171413614342753	1.814847851212129	0.46670564854886604	0.153491063926692	0.136345828570339	2.295385745931519	128.22194364648942	2.760010606981961	0.7474512720057821	2.37646325950635	0.031800930106214	0.018553254305642003
41.0.800000000000004.0	9.287001408302457	3.4630799511316113	2.001690974304006	1.485429889640099	0.37453719528192203	0.106571391975112	0.165679437008998	0.29113934394087604	2.07927258148539	0.644313655867302	0.242227184818002	0.141704506276216	2.481658521650783	134.02576555892986	3.227642840757344	0.7481054444578491	2.821452477450021	0.03685276212478	0.021770772061549003
43.0.7.0	9.685208991103652	3.7067913269987853	2.475546479790455	1.9447187822729801	0.469863747986545	0.10790479800420201	0.21900651745391	0.47182971728590106	2.302344484448904	0.8495678542557921	0.37164613283344	0.145206907522062	2.545613719652152	141.37297590275293	3.649265179799108	0.7489639611228731	3.220256119525877	0.040640189624845	0.024235485042261
45.0.6.0	9.767925025337972	3.806249290864282	2.93698267126139	2.480157522118791	0.5855769820551281	0.10676578265252001	0.28847619921474904	0.7270342525945951	2.4831644842188583	1.074699570200417	0.552264400924498	0.146710212301413	2.469482385656939	150.00809028608376	4.017983341110301	0.7499636707935151	3.565832980644839	0.043167791565901004	0.025912133397302
47.0.5.0	9.40449183899941	3.702650845743171	3.3643237501410113	3.065429486462969	0.7364395124520641	0.10244784423053101	0.385105202908322	1.041801053717786	2.613607448102075	1.301483915956329	0.7845191652625051	0.14570064183362902	2.230423148238239	159.6483481343373	4.3182227840858705	0.7510355092023301	3.841107846060278	0.044429872172679005	0.026773728547353003
49.0.400000000000006.0	8.565782635739952	3.358609982852966	3.720374679216543	3.678990496941509	0.944347449521823	0.09363095138520601	0.527446450640579	1.336507227315356	2.667920611444016	1.486431936337569	1.041622501985579	0.141331500723986	1.82676689681418	169.92900863371344	4.509748371650991	0.7521166943291021	4.002021943002409	0.04422716571037601	0.026684061115953003
51.0.300000000000004.0	7.384466359012059	2.808642253627895	3.913740365800422	4.29584544194743	1.217283354981162	0.07932627899806301	0.736198710476872	1.448025700799741	2.577744150944712	1.5250765932369	1.2364217543183211	0.13267028393191801	1.329956677712919	180.2569059749474	4.49027662212205	0.7531513567261781	3.937141181420508	0.041808159846043004	0.025173123470655003
53.0.2.0	6.150537072100038	2.182774713457715	3.7144851581141562	4.870371890165997	1.4552881230316	0.061771789446526004	1.000709486977449	1.192941922977835	2.2038109202595892	1.207444007591446	1.165619503914738	0.11954296030821202	0.8902710190736751	189.49305695361429	4.047731286700677	0.7540812142985851	3.417017186612553	0.035414799618555	0.021175525083233
55.0.1.0	5.499318070589626	1.704264298491195	2.772826469677573	5.285652537652468	1.316442602311819	0.048750670881715	1.195489441798854	0.590290889442289	1.4754803337355251	0.48003131651899505	0.593194259928278	0.10561114377501601	0.646489954265352	195.73555405278637	3.025716019092944	0.7548310719444551	2.283855216967066	0.023687368091802	0.013975110680456001
57.0.00000000000001.0	6.095654845935894	1.6665299934610411	1.31481893452166	5.21466937232031	0.6267584025411951	0.051828638016694004	0.9454338615958251	0.14833013208898901	0.8511175189298851	0.14184327518137402	0.080772629651715	0.102988657657611	0.726050317712938	197.54572470682976	1.9375846429204042	0.7553195493365961	1.164709119707599	0.011736822697709001	0.006771528409033001
58.0.900000000000006.0	6.9332782233670756	1.996760963311458	0.687035370150963	4.284213464950164	0.21525638922737403	0.071020558683156	0.179114324372342	0.056063934909461	0.8936562098402291	0.13873801317526002	0.037987139409529004	0.11226495102760801	1.168922026829541	196.46082847278464	1.6982372853704741	0.7555339061353401	1.067156787150996	0.009508262885226	0.005298323677565
60.0.800000000000004.0	7.724609742053067	2.458645918289153	0.86487664530466	3.247120130673747	0.186336327716545	0.08831156877380501	0.075432546807201	0.064497146031552	1.230607167460595	0.22315599259015	0.06101556803521101	0.123521244262005	1.6968732191671552	195.57096195883116	2.049071375036279	0.755582327348706	1.508511244457801	0.013231593541579	0.007393777852543
62.0.7.0	8.460391354070115	2.924159777090386	1.2614104835348159	2.682952382070312	0.245386399074378	0.09917811296419901	0.100435550620877	0.11995224109635101	1.57959329430116	0.34887574534862004	0.10451887806200101	0.13282723736066102	2.129913857164391	196.28081247212347	2.534501806383281	0.755602735865034	2.023078726308292	0.017936951272949	0.01014691030955
64.0.60000000000001.0	9.120371796849994	3.335763404034013	1.730141953746644	2.553435171949227	0.321969928060554	0.105488704971612	0.137963657944629	0.21676616366178503	1.887781737122236	0.5087805782307321	0.17192714453045202	0.139713212459596	2.431741489916112	198.81087254037942	3.018957683000299	0.7556819964789471	2.512493169164995	0.022404634999701002	0.012821848728497
66.0.5.0	9.654860909449448	3.662446127390638	2.2246203112980902	2.71996144076788	0.410578381375289	0.10862109915639001	0.18513407462577902	0.370479056062462	2.150641259974754	0.7010655262955541	0.273382804702473	0.14449330512442302	2.594665417898779	203.0438326693137	3.46918315321281	0.755854961692439	2.9578141821987782	0.026296292473090004	0.015197645550195002
68.0.4.0	9.964582211531697	3.869312990167669	2.717810075711141	3.072868095422039	0.51533031993842	0.109147598489989	0.245304631253094	0.602605593008629	2.36948369889259	0.9214306505535331	0.421743889247058	0.14733104913900602	2.61305569822461	208.77252545536905	3.87389739714925	0.7561238634538301	3.352746639975639	0.029475954729764	0.017171864015131003
70.0.30000000000001.0	9.903106480844405	3.904774134947539	3.188748798144101	3.541463977137695	0.6465153027524461	0.10694535699952001	0.326140390094872	0.9230019221697281	2.542574846931956	1.159527128018117	0.626941047110503	0.148022611943154	2.473695139912624	215.7540551521058	4.223085421530914	0.7564737886959391	3.688627737589327	0.031864267425044	0.018677938587007
72.0.2.0	9.351401023439237	3.710730841440226	3.613506636154673	4.080676740243174	0.8231693007310951	0.10111449003083801	0.44213594630982705	1.2959071879462711	2.658502117630203	1.391406230965936	0.884269004846669	0.14593980397083	2.159689830778238	223.69906621580805	4.495397860894807	0.7568820512138991	3.94308835365851	0.033339683145106006	0.01962750636465
74.0.10000000000001.0	8.330720322521179	3.267671447712648	3.94471541765651	4.657607465546544	1.07059665686973	0.090196794897375	0.616222377538677	1.601812977373351	2.68152019389576	1.558627289062334	1.152530836470756	0.140130453335567	1.690422628428884	232.19901647334734	4.635468429382407	0.757322470675103	4.056246454864936	0.033561195341785005	0.019803275210081
76.0.	7.02821034508491	2.6439172441856	4.055206372547343	5.23787028850962	1.381046914120352	0.073777911525214	0.8678589591907071	1.636408371707656	2.518462132015265	1.520496870601862	1.310558240296063	0.129676299066522	1.17352113190622	240.52632054626335	4.503839660745582	0.7577647075525691	3.876877198439884	0.031584956868564	0.018629359481384
