time	APC_PS_VIIIa_l	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	IX_f	IX_l	IXa_AT_f	IXa_VIIIa_X_l	IXa_VIIIa_l	IXa_f	IXa_l	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_IX_l	TF_VIIa_IXa_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VIII_IIa_l	VIII_Xa_l	VIII_f	VIII_l	VIII_mIIa_l	VIIIa_f	VIIIa_l	VIIIai_f	VIIIai_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	XI_IIa_l	XI_f	XIa_IX_l	XIa_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	mIIa_AT_l	mIIa_f	mIIa_l
50.0.	2.3787619664128918e-07	1.654418491290745e-05	0.01088795447986	1.945213439345261e-05	0.000235505944159	3399.9986958448035	302.24871909560727	1097.7317837731046	0.001105197042384	0.00045114515966600006	0.0009697615126580001	0.0006775999271020001	0.244394982581726	89.74864030748884	5.176760690387395e-07	4.490932708575393e-07	6.201051339829546e-07	1.619075590376692e-05	0.00595168514829	84462.40764030143	12.839221482645396	47.14916767757543	1.414002429754138	298.57509283370484	1.3320835944377932e-07	0.0008982651121510001	2.499101601679487	1.4686687496988491e-08	0.002252989265183	0.000395582489388	0	0.000437501200143	0.000654726327787	0.001072074164741	0.00018697865770900003	0.998579093327675	3.186282661214668e-06	0.00025434758056200004	0.001651700515603	0.6975312445618981	5.8431917651857635e-05	3.91936557537172e-06	0.0004955164524610001	2.7075294638369184e-09	3.435414548966485e-07	6.40342231081912e-05	0.15352021442420302	9.823225206782883	0.0006327758598630001	0.11774474736764301	0.000184427339942	0.014588473538894002	0.068254714379211	19.879055869643427	0.0030458438082080004	0.00012071208414700002	0.034262843408688	8.879231914830312e-08	2.5282016390584283e-05	0.00017577682958500003	29.998059985419857	0.0005996646613650001	0.0011645730892090001	31.21423075754087	138.75937297564502	0.00017651425901700003	0.00020320962278300001	0.00020942708147900002	3.25640995737033e-05	0.0010512614013230002	0.007825345378919001	2.192622128932576e-05	0.000139265989647	0.012428795538047
55.0.	8.974483152558535e-07	5.882573173133072e-05	0.022155872132321	3.923019908022912e-05	0.00047489723056100004	3399.9975102596495	302.24614245942763	1097.7154634511985	0.0022240854615240002	0.0008810253171770001	0.001893838660812	0.001319903516631	0.24439079118001802	89.7465573505329	6.681073808067991e-07	1.0125759128038208e-06	1.398643783558351e-06	2.01799367472433e-05	0.007419292639311001	84461.89868520912	12.836720188677054	47.13966906326377	1.413957738250422	298.56382666643725	1.8659190253391798e-07	0.001118408067305	2.49888140534079	1.619763622121713e-08	0.00223963274005	0.000399911535833	0	0.00044225479853400004	0.0006619882884850001	0.001083738798526	0.00017227104903000002	0.9972251360220101	6.202412624783428e-06	0.00028250393741100004	0.0016504961014900002	0.6970169663396181	0.00011504302729000002	7.251965870472266e-06	0.0009168860489990001	1.0491818430679529e-08	1.331006864917407e-06	7.100625974842873e-05	0.15344221321964302	9.818172727195584	0.000660080260997	0.12282624411304802	0.000358742797876	0.016223008469395003	0.06814957495413	19.848231488259696	0.0059927983833460005	0.00021073799076600002	0.059821129312243	3.2229277886662696e-07	9.17564550404096e-05	0.00034240108121800003	29.996105966761167	0.0012093948481270002	0.002342237309509	31.213770516227243	138.75649989092764	0.000219904778839	0.000393273791215	0.00040531426918600003	6.302729256785394e-05	0.0011664453163030002	0.008681242210721	4.508200421141773e-05	0.00027436605098900003	0.024484299579497004
60.0.	3.3319487529098045e-06	0.00020863305787900002	0.044011801603167006	7.755725519919874e-05	0.000938783991742	3399.995240300038	302.2410978852562	1097.6838918119854	0.0044008244075180005	0.0017105164605060001	0.003678096026436	0.002566659042773	0.24438419349414203	89.74310069537323	8.59785973071944e-07	2.379405667069864e-06	3.2884462405192877e-06	2.6329370500485745e-05	0.009682629839501002	84460.93109941066	12.831852330111056	47.12119704557169	1.413870396889316	298.54190583650086	2.527988799682975e-07	0.0013598229655890001	2.498639924235529	1.7460089829808702e-08	0.002223499930307	0.00040397741248000005	0	0.00044673983683200005	0.0006687788343550001	0.0010947503332600001	0.000161983393793	0.9946113875130561	1.2044873584527752e-05	0.00030697183084700004	0.0016482756951660001	0.696068523218029	0.000224593481463	1.3540381230468583e-05	0.001711994172322	3.95512591841113e-08	5.01699543590075e-06	7.70521122899235e-05	0.153357409814489	9.812632267753996	0.0006900644366720001	0.128405189276341	0.000695688035759	0.017643716483925	0.067959909994729	19.792606783435687	0.011683592941019	0.000376298541641	0.10682618635783502	1.1505399693060788e-06	0.00032754268728600003	0.00066574715011	29.992305572233807	0.002395646872271	0.004633033743838001	31.213433685698035	138.75343091977678	0.000267537078922	0.0007624577612370001	0.0007858236602720001	0.00012221650274400002	0.001266636208854	0.009424991584792	9.04786921955206e-05	0.0005363395481730001	0.047861047838000007
65.0.	1.226232444505045e-05	0.000742670337317	0.08612691096767401	0.000151442435305	0.0018329860638210001	3399.990869442258	302.2312831015627	1097.622839198968	0.008631822126236	0.003309587853745	0.007121290118459	0.004984905306599	0.24437292819488202	89.73698150058883	1.118186777958951e-06	5.942066780954285e-06	8.218341701157539e-06	3.665609472852283e-05	0.013484603209201002	84459.07582298295	12.822417260127638	47.085406879890066	1.413700760096341	298.4994173962743	3.330503226417556e-07	0.0016183283856710002	2.498381338564003	1.8310972896151672e-08	0.002205508559281	0.000407923162257	0	0.00045111307619000006	0.0006753624183780001	0.0011054930108350001	0.000154248411759	0.9895691220277951	2.3334817433835082e-05	0.000324638145494	0.0016440984104370002	0.6942838543296621	0.000436136143468	2.5446054985336193e-05	0.003217296089807	1.468517505882233e-07	1.8626424033063153e-05	8.141681480975009e-05	0.15326805173095	9.806698339157947	0.000722210752337	0.134384229955711	0.001344347969547	0.018667556744646003	0.067608584334356	19.689549804185052	0.022630572018072	0.0006846727103060001	0.19437779299911	4.094387118123677e-06	0.001165591344325	0.00129275512575	29.984921194718893	0.004701110154864001	0.009084940000508001	31.213337806447058	138.74999125046588	0.00031860085686300003	0.0014715911818990002	0.0015167457944610001	0.000235975993777	0.0013394230556370002	0.009963897191263001	0.000179016575348	0.001044149529553	0.09317221471267301
70.0.	4.46120511560312e-05	0.0026405066167560004	0.166415673197779	0.000292287430624	0.003537327448342	3399.9824549432415	302.2124782995959	1097.5061009241215	0.016821065399630002	0.006347224711933001	0.013673593668642	0.009607877765380001	0.24435256127148902	89.72571620807622	1.492581977244741e-06	1.597993211965929e-05	2.2119709956884202e-05	5.505718968285091e-05	0.020260293793623003	84455.53236631078	12.804240631479733	47.01648173706369	1.413373231009434	298.41752597712474	4.282905834970451e-07	0.0018867633708680002	2.498112808338546	1.853281086585943e-08	0.0021862209164210003	0.000411818167265	0	0.00045545755579200003	0.00068188321029	0.001116172540447	0.000148000786387	0.9799791816194241	4.476587330095055e-05	0.000331097866002	0.0016361796760480001	0.690900709119036	0.0008390562602310001	4.784296333863593e-05	0.006048696331731	5.393295111890831e-07	6.840088756659815e-05	8.307775815319553e-05	0.15317811711439802	9.800533399680921	0.0007556392713670001	0.140597766961542	0.0025670133287510003	0.019027392661483	0.06695059719563101	19.496531691898227	0.043331780820799005	0.001258993282904	0.357418596418682	1.4576301819081833e-05	0.004149386397138	0.002491027621041	29.97064663525402	0.00916446927765	0.017697867847309	31.21369157796241	138.74580499835687	0.000371700733701	0.002788158578396	0.0028738751408590004	0.000447431358539	0.0013679254687390002	0.010172233222466001	0.000350798046664	0.002018423542364	0.180092559310519
75.0.	0.00015793491096600002	0.009206498056016001	0.315796039166151	0.0005537819436290001	0.006700697344111	3399.966441535607	302.1776077204832	1097.2891928316621	0.032451332591882	0.011907189372114001	0.025707074031618003	0.018157541892029002	0.24431446704200502	89.7046452965618	2.077835684415082e-06	4.616172483311276e-05	6.394251750239646e-05	8.892852410122048e-05	0.032732113273575	84448.90421315253	12.769782199125595	46.88589566008144	1.412749790112085	298.2620897377544	5.389982470571137e-07	0.002154963146416	2.497844497855334	1.801300380048982e-08	0.002166006910603	0.000415676598343	0	0.000459806544529	0.0006884042124710001	0.001126876847803	0.00014267187499700002	0.962385736596266	8.385836213868633e-05	0.000323110075661	0.0016212884713320001	0.684540244511017	0.001581450866914	8.895288693876437e-05	0.011244242003995	1.946880339026884e-06	0.000246866788358	8.144976121765175e-05	0.15309370831646102	9.79436683384016	0.0007891071075200001	0.146811572849632	0.004766943203549001	0.018495136311658	0.06572797030841901	19.137942823362263	0.080950712178666	0.002306621898036	0.654745479260329	5.1492853189412445e-05	0.0146561702011	0.004705587484318	29.943482522463384	0.017691335922177	0.034120554130139	31.214820283598566	138.74003485997034	0.000424850054747	0.005087762883389	0.00524478692995	0.000817602553411	0.0013423115941380002	0.009977953627504001	0.000680203914586	0.0038389264312470002	0.342463262092958
80.0.	0.000528195932449	0.030473944014354003	0.581302868153435	0.001016638799955	0.012297233577484001	3399.9367001772766	302.1159522033565	1096.9033938763657	0.061522542336062004	0.021483054890074002	0.046576989381324006	0.033322424552400004	0.244242358829921	89.66540618149253	3.053715096887851e-06	0.000139808785834	0.000193731635764	0.00015179621141600002	0.055875531716003006	84436.96048332713	12.706521069389808	46.64637699524249	1.411598038108578	297.97609695379094	6.650896523425009e-07	0.002414127176599	2.497585207733747	1.718610488843336e-08	0.0021451202311470003	0.00041947144855600005	0	0.00046416521916900006	0.000694939345236	0.001137635091641	0.00013798638849100002	0.9319399557286001	0.000151355841443	0.00030613458567500004	0.001593993424368	0.672887751858118	0.002879238286921	0.00016059215094300003	0.020293217021094	6.778505903476834e-06	0.0008592019714820001	7.841948270401643e-05	0.15302189055488402	9.788392332891542	0.0008215506837930001	0.15282379277556202	0.008464149249039	0.017283906419445	0.06352266219743001	18.491405175739114	0.14496941337554	0.0041225594615940005	1.169862557745518	0.000176698860888	0.050276805693757004	0.008625578449795	29.893193568410297	0.033568066164874004	0.064612786975053	31.21710218404131	138.730690918177	0.000476324840261	0.008868604284229	0.009144924415132	0.001428598543936	0.001293275588105	0.009612986819592	0.001297901836774	0.007108470448798001	0.633955598805935
85.0.	0.001612226818746	0.092166693518701	1.024252599673243	0.0017877275757520001	0.021614421216274	3399.882766407093	302.01000715375227	1096.2369796984592	0.114276667533974	0.037049837150301	0.080995000780452	0.06024985728648	0.24410690424168602	89.5934596494398	4.751404745580609e-06	0.000426268086218	0.000590660028766	0.000267325237682	0.098386400710069	84416.16393425809	12.595425510739913	46.22609098330711	1.4095643285632011	297.4724041514258	8.062954641792007e-07	0.0026693525954360003	2.497329841109099	1.756871273602141e-08	0.002123687682188	0.000423154907535	0	0.00046854084700100003	0.000701495576579	0.0011485088244980002	0.00013378829802	0.8819551620692461	0.00026532442808700003	0.00030350879753900003	0.0015457017953350001	0.6522854093957611	0.0050456999590590005	0.00027572521246600003	0.034823735022227	2.2132124604759742e-05	0.0028036083311850004	8.092527740189997e-05	0.15296703913255902	9.782478873580079	0.000853637398811	0.158753312909158	0.014394145382342	0.016530959437981	0.059723216618546	17.37814159484846	0.24649347684906503	0.007012371343679001	1.98891620462889	0.000570908571042	0.16235173784502002	0.015546976916136001	29.8023041958227	0.062334885943532	0.11981394131766102	31.2206985782997	138.71262818672676	0.000527119073329	0.015362463065827002	0.015851803684272	0.0024844242061400003	0.001334863168301	0.009930687293307	0.0024250548998230002	0.012849134537362	1.145575084796965
90.0.	0.004417137559468	0.24892206635795502	1.725238338594878	0.0030243535204060004	0.03654497131218	3399.783340260863	301.8164670857541	1095.0314017277653	0.21160085640842902	0.062617317917928	0.139043096019652	0.11461136732917801	0.243855265192662	89.4618678267934	7.765281030543516e-06	0.0012586504261380002	0.0017437535787840001	0.00047700251055900005	0.17548778382257002	84379.41641228818	12.406841232351786	45.51239458238545	1.406123465874072	296.61529899161303	9.634989523090738e-07	0.002958596693591	2.497040439807456	2.195954937098798e-08	0.002101626719601	0.000426681371116	0	0.000472981887633	0.0007081295448990001	0.00115973703367	0.00012985798457700002	0.7983395860624191	0.000476657783581	0.00035561018280900005	0.0014619357699890002	0.61656791048791	0.008724282892473	0.00044458929813100004	0.056109825966831006	6.615959370190588e-05	0.008373486460177	0.00010214167167700001	0.152928096610427	9.77573541402894	0.0008901280910880001	0.16547407758243002	0.024461617777984	0.018076285751578002	0.053441653742915006	15.538624174293039	0.403453648139511	0.011135905712830001	3.156124301250935	0.001688493395809	0.479763298841314	0.029359174269837002	29.634387544785984	0.11487527102377901	0.22137800992042703	31.225103650483476	138.67183176043895	0.000584664939066	0.029282649443652	0.030256607294919004	0.00476929799751	0.001684695407433	0.012553292378126002	0.004466452513942	0.023511966646257	2.09575280134293
95.0.	0.011081813250522	0.6043634261272991	2.832394818230082	0.0050468679904720004	0.060932637438430005	3399.5790655859637	301.3981295940744	1092.5168010599632	0.411903389536493	0.10805617513976401	0.24666831304632503	0.25490492865136	0.243373220106843	89.20896336710705	1.3179635709239041e-05	0.003547950119694	0.0049168286572960004	0.0008638529872950001	0.31757909829755604	84308.08961291269	12.085424915598617	44.29269934622486	1.4003833523755551	295.1517765900159	1.141400829733126e-06	0.0033775095858240003	2.496621349013346	3.519702432042679e-08	0.002078495123014	0.00042999106151600004	0	0.00047762269586100004	0.000715012006873	0.001171977466616	0.000125725048262	0.6452755118139101	0.000949623039966	0.000509810279127	0.001313413854885	0.553261850625966	0.015528083505879002	0.000675847424297	0.08520227331265501	0.000180619342363	0.022831886587345	0.000165369672576	0.152903910804904	9.765932419865656	0.0009430284582390001	0.175180996246869	0.04390798624138	0.02321446385666	0.043268628535846	12.561396084197987	0.647741008324464	0.016339181619226	4.625264325835428	0.0045274715613910005	1.28482767435409	0.064312566753096	29.285859256969154	0.22031251202708602	0.42951566425070103	31.22870766285832	138.57037636144756	0.000667711227087	0.06593595879168801	0.068305283670773	0.010908506883717	0.002729523133874	0.020360077172429002	0.008350133643863	0.046675362907567006	4.159227309499257
100.0.	0.026125224620883004	1.3127479365020651	4.637642622499838	0.008395634505418	0.101167452050474	3399.063147330509	300.3327840750358	1086.4364664236543	0.919358561776007	0.18122802732585702	0.43322923918230605	0.7137255588775651	0.24231255117268902	88.6547318404147	2.32024722891522e-05	0.009708842145311002	0.013477858365927001	0.0016407642459360001	0.602303282439564	84152.63766609617	11.536146711126326	42.19654639136921	1.391014631414025	292.6324695849624	1.3537230830861179e-06	0.004145124246701	2.495853522030216	6.965228111897652e-08	0.002053100519963	0.000432826408104	0	0.00048278056227200005	0.0007225469258690001	0.0011868945752440002	0.00012042763318100001	0.38554273349183604	0.0021024831629440003	0.000806500540102	0.0010420020887530002	0.43772168692851804	0.027896292515676	0.0009686801195770001	0.12184950683201701	0.00045856480415600005	0.057842357876131005	0.000330691973552	0.15290439024198402	9.747965355435849	0.001039928794788	0.19288006118699802	0.078772248710022	0.030267199114811003	0.027734662342769	8.023316337440143	0.9437039170119751	0.021435671079021	6.05286522099882	0.011042619985289001	3.126684764379367	0.17402991317098201	28.401169078738082	0.475368832335511	0.9494321757554601	31.22730980921848	138.30768590299397	0.0008192187300690001	0.16775877039783502	0.17478322503887803	0.028887426998960002	0.005472685442905001	0.040817852294845004	0.016651686517043	0.106032693655375	9.437372682009439
105.0.	0.053154378293924005	2.222232571844818	7.506104194492498	0.013283784984572	0.15934395515943	3397.4535977080227	297.41525489547166	1070.7330097103347	2.5083603888158272	0.24000845758142503	0.615777089005994	2.358160382831976	0.23940113526154902	87.21294539131094	4.3331454416385504e-05	0.025944143778582	0.036175033335671	0.003480454699999	1.273088124651359	83796.13050135727	10.729683303365713	39.076189354277695	1.378828711983943	288.83968014338393	1.638484259061973e-06	0.005921713502935	2.494076648012807	1.791978587031998e-07	0.0020218232617470002	0.00043402712631900004	0	0.000489404569364	0.000731877784266	0.0012092156377720002	0.00011183393841100001	0.14421445341258102	0.004014087838308001	0.001225081455733	0.0006027657278100001	0.251565310473489	0.040581942133583	0.001194827625712	0.14947066620049201	0.001075330639894	0.13499643249679702	0.0008602742598610001	0.15290268246278602	9.706530137844904	0.001263671444692	0.23355506792615402	0.097205422455787	0.031190316908014003	0.010240107170861	2.9386898421548233	0.8859151806132801	0.021735555938264	6.101441025182496	0.023719385187989002	6.682974595432647	0.522278507988125	25.778141989066757	1.2084883583811399	2.491091144564014	31.205404832200017	137.6213131256281	0.0011687034962120002	0.4379998247442	0.463007070429344	0.08364910193743201	0.014333485603755	0.106759226020083	0.036829868214690004	0.26793482865199103	23.75302031138331
110.0.	0.06904755705022	2.130714416839422	11.952511490361667	0.020279198525497002	0.240921631956819	3392.1693768299997	289.8879240467438	1032.347162187246	7.740484181957002	0.24957320928696802	0.7028099643210911	7.592783091203478	0.23119532207859103	83.40502794652419	8.954564936021685e-05	0.059008190863072005	0.083023970949435	0.008446363841919	3.061541769662688	82995.29471555023	9.840980119723916	35.495972376255544	1.371061916174955	284.47666461957283	2.134173127054093e-06	0.011858642416687002	2.488139223410188	6.900389154988492e-07	0.001968605193498	0.00043105994586300003	0	0.000501570145415	0.0007476693076090001	0.001254655291873	9.361590369563982e-05	0.047616826391942	0.00385648577363	0.0014804712289590001	0.00018002675582200003	0.07411456405967	0.029510798078433	0.000926070473696	0.11437564889571102	0.0021125271691180003	0.26236368870222804	0.003354344966122	0.152216170312261	9.570016147434696	0.00200355021235	0.367503402978242	0.043808628773558005	0.019123259040238	0.001405667050441	0.39736569240686903	0.30127033292425004	0.012288183590621001	3.405459162626634	0.040550924801168	11.303071451863184	1.242210722505411	18.899492472030282	3.151235830484894	6.707060974979447	31.125897205171807	135.95087396073404	0.00233445565663	1.004639398909458	1.100972741335264	0.23933013983884202	0.057100953056748005	0.42277417311693904	0.08771498674311701	0.6593791451813651	57.86754268051646
115.0.	0.04241220446098801	0.918391076486297	17.483022901752058	0.029292358492723002	0.341785044046229	3376.959042365495	275.44943545769763	962.6059576721984	22.83252759794351	0.237668603916519	0.7431647383430641	19.524569186779203	0.21441420631989203	75.99457675874696	0.00020325072481500002	0.087595961710228	0.125406882606487	0.020442693541205002	7.2776600613773095	81555.98965907587	9.010569077301726	31.936858733543506	1.374146604153994	280.18202721314543	3.586014239858491e-06	0.039620749535865	2.460375664449897	2.967890055438201e-06	0.0018137549639840002	0.00042891230837900006	0	0.000536481621565	0.000790650261273	0.001372906536858	5.074040364355458e-05	0.019166657740418	0.0012712467169140001	0.0009538889787140001	2.3211255417736842e-05	0.009355217044624001	0.007421120140883	0.00036946990268	0.044734276594952	0.0030963875834590002	0.37736013300464905	0.014668722000643002	0.14517478431890102	8.96504419952773	0.005340294230169001	0.9648227403261771	0.006182936036291001	0.0057699812472640005	7.648321204981334e-05	0.021179422531466003	0.032304044484361	0.0034515335139520004	0.9383966157565731	0.05240232203600301	14.338694658846823	1.428786429576835	8.302904864979316	6.27927127266479	13.989037432779098	30.97549548361038	132.94088456307912	0.007799849859449001	1.473851644558035	1.730407846066055	0.47889143522477806	0.271418524213145	1.971307664129049	0.20042693598372402	1.31969332725798	113.6578476231449
120.0.	0.020179307343459	0.38819096131679104	22.063418804573313	0.037412399442237	0.427544449896243	3347.021172300445	258.59461667812354	885.3672898909058	52.56083909216202	0.219984436347292	0.7677239433803971	31.278647987418104	0.194268858215978	67.46542962893605	0.00044901789124800006	0.089617350487787	0.131502621110815	0.040176950636964005	13.998429029266031	79913.91181266024	8.23695470705585	28.606314934024876	1.3821785864318041	276.14603234033353	9.541269689761216e-06	0.133689369693372	2.36630108903694	6.064924541610876e-06	0.001421125311741	0.000443876060471	0	0.000610336739013	0.000890882979777	0.0016050734479450001	1.3099266819555192e-05	0.012291620272312	0.000167456891934	0.00022288536121100003	1.9329770326934088e-06	0.0007625424362300001	0.0008905234579020001	0.000144861266366	0.017216463770039003	0.0036504049317550003	0.435643649965464	0.030723342888755	0.11910237230086601	7.199730185378924	0.015442113857049002	2.7300150848412	0.00045049509002300004	0.0008180697601660001	3.5150534599811037e-06	0.00095418489109	0.002136331447944	0.001237573693917	0.33054281345594	0.057886231892529005	15.515162472199949	0.5604264599744091	1.999734859938971	8.07968266739474	19.360156012691892	30.76971154624719	129.39364830318732	0.026660649442883003	1.372149229376625	1.7508208113208932	0.579647310500624	0.724332348270537	5.1264419575494244	0.39087894006830903	1.9733095278402881	166.33084169701706
125.0.	0.01318004046902	0.24904096715968702	25.92274292941123	0.044747910038654005	0.501858939911083	3307.543225426458	243.42100777546332	818.2415854588726	91.74782126502176	0.20171912665357503	0.787580297634448	36.81341892716561	0.17599609671336702	59.99445340889478	0.0008682808260130001	0.081931833710137	0.12335875515614202	0.06283316806724301	21.470207560059684	78443.1075153949	7.4999826816710105	25.56672740468581	1.3891330759765061	272.4259029869827	2.8408752841595304e-05	0.30928971069211103	2.19068188055505	6.282979404753909e-06	0.000904446877034	0.00046265968290800004	0	0.0006957969480450001	0.00101896841659	0.0018779094624400002	5.5268807345982096e-06	0.010700575711979	1.535064952084337e-05	2.9185941583131044e-05	1.5303470354942461e-07	5.9250180467584104e-05	8.490289595023507e-05	8.435795209365427e-05	0.009855656478752	0.003990758080748	0.46740975545087804	0.032813981062228	0.079698682681724	4.724147809639689	0.030182797179760003	5.228162256317308	2.9502096046339305e-05	7.879944046882236e-05	1.99190534726317e-07	5.3116622285540965e-05	0.000145381693711	0.000708013654186	0.18585703961593902	0.061293185895998005	16.124512237039337	0.117488582853392	0.353837795558056	8.089888236889804	21.438785384698765	30.53934013483177	126.05970948738008	0.06360665709756501	1.1695702219029651	1.6147267365610292	0.593984599127771	1.202231309789334	8.330937885365822	0.6444783706073051	2.464573425752777	203.79649681161098
130.0.	0.010268035143587	0.19121264194032703	29.379224984789133	0.051683414768002006	0.5701264011280051	3264.675751683917	230.19709936091374	761.3520822298727	134.2633080490408	0.184078898464643	0.805469416129554	38.5317885988989	0.15921246978029202	53.38796783765422	0.0014647373942800002	0.07405612958599801	0.11421836341428701	0.08522620837324	28.632858300710733	77165.61641278038	6.802521958773063	22.810883664993312	1.394507557567299	269.02478678055905	7.059315016437039e-05	0.5446010781069951	1.9553283287428442	4.4383200825356485e-06	0.00047609391964400003	0.00046240552963200003	0	0.0007597372887060001	0.0011233950366900001	0.002099811299235	3.525455844445198e-06	0.010451685405805001	1.294645855718848e-06	3.186643627667101e-06	1.25304766279897e-08	4.772471970147148e-06	7.696319072855084e-06	5.952773938279347e-05	0.0068454026268400005	0.004255661179410001	0.49027991769948803	0.023987697958965003	0.044176340022384006	2.57344330574878	0.043536675523961	7.409859506201728	2.019183545203177e-06	6.97613021677721e-06	1.3257981691463469e-08	3.47932683326041e-06	1.069512450634274e-05	0.0004929001584990001	0.127351637406629	0.063976223005328	16.555572688142455	0.019673763299146	0.056485971314076004	7.544533547557391	22.3793067178294	30.306544747962405	123.06104005368648	0.11743838430999401	0.9990113582969921	1.482332090910671	0.580027277115961	1.640423415333578	11.168569440162216	0.9420371453479641	2.8198357026049763	229.30556649474312
135.0.	0.00856591987563	0.158551907104223	32.50519620220515	0.058257993355325007	0.633312418969446	3221.5639924711063	218.62232173728097	712.776574028097	176.97838967128897	0.167346214896259	0.8219504401109441	38.38928068872713	0.143475613721953	47.41520906431705	0.0022269802028780004	0.067116813131418	0.105837703492673	0.10647199125541001	35.24332752384634	76051.88835459332	6.148637782290005	20.320131561304017	1.398652385369868	265.9290335854445	0.00014367962051500002	0.8114249817383311	1.688431338641156	2.422223614722949e-06	0.00021226234566	0.000438249797239	0	0.00079000181318	0.001178814936599	0.002231780590947	2.7886722416815736e-06	0.010703344992799001	1.092021922102555e-07	3.3085247458507366e-07	1.076582909926165e-09	4.0415131199624486e-07	7.003981974565318e-07	4.5743121658163245e-05	0.005185894847381	0.004481000872048	0.50876537897843	0.013589474686413002	0.020762645686767	1.191016070955389	0.052598144664761	8.817036452678888	1.466253371340446e-07	6.189092859935543e-07	9.81930232521975e-10	2.540429578647288e-07	8.380821287578365e-07	0.000376710185876	0.095954573648868	0.06626730948474001	16.900520775438547	0.0030898301431520002	0.008900774507785	6.915896060235109	23.07211333511397	30.07686903558132	120.36569118485333	0.186126490385044	0.860744106554106	1.364230251154497	0.553352507787448	2.03747757204832	13.661261713723809	1.269264387026994	3.076001359981635	246.48168323379954
140.0.	0.007400431841522	0.136638996326979	35.33282851803784	0.06446117813459301	0.691689986219671	3179.720471152559	208.42881279762204	670.9399923143257	218.39248793402032	0.151618563803518	0.837155005661513	37.273842718540266	0.12875940562225802	42.00408436435293	0.0031405657816730003	0.061038746387871004	0.09824141089042401	0.126359028620045	41.28032274015128	75075.02853281483	5.540526486321994	18.074835839313934	1.4018954639639292	263.1212365898292	0.000250011415603	1.084717242858876	1.415032745725522	1.084734576320955e-06	8.179347740033035e-05	0.00039846097467400004	0	0.0007923171041750001	0.001189752656258	0.002284093994632	2.485642678617873e-06	0.011226430534972002	9.46601389776288e-09	3.427767082055068e-08	9.740074974657483e-11	3.609885118570644e-08	6.541086346377895e-08	3.6921170964360976e-05	0.004132779131934001	0.00467958319368	0.524469982032803	0.006334402223499001	0.008442700272323	0.47770610678193903	0.057701008804819	9.544818267560078	1.1272750302239022e-08	5.637402904434508e-08	7.88762917431036e-11	2.014896003062493e-08	6.943290474304832e-08	0.000303356103775	0.076290767809245	0.06829043919928701	17.19246610612031	0.00048745719319500004	0.0014468902529540001	6.297655277218917	23.700410375334936	29.85255074605628	117.93362239726201	0.26784962778208105	0.7472584186304191	1.258228204655728	0.52052355384667	2.398561310521299	15.867082093212716	1.616050719865212	3.2598967346610213	257.83187362624966
145.0.	0.006529170733470001	0.12027911301033001	37.88592262227495	0.070279920605353	0.7454259719853621	3139.9001967208465	199.40704278624403	634.6466885331831	257.7592920076269	0.13693736227470302	0.8511222166453871	35.62703652269368	0.11510411946476401	37.11763327712768	0.0041909717902840005	0.05567523708427	0.09131680521466601	0.14482618680255602	46.76361774587611	74213.69300558559	4.978844028473214	16.055781810642678	1.404487173118597	260.5827819208623	0.000387373453867	1.34537678976379	1.154235836782344	4.131333134349207e-07	2.769591546276971e-05	0.00035240860357300003	0	0.000776843497687	0.001171045781293	0.002281873646226	2.345968574534409e-06	0.011940421079913001	8.520890145005888e-10	3.6201550592537284e-09	9.28335711333798e-12	3.4015977534481893e-09	6.3331790260713634e-09	3.0779677634880233e-05	0.0034062525217770003	0.00485780250213	0.5381839380497451	0.002517209533091	0.0030196144589490002	0.168775042108909	0.060310743513002	9.860379736354602	9.13941959436205e-10	5.3155941032956405e-09	6.7773139500045166e-12	1.711719842282673e-09	6.0560385994082065e-09	0.000252307295887	0.062731549568989	0.07010634886299001	17.446883315850172	8.00066361811931e-05	0.000248686441416	5.707283248036184	24.292388058886218	29.634954052203803	115.73113426520793	0.361078903222171	0.6527330335321551	1.161930366134879	0.48508395174046204	2.728981642845077	17.838198863930206	1.975241396522567	3.390557115018687	265.06818505372894
