time	Ln_	NR	NRLc	NRLn	NRc	RE	REL
20.0.4.0	0.004952210638033	354.6931901829409	0.017705698041509	1.7564989566499492	3.5467930303257518	1.342295870635916	2.357704129364072
20.0.7.0	0.004955948331713001	354.6912523550061	0.017707866389399002	1.757816372689391	3.5467845130739732	1.341653590293841	2.358346409706147
21.0.	0.0049593947003200006	354.689466107143	0.017709865741431	1.7590310959071092	3.546776665143405	1.341061920544601	2.3589380794553882
21.0.3.0	0.0049625722983790005	354.687819621961	0.017711709179733002	1.760151078361023	3.54676943388648	1.34051685977466	2.359483140225329
21.0.599999999999998.0	0.004965501957259	354.68630199741085	0.017713408787212	1.761183664343104	3.546762770804158	1.340014724793269	2.35998527520672
21.0.9.0	0.004968202913312	354.68490317678675	0.017714975721824	1.762135635611878	3.546756631217945	1.339552125193532	2.360447874806458
22.0.2.0	0.004970692927034	354.6836138839444	0.017716420285635002	1.7630132534460121	3.546750973967988	1.339125939822024	2.360874060177966
22.0.5.0	0.004972988393768	354.6824255633674	0.017717751989001003	1.763822297712848	3.54674576113519	1.338733295177208	2.361266704822783
22.0.8.0	0.0049751044465020005	354.6813303247361	0.017718979610156	1.7645681031388492	3.546740957785348	1.338371545573078	2.361628454426912
23.0.099999999999998.0	0.0049770550512440006	354.6803208916765	0.017720111250510002	1.7652555929613092	3.546736531733631	1.338038254919138	2.361961745080852
23.0.4.0	0.004978853095475	354.6793905543875	0.017721154385931002	1.765889310132648	3.546732453327701	1.337731179980986	2.362268820019004
23.0.7.0	0.004980510470133001	354.6785331258625	0.017722115914280002	1.766473446240227	3.546728695248027	1.337448254997787	2.362551745002203
24.0.	0.004982038145557001	354.6777429014417	0.017723002199452	1.7670118682962812	3.546725232323998	1.337187577543717	2.362812422456274
24.0.3.0	0.004983446241826	354.6770146214525	0.017723819112160002	1.767508143544048	3.546722041364588	1.336947395530282	2.363052604469711
24.0.599999999999998.0	0.004984744093853	354.6763434367043	0.017724572067685	1.7679655624179462	3.546719101002417	1.336726095255309	2.363273904744685
24.0.9.0	0.004985940311627001	354.67572487662903	0.017725266060813	1.7683871597874452	3.546716391550115	1.336522190412523	2.363477809587471
25.0.2.0	0.0049870428359330005	354.6751548198678	0.017725905698147002	1.768775734606446	3.546713894868057	1.336334311982926	2.363665688017068
25.0.5.0	0.004988058989877001	354.67462946711885	0.017726495227989	1.769133868082318	3.546711594242516	1.336161198935912	2.363838801064083
25.0.8.0	0.004988995526514	354.67414531607926	0.01772703856797	1.769463940471459	3.546709474273448	1.3360016896741231	2.3639983103258713
26.0.099999999999998.0	0.004989858672875	354.67369913831817	0.017727539330577	1.769768146601249	3.54670752077112	1.335854714161601	2.364145285838393
26.0.4.0	0.004990654170642	354.67328795793884	0.01772800084675	1.770048510211625	3.546705720660893	1.335719286679832	2.364280713320163
26.0.7.0	0.004991387313719	354.67290903189047	0.017728426187673	1.7703068972032021	3.546704061895508	1.3355944991609041	2.36440550083909
27.0.	0.0049920629829410005	354.6725598318048	0.017728818184907	1.770545027872903	3.546702533374286	1.335479515051213	2.364520484948782
27.0.3.0	0.004992685678123001	354.6722380272422	0.017729179448978002	1.770764488212436	3.546701124868696	1.335373563662972	2.364626436337023
27.0.599999999999998.0	0.0049932595476460005	354.6719414702372	0.017729512386541	1.770966740339668	3.546699826953777	1.335275934974326	2.3647240650256682
27.0.9.0	0.004993788415773	354.6716681810447	0.017729819216222003	1.771153132127977	3.546698630944967	1.335185974842078	2.364814025157917
28.0.2.0	0.004994275807862001	354.67141633499494	0.017730101983247003	1.771324906094001	3.546697528839903	1.33510308059396	2.364896919406034
28.0.5.0	0.00499472497363	354.6711842503706	0.017730362572936	1.771483207599845	3.5466965132648003	1.3350266969701101	2.364973303029884
28.0.799999999999997.0	0.004995138908631	354.6709703772283	0.017730602723157	1.771629092421723	3.546695577425047	1.3349563123858461	2.365043687614148
29.0.099999999999998.0	0.0049955203740570005	354.6707732870914	0.017730824035821	1.771763533733232	3.5466947150597	1.334891455490114	2.365108544509879
29.0.4.0	0.004995871915023001	354.6705916634453	0.017731027987485	1.771887428547863	3.546693920399541	1.334831691996064	2.365168308003928
29.0.7.0	0.004996195877423001	354.67042429297516	0.017731215939128003	1.772001603662102	3.546693188128445	1.334776621762078	2.365223378237913
30.0.	0.004996494423482	354.6702700574872	0.017731389145176	1.7721068211373332	3.54669251334778	1.3347258761033651	2.365274123896626
