name	year	n_species	n_reactions	long_id	short_id	sbml_path	sedml_path	regrouped_path	start_time	end_time	n_timepoints	sedml_task	ref_trajectory_path	amici_path	amici_import	id	copasi_path	accepted	amici_min_error	amici_path_final	copasi_min_error	copasi_path_final
levchenko	2000	31	54	('levchenko', '2000', 31, 54)	levchenko2000a	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levchenko2000_fig2-user/sbml_models/model1_levchenko2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levchenko2000_fig2-user/levchenko2000_fig2-user.sedml	regrouped/levchenko2000a/levchenko2000_fig2_user__model1_levchenko2.sbml	0	500.0	101	1.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/levchenko2000_fig2-user/model1_levchenko2/JWS_simulation.csv	amici/models/levchenko2000a/levchenko2000_fig2_user__model1_levchenko2	OK	{levchenko2000a}_{levchenko2000_fig2_user__model1_levchenko2.sbml}	copasi/models/levchenko2000a/levchenko2000_fig2_user__model1_levchenko2.cps	False	0.1833788		0.1833788	
levchenko	2000	31	54	('levchenko', '2000', 31, 54)	levchenko2000a	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levchenko2000_fig2-user/sbml_models/model2_levchenko2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levchenko2000_fig2-user/levchenko2000_fig2-user.sedml	regrouped/levchenko2000a/levchenko2000_fig2_user__model2_levchenko2.sbml	0	500.0	101	2.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/levchenko2000_fig2-user/model2_levchenko2/JWS_simulation.csv	amici/models/levchenko2000a/levchenko2000_fig2_user__model2_levchenko2	OK	{levchenko2000a}_{levchenko2000_fig2_user__model2_levchenko2.sbml}	copasi/models/levchenko2000a/levchenko2000_fig2_user__model2_levchenko2.cps	False	0.10326824987776		0.103268249878	
levchenko	2000	31	54	('levchenko', '2000', 31, 54)	levchenko2000a	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levchenko2000_fig2-user/sbml_models/model3_levchenko2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levchenko2000_fig2-user/levchenko2000_fig2-user.sedml	regrouped/levchenko2000a/levchenko2000_fig2_user__model3_levchenko2.sbml	0	500.0	101	3.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/levchenko2000_fig2-user/model3_levchenko2/JWS_simulation.csv	amici/models/levchenko2000a/levchenko2000_fig2_user__model3_levchenko2	OK	{levchenko2000a}_{levchenko2000_fig2_user__model3_levchenko2.sbml}	copasi/models/levchenko2000a/levchenko2000_fig2_user__model3_levchenko2.cps	False	0.05249546165039		0.052495461650400005	
levchenko	2000	31	54	('levchenko', '2000', 31, 54)	levchenko2000a	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levchenko2000_fig2-user/sbml_models/model4_levchenko2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levchenko2000_fig2-user/levchenko2000_fig2-user.sedml	regrouped/levchenko2000a/levchenko2000_fig2_user__model4_levchenko2.sbml	0	500.0	101	4.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/levchenko2000_fig2-user/model4_levchenko2/JWS_simulation.csv	amici/models/levchenko2000a/levchenko2000_fig2_user__model4_levchenko2	OK	{levchenko2000a}_{levchenko2000_fig2_user__model4_levchenko2.sbml}	copasi/models/levchenko2000a/levchenko2000_fig2_user__model4_levchenko2.cps	False	0.01		0.01	
levchenko	2000	31	54	('levchenko', '2000', 31, 54)	levchenko2000a	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levchenko2000_fig2-user/sbml_models/model5_levchenko2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levchenko2000_fig2-user/levchenko2000_fig2-user.sedml	regrouped/levchenko2000a/levchenko2000_fig2_user__model5_levchenko2.sbml	0	500.0	101	6.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/levchenko2000_fig2-user/model5_levchenko2/JWS_simulation.csv	amici/models/levchenko2000a/levchenko2000_fig2_user__model5_levchenko2	OK	{levchenko2000a}_{levchenko2000_fig2_user__model5_levchenko2.sbml}	copasi/models/levchenko2000a/levchenko2000_fig2_user__model5_levchenko2.cps	True	8.006781367867027e-10	amici/models_final/levchenko2000a/levchenko2000_fig2_user__model5_levchenko2	8.267281868777097e-10	copasi/models_final/levchenko2000a/levchenko2000_fig2_user__model5_levchenko2.cps
levchenko	2000	22	30	('levchenko', '2000', 22, 30)	levchenko2000b	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levchenko2000_fig2-user/sbml_models/model6_levchenko1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levchenko2000_fig2-user/levchenko2000_fig2-user.sedml	regrouped/levchenko2000b/levchenko2000_fig2_user__model6_levchenko1.sbml	0	500.0	101	5.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/levchenko2000_fig2-user/model6_levchenko1/JWS_simulation.csv	amici/models/levchenko2000b/levchenko2000_fig2_user__model6_levchenko1	OK	{levchenko2000b}_{levchenko2000_fig2_user__model6_levchenko1.sbml}	copasi/models/levchenko2000b/levchenko2000_fig2_user__model6_levchenko1.cps	True	6.22317901248465e-10	amici/models_final/levchenko2000b/levchenko2000_fig2_user__model6_levchenko1	7.696949240657121e-10	copasi/models_final/levchenko2000b/levchenko2000_fig2_user__model6_levchenko1.cps
levering	2012	15	11	('levering', '2012', 15, 11)	levering2012	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levering2012_fig2-user/sbml_models/model0_levering1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levering2012_fig2-user/levering2012_fig2-user.sedml	regrouped/levering2012/levering2012_fig2_user__model0_levering1.sbml	0	1500.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/levering2012_fig2-user/model0_levering1/JWS_simulation.csv		SBML Document failed to load (see error messages above)	{levering2012}_{levering2012_fig2_user__model0_levering1.sbml}		False	inf		inf	
levering	2012	15	11	('levering', '2012', 15, 11)	levering2012	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levering2012_fig2-user/sbml_models/model1_levering1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levering2012_fig2-user/levering2012_fig2-user.sedml	regrouped/levering2012/levering2012_fig2_user__model1_levering1.sbml	0	1500.0	101	1.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/levering2012_fig2-user/model1_levering1/JWS_simulation.csv		SBML Document failed to load (see error messages above)	{levering2012}_{levering2012_fig2_user__model1_levering1.sbml}		False	inf		inf	
levering	2012	25	21	('levering', '2012', 25, 21)	levering2012a	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levering2012_fig5-user/sbml_models/model0_levering2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levering2012_fig5-user/levering2012_fig5-user.sedml	regrouped/levering2012a/levering2012_fig5_user__model0_levering2.sbml	0	1500.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/levering2012_fig5-user/model0_levering2/JWS_simulation.csv	amici/models/levering2012a/levering2012_fig5_user__model0_levering2	OK	{levering2012a}_{levering2012_fig5_user__model0_levering2.sbml}	copasi/models/levering2012a/levering2012_fig5_user__model0_levering2.cps	True	4.7882599482932854e-09	amici/models_final/levering2012a/levering2012_fig5_user__model0_levering2	1.2051947465439184e-08	copasi/models_final/levering2012a/levering2012_fig5_user__model0_levering2.cps
levering	2012	25	21	('levering', '2012', 25, 21)	levering2012a	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levering2012_fig5-user/sbml_models/model1_levering2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levering2012_fig5-user/levering2012_fig5-user.sedml	regrouped/levering2012a/levering2012_fig5_user__model1_levering2.sbml	0	1500.0	101	1.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/levering2012_fig5-user/model1_levering2/JWS_simulation.csv	amici/models/levering2012a/levering2012_fig5_user__model1_levering2	OK	{levering2012a}_{levering2012_fig5_user__model1_levering2.sbml}	copasi/models/levering2012a/levering2012_fig5_user__model1_levering2.cps	False	4.492390131196473		4.496863668537969	
levering	2012	25	21	('levering', '2012', 25, 21)	levering2012a	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levering2012_fig5-user/sbml_models/model2_levering2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levering2012_fig5-user/levering2012_fig5-user.sedml	regrouped/levering2012a/levering2012_fig5_user__model2_levering2.sbml	0	1500.0	101	2.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/levering2012_fig5-user/model2_levering2/JWS_simulation.csv	amici/models/levering2012a/levering2012_fig5_user__model2_levering2	OK	{levering2012a}_{levering2012_fig5_user__model2_levering2.sbml}	copasi/models/levering2012a/levering2012_fig5_user__model2_levering2.cps	False	0.7965933828135542		0.7966229920264516	
levering	2012	25	21	('levering', '2012', 25, 21)	levering2012a	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levering2012_fig5-user/sbml_models/model3_levering2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/levering2012_fig5-user/levering2012_fig5-user.sedml	regrouped/levering2012a/levering2012_fig5_user__model3_levering2.sbml	0	1500.0	101	3.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/levering2012_fig5-user/model3_levering2/JWS_simulation.csv	amici/models/levering2012a/levering2012_fig5_user__model3_levering2	OK	{levering2012a}_{levering2012_fig5_user__model3_levering2.sbml}	copasi/models/levering2012a/levering2012_fig5_user__model3_levering2.cps	True	3.1880441871377945e-09	amici/models_final/levering2012a/levering2012_fig5_user__model3_levering2	7.619808218983749e-09	copasi/models_final/levering2012a/levering2012_fig5_user__model3_levering2.cps
li	2014	3	11	('li', '2014', 3, 11)	li2014	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/li2014_fig3-user/sbml_models/model0_li1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/li2014_fig3-user/li2014_fig3-user.sedml	regrouped/li2014/li2014_fig3_user__model0_li1.sbml	0	1000.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/li2014_fig3-user/model0_li1/JWS_simulation.csv	amici/models/li2014/li2014_fig3_user__model0_li1	OK	{li2014}_{li2014_fig3_user__model0_li1.sbml}	copasi/models/li2014/li2014_fig3_user__model0_li1.cps	True	3.3187316886572106e-07	amici/models_final/li2014/li2014_fig3_user__model0_li1	9.0484577008267e-06	copasi/models_final/li2014/li2014_fig3_user__model0_li1.cps
liu	2011	42	45	('liu', '2011', 42, 45)	liu2011	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/liu2011_fig5a-user/sbml_models/model0_liu2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/liu2011_fig5a-user/liu2011_fig5a-user.sedml	regrouped/liu2011/liu2011_fig5a_user__model0_liu2.sbml	0	20000.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/liu2011_fig5a-user/model0_liu2/JWS_simulation.csv	amici/models/liu2011/liu2011_fig5a_user__model0_liu2	OK	{liu2011}_{liu2011_fig5a_user__model0_liu2.sbml}	copasi/models/liu2011/liu2011_fig5a_user__model0_liu2.cps	True	3.1178768972531853e-09	amici/models_final/liu2011/liu2011_fig5a_user__model0_liu2	2.8983760248320596e-09	copasi/models_final/liu2011/liu2011_fig5a_user__model0_liu2.cps
liu	2011	42	45	('liu', '2011', 42, 45)	liu2011	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/liu2011_fig5a-user/sbml_models/model1_liu2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/liu2011_fig5a-user/liu2011_fig5a-user.sedml	regrouped/liu2011/liu2011_fig5a_user__model1_liu2.sbml	0	20000.0	101	2.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/liu2011_fig5a-user/model1_liu2/JWS_simulation.csv	amici/models/liu2011/liu2011_fig5a_user__model1_liu2	OK	{liu2011}_{liu2011_fig5a_user__model1_liu2.sbml}	copasi/models/liu2011/liu2011_fig5a_user__model1_liu2.cps	False	8.975153476110469		38.57774117565396	
liu	2011	42	45	('liu', '2011', 42, 45)	liu2011	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/liu2011_fig5a-user/sbml_models/model2_liu2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/liu2011_fig5a-user/liu2011_fig5a-user.sedml	regrouped/liu2011/liu2011_fig5a_user__model2_liu2.sbml	0	20000.0	101	1.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/liu2011_fig5a-user/model2_liu2/JWS_simulation.csv	amici/models/liu2011/liu2011_fig5a_user__model2_liu2	OK	{liu2011}_{liu2011_fig5a_user__model2_liu2.sbml}	copasi/models/liu2011/liu2011_fig5a_user__model2_liu2.cps	False	570.8521262556176		571.6777563531678	
locke	2005	13	32	('locke', '2005', 13, 32)	locke2005	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/locke2005_fig5aandb-user/sbml_models/model0_locke1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/locke2005_fig5aandb-user/locke2005_fig5aandb-user.sedml	regrouped/locke2005/locke2005_fig5aandb_user__model0_locke1.sbml	0	48.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/locke2005_fig5aandb-user/model0_locke1/JWS_simulation.csv		"Encountered unsupported expression ""ceil"" of type ""<class 'sympy.core.function.UndefinedFunction'>"" as part of a KineticLaw: ""ceil(sin(0.001 + pi*time/dayLength)/2)""!"	{locke2005}_{locke2005_fig5aandb_user__model0_locke1.sbml}		False	inf		inf	
lou	2009	6	12	('lou', '2009', 6, 12)	lou2009	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/lou2009_fig2-user/sbml_models/lou1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/lou2009_fig2-user/lou2009_fig2-user.sedml	regrouped/lou2009/lou2009_fig2_user__lou1.sbml	0	10.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/lou2009_fig2-user/lou1/JWS_simulation.csv	amici/models/lou2009/lou2009_fig2_user__lou1	OK	{lou2009}_{lou2009_fig2_user__lou1.sbml}	copasi/models/lou2009/lou2009_fig2_user__lou1.cps	True	1.4142186216277254e-10	amici/models_final/lou2009/lou2009_fig2_user__lou1	2.6254091440676467e-10	copasi/models_final/lou2009/lou2009_fig2_user__lou1.cps
ma	2002	7	14	('ma', '2002', 7, 14)	ma2002	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/ma2002_fig2-user/sbml_models/model0_ma.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/ma2002_fig2-user/ma2002_fig2-user.sedml	regrouped/ma2002/ma2002_fig2_user__model0_ma.sbml	0	30.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/ma2002_fig2-user/model0_ma/JWS_simulation.csv	amici/models/ma2002/ma2002_fig2_user__model0_ma	OK	{ma2002}_{ma2002_fig2_user__model0_ma.sbml}	copasi/models/ma2002/ma2002_fig2_user__model0_ma.cps	True	5.380801033585549e-09	amici/models_final/ma2002/ma2002_fig2_user__model0_ma	7.132655082552479e-09	copasi/models_final/ma2002/ma2002_fig2_user__model0_ma.cps
maeda	2006	105	110	('maeda', '2006', 105, 110)	maeda2006	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/maeda2006_fig2-user/sbml_models/model0_maeda1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/maeda2006_fig2-user/maeda2006_fig2-user.sedml	regrouped/maeda2006/maeda2006_fig2_user__model0_maeda1.sbml	0	1000.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/maeda2006_fig2-user/model0_maeda1/JWS_simulation.csv		SBML Document failed to load (see error messages above)	{maeda2006}_{maeda2006_fig2_user__model0_maeda1.sbml}		False	inf		inf	
marhl	2000	5	7	('marhl', '2000', 5, 7)	marhl2000	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/marhl2000_fig2-user/sbml_models/model0_marhl.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/marhl2000_fig2-user/marhl2000_fig2-user.sedml	regrouped/marhl2000/marhl2000_fig2_user__model0_marhl.sbml	0	50.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/marhl2000_fig2-user/model0_marhl/JWS_simulation.csv	amici/models/marhl2000/marhl2000_fig2_user__model0_marhl	OK	{marhl2000}_{marhl2000_fig2_user__model0_marhl.sbml}	copasi/models/marhl2000/marhl2000_fig2_user__model0_marhl.cps	True	3.92733783534116e-07	amici/models_final/marhl2000/marhl2000_fig2_user__model0_marhl	1.879368230610672e-06	copasi/models_final/marhl2000/marhl2000_fig2_user__model0_marhl.cps
martins	2003	14	16	('martins', '2003', 14, 16)	martins2003	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2003_fig6-user/sbml_models/model0_martins1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2003_fig6-user/martins2003_fig6-user.sedml	regrouped/martins2003/martins2003_fig6_user__model0_martins1.sbml	0	200.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/martins2003_fig6-user/model0_martins1/JWS_simulation.csv	amici/models/martins2003/martins2003_fig6_user__model0_martins1	OK	{martins2003}_{martins2003_fig6_user__model0_martins1.sbml}	copasi/models/martins2003/martins2003_fig6_user__model0_martins1.cps	True	6.058815387108164e-10	amici/models_final/martins2003/martins2003_fig6_user__model0_martins1	9.607653607556127e-10	copasi/models_final/martins2003/martins2003_fig6_user__model0_martins1.cps
martins	2016	5	9	('martins', '2016', 5, 9)	martins2016	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2016_fig4b/sbml_models/model0_sigcpsba.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2016_fig4b/martins2016_fig4b.sedml	regrouped/martins2016/martins2016_fig4b__model0_sigcpsba.sbml	0	120.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/martins2016_fig4b/model0_sigcpsba/JWS_simulation.csv		Species assignment rules are currently not supported!	{martins2016}_{martins2016_fig4b__model0_sigcpsba.sbml}		False	inf		inf	
martins	2016	5	9	('martins', '2016', 5, 9)	martins2016	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2016_fig6/sbml_models/model0_sigcpsba.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2016_fig6/martins2016_fig6.sedml	regrouped/martins2016/martins2016_fig6__model0_sigcpsba.sbml	0	120.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/martins2016_fig6/model0_sigcpsba/JWS_simulation.csv		Species assignment rules are currently not supported!	{martins2016}_{martins2016_fig6__model0_sigcpsba.sbml}		False	inf		inf	
martins	2016	5	9	('martins', '2016', 5, 9)	martins2016	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2016_fig6/sbml_models/model1_sigcpsba.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2016_fig6/martins2016_fig6.sedml	regrouped/martins2016/martins2016_fig6__model1_sigcpsba.sbml	0	120.0	101	1.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/martins2016_fig6/model1_sigcpsba/JWS_simulation.csv		Species assignment rules are currently not supported!	{martins2016}_{martins2016_fig6__model1_sigcpsba.sbml}		False	inf		inf	
martins	2016	5	9	('martins', '2016', 5, 9)	martins2016	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2016_fig6/sbml_models/model2_sigcpsba.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2016_fig6/martins2016_fig6.sedml	regrouped/martins2016/martins2016_fig6__model2_sigcpsba.sbml	0	120.0	101	2.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/martins2016_fig6/model2_sigcpsba/JWS_simulation.csv		Species assignment rules are currently not supported!	{martins2016}_{martins2016_fig6__model2_sigcpsba.sbml}		False	inf		inf	
martins	2016	5	9	('martins', '2016', 5, 9)	martins2016	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2016_fig6/sbml_models/model3_sigcpsba.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2016_fig6/martins2016_fig6.sedml	regrouped/martins2016/martins2016_fig6__model3_sigcpsba.sbml	0	120.0	101	3.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/martins2016_fig6/model3_sigcpsba/JWS_simulation.csv		Species assignment rules are currently not supported!	{martins2016}_{martins2016_fig6__model3_sigcpsba.sbml}		False	inf		inf	
martins	2016	5	9	('martins', '2016', 5, 9)	martins2016	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2016_figev3a/sbml_models/model0sigcpsba.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2016_figev3a/martins2016_figev3a.sedml	regrouped/martins2016/martins2016_figev3a__model0sigcpsba.sbml	0	120.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/martins2016_figev3a/model0sigcpsba/JWS_simulation.csv		Species assignment rules are currently not supported!	{martins2016}_{martins2016_figev3a__model0sigcpsba.sbml}		False	inf		inf	
martins	2016	5	9	('martins', '2016', 5, 9)	martins2016	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2016_figev3a/sbml_models/model1sigcpsba.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/martins2016_figev3a/martins2016_figev3a.sedml	regrouped/martins2016/martins2016_figev3a__model1sigcpsba.sbml	0	120.0	101	1.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/martins2016_figev3a/model1sigcpsba/JWS_simulation.csv		Species assignment rules are currently not supported!	{martins2016}_{martins2016_figev3a__model1sigcpsba.sbml}		False	inf		inf	
marwan	2003	12	12	('marwan', '2003', 12, 12)	marwan2003	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/marwan2003_fig5b-user/sbml_models/model0_BIOMD0000000037.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/marwan2003_fig5b-user/marwan2003_fig5b-user.sedml	regrouped/marwan2003/marwan2003_fig5b_user__model0_BIOMD0000000037.sbml	0	25.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/marwan2003_fig5b-user/model0_BIOMD0000000037/JWS_simulation.csv	amici/models/marwan2003/marwan2003_fig5b_user__model0_BIOMD0000000037	OK	{marwan2003}_{marwan2003_fig5b_user__model0_BIOMD0000000037.sbml}	copasi/models/marwan2003/marwan2003_fig5b_user__model0_BIOMD0000000037.cps	True	4.203100170008244e-09	amici/models_final/marwan2003/marwan2003_fig5b_user__model0_BIOMD0000000037	8.729342833619447e-09	copasi/models_final/marwan2003/marwan2003_fig5b_user__model0_BIOMD0000000037.cps
mayya	2005	9	7	('mayya', '2005', 9, 7)	mayya2005	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/mayya2005_fig2-user/sbml_models/model0_mayya1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/mayya2005_fig2-user/mayya2005_fig2-user.sedml	regrouped/mayya2005/mayya2005_fig2_user__model0_mayya1.sbml	0	5000.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/mayya2005_fig2-user/model0_mayya1/JWS_simulation.csv		"Sympify of expression 'could not parse 'piecewise(0.01 * sin(0.001571 * (-500 + t)), (t > 500) && (t < 2502.54614894971), 0)'' failed, because of exception being raised:
SyntaxError: invalid syntax (<string>, line 1)"	{mayya2005}_{mayya2005_fig2_user__model0_mayya1.sbml}		False	inf		inf	
