name	year	n_species	n_reactions	long_id	short_id	sbml_path	sedml_path	regrouped_path	start_time	end_time	n_timepoints	sedml_task	ref_trajectory_path	amici_path	amici_import	id	copasi_path	accepted	amici_min_error	amici_path_final	copasi_min_error	copasi_path_final
bungay	2003	74	66	('bungay', '2003', 74, 66)	bungay2003	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/bungay2003_fig4-user/sbml_models/model3_bungay3.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/bungay2003_fig4-user/bungay2003_fig4-user.sedml	regrouped/bungay2003/bungay2003_fig4_user__model3_bungay3.sbml	0	500.0	101	5.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/bungay2003_fig4-user/model3_bungay3/JWS_simulation.csv	amici/models/bungay2003/bungay2003_fig4_user__model3_bungay3	OK	{bungay2003}_{bungay2003_fig4_user__model3_bungay3.sbml}	copasi/models/bungay2003/bungay2003_fig4_user__model3_bungay3.cps	False	33.309558540161746		33.41322505199501	
bungay	2003	74	66	('bungay', '2003', 74, 66)	bungay2003	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/bungay2003_fig4-user/sbml_models/model4_bungay3.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/bungay2003_fig4-user/bungay2003_fig4-user.sedml	regrouped/bungay2003/bungay2003_fig4_user__model4_bungay3.sbml	0	500.0	101	2.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/bungay2003_fig4-user/model4_bungay3/JWS_simulation.csv	amici/models/bungay2003/bungay2003_fig4_user__model4_bungay3	OK	{bungay2003}_{bungay2003_fig4_user__model4_bungay3.sbml}	copasi/models/bungay2003/bungay2003_fig4_user__model4_bungay3.cps	False	62.0054954110043		62.061983384344686	
bungay	2003	74	66	('bungay', '2003', 74, 66)	bungay2003	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/bungay2003_fig4-user/sbml_models/model5_bungay3.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/bungay2003_fig4-user/bungay2003_fig4-user.sedml	regrouped/bungay2003/bungay2003_fig4_user__model5_bungay3.sbml	0	500.0	101	6.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/bungay2003_fig4-user/model5_bungay3/JWS_simulation.csv	amici/models/bungay2003/bungay2003_fig4_user__model5_bungay3	OK	{bungay2003}_{bungay2003_fig4_user__model5_bungay3.sbml}	copasi/models/bungay2003/bungay2003_fig4_user__model5_bungay3.cps	False	84.89659103214719		84.96836824889607	
bungay	2003	74	66	('bungay', '2003', 74, 66)	bungay2003	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/bungay2003_fig4-user/sbml_models/model6_bungay3.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/bungay2003_fig4-user/bungay2003_fig4-user.sedml	regrouped/bungay2003/bungay2003_fig4_user__model6_bungay3.sbml	0	1200.0	101	3.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/bungay2003_fig4-user/model6_bungay3/JWS_simulation.csv	amici/models/bungay2003/bungay2003_fig4_user__model6_bungay3	OK	{bungay2003}_{bungay2003_fig4_user__model6_bungay3.sbml}	copasi/models/bungay2003/bungay2003_fig4_user__model6_bungay3.cps	False	108.03867347669369		108.631260182147	
bungay	2006	54	45	('bungay', '2006', 54, 45)	bungay2006	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/bungay2006_fig3a-user/sbml_models/model0_bungay2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/bungay2006_fig3a-user/bungay2006_fig3a-user.sedml	regrouped/bungay2006/bungay2006_fig3a_user__model0_bungay2.sbml	0	500.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/bungay2006_fig3a-user/model0_bungay2/JWS_simulation.csv	amici/models/bungay2006/bungay2006_fig3a_user__model0_bungay2	OK	{bungay2006}_{bungay2006_fig3a_user__model0_bungay2.sbml}	copasi/models/bungay2006/bungay2006_fig3a_user__model0_bungay2.cps	True	9.68685844976729e-09	amici/models_final/bungay2006/bungay2006_fig3a_user__model0_bungay2	1.0212338632263144e-08	copasi/models_final/bungay2006/bungay2006_fig3a_user__model0_bungay2.cps
bungay	2006	78	69	('bungay', '2006', 78, 69)	bungay2006a	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/bungay2006_fig3b-user/sbml_models/model0_bungay1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/bungay2006_fig3b-user/bungay2006_fig3b-user.sedml	regrouped/bungay2006a/bungay2006_fig3b_user__model0_bungay1.sbml	0	500.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/bungay2006_fig3b-user/model0_bungay1/JWS_simulation.csv	amici/models/bungay2006a/bungay2006_fig3b_user__model0_bungay1	OK	{bungay2006a}_{bungay2006_fig3b_user__model0_bungay1.sbml}	copasi/models/bungay2006a/bungay2006_fig3b_user__model0_bungay1.cps	True	4.972303373196728e-08	amici/models_final/bungay2006a/bungay2006_fig3b_user__model0_bungay1	7.743649522613698e-07	copasi/models_final/bungay2006a/bungay2006_fig3b_user__model0_bungay1.cps
butenas	2004	34	33	('butenas', '2004', 34, 33)	butenas2004	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/butenas2004_fig1-user/sbml_models/model0_butenas1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/butenas2004_fig1-user/butenas2004_fig1-user.sedml	regrouped/butenas2004/butenas2004_fig1_user__model0_butenas1.sbml	0	1200.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/butenas2004_fig1-user/model0_butenas1/JWS_simulation.csv	amici/models/butenas2004/butenas2004_fig1_user__model0_butenas1	OK	{butenas2004}_{butenas2004_fig1_user__model0_butenas1.sbml}	copasi/models/butenas2004/butenas2004_fig1_user__model0_butenas1.cps	True	1.7634907976839614e-09	amici/models_final/butenas2004/butenas2004_fig1_user__model0_butenas1	8.240367795418349e-09	copasi/models_final/butenas2004/butenas2004_fig1_user__model0_butenas1.cps
cai	2009	5	10	('cai', '2009', 5, 10)	cai2009	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/cai2009_fig2and3-user/sbml_models/model0_cai1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/cai2009_fig2and3-user/cai2009_fig2and3-user.sedml	regrouped/cai2009/cai2009_fig2and3_user__model0_cai1.sbml	0	400.0	101	1.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/cai2009_fig2and3-user/model0_cai1/JWS_simulation.csv		Command '['/home/paulstapor/miniconda3/envs/solverstudy/bin/python', '/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/amici/models/cai2009/cai2009_fig2and3_user__model0_cai1/setup.py', '--verbose', 'build_ext', '--build-lib=/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/amici/models/cai2009/cai2009_fig2and3_user__model0_cai1']' returned non-zero exit status 1.	{cai2009}_{cai2009_fig2and3_user__model0_cai1.sbml}		False	inf		inf	
cai	2009	5	10	('cai', '2009', 5, 10)	cai2009	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/cai2009_fig2and3-user/sbml_models/model1_cai1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/cai2009_fig2and3-user/cai2009_fig2and3-user.sedml	regrouped/cai2009/cai2009_fig2and3_user__model1_cai1.sbml	0	200.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/cai2009_fig2and3-user/model1_cai1/JWS_simulation.csv		Command '['/home/paulstapor/miniconda3/envs/solverstudy/bin/python', '/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/amici/models/cai2009/cai2009_fig2and3_user__model1_cai1/setup.py', '--verbose', 'build_ext', '--build-lib=/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/amici/models/cai2009/cai2009_fig2and3_user__model1_cai1']' returned non-zero exit status 1.	{cai2009}_{cai2009_fig2and3_user__model1_cai1.sbml}		False	inf		inf	
callaway	2002	4	10	('callaway', '2002', 4, 10)	callaway2002	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig4-user/sbml_models/model0_callaway1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig4-user/callaway2002_fig4-user.sedml	regrouped/callaway2002/callaway2002_fig4_user__model0_callaway1.sbml	0	1000.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/callaway2002_fig4-user/model0_callaway1/JWS_simulation.csv		"Kinetic law ""lambda"" contains an unsupported expression!"	{callaway2002}_{callaway2002_fig4_user__model0_callaway1.sbml}		False	inf		inf	
callaway	2002	4	10	('callaway', '2002', 4, 10)	callaway2002	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig4-user/sbml_models/model1_callaway1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig4-user/callaway2002_fig4-user.sedml	regrouped/callaway2002/callaway2002_fig4_user__model1_callaway1.sbml	0	1000.0	101	1.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/callaway2002_fig4-user/model1_callaway1/JWS_simulation.csv		"Kinetic law ""lambda"" contains an unsupported expression!"	{callaway2002}_{callaway2002_fig4_user__model1_callaway1.sbml}		False	inf		inf	
callaway	2002	4	10	('callaway', '2002', 4, 10)	callaway2002	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig4-user/sbml_models/model2_callaway1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig4-user/callaway2002_fig4-user.sedml	regrouped/callaway2002/callaway2002_fig4_user__model2_callaway1.sbml	0	1000.0	101	2.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/callaway2002_fig4-user/model2_callaway1/JWS_simulation.csv		"Kinetic law ""lambda"" contains an unsupported expression!"	{callaway2002}_{callaway2002_fig4_user__model2_callaway1.sbml}		False	inf		inf	
callaway	2002	4	10	('callaway', '2002', 4, 10)	callaway2002	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig5-user/sbml_models/model0_callaway2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig5-user/callaway2002_fig5-user.sedml	regrouped/callaway2002/callaway2002_fig5_user__model0_callaway2.sbml	0	1000.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/callaway2002_fig5-user/model0_callaway2/JWS_simulation.csv		"Kinetic law ""lambda"" contains an unsupported expression!"	{callaway2002}_{callaway2002_fig5_user__model0_callaway2.sbml}		False	inf		inf	
callaway	2002	4	10	('callaway', '2002', 4, 10)	callaway2002	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig5-user/sbml_models/model1_callaway2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig5-user/callaway2002_fig5-user.sedml	regrouped/callaway2002/callaway2002_fig5_user__model1_callaway2.sbml	0	1000.0	101	1.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/callaway2002_fig5-user/model1_callaway2/JWS_simulation.csv		"Kinetic law ""lambda"" contains an unsupported expression!"	{callaway2002}_{callaway2002_fig5_user__model1_callaway2.sbml}		False	inf		inf	
callaway	2002	4	10	('callaway', '2002', 4, 10)	callaway2002	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig5-user/sbml_models/model2_callaway2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig5-user/callaway2002_fig5-user.sedml	regrouped/callaway2002/callaway2002_fig5_user__model2_callaway2.sbml	0	1000.0	101	2.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/callaway2002_fig5-user/model2_callaway2/JWS_simulation.csv		"Kinetic law ""lambda"" contains an unsupported expression!"	{callaway2002}_{callaway2002_fig5_user__model2_callaway2.sbml}		False	inf		inf	
callaway	2002	4	10	('callaway', '2002', 4, 10)	callaway2002	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig5-user/sbml_models/model3_callaway2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig5-user/callaway2002_fig5-user.sedml	regrouped/callaway2002/callaway2002_fig5_user__model3_callaway2.sbml	0	1000.0	101	3.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/callaway2002_fig5-user/model3_callaway2/JWS_simulation.csv		"Kinetic law ""lambda"" contains an unsupported expression!"	{callaway2002}_{callaway2002_fig5_user__model3_callaway2.sbml}		False	inf		inf	
callaway	2002	3	6	('callaway', '2002', 3, 6)	callaway2002a	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig8-user/sbml_models/model0_callaway3.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig8-user/callaway2002_fig8-user.sedml	regrouped/callaway2002a/callaway2002_fig8_user__model0_callaway3.sbml	0	1000.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/callaway2002_fig8-user/model0_callaway3/JWS_simulation.csv		"Kinetic law ""lambda"" contains an unsupported expression!"	{callaway2002a}_{callaway2002_fig8_user__model0_callaway3.sbml}		False	inf		inf	
callaway	2002	3	6	('callaway', '2002', 3, 6)	callaway2002a	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig8-user/sbml_models/model1_callaway3.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig8-user/callaway2002_fig8-user.sedml	regrouped/callaway2002a/callaway2002_fig8_user__model1_callaway3.sbml	0	1000.0	101	1.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/callaway2002_fig8-user/model1_callaway3/JWS_simulation.csv		"Kinetic law ""lambda"" contains an unsupported expression!"	{callaway2002a}_{callaway2002_fig8_user__model1_callaway3.sbml}		False	inf		inf	
callaway	2002	3	6	('callaway', '2002', 3, 6)	callaway2002a	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig8-user/sbml_models/model2_callaway3.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/callaway2002_fig8-user/callaway2002_fig8-user.sedml	regrouped/callaway2002a/callaway2002_fig8_user__model2_callaway3.sbml	0	1000.0	101	2.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/callaway2002_fig8-user/model2_callaway3/JWS_simulation.csv		"Kinetic law ""lambda"" contains an unsupported expression!"	{callaway2002a}_{callaway2002_fig8_user__model2_callaway3.sbml}		False	inf		inf	
calzone	2007	18	54	('calzone', '2007', 18, 54)	calzone2007	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/calzone2007_fig1b-user/sbml_models/model0_calzone1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/calzone2007_fig1b-user/calzone2007_fig1b-user.sedml	regrouped/calzone2007/calzone2007_fig1b_user__model0_calzone1.sbml	0	250.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/calzone2007_fig1b-user/model0_calzone1/JWS_simulation.csv		Events are currently not supported!	{calzone2007}_{calzone2007_fig1b_user__model0_calzone1.sbml}		False	inf		inf	
chan	2004	5	10	('chan', '2004', 5, 10)	chan2004	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chan2004_fig3/sbml_models/chan1.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chan2004_fig3/chan2004_fig3.sedml	regrouped/chan2004/chan2004_fig3__chan1.sbml	0	70.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/chan2004_fig3/chan1/JWS_simulation.csv		Events are currently not supported!	{chan2004}_{chan2004_fig3__chan1.sbml}		False	inf		inf	
chance	1943	4	2	('chance', '1943', 4, 2)	chance1943	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1943_fig12-user/sbml_models/model0_chance3.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1943_fig12-user/chance1943_fig12-user.sedml	regrouped/chance1943/chance1943_fig12_user__model0_chance3.sbml	0	30.0	101	1.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/chance1943_fig12-user/model0_chance3/JWS_simulation.csv	amici/models/chance1943/chance1943_fig12_user__model0_chance3	OK	{chance1943}_{chance1943_fig12_user__model0_chance3.sbml}	copasi/models/chance1943/chance1943_fig12_user__model0_chance3.cps	True	8.846901370979661e-10	amici/models_final/chance1943/chance1943_fig12_user__model0_chance3	1.1000607293768546e-09	copasi/models_final/chance1943/chance1943_fig12_user__model0_chance3.cps
chance	1943	4	2	('chance', '1943', 4, 2)	chance1943	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1943_fig12-user/sbml_models/model1_chance3.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1943_fig12-user/chance1943_fig12-user.sedml	regrouped/chance1943/chance1943_fig12_user__model1_chance3.sbml	0	30.0	101	3.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/chance1943_fig12-user/model1_chance3/JWS_simulation.csv	amici/models/chance1943/chance1943_fig12_user__model1_chance3	OK	{chance1943}_{chance1943_fig12_user__model1_chance3.sbml}	copasi/models/chance1943/chance1943_fig12_user__model1_chance3.cps	False	0.6805453644058849		0.6835218275378657	
chance	1943	4	2	('chance', '1943', 4, 2)	chance1943	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1943_fig12-user/sbml_models/model2_chance3.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1943_fig12-user/chance1943_fig12-user.sedml	regrouped/chance1943/chance1943_fig12_user__model2_chance3.sbml	0	30.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/chance1943_fig12-user/model2_chance3/JWS_simulation.csv	amici/models/chance1943/chance1943_fig12_user__model2_chance3	OK	{chance1943}_{chance1943_fig12_user__model2_chance3.sbml}	copasi/models/chance1943/chance1943_fig12_user__model2_chance3.cps	False	0.7945669755334639		0.794680997653216	
chance	1943	4	2	('chance', '1943', 4, 2)	chance1943	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1943_fig12-user/sbml_models/model3_chance3.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1943_fig12-user/chance1943_fig12-user.sedml	regrouped/chance1943/chance1943_fig12_user__model3_chance3.sbml	0	30.0	101	2.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/chance1943_fig12-user/model3_chance3/JWS_simulation.csv	amici/models/chance1943/chance1943_fig12_user__model3_chance3	OK	{chance1943}_{chance1943_fig12_user__model3_chance3.sbml}	copasi/models/chance1943/chance1943_fig12_user__model3_chance3.cps	True	6.520126910385992e-10	amici/models_final/chance1943/chance1943_fig12_user__model3_chance3	1.1227402218411454e-09	copasi/models_final/chance1943/chance1943_fig12_user__model3_chance3.cps
chance	1952	6	3	('chance', '1952', 6, 3)	chance1952	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1952_fig3-user/sbml_models/model0_chance2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1952_fig3-user/chance1952_fig3-user.sedml	regrouped/chance1952/chance1952_fig3_user__model0_chance2.sbml	0	35.0	101	3.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/chance1952_fig3-user/model0_chance2/JWS_simulation.csv		Command '['/home/paulstapor/miniconda3/envs/solverstudy/bin/python', '/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/amici/models/chance1952/chance1952_fig3_user__model0_chance2/setup.py', '--verbose', 'build_ext', '--build-lib=/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/amici/models/chance1952/chance1952_fig3_user__model0_chance2']' returned non-zero exit status 1.	{chance1952}_{chance1952_fig3_user__model0_chance2.sbml}		False	inf		inf	
chance	1952	6	3	('chance', '1952', 6, 3)	chance1952	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1952_fig3-user/sbml_models/model1_chance2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1952_fig3-user/chance1952_fig3-user.sedml	regrouped/chance1952/chance1952_fig3_user__model1_chance2.sbml	0	35.0	101	0.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/chance1952_fig3-user/model1_chance2/JWS_simulation.csv		Command '['/home/paulstapor/miniconda3/envs/solverstudy/bin/python', '/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/amici/models/chance1952/chance1952_fig3_user__model1_chance2/setup.py', '--verbose', 'build_ext', '--build-lib=/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/amici/models/chance1952/chance1952_fig3_user__model1_chance2']' returned non-zero exit status 1.	{chance1952}_{chance1952_fig3_user__model1_chance2.sbml}		False	inf		inf	
chance	1952	6	3	('chance', '1952', 6, 3)	chance1952	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1952_fig3-user/sbml_models/model2_chance2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1952_fig3-user/chance1952_fig3-user.sedml	regrouped/chance1952/chance1952_fig3_user__model2_chance2.sbml	0	35.0	101	2.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/chance1952_fig3-user/model2_chance2/JWS_simulation.csv		Command '['/home/paulstapor/miniconda3/envs/solverstudy/bin/python', '/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/amici/models/chance1952/chance1952_fig3_user__model2_chance2/setup.py', '--verbose', 'build_ext', '--build-lib=/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/amici/models/chance1952/chance1952_fig3_user__model2_chance2']' returned non-zero exit status 1.	{chance1952}_{chance1952_fig3_user__model2_chance2.sbml}		False	inf		inf	
chance	1952	6	3	('chance', '1952', 6, 3)	chance1952	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1952_fig3-user/sbml_models/model3_chance2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1952_fig3-user/chance1952_fig3-user.sedml	regrouped/chance1952/chance1952_fig3_user__model3_chance2.sbml	0	35.0	101	4.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/chance1952_fig3-user/model3_chance2/JWS_simulation.csv		Command '['/home/paulstapor/miniconda3/envs/solverstudy/bin/python', '/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/amici/models/chance1952/chance1952_fig3_user__model3_chance2/setup.py', '--verbose', 'build_ext', '--build-lib=/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/amici/models/chance1952/chance1952_fig3_user__model3_chance2']' returned non-zero exit status 1.	{chance1952}_{chance1952_fig3_user__model3_chance2.sbml}		False	inf		inf	
chance	1952	6	3	('chance', '1952', 6, 3)	chance1952	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1952_fig3-user/sbml_models/model4_chance2.sbml	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/sedml/chance1952_fig3-user/chance1952_fig3-user.sedml	regrouped/chance1952/chance1952_fig3_user__model4_chance2.sbml	0	35.0	101	1.0	/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/Cache/trajectories_reference_jws/chance1952_fig3-user/model4_chance2/JWS_simulation.csv		Command '['/home/paulstapor/miniconda3/envs/solverstudy/bin/python', '/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/amici/models/chance1952/chance1952_fig3_user__model4_chance2/setup.py', '--verbose', 'build_ext', '--build-lib=/home/paulstapor/Dokumente/Projekte/ODE-solver-study/solverstudy/SolverStudyWork/Models/amici/models/chance1952/chance1952_fig3_user__model4_chance2']' returned non-zero exit status 1.	{chance1952}_{chance1952_fig3_user__model4_chance2.sbml}		False	inf		inf	
