copasi_path	atol:1e-3_rtol:1e-3_linSol:1_nonlinSol:2_solAlg:3	atol:1e-6_rtol:1e-3_linSol:1_nonlinSol:2_solAlg:3	atol:1e-6_rtol:1e-6_linSol:1_nonlinSol:2_solAlg:3	atol:1e-8_rtol:1e-6_linSol:1_nonlinSol:2_solAlg:3	atol:1e-6_rtol:1e-8_linSol:1_nonlinSol:2_solAlg:3	atol:1e-12_rtol:1e-10_linSol:1_nonlinSol:2_solAlg:3	atol:1e-10_rtol:1e-12_linSol:1_nonlinSol:2_solAlg:3	atol:1e-16_rtol:1e-8_linSol:1_nonlinSol:2_solAlg:3	atol:1e-14_rtol:1e-14_linSol:1_nonlinSol:2_solAlg:3	atol:1e-8_rtol:1e-16_linSol:1_nonlinSol:2_solAlg:3
copasi/models/deback2012/deback2012_fig3d_user__model0_deback1.cps	0.7341585498323865	0.7341524952132493	0.7341522447929949	0.00018006643347400855	0.7341522423738525	8.482053788738054e-08	1.8468515737391248e-07	2.524381307759935e-06	1.7925095626841285e-07	1.1955750748421636e-05
copasi/models/decroly1982/decroly1982_fig3b_user__model0_decroly1.cps	2.6618420990568925	3.0296655609786347	3.6923293316606234	4.025420791581801	2.4682278105519337	0.4475652908829046	0.36247238404719	4.418529034207775	0.34704066370963044	0.1750157191416566
copasi/models/deineko2003/deineko2003_fig3a_user__model0_deineko1.cps	inf	6.031593518167024	4.127656510186091	3.133790111723439	1.4803516345341734	0.0004626289751159048	0.0015459934678824637	0.0010332030882811024	0.0010855699320945714	0.0020175194972550893
copasi/models/delcontezerail2008/delcontezerail2008_fig4_user__delcontezerail1_Fig4D.cps	0.07193590305878378	0.03972820763256259	0.00015360460255096401	0.00019984209733442173	4.177088415249111e-06	2.505586866800986e-07	3.372509544927514e-07	3.429104764395914e-06	3.402208886844899e-07	2.8878288515971717e-07
copasi/models/dupont1992/dupont1992_fig4_user__dupont2_Fig4A.cps	0.6076997506398597	0.608332323073483	0.6076811446874539	0.6076741102908467	0.6076695829371455	0.6076637816499987	0.6076637809249448	0.6076639212263196	0.6076637793643527	0.6076638737663654
copasi/models/dupont1992/dupont1992_fig4_user__dupont2_Fig4B.cps	0.05010947502709304	0.019641259323016556	0.0006573435050369461	0.00048161018942812395	0.00018570803448884362	1.1457147410297678e-06	1.197416473050847e-06	7.025562385533013e-06	1.2447267073420248e-06	1.0486715204880939e-06
copasi/models/dupont1992/dupont1992_fig4_user__dupont2_Fig4C.cps	0.6044687717606515	0.6075997923943293	0.6076807248950785	0.6076747006435115	0.607669597452033	0.6076637822507576	0.6076637809525659	0.6076639190649685	0.6076637793643527	0.6076638805542506
copasi/models/elowitz2000/elowitz2000_fig1c__elowitz1_Fig1C_Left.cps	0.040205447315866616	0.03246410226812038	1.8438273455932013e-05	5.412573477890369e-05	1.2367027463040621e-06	6.407735266254922e-08	6.330484071150912e-08	6.140073625428665e-07	6.360609066843879e-08	7.615816755645472e-08
copasi/models/essunger1994/essunger1994_fig2_2__model0_essunger1.cps	0.07351871334524936	0.013688131087855923	0.00013433336805154366	4.205545196470379e-05	6.055861227116022e-05	1.527551671801154e-09	4.69743890074473e-09	5.166490258551181e-07	2.0475466575834146e-08	3.807153524341866e-07
copasi/models/essunger1994a/essunger1994_fig4__model0_essunger2.cps	0.0815301918225712	0.021511934598273035	0.00013699089041633854	3.9559732217684236e-05	6.108396381692594e-05	1.5938377431089684e-06	1.5975458584901378e-06	4.587561647367966e-07	1.6207536168781418e-06	inf
copasi/models/essunger1994a/essunger1994_fig5__model0_essunger3.cps	0.00500742475891051	0.0014178124986806934	8.888084597713668e-06	1.8667632790728414e-06	1.8009871076904156e-06	3.4029711416169394e-08	3.3619760275003635e-08	3.5010826359524874e-08	3.456313453185837e-08	9.381452727477729e-09
copasi/models/essunger1994a/essunger1994_fig6_user__model0_essunger3.cps	0.005007424910999001	0.0014181879905585699	8.895038808848591e-06	2.8808202123890635e-06	1.8009871076904156e-06	3.4029711416169394e-08	3.3619760275003635e-08	3.5010826359524874e-08	3.456313453185837e-08	9.381452727477729e-09
copasi/models/essunger1994a/essunger1994_fig6_user__model1_essunger3.cps	529.6661868389872	529.6489038934008	529.742011673289	529.7422862101388	529.7430456239568	529.743108606693	529.743108615693	529.7431058917044	529.743108631693	529.7431077376966
copasi/models/essunger1994a/essunger1994_fig6_user__model2_essunger3.cps	0.007916164701075526	0.004819311667016686	7.2247512560431e-06	1.0209266497312216e-05	4.3834363151522577e-07	4.069444063524233e-07	4.075809495249992e-07	4.4354295809589323e-07	4.0752210957610746e-07	4.069658028356845e-07
copasi/models/essunger1994a/essunger1994_fig8__model0_essunger6.cps	0.028267393156537333	0.002857042304536261	4.976846961010032e-05	1.3017313619213736e-05	7.535456329039417e-06	4.750783847156286e-07	4.786621027767033e-07	1.550913260006518e-07	4.831346448700808e-07	3.702591550716732e-07
copasi/models/ferreira2003/ferreira2003_fig2f_user__ferreira1_Fig2F.cps	1.3222714986767632e-06	2.7821385562822e-07	1.85025001825703e-08	1.0803767704852864e-08	1.5773023141151985e-08	1.1304606646482085e-10	1.1305476630584344e-10	1.1288806936589939e-10	1.129027690952963e-10	3.982879729382329e-10
copasi/models/fisher2006/fisher2006_fig3a__fisher1.cps	2.676864827973099e-05	2.1409892549890463e-05	2.8693297410389014e-08	3.339151692320795e-08	7.237138033729161e-10	6.259196133561006e-10	6.254112525238166e-10	6.116867516083511e-10	6.254112525238166e-10	6.259196133561006e-10
copasi/models/fraser2002/fraser2002_fig1a_1b_2a_2b__model0_fraser1.cps	0.0476285327986306	0.009158696508435048	9.284328880499228e-05	1.9002738275560855e-05	2.4921674918972497e-06	1.7019204756913806e-07	1.7211085781003294e-07	1.76919755080963e-07	1.7319506369441746e-07	inf
copasi/models/fraser2002/fraser2002_fig1a_1b_2a_2b__model1_fraser2.cps	0.052839996635169174	0.009755268500698322	0.00013222904974616542	2.1395191732627236e-05	2.798017887058026e-06	1.0142241028530065e-07	1.0142241028530065e-07	1.9170805030122814e-07	1.0151193349713782e-07	inf
copasi/models/fuentes2005/fuentes2005_fig1a_user__model0_fuentes1.cps	8.508125309297376e-08	6.087215437478218e-09	4.966906554942461e-11	3.106025147742519e-11	5.5346758820412256e-11	2.516616743539732e-13	2.5446160702622724e-13	2.517616692873709e-13	2.517616692873709e-13	7.71804837285204e-13
copasi/models/fung2005/fung2005_fig3a__fung1_Fig3A_Vgly_0_001.cps	22.528018773215194	22.520511461032335	22.518181152424077	22.518180408443857	22.51818388857216	22.518184218991756	22.51818422418807	22.518184215610024	22.51818422460047	22.518184207691835
copasi/models/fung2005/fung2005_fig3a__fung1_Fig3A_Vgly_0_01.cps	20.72992503802978	20.715680680136533	20.713663935504385	20.713677677597516	20.713671444114002	20.713670917649434	20.713670927286515	20.71367171768284	20.713670928685453	20.71367087544833
copasi/models/fung2005/fung2005_fig3a__fung1_Fig3A_Vgly_0_05.cps	4.925718205118197	4.934004019149573	4.930321584221198	4.930347404590928	4.930329163408217	4.930330377233957	4.930330380964754	4.930330623173939	4.930330380050342	4.930330420101544
copasi/models/fung2005/fung2005_fig3a__fung1_Fig3A_Vgly_0_5.cps	0.03995212983147717	0.03119674279657368	2.3953404188707768e-05	7.8182311398537e-06	3.9201016170475e-06	1.1233692747251128e-07	1.2375425569597466e-07	1.8864755190352133e-07	1.2547346732037944e-07	8.24392991499425e-08
copasi/models/gardner1998/gardner1998_fig4b_user__gardner1_Fig4B.cps	0.0382907756945529	0.009691073230079141	8.034098890747206e-06	1.9534153745838944e-06	1.2444278696064368e-05	5.216268812837143e-09	4.493901477346086e-09	4.3440662951753096e-08	5.551592072721836e-09	1.7155602246937953e-07
copasi/models/goldbeter1991/goldbeter1991_fig3_user__model0_goldbeter2.cps	0.007830758785598203	0.012661236605929946	6.351970137161985e-05	3.995420731432207e-05	4.39449911548231e-06	2.1154766671144104e-07	2.2135039902965536e-07	1.7623394738694651e-06	2.213329131665183e-07	1.8914389222610033e-07
copasi/models/goldbeter2006/goldbeter2006_fig3a_user__model0_goldbeter6.cps	0.04415672833324508	0.018676386952302657	5.1228269491746117e-05	2.0352968386082187e-05	2.9781364451108952e-05	3.466595895329905e-08	3.2561422819383474e-08	1.8591404543015492e-07	3.701264047518202e-08	4.6316813255489963e-07
copasi/models/gorlich2003/gorlich2003_fig4_user__model0_gorlich1.cps	0.000577917505762799	0.0010339263798208665	1.3734186319031141e-06	1.0632975499963445e-06	7.442034596763765e-07	5.928868470071652e-10	3.2005503853828336e-10	6.452126017252171e-09	5.92080327950436e-10	1.9691564828882744e-08
copasi/models/hald2012/hald2012_fig5_user__model0_hald.cps	0.0795483482380334	0.05775297678214765	0.00015460693375194036	0.00012621664015136964	5.9060081660798044e-05	1.1509681442065635e-07	1.231117589038604e-07	1.9525754556060014e-06	1.3796222008838204e-07	3.5241525381769656e-07
copasi/models/hald2012/hald2012_fig5_user__model1_hald.cps	0.9674316874616671	0.9674316874616671	0.9674316874616671	0.9674316874616671	0.9674316874616671	0.9674316874616671	0.9674316874616671	0.9674316874616671	0.9674316874616671	0.9674316874616671
copasi/models/hatakeyama2003/hatakeyama2003_fig5_user__hatakeyama1_Fig5G.cps	0.0023795124911107136	0.0010258765723566228	1.806140506806039e-05	2.764311515100139e-06	1.8300722831527524e-06	1.1760601300886222e-08	1.3001617058963269e-08	4.8869346181774736e-08	1.3356855920652664e-08	2.5272241483255517e-08
copasi/models/hernandezvargas2013/hernandezvargas2013__model0_esteban2013.cps	0.030825621194389335	0.03346614880842663	5.3103792658275744e-05	5.63138167483399e-05	1.6993457017611456e-06	1.1962581270872454e-08	7.803076899929488e-09	6.906835800207533e-07	7.934882541461049e-09	6.459302961383918e-09
copasi/models/ho1995/ho1995_fig3__model0_ho1.cps	0.0003488961558240954	9.530824030680798e-07	7.384899161780167e-07	1.3229985315317848e-08	1.1447169008100026e-08	4.075451776481476e-11	9.46508980718448e-12	7.778764404782347e-10	9.46508980718448e-12	2.913617564773051e-11
copasi/models/ho1995/ho1995_fig3__model1_ho1.cps	0.0009878241006243368	6.123429919167037e-05	1.075258683174366e-06	4.3013796390885114e-07	1.87813127746372e-08	8.272145982976786e-11	8.351271624211853e-11	4.082211926833879e-09	8.378712958511503e-11	1.457944741337961e-10
copasi/models/ho1995/ho1995_fig3__model2_ho1.cps	0.7687074829931972	0.7687074829931972	0.7687074829931972	0.7687074829931972	0.7687074829931972	0.7687074829931972	0.7687074829931972	0.7687074829931972	0.7687074829931972	0.7687074829931972
copasi/models/hockin1999/hockin1999_fig7a_user__model0_hockin2.cps	6.120084954808869e-10	1.988074360215133e-09	3.4511322950847577e-12	2.174734022581773e-10	4.7183108864318744e-11	2.6941729423787853e-12	2.6940716423797596e-12	2.6938092423887636e-12	2.694076242377181e-12	4.2115544680545916e-11
copasi/models/hockin2002/hockin2002_fig3_user__model0_hockin1.cps	5.20214696332747e-09	9.90173301350522e-09	1.1566268486706766e-08	1.1645297458641813e-08	1.1635134006665695e-08	1.1646483199055632e-08	1.1646482808055888e-08	1.1646389753101899e-08	1.1646488470053083e-08	1.1646181946204558e-08
copasi/models/hockin2002/hockin2002_fig3_user__model1_hockin1.cps	4.4920580781606957e-07	4.5292828258595207e-07	4.5771905647192347e-07	4.577409961902097e-07	4.577418930059352e-07	4.577474057192483e-07	4.5774740434424863e-07	4.57747200718311e-07	4.5774740990224695e-07	4.5774721648530614e-07
copasi/models/hockin2002/hockin2002_fig3_user__model2_hockin1.cps	9.124816863615391e-07	9.167636772054299e-07	9.180485315385698e-07	9.180612391772162e-07	9.180559490577795e-07	9.180663985166664e-07	9.180663984366667e-07	9.180663296566738e-07	9.180664046466661e-07	9.180662032366874e-07
copasi/models/hockin2002/hockin2002_fig3_user__model3_hockin1.cps	1.235908683298998e-06	1.2404539051921952e-06	1.2418442024395266e-06	1.2418562149592442e-06	1.2418400927096229e-06	1.2418589652691795e-06	1.2418589674291794e-06	1.2418589048591808e-06	1.2418589715691793e-06	1.2418585344791897e-06
copasi/models/hockin2002/hockin2002_fig3_user__model4_hockin1.cps	5.604883453528853e-08	2.8284988260898993e-09	3.822963418957197e-09	3.903299100781496e-09	3.905367815566685e-09	3.981689842747939e-09	3.9816925057463874e-09	3.98082244925731e-09	3.981782628693563e-09	3.973800384380892e-09
copasi/models/hockin2002/hockin2002_fig3_user__model5_hockin1.cps	1.3991962419115789e-06	1.3992003588815785e-06	1.3992003217915786e-06	1.3992003195215784e-06	1.3992003170915785e-06	1.3992003201615787e-06	1.3992003201615787e-06	1.3992003201215784e-06	1.3992003201615787e-06	1.3992003201415786e-06
copasi/models/hornberg2005/hornberg2005_fig2a_user__model0_hornberg1.cps	0.46046662409929323	0.4604539675125483	0.46045396716110243	0.46045425044338717	0.46045404924611066	0.4604542426130142	0.46045424263790424	0.46045424260803625	0.4604542426130142	0.4604542431854827
copasi/models/ihekwaba2004/ihekwaba2004_fig5_user__model0_ihekwaba1.cps	0.0016869193159428533	0.000452996686343	2.910890849591687e-06	8.355789498141276e-07	1.7835829643827155e-07	5.249979858273885e-09	5.0377606134549215e-09	8.81378898604185e-09	5.116421020444592e-09	4.3158874001886436e-09
copasi/models/jiang2007/jiang2007_fig2_user__model0_jiang1.cps	0.0016982201965832612	0.0012604952049493105	3.659321671617767e-06	2.41984743966506e-06	3.168457465842243e-07	3.9473267682685377e-07	3.9515115734146143e-07	3.7246531517719754e-07	3.9519112673999375e-07	3.9473325192529977e-07
copasi/models/karin2017/karin2017_fig1c__model0_karin1.cps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
copasi/models/karin2017/karin2017_fig1c__model10_karin1.cps	20.833333333333332	20.833333333333332	20.833333333333332	20.833333333333332	20.833333333333332	20.833333333333332	20.833333333333332	20.833333333333332	20.833333333333332	20.833333333333332
copasi/models/karin2017/karin2017_fig1c__model11_karin1.cps	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334
copasi/models/karin2017/karin2017_fig1c__model12_karin1.cps	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
copasi/models/karin2017/karin2017_fig1c__model13_karin1.cps	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
copasi/models/karin2017/karin2017_fig1c__model14_karin1.cps	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
copasi/models/karin2017/karin2017_fig1c__model15_karin1.cps	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
copasi/models/karin2017/karin2017_fig1c__model16_karin1.cps	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
copasi/models/karin2017/karin2017_fig1c__model17_karin1.cps	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
copasi/models/karin2017/karin2017_fig1c__model18_karin1.cps	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
copasi/models/karin2017/karin2017_fig1c__model19_karin1.cps	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
copasi/models/karin2017/karin2017_fig1c__model1_karin1.cps	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
copasi/models/karin2017/karin2017_fig1c__model20_karin1.cps	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334
copasi/models/karin2017/karin2017_fig1c__model21_karin1.cps	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
copasi/models/karin2017/karin2017_fig1c__model22_karin1.cps	0.0007935543565073867	0.0007710737238093194	2.9473294499181216e-06	2.8911696871499483e-06	2.1420007628167388e-07	1.4721485333105317e-09	1.5571693727243202e-09	1.5897150912822904e-08	1.5458277620025288e-09	2.6126306562346515e-09
copasi/models/karin2017/karin2017_fig1c__model23_karin1.cps	1.3333333333333333	1.3333333333333333	1.3333333333333333	1.3333333333333333	1.3333333333333333	1.3333333333333333	1.3333333333333333	1.3333333333333333	1.3333333333333333	1.3333333333333333
copasi/models/karin2017/karin2017_fig1c__model24_karin1.cps	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5
copasi/models/karin2017/karin2017_fig1c__model25_karin1.cps	1.6666666666666667	1.6666666666666667	1.6666666666666667	1.6666666666666667	1.6666666666666667	1.6666666666666667	1.6666666666666667	1.6666666666666667	1.6666666666666667	1.6666666666666667
copasi/models/karin2017/karin2017_fig1c__model26_karin1.cps	1.8333333333333333	1.8333333333333333	1.8333333333333333	1.8333333333333333	1.8333333333333333	1.8333333333333333	1.8333333333333333	1.8333333333333333	1.8333333333333333	1.8333333333333333
copasi/models/karin2017/karin2017_fig1c__model27_karin1.cps	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
copasi/models/karin2017/karin2017_fig1c__model28_karin1.cps	2.1666666666666665	2.1666666666666665	2.1666666666666665	2.1666666666666665	2.1666666666666665	2.1666666666666665	2.1666666666666665	2.1666666666666665	2.1666666666666665	2.1666666666666665
copasi/models/karin2017/karin2017_fig1c__model29_karin1.cps	2.3333333333333335	2.3333333333333335	2.3333333333333335	2.3333333333333335	2.3333333333333335	2.3333333333333335	2.3333333333333335	2.3333333333333335	2.3333333333333335	2.3333333333333335
copasi/models/karin2017/karin2017_fig1c__model2_karin1.cps	0.5694913103683336	0.5690017743266669	0.5677204655683333	0.5677207698750001	0.5677217953133334	0.5677217808966667	0.56772178071	0.5677217144399999	0.5677217807550002	0.5677217711649997
copasi/models/karin2017/karin2017_fig1c__model30_karin1.cps	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
copasi/models/karin2017/karin2017_fig1c__model3_karin1.cps	1.0219522829	1.0248716092833332	1.0279388649	1.0279392568833334	1.0279358730833332	1.0279344199666667	1.0279344204833334	1.0279343958166667	1.0279344206166663	1.0279344401666666
copasi/models/karin2017/karin2017_fig1c__model4_karin1.cps	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
copasi/models/karin2017/karin2017_fig1c__model5_karin1.cps	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
copasi/models/karin2017/karin2017_fig1c__model6_karin1.cps	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
copasi/models/karin2017/karin2017_fig1c__model7_karin1.cps	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
copasi/models/karin2017/karin2017_fig1c__model8_karin1.cps	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
copasi/models/karin2017/karin2017_fig1c__model9_karin1.cps	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334
copasi/models/karin2017b/karin2017_fig1g__model0_karin3.cps	24.900343697742148	24.900343697742148	24.900343697742148	24.900343697742148	24.900343697742148	24.900343697742148	24.900343697742148	24.900343697742148	24.900343697742148	24.900343697742148
copasi/models/karin2017b/karin2017_fig1g__model10_karin3.cps	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334
copasi/models/karin2017b/karin2017_fig1g__model11_karin3.cps	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
copasi/models/karin2017b/karin2017_fig1g__model12_karin3.cps	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
copasi/models/karin2017b/karin2017_fig1g__model13_karin3.cps	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
copasi/models/karin2017b/karin2017_fig1g__model14_karin3.cps	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
copasi/models/karin2017b/karin2017_fig1g__model15_karin3.cps	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
copasi/models/karin2017b/karin2017_fig1g__model16_karin3.cps	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
copasi/models/karin2017b/karin2017_fig1g__model17_karin3.cps	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
copasi/models/karin2017b/karin2017_fig1g__model18_karin3.cps	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
copasi/models/karin2017b/karin2017_fig1g__model19_karin3.cps	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334
copasi/models/karin2017b/karin2017_fig1g__model1_karin3.cps	23.663094639438487	23.656620511629054	23.653015615788245	23.65300864938664	23.653004292592946	23.65300428349817	23.65300428349817	23.653004270449138	23.653004282707318	23.65300427717137
copasi/models/karin2017b/karin2017_fig1g__model20_karin3.cps	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
copasi/models/karin2017b/karin2017_fig1g__model21_karin3.cps	19.248137225379953	19.248338629615944	19.270519570273976	19.270508068148825	19.270441189111718	19.270432883998463	19.270432929670054	19.27042878423108	19.27043293144947	19.270432887557284
copasi/models/karin2017b/karin2017_fig1g__model22_karin3.cps	22.480290796036943	22.481581833465967	22.483209491730655	22.483206736408594	22.48319961796604	22.48319831563349	22.483198316028915	22.483198203530474	22.483198316622055	22.483198306538714
copasi/models/karin2017b/karin2017_fig1g__model23_karin3.cps	23.159858403093924	23.159986340906162	23.163467679849358	23.163467337411223	23.16346394545476	23.163462278935704	23.163462279528837	23.16346224374287	23.163462279924264	23.163462273202036
copasi/models/karin2017b/karin2017_fig1g__model24_karin3.cps	0.0009116922148943988	0.0005440555582897535	1.8551476741221375e-06	1.5395684767758858e-06	2.3541420962694772e-07	3.478835452926231e-09	3.406818171510026e-09	1.3797756614659625e-08	3.385213153391763e-09	3.882131512459322e-09
copasi/models/karin2017b/karin2017_fig1g__model25_karin3.cps	23.8053772457228	23.805680500786686	23.80606551532713	23.806067647656956	23.80606907632782	23.80606744796728	23.806067448164995	23.806067491661754	23.806067448560416	23.80606744164048
copasi/models/karin2017b/karin2017_fig1g__model26_karin3.cps	24.0065408888772	24.006857684482608	24.00712338147787	24.007124937871044	24.007126529457054	24.007125197863047	24.00712519766533	24.007125233253593	24.00712519806076	24.007125189954543
copasi/models/karin2017b/karin2017_fig1g__model27_karin3.cps	24.17153962391386	24.17214684817936	24.1721066753623	24.172108058163857	24.172109694432898	24.172108403369965	24.17210840317225	24.172108405940225	24.172108403567673	24.17210839012322
copasi/models/karin2017b/karin2017_fig1g__model28_karin3.cps	24.31343911152334	24.314104143971992	24.313966787134	24.313968410551727	24.31396679682191	24.31396491578474	24.31396491578474	24.313964878219355	24.313964915982453	24.3139649041197
copasi/models/karin2017b/karin2017_fig1g__model29_karin3.cps	24.439666762424697	24.44037388510669	24.440140654884242	24.440142313692515	24.440138611327356	24.44013820740062	24.44013820759833	24.440138183675113	24.44013820759833	24.440138192769894
copasi/models/karin2017b/karin2017_fig1g__model2_karin3.cps	20.15301569699154	20.123162069557363	20.04518628069825	20.04523792796071	20.045142813792438	20.045139402855572	20.045139400680732	20.04513830317838	20.045139401867008	20.045139387236276
copasi/models/karin2017b/karin2017_fig1g__model3_karin3.cps	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
copasi/models/karin2017b/karin2017_fig1g__model4_karin3.cps	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
copasi/models/karin2017b/karin2017_fig1g__model5_karin3.cps	0.0007261912305271896	0.0006363196941463344	2.7480642241001767e-06	2.0222537773218785e-06	1.8978905702109695e-07	6.098512744529244e-10	4.2404783889812e-10	3.609565084085307e-08	4.25718698601879e-10	1.7805004680811015e-09
copasi/models/karin2017b/karin2017_fig1g__model6_karin3.cps	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
copasi/models/karin2017b/karin2017_fig1g__model7_karin3.cps	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
copasi/models/karin2017b/karin2017_fig1g__model8_karin3.cps	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
copasi/models/karin2017b/karin2017_fig1g__model9_karin3.cps	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
copasi/models/karin2017d/karin2017_fig2__model0_karin5.cps	0.0014070727092853617	0.0009764573231165923	7.65948453176785e-06	1.2688064249651598e-06	6.702936260058018e-07	4.107303576966843e-09	2.640855065628801e-09	2.721974435030547e-08	2.728051825393604e-09	1.9218704816971238e-08
copasi/models/kholodenko1999/kholodenko1999_fig4b_user__model0_kholodenko1.cps	0.0043884410634916615	0.0010001327989532225	2.7643403697028812e-06	2.5522635653224942e-06	1.0872680565886548e-06	5.028087259850565e-09	4.784131375479225e-09	4.102344034985434e-08	4.9467685887354265e-09	1.6809145510826918e-08
copasi/models/kholodenko2000/kholodenko2000_fig2a_user__model0_kholodenko2.cps	0.10988779426516687	0.0560474913250552	0.00019071970054692218	0.00020111653161436886	1.390540660017746e-05	1.455482875658253e-07	1.2422478386157965e-07	1.9538259162967913e-06	1.4301471343548897e-07	1.2334621544507146e-07
