time	LRC_Cave	LRC_EE	LRC_Surf	Smad2c	Smad2n	Smad4c	Smad4n	Smads_Complex_c	Smads_Complex_n	T1R_Cave	T1R_EE	T1R_Surf	T2R_Cave	T2R_EE	T2R_Surf	TGF_beta
355.0.	0.0019544735069770003	0.24521808831476902	0.027964749012054	397.2213156741142	211.73599737976974	1047.95621536647	545.171298302691	43.78152863761144	179.53546968489044	0.008394894800163	0.008256783973175	0.000911020923878	1.023694934873644	0.6677847841675141	0.11917847618925001	0.07735336361794101
360.0.	0.001956001791903	0.244789580462023	0.027940566613306003	397.3690205680461	211.77270388756978	1048.1140801335346	545.1775251910918	43.72066473455085	179.2382402044766	0.008329561011575	0.00819326677193	0.0009061993893310001	1.028698394249016	0.6707084236710731	0.11961618774061401	0.077415312947592
365.0.	0.0019573969046930003	0.244400638783684	0.027918614577052	397.50324199756574	211.8060570065697	1048.2575352211181	545.1831773358977	43.66536701112964	178.9681159671822	0.008268308681162	0.008133683600159	0.0009016180710970001	1.033492328665417	0.6735090548093291	0.12003543765890001	0.07747776512052301
370.0.	0.0019586695255430003	0.24404760399925302	0.027898684225980002	397.62519726242425	211.83636009734286	1048.387881250424	545.1883081333254	43.615130462514145	178.72265672768035	0.008210789654693	0.008077701517637	0.000897260212671	1.038085311949806	0.6761917835677981	0.12043699714781	0.077540698636926
375.0.	0.001959829643936	0.243727151909213	0.027880586515534003	397.7359974693411	211.86388994470013	1048.5063054352886	545.1929660468372	43.569494594438574	178.4996338637996	0.008156691064657001	0.008025021108714	0.0008931104448660001	1.04248559086148	0.67876151138742	0.12082160593876001	0.07760409292919501
380.0.	0.001960886572501	0.24343626346350303	0.027864150190488	397.83665609978885	211.88889892126141	1048.6138907225718	545.1971950528897	43.528039752502146	178.29701352170397	0.008105731293042	0.007975372662447001	0.0008891546546330001	1.046701094479328	0.68122294248517	0.12118997349313901	0.07766792831956801
385.0.	0.001961848967472	0.243172197374266	0.027849220113093	397.92809700941126	211.91161700399178	1048.7116243279104	545.2010350484712	43.49038370941434	178.1129408393705	0.008057656436464	0.007928512827422001	0.0008853798675770001	1.050739443768475	0.6835805910267041	0.12154278016844501	0.077732185979973
390.0.	0.001962724853981	0.24293246507808303	0.027835655747126	398.0111618742144	211.9322536483666	1048.8004056825673	545.2045222232895	43.45617850022018	177.94572522816839	0.008012237207302	0.007884221678491	0.000881774142633	1.054607961241116	0.685838788136363	0.12188067834805301	0.077796847893911
395.0.	0.0019635216547650002	0.24271480786417501	0.027823329783518	398.0866171031717	211.95099952582268	1048.8810538119922	545.2076893993444	43.42510749422317	177.7938266818316	0.007969266213647	0.00784230014132	0.0008783264775240001	1.05831368064072	0.688001688733333	0.12220429353461401	0.07786189682026701
400.0.	0.001964246221075	0.242517175996269	0.027812126894560002	398.15516024007974	211.9680281308313	1048.9543141701915	545.2105663404802	43.39688269147033	177.65584307435756	0.007928555568715	0.0078025677281040005	0.000875026723809	1.061863356591023	0.690073278185795	0.12251422540729101	0.07792731625890101
405.0.	0.00196490486486	0.242337709667018	0.027801942604794003	398.2174258796806	211.98349726437326	1049.0208649563476	545.2131800343576	43.37124223118018	177.53049840288332	0.007889934787095	0.007764860544188	0.0008718655104710001	1.065263474161645	0.692057378777305	0.122811048843178	0.07799309041791101
410.0.	0.001965503391452	0.24217472163472803	0.027792682267816	398.27399112437155	211.9975504008352	1049.081322941602	545.2155549491288	43.347948099306905	177.41663192796844	0.007853248931008	0.007729029530786	0.000868834175113	1.068520258311025	0.6939576559817431	0.123095314903384	0.078059204182475
415.0.	0.001966047132151	0.24202668140271202	0.027784260139157003	398.3253806084599	212.01031794542874	1049.136248834614	545.2177132669489	43.32678402247685	177.3131881616	0.007818356974692001	0.00769493891375	0.0008659247019260001	1.071639683174886	0.6957776245448251	0.12336755178438501	0.078125643085175
420.0.	0.001966540976262	0.241892200811671	0.027776598536319003	398.3720711170171	212.0219183891992	1049.1861522146423	545.2196750963022	43.30755353575542	177.2192076523226	0.007785130359351001	0.007662464832339001	0.0008631296657330001	1.074627481174821	0.697520654371642	0.123628265735298	0.078192393277702
425.0.	0.001966989402215	0.24177002092517802	0.027769627077838	398.4144958260624	212.03245936854975	1049.2314960605809	545.2214586649744	43.29007821205785	177.13381851692841	0.007753451714732001	0.007631494125438	0.000860442181433	1.0774891519270051	0.699189976220787	0.12387794194184401	0.07825944150389401
430.0.	0.0019673965075290003	0.24165900009746602	0.027763281994023004	398.4530481901669	212.04203863600875	1049.2727009037103	545.2230804953606	43.27419604147204	177.0562286689139	0.007723213726619001	0.007601923255671001	0.000857855858299	1.080229970935601	0.700788687206631	0.124117045377769	0.078326775074002
435.0.	0.00196776603744	0.24155810312135603	0.027757505502645004	398.48808550268524	212.0507449487019	1049.3101486310243	545.2245555636691	43.25975994928394	176.98571869522996	0.007694318132222	0.007573657354436001	0.000855364758614	1.082854998059279	0.7023197561120721	0.124346021624574	0.07839438184014001
440.0.	0.001968101412067	0.24146639136224202	0.02775224524352	398.5199321527835	212.05865888070664	1049.3441859648633	545.2258974444528	43.24663644206455	176.92163533458896	0.007666674827819001	0.007546609373092001	0.0008529633602010001	1.085369085742543	0.7037860285147101	0.12456529766040501	0.07846225017284701
445.0.	0.0019684057520510004	0.24138301379165902	0.027747453766457004	398.5488826022578	212.06585356514088	1049.3751276433745	545.2271184417772	43.23470437177097	176.8633855126125	0.00764020107504	0.007520699327474001	0.00085064652244	1.087776887006259	0.705190231729898	0.12477528261898602	0.078530368938704
450.0.	0.0019686819026520004	0.241307198841009	0.027743088067556	398.57520410391515	212.0723953715132	1049.4032593250035	545.2282297082351	43.22385380841945	176.81043089132226	0.007614820793927001	0.007495853624545	0.0008484094554270001	1.090082863194099	0.706534979574542	0.12497636851948701	0.078598727478958
455.0.	0.0019689324562790003	0.24123824700262902	0.027739109169330003	398.59913918201096	212.07834452352446	1049.4288402388806	545.2292413529021	43.21398501249218	176.76228289280579	0.007590463932442001	0.007472004461447	0.0008462476919520001	1.092291291473499	0.7078227769558111	0.125168930968225	0.078667315589091
460.0.	0.001969159773508	0.24117552411144802	0.027735481740506003	398.6209078939616	212.08375566217595	1049.4521056016006	545.2301625392441	43.20500749883471	176.71849815927516	0.007567065903396001	0.007449089288424001	0.0008441570620160001	1.094406272091332	0.709056024289156	0.125353329833092	0.078736123499305
465.0.	0.0019693660026070003	0.241118455246201	0.027732173751792003	398.64070989128874	212.08867835871237	1049.4732688195566	545.2310015738933	43.19683918437878	176.67867441412497	0.007544567080916001	0.007427050328199	0.000842133669632	1.096431735385803	0.7102370217502321	0.125529909891603	0.078805141855858
470.0.	0.001969553097636	0.241066519194318	0.027729156164199003	398.65872629650966	212.09315758160795	1049.492523494663	545.2317659871303	43.18940561258247	176.64244669095575	0.007522912349547	0.007405834145273	0.0008401738716930001	1.098371448557161	0.711367973365403	0.125699001453453	0.07887436170323
475.0.	0.00196972283518	0.24101924342949402	0.027726402646868	398.6751214114941	212.09723412149654	1049.510045250041	545.2324626058368	43.18263924801189	176.60948389982525	0.007502050699969001	0.007385391259468001	0.000838274258693	1.100229022200681	0.71245099094561	0.125860920958442	0.07894377446706301
480.0.	0.001969876829792	0.240976199555329	0.027723889321591002	398.6900442716647	212.10094497765513	1049.5259933910047	545.2330976196135	43.17647883499401	176.57948570220884	0.007481934866000001	0.007365675798693001	0.0008364316371340001	1.102007916606115	0.713488097868408	0.126015971550644	0.079013371937852
