time	APC_PS_VIIIa_l	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_XIa_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	IX_f	IX_l	IXa_AT_f	IXa_VIIIa_X_l	IXa_VIIIa_l	IXa_f	IXa_l	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_IX_l	TF_VIIa_IXa_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VIII_IIa_l	VIII_Xa_l	VIII_f	VIII_l	VIII_mIIa_l	VIIIa_f	VIIIa_l	VIIIai_f	VIIIai_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	XI_IIa_l	XI_f	XIa_IX_l	XIa_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	alpha2M_IIa_l	alpha2M_Xa_l	alpha2M_l	mIIa_AT_l	mIIa_f	mIIa_l
60.0.	4.795319002177183e-07	3.2567519900502723e-05	0.016317284822985	7.310263256349893e-05	0.000342161021897	0.00012651863867600002	3399.999060025736	583.6691396304606	816.3086089875892	0.00020676603828700003	0.000564022421685	0.0016232928104020002	0.001059868831368	0.6318890206810881	89.35775621727824	2.304256730594936e-06	7.713189641068021e-07	1.3758200947532902e-06	6.176724001312799e-05	0.008756884348887	32525.15465203013	24.84645196406166	35.136218417987486	3.644432181871202	296.33921748625283	5.525181626954902e-07	0.002675254071081	2.497324193410762	1.330126275997975e-08	0.00222087291443	0.00044378085158400005	0	0.00038109479871300004	0.0005706279198040001	0.0012076962815050002	0.00017536141453600003	0.9978126847679121	4.9714100877510855e-06	0.000233395819392	0.004272129565216	0.694753553568044	6.559082965138562e-05	1.3377899240051441e-05	0.000653518333549	1.664145205473055e-08	8.19262406888523e-07	5.740605109098899e-05	0.38900408981121304	9.585115017995584	0.0016649787697840001	0.119333868786842	0.00028764008356300003	0.013401268582158002	0.17619992571408602	19.761537106415748	0.0034170656062630003	0.000403072303153	0.044175349098369	5.366065963871863e-07	5.920803467422598e-05	0.000275454430734	29.99641732858526	0.001087878204296	0.0020928201410450003	62.67743105021868	107.2943046809033	0.0005265061025800001	0.00019099610189400002	0.000264646815395	3.061711820090523e-05	0.002497141722457	0.007188902171853	5.787526378426624e-05	0.000245074465185	2599.999697050272	7.787923227954517e-05	0.000405072165328	0.013984269606679001
65.0.	1.453438052842938e-06	9.415689116029246e-05	0.029523531242144	0.000131408597119	0.0006149104804150001	0.00023778277962500002	3399.9986188567327	583.666850447549	816.2942569732758	0.00037141591517800005	0.000984938877494	0.002834924897094	0.0018476549282390002	0.6318765031928211	89.35478620335095	2.876362538141501e-06	1.562397295594466e-06	2.78783239590109e-06	7.651515387818847e-05	0.010852179902328	32524.720747991865	24.840860760271614	35.12778884020211	3.644319784122039	296.3260610743054	7.266832078551632e-07	0.003189539381994	2.496809733934804	1.427235470060143e-08	0.002205562781628	0.000447633208318	0	0.000384398005976	0.000575612648341	0.0012181889763170002	0.00016786342385400002	0.9961801362254101	8.660730148856966e-06	0.000252295202565	0.004268997396057001	0.694231748802502	0.00011459657566500002	2.237196672467449e-05	0.0010929305585860001	5.1681559373769866e-08	2.543418446652142e-06	6.199635664184841e-05	0.38883251157811705	9.580756162171967	0.0017271436810810002	0.12379004963602801	0.0005007418439650001	0.014494578926871001	0.17593003646596	19.730823569328287	0.0059658965946270005	0.00064347872476	0.07053320313191601	1.579767111032386e-06	0.00017426968121700003	0.000480194016801	29.99357747527588	0.0019537385993450003	0.0037508093283570004	62.67687182023008	107.29194277661588	0.0006281470056480001	0.00032934074457500003	0.000456348100688	5.279979886062015e-05	0.0026987304528920003	0.007766927590561001	0.00010396192391600001	0.000292385585705	2599.9996036524917	0.000140921209436	0.000708249725357	0.02444828139381
70.0.	4.339245037876187e-06	0.000270804778999	0.052430911159774	0.00023242218536700002	0.001087389493682	0.00043561392175200004	3399.9979148980806	583.6628297171142	816.2695671583999	0.0006578558991580001	0.0017091867381070001	0.004921105513128	0.003210333306306	0.631858001571552	89.35011843179107	3.599363510526174e-06	3.282237225105896e-06	5.8593246630607545e-06	9.867057678719278e-05	0.014001958233111001	32523.97894319137	24.831130286694307	35.11313465970484	3.6441227378673613	296.3031712069477	9.33941807369346e-07	0.0037408854906540003	2.496258180567545	1.509631612805007e-08	0.0021889756752580002	0.000451420525437	0	0.00038765631315600005	0.000580507978187	0.001228545810211	0.00016194465962500001	0.9933697077487641	1.5029798282943771e-05	0.000268902969111	0.004263761704962001	0.6933590392672151	0.000199034999835	3.7567405253652265e-05	0.001835305866071	1.569124708018281e-07	7.720269870632888e-06	6.604001821946662e-05	0.38865164216177	9.576078899674629	0.001793874391521	0.12857148841346502	0.000867902548075	0.015451716665034	0.175486959063357	19.680373147554715	0.010348961544261001	0.001041744770363	0.114201488973486	4.585307974299547e-06	0.00050575785689	0.000834238900847	29.988639477339454	0.003458776376523	0.006631893461434	62.67665226276397	107.28916632720558	0.000737243751942	0.0005683080205100001	0.000787494376626	9.112853970430001e-05	0.002876961716319	0.008277165707789	0.00018413850280800002	0.000343167207962	2599.99947269429	0.00025078898904900003	0.0012316697533820001	0.042513441432426004
75.0.	1.2814215069849201e-05	0.0007774358949130001	0.09189166085550801	0.00040641817185500004	0.001901125717106	0.0007837057522700001	3399.9967624366473	583.6558347045052	816.2270657054204	0.0011551082439540002	0.002953667704143	0.008509671637080002	0.005569293103625	0.6318291104886751	89.34251209051098	4.555446296121316e-06	7.225109016824205e-06	1.2905206283078502e-05	0.00013364147366600002	0.018975855764331	32522.705828997463	24.814281559710803	35.08777531773072	3.643780249546166	296.2635378394873	1.1767692791822378e-06	0.004323515402831	2.495675307827896	1.572058137602071e-08	0.002171441657421	0.00045519793434900004	0	0.00039091890761000004	0.000585397604947	0.001238925747735	0.00015692565807500002	0.9885366606587761	2.6019167582979546e-05	0.000282114973189	0.004254911432653	0.691883366487768	0.000344302117492	6.324251088484933e-05	0.0030895555362160003	4.6906968462543687e-07	2.307417415786604e-05	6.929029845738205e-05	0.38846598508099706	9.571129222638362	0.0018644875539810001	0.133627940086256	0.001499353329454	0.01620473391998	0.17474799007031502	19.596202547250805	0.017864975078995	0.001706017711297	0.187034538532519	1.3220209672140843e-05	0.0014580586918600002	0.001446868236103	29.980070783926145	0.006069418066270001	0.011629224019228002	62.6770163313786	107.28566889436506	0.0008526814655350001	0.00097839121196	0.0013557985727100002	0.00015693952551700002	0.00302110602999	0.008688568352551001	0.000323322982923	0.000396900392251	2599.9992797766263	0.000441512450637	0.002135198697545	0.073694966587595
80.0.	3.741833296497869e-05	0.002224173527971	0.15933637250836102	0.0007039279766740001	0.003292199324772	0.001392210369767	3399.994840641006	583.6438209670933	816.1541963283566	0.002016811290611	0.005077818406259	0.014645753516716	0.009640053131382	0.63178207960606	89.32982369535915	5.886726834972314e-06	1.675168485599034e-05	2.993875171685403e-05	0.000190760995016	0.027101732423583002	32520.522677634668	24.78524185449954	35.04408623542357	3.643188438192741	296.1952135974369	1.457276101378289e-06	0.004929420778477	2.495069121945428	1.6094685752605253e-08	0.002153164572907	0.000458987228102	0	0.00039421028373400004	0.000590324783721	0.001249412677017	0.000152427083729	0.9802764280770241	4.487715655177494e-05	0.00029071507975400005	0.004239870208765001	0.689375205907483	0.0005925562609330001	0.00010638775396800001	0.005196765962737	1.385244157039809e-06	6.812765611071752e-05	7.150272510370675e-05	0.38828257986519704	9.565970294288602	0.0019380437985220002	0.13889000640628602	0.002577018020623	0.016673533664244	0.173505511260052	19.454663074849297	0.030638889022417	0.0028133279361600002	0.30842360542200903	3.7971214537186775e-05	0.0041873942655690005	0.0025033353284220003	29.96523180200575	0.010590167224562	0.020282485071518003	62.67836075830746	107.28089931301051	0.0009729050932590001	0.0016712218982320001	0.002316045285642	0.00026823363324400003	0.003120399966149	0.008970329123118001	0.0005645199018330001	0.00045286131179600003	2599.9989826187884	0.000771545519786	0.0036882489686810003	0.127281822494127
85.0.	0.00010741995940700001	0.006295597162524	0.273178765797072	0.0012063629809980002	0.005640564710633	0.002450855681294	3399.991600168848	583.6235862851152	816.0304848213942	0.0035051395275970004	0.008651141426104	0.024999740459982003	0.016615300533810003	0.631703162246627	89.30837608598499	7.838510397101687e-06	4.0785220133071565e-05	7.293012227294548e-05	0.000286056129981	0.040658583727261007	32516.80289388711	24.7355521639819	34.969367983981456	3.642173019622547	296.07824519745736	1.777073576149688e-06	0.005549367960675001	2.494448854965755	1.623516839828183e-08	0.002134279033403	0.00046278484753800006	0	0.00039753897074700005	0.0005953064153970001	0.0012600455801930002	0.00014825184397400002	0.9663491181139131	7.687984833798499e-05	0.000294410200458	0.004214332595702	0.6851174418660221	0.0010109962386190001	0.000177829904928	0.008684465486192	4.0367585069295205e-06	0.000198471799418	7.272468533744554e-05	0.38811169713993404	9.560672274799572	0.00201347639187	0.144278078827244	0.004388746582266	0.016818026221814	0.171417193924732	19.216794373465167	0.051966986911427	0.004638622468716	0.5084463866009711	0.00010841751251	0.011953609846640002	0.004311400280603	29.939632773409233	0.018391773210695	0.035213197418193	62.68129294581852	107.27385390398025	0.0010961151831760001	0.002816235692139	0.003903338316631	0.00045246529445500003	0.003176456555541	0.009128373791323	0.000981114000886	0.000510212384728	2599.9985086736156	0.001339882255224	0.006332223694761	0.21848064074405601
90.0.	0.00029974512034100005	0.017405446775768	0.46154230244134203	0.002038490074768	0.00952760985731	0.004284012858697	3399.986108924318	583.5901669889116	815.8231728623929	0.006063648992705	0.014534757677973001	0.042140979698357006	0.028512212755041	0.631567907834332	89.27191745646643	1.0832432620296651e-05	0.00010301307415800001	0.00018427590725900002	0.00044679026206400003	0.06351983392417601	32510.536156173046	24.651536297107953	34.84311535094465	3.640450683750855	295.8803018219107	2.1373118706182522e-06	0.006178113623761	2.493819749064376	1.63840469338593e-08	0.0021148748039870003	0.00046656728343700003	0	0.000400905445387	0.000600344827035	0.001270848858418	0.000144305085815	0.9433242626236691	0.000130559747023	0.000296496723007	0.004171283241623001	0.6779430696607841	0.0017032196957410001	0.00029288356156600005	0.014297009062161001	1.1536056927545571e-05	0.0005669081494050001	7.40229962917171e-05	0.387966573747045	9.555265413034958	0.002090231921928	0.149748063385579	0.007378626802277	0.016776367807090003	0.16793860836636001	18.820706967068173	0.086676060342285	0.007571622665665001	0.8296369173325511	0.00030544008897200004	0.033663210722581	0.007387999042669	29.895702261873005	0.031783322815404004	0.060842403410239006	62.686651424486115	107.26265482267986	0.001221289914434	0.004687644552865001	0.006498716198026001	0.0007543712773810001	0.0032347261325360002	0.009297108559976001	0.0016972605012560002	0.0005684780062660001	2599.997734261493	0.002311291489373	0.010781885523422002	0.371899630596397
95.0.	0.0008012906423210001	0.046245213859938	0.765031926304366	0.0033838591414680004	0.015807008133696	0.007444852762903	3399.976769149092	583.5345098686311	815.4771301217575	0.010459461682282001	0.024046695319566002	0.070123859916513	0.049170626511881005	0.6313329369653631	89.20978611628102	1.558871037953078e-05	0.000264859228509	0.00047391706770200006	0.0007190233699760001	0.102221316036829	32500.083990980598	24.51165394775317	34.633030058845584	3.637578195896643	295.5503433732956	2.539309847645619e-06	0.006828270735463	2.493169189954696	1.727561810340892e-08	0.0020949868616330003	0.00047029758019300004	0	0.000404312933138	0.0006054427946720001	0.001281878615302	0.000140524629594	0.905829444763919	0.00022116146569900003	0.00030830839494700005	0.004099384330799	0.6659681322837271	0.002835953986039	0.00047054185511200003	0.022953678335034002	3.198822928030848e-05	0.001570784180824	7.874541698931224e-05	0.38786141205657304	9.549618317235225	0.002169961346324	0.155412088574466	0.012286457635613	0.017089333413766002	0.162227504341715	18.170764906367328	0.141885809609251	0.01209172182439	1.32409375301276	0.000838843246984	0.092389350219731	0.012705786513202	29.820337855263208	0.054715944759901006	0.104795560700807	62.695424476737756	107.24358864081611	0.0013509075542170001	0.007882323001564	0.010932919899132	0.001271863567823	0.0034395890755460003	0.009898638051772001	0.002927684517836	0.000628811793256	2599.9964435036886	0.0039600402036910004	0.018278763133181	0.630303522546364
100.0.	0.002030776410906	0.11653839184537301	1.242002744002154	0.005521148083582001	0.025772570774622004	0.012900804443987002	3399.960648774745	583.4333567139223	814.8819451968905	0.018159792488004003	0.039535084676261004	0.11645989612769801	0.08785432781192401	0.6309202008628421	89.10292726593818	2.33350255380202e-05	0.000679880358641	0.001216800105292	0.001181931032474	0.16798015912694	32482.539475597216	24.28141695953214	34.287182324675086	3.632874663199526	295.00655342454104	2.986511562443355e-06	0.007556732632848001	2.492440280855595	2.0454912160397873e-08	0.002074545256943	0.00047393321971600006	0	0.00040778371144	0.000610626242491	0.0012933046898370001	0.00013679991309600002	0.84400501919604	0.000383072789207	0.000353435986173	0.0039792939147990005	0.6459793161510621	0.0047326473206570005	0.000731601168513	0.035654249252281	8.509089568241178e-05	0.004173835646782	9.409263051471755e-05	0.38780959265298803	9.543206320191276	0.0022597507103650004	0.161767043727939	0.020662541320728003	0.018859613104035	0.152949107907694	17.115484954661124	0.22998166110363802	0.018690282163544	2.044758656659461	0.002216047104364	0.243827057659136	0.02257903572319	29.688260496038588	0.094596494330224	0.181663169464022	62.70857643015109	107.20868846867279	0.0014961426198220002	0.014128060240214001	0.019613535014432002	0.002290091216239	0.004103885411374001	0.011841799732894	0.005083076877816	0.000696415308639	2599.994220507814	0.006771150684004	0.031458466660065	1.084619184146456
105.0.	0.00489568214726	0.277913026855451	1.9853427731863862	0.008931068256056001	0.041649668556307	0.022498664691662	3399.931476899585	583.2140258022608	813.7686106736977	0.032565621374994004	0.065868540129043	0.19740935452537703	0.17244109938294203	0.63017431930024	88.91278837299929	3.62035174471047e-05	0.001724121961725	0.0030873139791000002	0.0019826499264930003	0.281599964296243	32451.884264403627	23.900880021366223	33.714519219503394	3.6252585494897103	294.1065899683201	3.488770474626686e-06	0.008506845932814	2.491489665296716	2.871864480866795e-08	0.002053276790321	0.00047742099561400004	0	0.00041138146606300004	0.000615975882488	0.0013055599075680001	0.000132867468823	0.736722105345579	0.000711116740467	0.00046873172725000003	0.0037734576203030004	0.6117388690198641	0.008146069220799001	0.0011004688217880001	0.053560792634916005	0.000215961402943	0.010577414723579	0.000133355590787	0.387830246160525	9.534734752874122	0.002377343612538	0.17005716923084102	0.036408796275881006	0.023546472636621	0.13779197385445102	15.39275315908926	0.37602795353106105	0.027787127176769	3.035782923614035	0.005583355032131	0.613430316898402	0.04385397225396501	29.440189109898284	0.168129633023683	0.32532862013242103	62.72698232254031	107.13954624385231	0.001685174409503	0.028572097613097	0.039729455019676	0.004673342403148001	0.005808607868808001	0.016807947959139	0.009115420942669001	0.0007844056472520001	2599.99010017341	0.011737436426781002	0.057211893015057004	1.972620810205202
110.0.	0.011409300976279001	0.6291330915908311	3.154505868170904	0.014454485254271001	0.067288256034932	0.040393740918658	3399.872830160991	582.6475055235588	811.4295324990488	0.06347628150911801	0.11092874407307801	0.34213225709960704	0.40088332341702504	0.628691781289047	88.54519730795299	5.815176910001295e-05	0.004351027495338	0.0078023823826400005	0.0034417299685550002	0.48826918788518603	32394.661440402393	23.262332928718354	32.74994732518143	3.61302880842137	292.5919229308397	4.070646530460586e-06	0.009985333681777	2.490010595671697	4.754080848543026e-08	0.002030518941167	0.00048061793525400003	0	0.00041524701055300003	0.000621674768899	0.0013196504370960001	0.000128172719689	0.546938998827313	0.001483563148181	0.000700413325375	0.003401313414931	0.549920637266973	0.014737921146307	0.001613185002226	0.07835501208187101	0.0005258581563460001	0.025699385603527	0.000222919353581	0.387971612701137	9.52143998270645	0.002560800011943	0.18293285794656403	0.068877552632449	0.03196166716578	0.11271642316743101	12.547244689468277	0.6175924927537031	0.039472766050574	4.302345380834656	0.013404242206543002	1.469361886781848	0.09977352683149	28.90542867682609	0.32170781332172704	0.6326962421020621	62.7510044669931	106.99208053170676	0.001978370953392	0.065537625018087	0.091410130612355	0.010942051717447	0.00971365029601	0.028149887808085004	0.017767733028569002	0.0009208839062380001	2599.9813113830674	0.021263293863325	0.115241742251664	3.972323868901996
115.0.	0.025467598215736003	1.30218995156134	4.952576318887088	0.022883160236679002	0.106096215067265	0.078042018034622	3399.732458493247	581.0172197026425	806.0371680056006	0.14505305820747	0.17020526429155503	0.5491982910443141	1.161596692293876	0.6250310911538041	87.72213367624406	9.760618957600112e-05	0.011182018665912001	0.020120083123505002	0.00641646648101	0.9082991361324091	32283.95288927273	22.233702296320022	31.186879195420364	3.594914753085342	290.1248513782492	4.789310180067401e-06	0.012683173971259001	2.4873120367185653	9.185353062988888e-08	0.002004734636768	0.000482904987298	0	0.00041971128090400006	0.000628141073765	0.001337993646793	0.00012163321075900001	0.28059644466413003	0.0034005557180670004	0.0010862225881420001	0.002706998799254	0.43512536866306306	0.026552518292671003	0.002286713255408	0.11061218760984001	0.0012370402882770002	0.060222694780118005	0.000435127697874	0.38830624485188203	9.497143539641481	0.002895924210093	0.206340796809412	0.12953450775410302	0.041477838540301	0.07346853231504001	8.115648791684512	0.913672534049288	0.051593611560543005	5.5964882917931	0.030455555233844002	3.324712291058595	0.274419863261448	27.512942127312204	0.706237017022317	1.428358974369436	62.772450865916895	106.66105963712542	0.002511936274919	0.16308737766602102	0.22901327715465802	0.028657439628634002	0.019013259280961002	0.055119836379654	0.040602710606674	0.001169255591046	2599.958228033804	0.041836888052161	0.262632084527578	9.0351625063628
120.0.	0.048294978860180006	2.103869388593071	7.493790191883018	0.033825056061052	0.15572450364967402	0.17145591663280502	3399.32764980677	576.1363677402253	793.1474388692036	0.40562349479269405	0.20350094532002402	0.700521952437499	3.880984409141738	0.613844792287844	85.58514614453938	0.000176179580688	0.029104694259358	0.052726189414536	0.013561559067675002	1.911072308780835	32079.85758072349	20.872906178309396	29.088088757323632	3.57599264218421	286.7780527984787	5.789515356879846e-06	0.018661976754619003	2.481332233730028	2.243328041713791e-07	0.0019715493136720002	0.00048188282813400006	0	0.00042580514662900003	0.0006366169721010001	0.0013671972448200001	0.00011093464648	0.095977102242477	0.006562946888345001	0.001571365678807	0.001574243557436	0.249969416845071	0.037881018573915	0.002818283297604	0.135016961501945	0.0027269468845280004	0.13175295423826802	0.001074527422381	0.388591381016321	9.443854386708493	0.003636235558089	0.257954403941183	0.16734676803599802	0.042044511975385	0.028327163368047	3.080412786385591	0.8713343041354421	0.053704422401014	5.765844612407007	0.06224311992020801	6.741037288783276	0.7845719796650791	23.49395710206107	1.793886249241377	3.756128752399704	62.73074473662825	105.90221075606038	0.0036931455607490003	0.41269607052376706	0.5889072262495221	0.082232337221658	0.047245457871583005	0.13702562231074802	0.113546139250857	0.0017191355159380001	2599.8847347252376	0.091401456668026	0.6521495294669261	22.305840038448494
125.0.	0.058045278752389004	2.001751714981545	11.210736640653929	0.048990570414697	0.22334952190085303	0.41757746803914303	3398.0775970066443	562.584304897214	764.3346312669988	1.283838091241072	0.20521185938746803	0.764770169259617	12.965469271126752	0.5823818021935551	80.35200031501944	0.00035460979837200005	0.064279370112215	0.11784669689259301	0.032110857394945	4.483933540191648	31765.095807111193	19.43511993346467	26.816794480444507	3.565817423661293	283.1636489419505	7.562890839106909e-06	0.037031598488853006	2.462960838620311	7.818743779861675e-07	0.0019131822738740001	0.000472833493805	0	0.000437473376949	0.000651735427919	0.0014266199837530001	8.981067848059272e-05	0.030017971352915004	0.006559720885051	0.0017399818898180001	0.00047499869161900005	0.073887336957233	0.026735833401144	0.002164628742425	0.101821546794052	0.005060450498764001	0.241384156382692	0.0037941731065590004	0.38591330792530004	9.284488564018664	0.005880509167056001	0.41501325646089404	0.08675264247024901	0.025888227182925	0.004363620522935	0.463688801831583	0.318320034417861	0.032443068710218	3.42184246059679	0.103317539977682	11.04925397410568	1.59050624236611	14.104353112465379	4.36661997490323	9.520943202226166	62.41410891111567	104.28602884875853	0.007332278318280001	0.9109628137595991	1.348257035385928	0.23315806605699402	0.17021759560440303	0.49268999356840704	0.35943640674243704	0.0034135530817730004	2599.6371500401806	0.213300545963092	1.554303403791295	52.56173873491745
130.0.	0.035378680310424	0.9470170467801781	15.801536779446314	0.06790686170426201	0.30700449309737105	0.941809185269577	3394.5840703080194	534.451198740426	718.0059185623331	3.978348156742258	0.195756829504477	0.7931949043873111	36.05860373916262	0.5252401816291731	71.92127448105298	0.000769636705563	0.090886883395453	0.16970055541470402	0.07116389467944101	9.844639465131914	31541.488616732575	17.99419561479992	24.651203694357115	3.547149948831378	279.66891754463154	1.2422970220726392e-05	0.11027067769201901	2.389716899337765	2.846964103117345e-06	0.0017554466771930002	0.000462385967581	0	0.00046774216045300006	0.000689921304317	0.001561714851384	4.7519104747077084e-05	0.011048266108213	0.002333034773934	0.0009573889709880001	6.08756547785232e-05	0.009308653560916001	0.0064378733105840006	0.0008957969350890001	0.04164642368904101	0.0071032228241670005	0.33529061115991504	0.014077811835856002	0.363839563339087	8.681111919578571	0.014512984185716001	1.021505240165506	0.016534002169858	0.008175427307234001	0.00029597517997900004	0.031022825647552002	0.040956893953280005	0.010423880048358002	1.087766238691397	0.131899187972099	13.970571492802604	1.149539379463188	3.574256050576431	7.375862516022906	16.958532868667927	61.46118771534468	101.88959616101317	0.022092571970577003	1.283184855527723	2.019717960844703	0.452434213075034	0.6831672027143181	1.952788460954392	1.114253522686239	0.010289735954910001	2598.8754567413644	0.47291014129329	2.959735765579259	99.01865938561099
135.0.	0.019342666216273	0.440633306713033	19.656875942582513	0.083493577042517	0.379017591704471	1.674746831829034	3387.4013665864686	498.3881160320708	672.3388614276803	9.963740146657573	0.184281213278634	0.8097088317191491	67.45269991127279	0.465947136531895	64.1449744513304	0.0015729767797000001	0.09128487887990501	0.173892121589759	0.12265891939980302	17.002599218241414	31710.872733376345	16.505614150514532	22.73074155194809	3.4874555828495533	276.3956925016386	2.9330602146592952e-05	0.31809789386825404	2.181872775529607	5.3487871325284645e-06	0.0013979546281840001	0.00047115889788700005	0	0.0005243041139460001	0.0007679414151840001	0.0017897812100710001	1.4180345447156701e-05	0.006009955002218	0.000340176609162	0.00019167970881400003	4.694173409819954e-06	0.0007192459504410001	0.0007134036631970001	0.00040038490365500005	0.018805594973774	0.008149845287376	0.38615530804423104	0.027250360880929	0.29758733196539905	7.122965815507052	0.037007859575905	2.610202812416155	0.0018835598958490002	0.001349192990299	1.7773568960903362e-05	0.001876820055887	0.003537077759058	0.004009249852617	0.42286734893674505	0.14327762321989201	15.241750257142646	0.187688610811166	0.30451675066461203	7.996599138348906	19.83644866834629	59.83615780164492	99.67227091903969	0.066515583480827	1.193253233021552	2.0049883034195	0.5405562534239471	1.6199924997365729	4.595757042501944	2.79280029150863	0.031007432484609004	2597.176192276014	0.8920578747854111	4.206413037670137	141.04334891817115
140.0.	0.013999265876674001	0.285910405282856	22.957073798465757	0.095900702623105	0.44219176816444505	2.455141288830344	3376.4949987881946	463.43150415502305	635.5660330563654	19.471140232010775	0.17310219033568902	0.8226319371091021	96.4727472449265	0.41289091930726	57.76900165322415	0.002793973571636	0.084049897353609	0.162831108807086	0.170904595969985	24.028471450810088	32229.33179757742	15.015923284081326	21.015898585170188	3.393844645355714	273.3491718850195	7.52016689968295e-05	0.652430968508241	1.847493829822767	5.654141796364076e-06	0.0009370938102450001	0.00048448655123600005	0	0.000587643743858	0.0008631560137960001	0.002040354205773	6.409864296601431e-06	0.00426587255521	3.300659719813224e-05	2.128068015095074e-05	3.123597847200273e-07	4.8624531699054685e-05	5.847249749732163e-05	0.000248671359572	0.011904646688665001	0.008687050886371001	0.418117662361689	0.029956931165675	0.20453608489411101	4.965644702663246	0.067622613861331	4.82724607727993	0.00019964179672600003	0.00016436513155	1.292534651297579e-06	0.000139130767655	0.000316398267983	0.0022400029173760003	0.24080744423860803	0.147473720782292	15.939225095729673	0.010728573339683	0.011994138015895	7.368571914404598	20.15356408540947	57.88743846047426	97.98090460355887	0.147578441782582	1.021507563157959	1.8156761186397312	0.5463388207529221	2.526323026460245	7.237196475567518	5.463918792545661	0.06888139119847	2594.467199816262	1.428347275611245	5.013169565879679	170.57822307378152
145.0.	0.011484867145915002	0.21695311947164303	25.977776309721794	0.10633438845567801	0.501277630425222	3.235789688806113	3362.4493252786765	431.71305624171913	605.9138600676016	32.01476602265625	0.16238365652439002	0.834159799694922	120.69710061423713	0.36432746437552804	52.134073669697216	0.004378499121693	0.07679683413312301	0.15077688121354002	0.21174121668224902	30.41384743254384	32962.96259710059	13.582279631581956	19.4415103966734	3.283970568052498	270.50981513560833	0.000165289337	1.036051907741082	1.463782802921922	4.303746436803386e-06	0.000536448163537	0.00048051871287700003	0	0.000635007988067	0.0009405411866220001	0.0022338013022060003	4.0895632498933e-06	0.0034565437806900003	2.701968506135643e-06	1.87879965048982e-06	1.9940649807201832e-08	3.17651695623667e-06	4.275679262455325e-06	0.00017735646118600002	0.008693872217828	0.009002531676467	0.44305560424691304	0.023870323996457003	0.12004932150951501	2.97584133947868	0.09449594709758401	6.880747157481012	2.1752729352664064e-05	1.9027826912610884e-05	1.099195305932301e-07	1.2129612981159032e-05	3.0780693748714305e-05	0.001481837832515	0.163143732288924	0.148686658899254	16.43362518931798	0.00032959613572400005	0.000291895868772	6.643577483519601	20.12001133566977	55.8522677838931	96.68359765494507	0.2607506192453	0.8764279185026581	1.6340662628727611	0.525531480031736	3.292474993210025	9.614509776320217	8.996822188652743	0.12188839622401601	2590.881289415131	2.034989891492787	5.485468963936419	190.74504404774186
150.0.	0.009894310565323	0.176619920283484	28.7840797023435	0.11524054571402001	0.557261548751821	4.010140838073441	3345.9217298339718	403.39680342922844	581.3241318008154	46.98189475400072	0.15203472966553402	0.8449426911114991	139.79308047398865	0.32067281780788304	47.08259616452394	0.006261922831710001	0.07030666018201101	0.139542126523779	0.24554503618998302	36.16343940524637	33820.86978157686	12.235489105507815	17.969380137168496	3.169339905401505	267.86006616140634	0.000304244517486	1.402506073938683	1.097189681543835	2.619545918365522e-06	0.00026656891120500003	0.000454779063681	0	0.0006560626058330001	0.000980154341354	0.002332434205345	3.136809174932147e-06	0.003022579222969	2.042441758096309e-07	1.51062705002133e-07	1.2662643556535273e-09	2.0716085502698598e-07	2.99212925925294e-07	0.00013477113219000002	0.00678277728287	0.009193113818728001	0.46414537754816804	0.015288462302503001	0.061265970982263	1.556053158132896	0.111945071142793	8.350450474248714	2.457624457772413e-06	2.2500578130317002e-06	1.044155786465683e-08	1.1844875745665779e-06	3.218642543324189e-06	0.0010656347880450001	0.120464382783839	0.14837386421602802	16.824549665598845	6.890948546683628e-06	5.239098496289224e-06	5.9711810876302565	20.01866594424924	53.84620052955934	95.64146873563192	0.40051487136519104	0.759114976635726	1.475232928538782	0.49456950590129006	3.936210682575127	11.76909234988161	13.225074857285538	0.187548741357023	2586.5873764013645	2.679457779757128	5.737586633358625	204.61129529757676
