time	MAPK	MAPKMEKpp	MAPKPH	MAPKp	MAPKpMAPKPH	MAPKpMEKpp	MAPKpp	MAPKppMAPKPH	MEK	MEKPH	MEKRAFp	MEKp	MEKpMEKPH	MEKpRAFp	MEKpp	MEKppMEKPH	RAF	RAFK	RAFPH	RAFRAFK	RAFp	RAFpRAFPH
265.0.	0.25943153814288	0.053783508729366006	0.24185773077900202	0.022164792290089	0.053589132383449006	0.004593009305411001	0.0018848823112530002	0.004553136837548001	0.036282912056051005	0.15900773729380302	0.028239880540605004	0.015945910820744	0.028173725776297003	0.012905827695019	0.0072566881466040005	0.012818536929898	0.08064506739759	0.172223747126068	0.272186982622447	0.027776252873931002	0.12261995411530101	0.027813017377552002
270.0.	0.259322870582757	0.053801273064686	0.241802244834412	0.022186446278522003	0.05363150653963401	0.004601202884925	0.0018904520235210002	0.0045662486259530006	0.036266119813870006	0.15900357384787903	0.028225848378	0.015943464836528	0.028168501114686002	0.012903638564404001	0.007262026305464001	0.012827925037434	0.080658272865491	0.172219657078535	0.272187159779532	0.027780342921464002	0.12261905705017201	0.027812840220466
275.0.	0.259228165799038	0.053816615484254	0.241753799178019	0.022205340530451003	0.05366846309109	0.004608346297261001	0.001895331067013	0.0045777377308900006	0.036251594528507	0.158999946644092	0.028213659636935003	0.015941346551538	0.028163972203327003	0.012901720135988	0.007266664009606001	0.012836081152579	0.080669936616051	0.17221604292873102	0.272187356060398	0.027783957071268003	0.12261808260015501	0.027812643939601003
280.0.	0.25914568715959	0.053829862358756	0.24171153341336002	0.022221814294793002	0.053700672484421	0.004614569152483	0.001899600447738	0.004587794102218001	0.036239035768788	0.158996789131639	0.028203078036677	0.015939512775624002	0.028160048127109004	0.012900040291623002	0.007270690747686001	0.012843162741251002	0.08068022530405601	0.172212853515977	0.272187562198695	0.027787146484022	0.12261707208231501	0.027812437801304
285.0.	0.25907390437966704	0.053841296632404	0.24167468674591303	0.022236167233433003	0.053728725802072004	0.004619985968171	0.0019033325322370001	0.004596587452014	0.036228181983401005	0.15899404256163902	0.028193896587241002	0.015937925898070002	0.028156649568902	0.012898570496339001	0.007274184996011001	0.012849307869458001	0.080689289981936	0.17221004241599602	0.272187771193442	0.027789957584003003	0.122616056543923	0.027812228806556004
290.0.	0.259011470640307	0.053851163520328	0.241642587396169	0.022248663676794	0.053753143575121	0.004624697756585	0.001906591802153	0.004604269028709001	0.036218805628466	0.158991655158658	0.028185934131063003	0.015936553185425	0.028153707377472	0.012897285438532	0.007277215498256001	0.012854637463869	0.080697267091958	0.17220756765137102	0.272187977853384	0.027792432348628004	0.122615058843203	0.027812022146615004
295.0.	0.258957201962959	0.053859675470730006	0.24161464297574403	0.022259536485651002	0.053774383710236004	0.004628793478763001	0.0019094355776390001	0.00461097331402	0.036210708878079	0.15898958136319002	0.028179032261894003	0.015935366164438	0.028151161303815002	0.012896162698728002	0.0072798424105560006	0.012859257332993	0.080704279499791	0.17220539138613702	0.272188178424213	0.027794608613862	0.12261409534993702	0.027811821575786003
300.0.	0.258910058667272	0.053867016484632005	0.24159033176761702	0.022268990544054002	0.05379284860528501	0.0046323513693560005	0.0019119147023010001	0.0046168196270970005	0.036203719852975005	0.158987781142672	0.028173052585658002	0.015934340080401	0.028148958887712003	0.012895182446282	0.007282118323365	0.012863259969614	0.080710437536995	0.17220347961505703	0.27218837028459203	0.027796520384942004	0.12261317733071402	0.027811629715407002
305.0.	0.25886912874302204	0.053873345874765007	0.24156919484967002	0.022277205908951003	0.05380889152411401	0.004635440137842	0.001914074185089	0.004621913626215	0.036197689308787	0.158986219367722	0.028167874290096002	0.015933453422199	0.028147054477927	0.012894327162936	0.007284089171094001	0.012866726154349	0.08071584002835501	0.17220180185546102	0.272188551699147	0.027798198144538003	0.12261231207322101	0.027811448300852002
310.0.	0.258833612973199	0.05387880153505201	0.241550829000195	0.022284340642244	0.053822822296795005	0.00463812005304	0.0019159537966580002	0.004626348703009001	0.036192487731246004	0.158984865249744	0.028163391992292	0.015932687506241	0.02814540837104	0.012893581391837002	0.007285795040033001	0.012869726379215001	0.08072057528669001	0.172200330847389	0.27218872161852203	0.027799669152610004	0.122611503795092	0.027811278381477
