time	NN	Nplus
0.0.	10.0	-1.6940658945086e-21
7.0.3.0	10.227693507011436	0.029093678937051
14.0.6.0	10.455254079848494	0.057975747270485004
21.0.9.0	10.682681796108914	0.086647744199179
29.0.2.0	10.909976733358285	0.11511119766005401
36.0.5.0	11.13713896911691	0.14336762447728302
43.0.8.0	11.364168580859833	0.17141853044253802
51.0.1.0	11.591065646016867	0.199265410395239
58.0.4.0	11.817830241972622	0.226909748302205
65.0.7.0	12.044462446066525	0.25435301733674803
73.0.	12.270962335592854	0.281596679957169
80.0.3.0	12.497329987800754	0.308642187984694
87.0.6.0	12.72356547989427	0.33549098268085004
94.0.89999999999999.0	12.949668889032383	0.36214449482425604
102.0.2.0	13.175640292329017	0.38860414478688504
109.0.5.0	13.401479766853075	0.414871342609745
116.0.8.0	13.627187389628471	0.44094748807802103
124.0.1.0	13.852763237634143	0.46683397079568
131.0.4.0	14.078207387804092	0.49253217025951
138.0.7.0	14.3035199170274	0.518043455932642
146.0.	14.528700902148254	0.543369187317527
153.0.29999999999998.0	14.75375041996599	0.568510714028384
160.0.6.0	14.978668547235094	0.5934693758631221
167.0.9.0	15.203455360665245	0.618246502874736
175.0.2.0	15.42811093692134	0.642843415442187
182.0.5.0	15.652635352623513	0.6672614243407681
189.0.79999999999998.0	15.877028684347158	0.691501830811952
197.0.1.0	16.10129100862298	0.7155659266327351
204.0.4.0	16.325422401936976	0.73945499418448
211.0.7.0	16.549422940730526	0.7631703065212491
219.0.	16.77329270140034	0.7867131274376481
226.0.29999999999998.0	16.997031760298558	0.8100847115361771
233.0.6.0	17.220640193732727	0.833286304294081
240.0.9.0	17.444118077965854	0.856319142129732
248.0.2.0	17.667465489216408	0.8791844524685071
255.0.5.0	17.89068250365837	0.9018834538082051
262.0.8.0	18.11376919742123	0.9244173557839811
270.0.09999999999997.0	18.33672564659006	0.9467873592328021
277.0.4.0	18.559551927205494	0.9689946562574461
284.0.7.0	18.78224811526376	0.9910404302900271
292.0.	19.004814286716755	1.01292585615506
299.0.3.0	19.227250517471997	1.034652100132071
306.0.59999999999997.0	19.4495568833927	1.05622032001774
313.0.9.0	19.671733460297787	1.077631665187609
321.0.2.0	19.893780323961913	1.098887276657332
328.0.5.0	20.1156975501155	1.119988287143473
335.0.8.0	20.337485214444754	1.140935821123873
343.0.09999999999997.0	20.559143392591672	1.161730994897577
350.0.4.0	20.780672160154126	1.182374916644315
357.0.7.0	21.002071592685827	1.202868686483564
365.0.	21.223341765696382	1.223213396533167
372.0.3.0	21.444482754651325	1.243410130967538
379.0.59999999999997.0	21.665494634972102	1.263459966075435
386.0.9.0	21.886377482036153	1.283363970317315
394.0.2.0	22.107131371176898	1.303123204382275
401.0.5.0	22.32775637768377	1.322738721244574
408.0.8.0	22.548252576802266	1.342211566219748
416.0.09999999999997.0	22.768620043733925	1.361542777020313
423.0.4.0	22.98885885363642	1.380733383811068
430.0.7.0	23.208969081623497	1.399784409263991
438.0.	23.42895080276508	1.4186968686127361
445.0.3.0	23.648804092087268	1.437471769706738
452.0.59999999999997.0	23.868529024572325	1.456110113064919
459.0.9.0	24.088125675158775	1.4746128919290071
467.0.2.0	24.307594118741363	1.492981092316467
474.0.5.0	24.526934430171135	1.5112156930730452
481.0.8.0	24.74614668425542	1.5293176659249301
489.0.09999999999997.0	24.965230955757868	1.547287975530538
496.0.4.0	25.184187319398486	1.565127579531923
503.0.7.0	25.403015849853663	1.582837428605802
511.0.	25.62171662175619	1.600418466514224
518.0.3.0	25.840289709695266	1.61787163015486
525.0.6.0	26.058735188216563	1.6351978496109312
532.0.9.0	26.27705313182222	1.6523980482007712
540.0.1999999999999.0	26.495243614970892	1.6694731425270342
547.0.5.0	26.713306712077756	1.686424042525537
554.0.8.0	26.93124249751453	1.703251651513754
562.0.1.0	27.14905104560953	1.719956866238948
569.0.4.0	27.36673243064767	1.736540576925966
576.0.6999999999999.0	27.58428672687049	1.753003667324676
584.0.	27.8017140084762	1.7693470147570611
591.0.3.0	28.019014349619667	1.785571490163972
598.0.6.0	28.236187824412493	1.801677958151545
605.0.9.0	28.453234506922982	1.817667277037268
613.0.1999999999999.0	28.670154471176218	1.8335402988957321
620.0.5.0	28.88694779115407	1.8492978696040252
627.0.8.0	29.10361454079518	1.86494082888682
635.0.1.0	29.32015479399506	1.88047001036112
642.0.4.0	29.536568624606065	1.89588624158068
649.0.6999999999999.0	29.75285610643742	1.9111903440801101
657.0.	29.969017313255286	1.9263831334186552
664.0.3.0	30.185052318782724	1.9414654192236522
671.0.6.0	30.40096119669979	1.956438005233684
678.0.9.0	30.61674402064349	1.9713016893414
686.0.1999999999999.0	30.832400864207855	1.986057263636044
693.0.5.0	31.047931800943957	2.000705514445664
700.0.8.0	31.263336904359907	2.01524722237901
708.0.1.0	31.478616247920925	2.029683162367142
715.0.4.0	31.693769905049308	2.044014103704714
722.0.6999999999999.0	31.9087979491245	2.058240810090983
730.0.	32.12370045348312	2.072364039670501
