time	a1	a2	a3	x1	x2	x3
11.0.	3.6061740241179556e-07	7.454614508019928e-05	2765605868644463.0	2.95386014161229	8.293242055857405	9.835885044402529
11.0.5.0	1.80987059875193e-07	1.3287260990420282e-05	3003119344428765.0	2.5780219162964793	6.484103059585771	9.899812293579648
12.0.	9.867660955175349e-08	3.288867665818092e-06	3220062849030985.5	2.286173976167829	5.034945225864813	9.938992588293942
12.0.5.0	5.7422878265326604e-08	1.074055505680085e-06	3426082839534486.5	2.05335926852789	4.057943948448896	9.96290809691168
13.0.	3.52197229811499e-08	4.271306953004898e-07	3628140190690073.5	1.86346131164505	3.385492368575399	9.977469741727116
13.0.5.0	2.255698267496518e-08	1.955582354257642e-07	3831110165425360.5	1.705681615766015	2.900611481533314	9.986322582488162
14.0.	1.4980033606604372e-08	9.938489865928963e-08	4038390284528922.5	1.57253929348016	2.536061773300737	9.991699759956267
14.0.5.0	1.0259155782013781e-08	5.4718082924359995e-08	4252382354313594.5	1.458698057981676	2.252516780627981	9.994964005172339
15.0.	7.214470991119321e-09	3.209199456069816e-08	4474838370642255.0	1.360253471025528	2.025869757655015	9.99694490929832
15.0.5.0	5.191413875555605e-09	1.980947118559751e-08	4707096723965042.0	1.274284887526252	1.8406358584737892	9.998146771029393
16.0.	3.811770467209475e-09	1.275491654043617e-08	4950239300016672.0	1.198564936722712	1.6864507758504081	9.9988758778079
16.0.5.0	2.8491325522984008e-09	8.508656940439502e-09	5205194543008116.0	1.13136583929297	1.556129138682577	9.999318155247071
17.0.	2.1636896480793907e-09	5.849656503509268e-09	5472804670394002.0	1.071327040328329	1.444537865439161	9.999586429144752
17.0.5.0	1.6666996990244062e-09	4.127329323125946e-09	5753869507115663.0	1.017362716286927	1.3479145988788401	9.999749152507091
18.0.	1.30043771199712e-09	2.9786118292236012e-09	6049175228463366.0	0.9685958477052181	1.26343987397008	9.999847851798515
18.0.5.0	1.026519981951842e-09	2.192646959256289e-09	6359513430526284.0	0.9243103800959511	1.188959686470121	9.999907716895846
19.0.	8.18912323752026e-10	1.642644475418885e-09	6685694036332317.0	0.8839159456977961	1.122800373823883	9.999944027263096
19.0.5.0	6.596363005760869e-10	1.249999701623402e-09	7028554296147054.0	0.8469214648235761	1.063641937076167	9.99996605074321
20.0.	5.360714535013902e-10	9.64644359710483e-10	7388965331585341.0	0.812915127171225	1.010429393494107	9.999979408706777
20.0.5.0	4.392247260320886e-10	7.539075269603677e-10	7767837152842550.0	0.781549025547668	0.96230949314645	9.999987510738855
21.0.	3.6259906127445006e-10	5.960034504482617e-10	8166122744860140.0	0.7525272285947141	0.918584727770207	9.99999242487626
21.0.5.0	3.014407325827055e-10	4.761178294025477e-10	8584821604991978.0	0.7255964274764011	0.8786793645240321	9.999995405453696
22.0.	2.5223053802545395e-10	3.839965106471171e-10	9024982978610914.0	0.7005385313483331	0.8421139925815181	9.999997213266218
22.0.5.0	2.1233471666587402e-10	3.124259931834061e-10	9487708952307692.0	0.6771647540363821	0.808486194836579	9.999998309760286
23.0.	1.7976213909265222e-10	2.56256070336691e-10	9974157509083054.0	0.655310853084144	0.7774556923544561	9.999998974817693
23.0.5.0	1.529932513474749e-10	2.1175928282945372e-10	1.048554561481916e+16	0.634833267510978	0.7487327994245451	9.999999378195454
24.0.	1.3085812822491962e-10	1.7620382606384712e-10	1.102315238305982e+16	0.615605962461168	0.722069359637028	9.999999622856459
24.0.5.0	1.124485669985293e-10	1.475642304721199e-10	1.158832235108072e+16	0.597517834313089	0.6972515626635121	9.999999771250868
25.0.	9.705405791158156e-11	1.2432247921622652e-10	1.218246889142596e+16	0.580470563475604	0.674094201819459	9.999999861256633
25.0.5.0	8.411468948431793e-11	1.0532942441921329e-10	1.280707777763376e+16	0.564376827299861	0.6524360462487091	9.99999991584789
26.0.	7.318619093280639e-11	8.970699335947829e-11	1.346371091956672e+16	0.5491588045743601	0.6321360832857731	9.999999948959161
26.0.5.0	6.391375896701759e-11	7.67783619345973e-11	1.415401028183064e+16	0.5347469175784321	0.613070445941589	9.99999996904217
27.0.	5.601230145009085e-11	6.601754613469672e-11	1.487970199772249e+16	0.521078768811656	0.5951298840986461	9.99999998122313
27.0.5.0	4.925140957648961e-11	5.701263503025279e-11	1.564260069067936e+16	0.50809823813938	0.5782176703980061	9.999999988611254
28.0.	4.344384332840338e-11	4.9438713304845834e-11	1.644461401510842e+16	0.49575471281488404	0.56224785608228	9.999999993092377
28.0.5.0	3.8436647774750644e-11	4.303773780143515e-11	1.728774742863751e+16	0.484002428111774	0.547143810421794	9.999999995810317
29.0.	3.410425408110297e-11	3.7603453645227646e-11	1.8174109208156132e+16	0.47279990046422005	0.532836991356319	9.999999997458827
29.0.5.0	3.0343088368091167e-11	3.296999620489598e-11	1.9105915722468132e+16	0.46210943832069706	0.519265905751221	9.999999998458701
30.0.	2.7067333827949837e-11	2.9003212249685337e-11	2.0085496974917948e+16	0.45189671856019503	0.506375226005914	9.999999999065157
30.0.5.0	2.4205580537461098e-11	2.5594003671771638e-11	2.111530242996329e+16	0.44213041844349504	0.494115036257171	9.999999999432989
31.0.	2.1698162722875518e-11	2.265318733351886e-11	2.219790713833559e+16	0.432781894787208	0.48244018652783205	9.999999999656094
31.0.5.0	1.9495031500380217e-11	2.0107499806474068e-11	2.333601817615069e+16	0.423824903440258	0.471309737208062	9.999999999791411
32.0.	1.755404703170656e-11	1.789647273503709e-11	2.4532481414100136e+16	0.415235353277685	0.46068647946561203	9.999999999873484
32.0.5.0	1.5839600935653762e-11	1.5969974678554508e-11	2.579028863366806e+16	0.40699108985651006	0.45053651974761705	9.999999999923261
33.0.	1.4321500072814341e-11	1.4286266396474839e-11	2.711258500818036e+16	0.39907170464352903	0.44082891859955203	9.999999999953456
33.0.5.0	1.29740581961976e-11	1.281045407692237e-11	2.850267696739965e+16	0.39145836635694903	0.43153537569409905	9.999999999971767
34.0.	1.177535368704013e-11	1.151325277405573e-11	2.996404046533709e+16	0.38413367148806704	0.42262995431673506	9.999999999982874
34.0.5.0	1.0706620588327939e-11	1.036999299813879e-11	3.1500329671957412e+16	0.37708151150572106	0.41408883965957305	9.999999999989614
35.0.	9.751747082363917e-12	9.359818904300156e-12	3.3115386110513388e+16	0.37028695461104605	0.40589012618063003	9.999999999993697
35.0.5.0	8.89686093198927e-12	8.465038220153072e-12	3.481324826335883e+16	0.363736140215971	0.39801363003105306	9.999999999996176
36.0.	8.129985589546161e-12	7.670592927227292e-12	3.6598161670260424e+16	0.357416184576328	0.39044072316910605	9.99999999999768
36.0.5.0	7.440753951741478e-12	6.9636264849635325e-12	3.84745895444602e+16	0.351315096227773	0.383154186290995	9.999999999998593
37.0.	6.820169312007151e-12	6.333128584808582e-12	4.044722393303443e+16	0.345421700056722	0.376138078134634	9.999999999999144
37.0.5.0	6.260405093535751e-12	5.769642433028889e-12	4.252099744945591e+16	0.339725568994858	0.369377619068573	9.999999999999483
38.0.	5.754636556791932e-12	5.265022671354058e-12	4.470109560769733e+16	0.334216962458916	0.362859087177105	9.999999999999687
38.0.5.0	5.296898957383423e-12	4.81223446844412e-12	4.699296978871755e+16	0.328886770771226	0.356569725304122	9.99999999999981
39.0.	4.881967654766334e-12	4.405186212917369e-12	4.940235087175359e+16	0.32372646489393203	0.350497657730721	9.999999999999885
39.0.5.0	4.505256494178949e-12	4.038589731200425e-12	5.193526356450394e+16	0.318728050893524	0.34463181534152404	9.999999999999929
40.0.	4.162731445967321e-12	3.707843132430217e-12	5.4598041468035976e+16	0.31388402862435505	0.338961868287647	9.999999999999956
40.0.5.0	3.850837021178575e-12	3.408932317831695e-12	5.73973429140878e+16	0.309187354182054	0.333478165284531	9.999999999999973
41.0.	3.566433415839226e-12	3.13834793683989e-12	6.0340167614365544e+16	0.30463140573151803	0.32817167879428905	9.999999999999982
41.0.5.0	3.306742689015187e-12	2.893015167793277e-12	6.3433874163468984e+16	0.30020995236089104	0.32303395543761604	9.999999999999986
42.0.	3.069302567578087e-12	2.67023417902616e-12	6.6686198439210696e+16	0.29591712565343803	0.31805707106234304	9.99999999999999
42.0.5.0	2.851926706235918e-12	2.467629511235878e-12	7.0105272946340104e+16	0.291747393704611	0.31323358996632805	9.99999999999999
43.0.	2.652670424876554e-12	2.28310693327276e-12	7.369964715204146e+16	0.287695537342381	0.308556527833364	9.99999999999999
43.0.5.0	2.4698011046230588e-12	2.114816575991673e-12	7.747830886405491e+16	0.283756628335929	0.304019317993561	9.99999999999999
44.0.	2.301772555609614e-12	1.961121354295521e-12	8.145070670487749e+16	0.279926009401383	0.29961578066544503	9.99999999999999
44.0.5.0	2.147202778485457e-12	1.820569855276981e-12	8.562677373824096e+16	0.27619927583406	0.29534009487681	9.99999999999999
45.0.	2.0048546321702113e-12	1.6918730077754241e-12	9.001695230694488e+16	0.27257225861491	0.29118677279604005	9.99999999999999
45.0.5.0	1.8736189957470223e-12	1.5738839615454671e-12	9.46322201441529e+16	0.26904100885494103	0.28715063623589504	9.99999999999999
46.0.	1.7525000752870471e-12	1.465580697233936e-12	9.948411782344371e+16	0.265601783455617	0.283226795118234	9.99999999999999
46.0.5.0	1.640602559037926e-12	1.366050965200972e-12	1.045847776162562e+17	0.26225103187575505	0.27941062771136305	9.99999999999999
47.0.	1.5371203685623072e-12	1.274479214883012e-12	1.099469538288874e+17	0.25898538390657	0.27569776247209005	9.99999999999999
47.0.5.0	1.441326790534612e-12	1.190135229280843e-12	1.1558405469490181e+17	0.255801638366405	0.272084061342497	9.99999999999999
48.0.	1.35256580518609e-12	1.112364223204042e-12	1.2151017590269922e+17	0.25269675263540003	0.268565604367251	9.99999999999999
48.0.5.0	1.270244453806977e-12	1.0405782006831482e-12	1.2774013584207771e+17	0.24966783295821102	0.26513867551124604	9.999999999999991
49.0.	1.1938261100746622e-12	9.74248397748041e-13	1.34289512657927e+17	0.246712125449799	0.26179974956969504	9.999999999999991
49.0.5.0	1.122824538941483e-12	9.128986626032697e-13	1.4117468320370482e+17	0.24382700774553	0.258545480073754	9.999999999999991
50.0.	1.056798642942296e-12	8.560996469651929e-13	1.484128639923193e+17	0.24100998124240602	0.255372688104473	9.999999999999991
