time	ACA	ADP	AMP	ATP	BPG	EtOH	F6P	FBP	GAP	Glc	NAD	NADH	PEP	Pyr
244.0.20000000000002.0	0.063042833612868	0.15091839480611002	0.005112843578610001	4.4452365749284315	0.276538672705593	7.619692501817834	0.6532396345764441	0.027018916564345002	0.006268675106369001	0.011283444062859001	3.6525639514877692	0.584841656397856	0.0022156140325250004	0.005523003013592
247.0.50000000000003.0	0.072177816688648	0.149491206822737	0.005040661093723001	4.446731768508411	0.333908887636694	7.720742909558017	0.6076649033933991	0.032986302154095	0.007821160156113	0.01128355306118	3.584377132307396	0.6530370229612691	0.002675457238112	0.006745162903967001
250.0.8.0	0.06416799539609601	0.11283539894082201	0.002846583637157	4.485577490719631	0.347574232706478	7.834236308107765	0.6197117322577711	0.013263663984287001	0.0033927405274050003	0.011282026963388	3.580421370130705	0.657001304361123	0.0024987867462550003	0.005222452459483
254.0.10000000000002.0	0.05505234115428	0.106604119180742	0.002527495915835	4.492123708789444	0.30771987914686905	7.917692452803916	0.6536887707563791	0.007522142005594001	0.0018786053619090002	0.011281673112553	3.630672197309591	0.606758968338301	0.0021611700933730003	0.004279629144985001
257.0.40000000000003.0	0.05518567874292701	0.121877500643726	0.003310336618706	4.476063350882494	0.27104792861243604	7.983109993266777	0.6740488435051211	0.011511098501757001	0.0027693408417690003	0.011282247684242	3.667327074787735	0.570112554041589	0.001997888193117	0.004327024672973001
260.0.70000000000005.0	0.061914158843172	0.147372844296044	0.004869920429448	4.449004301303785	0.27151724365033203	8.051799309093543	0.659417235446488	0.024441696794338	0.0056928614323830005	0.011283289669878	3.659014370343047	0.578433693785238	0.002154177024427	0.005286022062427001
264.0.	0.071907823196242	0.15366645002905802	0.0053268030635050005	4.442249704401627	0.32544733416256305	8.146413707721264	0.611762343780275	0.034595447128398	0.008115959589401001	0.011283699366268002	3.5931578561319952	0.6442986155046501	0.0026353240541720003	0.006738010050887
267.0.3.0	0.066408806998675	0.11674027635274802	0.003051700541918	4.481446885600258	0.350574844567276	8.260327402462508	0.615117940617489	0.015538958342358002	0.003953626752174	0.011282205621464	3.574872616566334	0.662592234879622	0.0025533524580870002	0.005477101440266001
270.0.6.0	0.056071248402421	0.105762922035776	0.002488271232656	4.49298358771845	0.31431231082460304	8.346828524484181	0.649082225171954	0.007588798293216001	0.0019077797213300001	0.011281650102215001	3.622960977829597	0.614512225817875	0.002201737123621	0.004340821051575
273.0.90000000000003.0	0.05506786885013801	0.11879028083138901	0.003142910378016	4.479297521716216	0.274871482348696	8.411997227453922	0.6726940835785351	0.010440568905676	0.002523877015776	0.011282127555701	3.663669181197961	0.573812347134189	0.002006908613775	0.004272026192889001
277.0.20000000000005.0	0.060901918917947	0.14354756704795002	0.004615345334013	4.453063745884868	0.26788192740723804	8.477428058984845	0.6645752088743151	0.021951543077682	0.005135718228658001	0.011283127657610002	3.663928741949635	0.573561083641013	0.002102882469952	0.005072367204848
280.0.5.0	0.071209995184071	0.156424268460293	0.005518149838581001	4.439280198667486	0.316220143135019	8.565632462697131	0.617462696752051	0.035187400086966004	0.008189447079676001	0.011283783542238001	3.6032396343720343	0.634258461141286	0.002577507796422	0.006640926986788
283.0.8.0	0.06858374899870101	0.12150611419981001	0.003311328824863	4.476401145955532	0.35211229549099804	8.678641089564616	0.6110642899050011	0.018258932266417	0.004606985912219	0.011282417911147001	3.5708360276688182	0.666670310521408	0.0026041101919700004	0.005752393431137001
287.0.1.0	0.057301122296929005	0.10540444492698901	0.002472365132756	4.493337764204746	0.32090786898483503	8.768536575036014	0.64423139634763	0.007857318139056001	0.001988022956917	0.011281648031282001	3.6150101374941173	0.622504416217017	0.002245882489369	0.004423931610257
290.0.40000000000003.0	0.055074482670794005	0.11596013034874601	0.002993442115789	4.482257000310969	0.27937996981969004	8.833936359538	0.6706718088373981	0.009548957477614	0.0023197088663140003	0.011282018621419001	3.659178869332616	0.578343872832891	0.002021856429984	0.004234130506894001
293.0.70000000000005.0	0.060014989573714005	0.139606003185725	0.004360847835489	4.4572397334484535	0.265608094774375	8.896609176434039	0.668647739687354	0.019629134055610002	0.004614252668754	0.011282963987065001	3.6673196364015412	0.570211267240976	0.0020621137327670003	0.004884838956623
297.0.	0.07019866771852301	0.15765473837231	0.005601823746465001	4.437946047184773	0.306765534538607	8.97865649271543	0.624387899677258	0.034763319017319	0.008049848038054001	0.011283804537907002	3.613949828757783	0.623589209473262	0.0025067433676420003	0.006469262534049
300.0.3.0	0.07056502619924901	0.127020220206745	0.00362454552731	4.470553881499803	0.351939462123735	9.08937805647451	0.6077982662571151	0.021357246815179	0.005329672219093	0.011282657144175002	3.568704874635464	0.66884227138421	0.0026475576909120004	0.006033478547328001
303.0.6.0	0.05875120110115901	0.10559567028237	0.002482760387539	4.493116267547541	0.32736997423974	9.182848825559548	0.639198518442295	0.008359626640878	0.002127385229489	0.011281669808770002	3.606944337434899	0.630610889661802	0.0022934333606610003	0.0045318141467620005
306.0.90000000000003.0	0.055212470705727004	0.113405512638847	0.0028618429410370004	4.484923406631434	0.28447585715489804	9.248982574304286	0.6680546847228801	0.008824818041579	0.002154788737939	0.011281921591169001	3.653948203018353	0.5836150785317711	0.0020421305201230003	0.004212458781028001
310.0.20000000000005.0	0.05925475858163701	0.13566844959392102	0.00411433732012	4.461404052258549	0.26462880979061904	9.309373612805935	0.671634593336205	0.017517732986703	0.004137999707696001	0.011282802922213	3.669252430479323	0.568318878988336	0.002031650844479	0.004723829195278
313.0.5.0	0.068994368179321	0.15742974577080202	0.005580980906009001	4.438172202381746	0.297596320245309	9.385676224571487	0.6320378063056751	0.033461318887776	0.007730289743441001	0.011283768216133002	3.624626959622467	0.6129523513142661	0.002428811127761	0.00624537724589
316.0.8.0	0.07221952399301901	0.133052574569743	0.003982921898612	4.464143535358281	0.349879579946267	9.492798856868793	0.605607009462502	0.024683652667284003	0.006080415276986001	0.011282911530732001	3.568814514456455	0.6687727715880211	0.002679593372622	0.006298981003894
320.0.1.0	0.060421929360274004	0.10641338494643801	0.002523329539818	4.492238432948127	0.333537455389857	9.589795115547009	0.634054075821051	0.009136942792766	0.002335768818632	0.011281718701065	3.598921492890565	0.6386737419871751	0.0023441206728160003	0.004667549636229
323.0.40000000000003.0	0.055491853127745	0.111146723731219	0.002748140433982	4.487276411674294	0.29006507014279803	9.657188027767534	0.6649100821264241	0.008260287738645001	0.0020278806267530003	0.011281837298395	3.648062121760357	0.5895410357627311	0.002067230378417	0.004206626547756
326.0.70000000000005.0	0.058618940521803005	0.13182044751003902	0.0038807794776080005	4.465466190012166	0.26485160617824705	9.715754999420119	0.67357819670991	0.015634374270927003	0.0037111387422070004	0.011282647416363001	3.66982350053205	0.5677875535347481	0.002010908201479	0.004588299364526
330.0.	0.06770470607543201	0.155953654864483	0.0054711615366050004	4.43973875447222	0.289146140484944	9.786821371094184	0.6398832274313591	0.031503665621830004	0.007278063974809	0.011283684829185	3.634700295575805	0.602918629019058	0.0023494406153780002	0.005993023725125
