time	Inh	Inh_T1	T1	T1_alpha	T2	T2_beta	T3	T3_Inh	alpha	alpha_T1	alpha_T1_alpha	alpha_T2	alpha_T2_beta	alpha_alpha_T1	alpha_beta_T2	beta	beta_Inh_T3	beta_T3	beta_T3_Inh
440.0.	0.313743352941099	31.843884016242722	6.626468689829032	0.008082890177407001	3.862295186858759	0.015005083907607	2.072210895247113	36.25492224072904	0.09491993984468201	0.0015423308760900002	0.003015230569916	0.00077701079872	0.00194308403282	0.017006842304956003	0.009979634402087	0.054072867540384005	0.11006088814715201	0.00011493388485300001	0.06269104199195101
445.0.5.0	0.313709270827186	31.11018454883111	7.321781207496759	0.018700964349158	3.838781996578325	0.025186755354003002	2.328967143558067	35.98844751487318	0.202647563310554	0.003589673244604	0.006884468425159	0.001639984726847	0.0039722708118130005	0.038859137653318006	0.020418992529004	0.073690687904172	0.11556582353933101	0.00017238676360300002	0.06684713126592601
451.0.	0.393146123469911	30.467221104137458	7.857767506540438	0.048275400091241004	3.775935806348529	0.052898816779354006	2.548717986099706	35.678108477395625	0.49446219168056704	0.009320327812629	0.01767936847715	0.0039231513179290006	0.009335500351065	0.099736292941189	0.047906725203115	0.138563029020206	0.17176090386054402	0.00034993834768600005	0.101062694296565
456.0.5.0	0.658737984179071	30.04545175942776	7.977676087887449	0.130572761985843	3.605765979312668	0.126780852270821	2.665124064270311	35.277757154070024	1.323867841449265	0.025370730026139002	0.048483398064033005	0.01003950373371	0.024209284150965002	0.272445262608884	0.12320438053182602	0.324726475165791	0.348691866036173	0.000852140862544	0.20757477476104702
462.0.	1.418416086112001	30.144161376094605	7.145875001259904	0.32005730484378603	3.182187878175817	0.304754710852631	2.517390145697638	34.64099218033711	3.56567484751336	0.062770658966983	0.126213776114453	0.024132485865935003	0.063486575362576	0.700921882720362	0.31543834974303103	0.8309421737154701	0.8382733848196261	0.0020600746932710003	0.5012842144524731
467.0.5.0	3.311277296652733	31.197396338296812	5.082581915201105	0.540102715909984	2.4431011094936332	0.5992578989238291	1.8711091393209651	33.453214913446246	7.995054013024722	0.107644435620939	0.24424730021755	0.042916134154683004	0.13989945235582502	1.328027294753697	0.664825405072018	1.9489359061372782	1.98743654485854	0.0036326544149150003	1.184606747959471
473.0.	6.554993648172041	33.15070149307614	3.03831482322558	0.508047068401254	1.856526002274697	0.833337973241679	0.914289749966498	31.555807080261015	11.451066809442857	0.10271110672106101	0.267353640242584	0.048998937992123	0.20620182401554502	1.432871868333479	0.9449352624759421	3.4174017965411	3.7918870505418463	0.0032491921180340002	2.234766927112704
478.0.5.0	9.501153731040102	35.17662071821301	1.91819382395621	0.295428510452072	1.843640785784615	0.9061345479920021	0.34292638743554105	29.783564454101608	9.570164794570644	0.058958701934981005	0.164663822419751	0.041765974015032	0.19685263396558603	0.8861344230240391	0.9016060582427521	4.195562835879295	5.294623397673521	0.0017070799645850002	3.077178680824842
484.0.	10.463404398695051	36.559504082404494	1.354826875407798	0.12385494101102401	2.277324969861439	0.8289999930292951	0.187186652224709	29.347070396462808	5.244639401761124	0.023910228843118	0.06793588206284401	0.028350039036078002	0.13282862257879002	0.369967990270749	0.6224963754943851	3.84093511814635	5.69410160865372	0.001029908019729	3.270611434639129
489.0.5.0	9.458548575472008	37.18975867495339	1.107873557890284	0.043982708864916	2.867658412651028	0.615568418563743	0.17612602284336001	30.368797215831503	2.202807929603239	0.008258098308048	0.023102929365268	0.014939738520466001	0.06740674151371101	0.127024030618128	0.32442668875103803	2.835391672210183	5.06888013350621	0.0007797131385300001	2.885416914680504
495.0.	7.438581604521777	37.324134244281225	1.103983343199152	0.016198823842414	3.338444099794714	0.37840366877859105	0.214927841033168	32.10944753785954	0.8284460078391581	0.0029966709063970003	0.008067442009558001	0.006506009451910001	0.028212230296640002	0.044619475761285006	0.138433991678131	1.848837637696589	3.944062479224721	0.0006154860419310001	2.2309466558407482
500.0.5.0	5.352383528923556	37.18991502736388	1.2803343740632211	0.006933851979263	3.608760328773165	0.212692519577411	0.28735567492713404	33.81353373375301	0.31700578370243004	0.0012737716678200002	0.003288560348438	0.002667900145596	0.011046006834028	0.018254414577415	0.054833244669784	1.155480180245634	2.813400414837845	0.000486613297931	1.585223563184198
506.0.	3.672549037845686	36.89123410839557	1.594057011562141	0.003523345121834	3.7415794472701362	0.12008472173461401	0.39195120042563203	35.12078111083136	0.13432236490260901	0.0006456370728970001	0.001605575571105	0.0011581732911860002	0.004529735221087	0.008934322276479001	0.022647922482960003	0.7221939546389591	1.911897741149908	0.000386773136635	1.074983174456605
511.0.5.0	2.471660221006003	36.46837999870086	2.022932513369797	0.002129721274843	3.805840867475807	0.070895899766322	0.528876149416468	35.989230006080604	0.06641505149223001	0.000390639447074	0.0009378418522120001	0.000574602402912	0.0021056598997680003	0.00522928535526	0.010582970455172001	0.456821004886418	1.268917089901143	0.00030910381473900003	0.7126676507871891
517.0.	1.660825316408602	35.94173140814008	2.552110362528477	0.0015413047067630002	3.8387064642107243	0.043907826692745004	0.69735978009455	36.500177028097525	0.039548734581313	0.00028373000361400005	0.0006578786249570001	0.00034038364818700004	0.001164911832867	0.00367531599616	0.005880413615459001	0.292766479144676	0.8340545861669391	0.000247371123176	0.46816123451794706
522.0.5.0	1.12823689087578	35.32812442777885	3.166603850093653	0.0013447311051890001	3.856554183517633	0.028421002068882	0.89510910704131	36.75015898305284	0.028841223666375003	0.00024887042147600004	0.0005575220174550001	0.000246157193299	0.000787551132775	0.0031205985834130002	0.003991106087393	0.19025179003837803	0.547369416864192	0.00019769823542100003	0.30716479480637504
528.0.	0.7834819801291321	34.645311619732034	3.849223964767615	0.0014183149901030002	3.866431044041467	0.019347111594502	1.118345387758801	36.81781602759905	0.025903027523002	0.000264152085665	0.0005723509394560001	0.00021905787792100002	0.000657717246855	0.0032095974851640004	0.0033450692392360004	0.125993027510995	0.36105146901274504	0.00015820509376	0.20262891053577903
533.0.5.0	0.562874229132527	33.9122878853331	4.580870101739358	0.0018040026901640002	3.8714001504506443	0.014219718704422001	1.362126623638969	36.76048326316565	0.028578916470698	0.00033824735983	0.0007101676679390001	0.000239508880812	0.000678526367021	0.003989595209652	0.003462095597081	0.08625241708207701	0.24158284331998703	0.00012840271300700002	0.135678867162519
539.0.	0.424593951445534	33.14863606345831	5.341088525700038	0.002747456519063	3.872488143896433	0.011941636772332	1.620652952302764	36.618214541671314	0.038416865496595	0.000518618692259	0.0010576598247470002	0.00031917579103500003	0.0008584300299950001	0.005951675805644	0.004392613510186	0.063164586848017	0.16702133032351701	0.000109256597611	0.09400191910494501
544.0.5.0	0.343481085894461	32.374591771628275	6.10710048625665	0.0049551717424650005	3.8689580666910492	0.012464152164067	1.8871522970363	36.418034986407974	0.06215782966819101	0.0009414542484830001	0.0018704039893930001	0.000512021104685	0.0013159242068740001	0.010540712134795	0.006749835833306001	0.05320364617557	0.12435310267147501	0.000104679388441	0.070354934495942
550.0.	0.308801927551687	31.61356226453656	6.848305909167247	0.010425388405467001	3.8569978223325663	0.017257129460698	2.152610497344989	36.17639315457128	0.119218877407434	0.001993016236795	0.0038713510967580004	0.00097283418622	0.0024066668116200004	0.021842070557176	0.012365547208877002	0.05772954756998001	0.10869450320803101	0.00012656160418500001	0.062175283271642005
