time	L	REL	ReNR
17.0.4.0	0.004999999999999	0.018407960199004002	3.6815920398009903
17.0.7.0	0.004999999999999	0.018407960199004002	3.6815920398009903
18.0.	0.004999999999999	0.018407960199004002	3.6815920398009903
18.0.3.0	0.004999999999999	0.018407960199004002	3.6815920398009903
18.0.599999999999998.0	0.004999999999999	0.018407960199004002	3.6815920398009903
18.0.9.0	0.004999999999999	0.018407960199004002	3.6815920398009903
19.0.2.0	0.004999999999999	0.018407960199004002	3.6815920398009903
19.0.5.0	0.004999999999999	0.018407960199004002	3.6815920398009903
19.0.8.0	0.004999999999999	0.018407960199004002	3.6815920398009903
20.0.099999999999998.0	0.004999999999999	0.018407960199004002	3.6815920398009903
20.0.4.0	0.004999999999999	0.018407960199004002	3.6815920398009903
20.0.7.0	0.004999999999999	0.018407960199004002	3.6815920398009903
21.0.	0.004999999999999	0.018407960199004002	3.6815920398009903
21.0.3.0	0.004999999999999	0.018407960199004002	3.6815920398009903
21.0.599999999999998.0	0.004999999999999	0.018407960199004002	3.6815920398009903
21.0.9.0	0.004999999999999	0.018407960199004002	3.6815920398009903
22.0.2.0	0.004999999999999	0.018407960199004002	3.6815920398009903
22.0.5.0	0.004999999999999	0.018407960199004002	3.6815920398009903
22.0.8.0	0.004999999999999	0.018407960199004002	3.6815920398009903
23.0.099999999999998.0	0.004999999999999	0.018407960199004002	3.6815920398009903
23.0.4.0	0.004999999999999	0.018407960199004002	3.6815920398009903
23.0.7.0	0.004999999999999	0.018407960199004002	3.6815920398009903
24.0.	0.004999999999999	0.018407960199004002	3.6815920398009903
24.0.3.0	0.004999999999999	0.018407960199004002	3.6815920398009903
24.0.599999999999998.0	0.004999999999999	0.018407960199004002	3.6815920398009903
24.0.9.0	0.004999999999999	0.018407960199004002	3.6815920398009903
25.0.2.0	0.004999999999999	0.018407960199004002	3.6815920398009903
25.0.5.0	0.004999999999999	0.018407960199004002	3.6815920398009903
25.0.8.0	0.004999999999999	0.018407960199004002	3.6815920398009903
26.0.099999999999998.0	0.004999999999999	0.018407960199004002	3.6815920398009903
26.0.4.0	0.004999999999999	0.018407960199004002	3.6815920398009903
26.0.7.0	0.004999999999999	0.018407960199004002	3.6815920398009903
27.0.	0.004999999999999	0.018407960199004002	3.6815920398009903
27.0.3.0	0.004999999999999	0.018407960199004002	3.6815920398009903
27.0.599999999999998.0	0.004999999999999	0.018407960199004002	3.6815920398009903
27.0.9.0	0.004999999999999	0.018407960199004002	3.6815920398009903
28.0.2.0	0.004999999999999	0.018407960199004002	3.6815920398009903
28.0.5.0	0.004999999999999	0.018407960199004002	3.6815920398009903
28.0.799999999999997.0	0.004999999999999	0.018407960199004002	3.6815920398009903
29.0.099999999999998.0	0.004999999999999	0.018407960199004002	3.6815920398009903
29.0.4.0	0.004999999999999	0.018407960199004002	3.6815920398009903
29.0.7.0	0.004999999999999	0.018407960199004002	3.6815920398009903
30.0.	0.004999999999999	0.018407960199004002	3.6815920398009903
